Player,GP,MIN,PTS,FG%,3PA,3P%,REB,AST,TO,STL,BLK,Close FGA,Close FG%,Mid FGA,Mid FG%,Post_Ups,Drives,Height,Pos,TEAM,Class
Lauri Markkanen: 2017,68.0,29.7,15.2,43.4,5.9,36.2,7.5,1.2,1.2,0.6,0.6,4.7,55.3,2.1,35.6,2.3,3.6,84.0,PF,CHI,2
LeBron James: 2017,82.0,36.9,27.5,54.2,5.0,36.7,8.6,9.1,4.2,1.4,0.9,10.7,67.3,3.7,38.9,4.4,11.7,80.0,PF,CLE,0
Luc Mbah a Moute: 2017,61.0,25.6,7.5,48.1,2.8,36.4,3.0,0.9,1.1,1.2,0.4,2.7,63.0,0.1,0.0,0.3,3.0,80.0,PF,HOU,1
Michael Kidd-Gilchrist: 2017,74.0,25.0,9.2,50.4,0.0,0.0,4.1,1.0,0.7,0.7,0.4,4.9,57.1,2.7,37.6,0.5,3.0,79.0,SF,CHA,3
Nikola Jokic: 2017,75.0,32.6,18.5,49.9,3.7,39.6,10.7,6.1,2.8,1.2,0.8,7.2,55.6,2.5,47.9,7.5,2.7,82.0,C,DEN,5
Nikola Vucevic: 2017,57.0,29.5,16.5,47.5,3.6,31.4,9.2,3.4,1.9,1.0,1.1,7.5,57.3,3.7,43.1,6.1,2.5,84.0,C,ORL,5
Pascal Siakam: 2017,80.0,20.7,7.2,50.7,1.6,22.5,4.5,2.0,0.8,0.8,0.5,4.3,62.8,0.2,30.8,0.3,3.2,81.0,PF,TOR,1
Paul George: 2017,79.0,36.6,21.9,43.0,7.7,40.1,5.7,3.3,2.7,2.0,0.5,5.4,53.7,3.8,33.2,1.0,8.9,81.0,SF,OKC,0
Rajon Rondo: 2017,65.0,26.2,8.3,46.8,2.3,33.3,4.0,8.2,2.3,1.1,0.2,4.4,56.8,0.9,36.2,0.1,7.9,73.0,PG,NOP,4
Serge Ibaka: 2017,76.0,27.5,12.6,48.3,3.9,36.0,6.3,0.8,1.2,0.4,1.3,3.8,60.5,2.6,49.8,1.1,3.3,82.0,PF,TOR,2
Stanley Johnson: 2017,69.0,27.4,8.7,37.5,3.4,28.6,3.7,1.6,1.1,1.4,0.2,3.2,46.9,1.6,36.1,0.4,4.1,79.0,SF,DET,1
Thabo Sefolosha: 2017,38.0,21.2,8.2,49.2,2.2,38.1,4.2,0.9,0.8,1.4,0.3,3.1,61.3,1.0,38.5,0.1,3.0,79.0,SF,UTA,1
Tim Hardaway Jr: 2017,57.0,33.1,17.5,42.1,7.2,31.7,3.9,2.7,1.6,1.1,0.2,5.4,53.7,2.5,45.7,0.0,5.2,78.0,SG,NYK,4
Willie Cauley-Stein: 2017,73.0,28.0,12.8,50.2,0.2,25.0,7.0,2.4,1.5,1.1,0.9,8.4,53.6,2.1,39.1,3.9,3.2,84.0,C,SAC,2
Zach LaVine: 2017,24.0,27.3,16.7,38.3,5.1,34.1,3.9,3.0,1.8,1.0,0.2,6.8,47.1,3.0,25.4,0.2,8.7,77.0,SG,CHI,4
Aaron Gordon: 2018,78.0,33.8,16.0,44.9,4.4,34.9,7.4,3.7,2.1,0.7,0.7,6.7,55.2,2.3,33.0,2.9,6.1,81.0,PF,ORL,2
Anthony Davis: 2018,56.0,33.0,25.9,51.7,2.6,33.1,12.0,3.9,2.0,1.6,2.4,11.6,61.2,4.2,35.5,7.0,3.8,82.0,C,NOP,5
Blake Griffin: 2018,75.0,35.0,24.5,46.2,7.0,36.2,7.5,5.4,3.4,0.7,0.4,9.5,56.8,1.4,26.4,8.4,8.0,82.0,PF,DET,5
Bobby Portis: 2018,50.0,26.0,14.2,44.4,3.8,39.3,8.1,1.4,1.5,0.7,0.4,6.7,50.7,2.1,35.9,3.7,2.4,83.0,PF,WAS,2
Bogdan Bogdanovic: 2018,70.0,27.8,14.1,41.8,5.3,36.0,3.5,3.8,1.7,1.0,0.2,4.9,49.0,2.1,41.1,0.8,8.0,78.0,SG,SAC,4
CJ McCollum: 2018,70.0,33.9,21.0,45.9,6.4,37.5,4.0,3.0,1.5,0.8,0.4,6.9,50.7,4.6,50.2,0.1,9.4,75.0,SG,POR,4
Caris LeVert: 2018,40.0,26.6,13.7,42.9,3.9,31.2,3.8,3.9,1.7,1.1,0.4,7.6,51.3,0.6,16.7,0.0,12.0,79.0,SF,BKN,4
Chris Paul: 2018,58.0,32.0,15.6,41.9,6.1,35.8,4.6,8.2,2.6,2.0,0.3,3.8,50.0,2.5,47.6,2.2,12.1,72.0,PG,HOU,0
Collin Sexton: 2018,82.0,31.8,16.7,43.0,3.6,40.2,2.9,3.0,2.3,0.5,0.1,6.6,47.0,4.5,39.2,0.1,10.8,74.0,PG,CLE,4
Damian Lillard: 2018,80.0,35.5,25.8,44.4,8.0,36.9,4.6,6.9,2.7,1.1,0.4,7.6,51.3,3.6,46.1,0.1,13.3,75.0,PG,POR,0
De'Aaron Fox: 2018,81.0,31.4,17.3,45.8,2.9,37.1,3.8,7.3,2.8,1.6,0.6,8.0,52.5,2.7,37.3,0.1,12.2,75.0,PG,SAC,0
DeMar DeRozan: 2018,77.0,34.9,21.2,48.1,0.6,15.6,6.0,6.2,2.6,1.1,0.5,9.2,56.5,7.2,40.5,2.4,18.7,79.0,SG,SAS,0
Deandre Ayton: 2018,71.0,30.7,16.3,58.5,0.1,0.0,10.3,1.8,1.8,0.9,0.9,9.0,65.6,3.2,39.9,5.8,0.4,85.0,C,PHX,3
Dennis Schroder: 2018,79.0,29.3,15.5,41.4,4.6,34.1,3.6,4.1,2.2,0.8,0.2,6.4,46.9,2.9,42.7,0.0,11.7,73.0,PG,OKC,4
Dennis Smith Jr: 2018,53.0,28.5,13.6,42.8,3.9,32.2,2.9,4.8,2.9,1.3,0.4,6.3,50.8,2.0,35.5,0.2,12.0,75.0,PG,NYK,4
Derrick White: 2018,67.0,25.8,9.9,47.9,2.1,33.8,3.7,3.9,1.4,1.0,0.7,4.4,54.5,1.6,47.7,0.0,8.6,76.0,PG,SAS,4
Devin Booker: 2018,64.0,35.0,26.6,46.7,6.5,32.6,4.1,6.8,4.1,0.9,0.2,8.6,58.1,4.6,44.9,1.3,13.9,78.0,SG,PHX,0
Domantas Sabonis: 2018,74.0,24.8,14.1,59.0,0.2,52.9,9.3,2.9,2.2,0.6,0.4,7.5,64.0,1.7,38.0,4.4,1.6,83.0,C,IND,2
Dwyane Wade: 2018,72.0,26.2,15.0,43.3,3.6,33.0,4.0,4.2,2.3,0.8,0.5,6.5,53.8,3.2,33.0,1.6,9.3,76.0,SG,MIA,4
Eric Gordon: 2018,68.0,31.7,16.2,40.9,8.8,36.0,2.2,1.9,1.3,0.6,0.4,4.6,50.0,0.3,40.0,0.1,7.4,76.0,SG,HOU,4
Evan Turner: 2018,73.0,22.0,6.8,46.0,0.7,21.2,4.5,3.9,1.6,0.5,0.2,3.6,52.8,1.7,46.0,1.8,4.0,79.0,PG,POR,1
Gary Harris: 2018,57.0,28.8,12.9,42.4,4.2,33.9,2.8,2.2,1.2,1.0,0.3,5.6,51.8,1.3,30.3,0.0,7.7,76.0,SG,DEN,4
Giannis Antetokounmpo: 2018,72.0,32.8,27.7,57.8,2.8,25.6,12.5,5.9,3.7,1.3,1.5,12.9,68.2,1.6,34.5,4.6,12.5,83.0,PF,MIL,5
Goran Dragic: 2018,36.0,27.5,13.7,41.3,4.6,34.8,3.1,4.8,2.0,0.8,0.1,6.0,48.3,1.6,32.1,0.1,11.0,75.0,PG,MIA,4
Hassan Whiteside: 2018,72.0,23.3,12.3,57.1,0.2,12.5,11.3,0.8,1.3,0.6,1.9,8.5,60.0,0.8,32.1,2.8,0.5,84.0,C,MIA,3
JJ Redick: 2018,76.0,31.3,18.1,44.0,8.0,39.7,2.4,2.7,1.3,0.4,0.2,1.8,55.6,3.7,48.0,0.0,2.3,76.0,SG,PHI,4
JaVale McGee: 2018,75.0,22.3,12.0,62.4,0.2,8.3,7.5,0.7,1.4,0.6,2.0,8.0,65.0,0.4,34.4,1.4,0.6,84.0,C,LAL,3
Jamal Murray: 2018,75.0,32.6,18.2,43.7,5.5,36.7,4.2,4.8,2.1,0.9,0.4,6.5,50.8,3.6,43.1,0.3,10.2,76.0,PG,DEN,4
James Harden: 2018,78.0,36.8,36.1,44.2,13.2,36.8,6.6,7.5,5.0,2.0,0.7,10.3,53.4,1.0,42.0,1.1,19.6,77.0,PG,HOU,0
Jaren Jackson Jr: 2018,58.0,26.1,13.8,50.6,2.4,35.9,4.7,1.1,1.7,0.9,1.4,7.2,56.9,0.5,29.6,4.6,2.1,83.0,PF,MEM,2
Jaylen Brown: 2018,74.0,25.9,13.0,46.5,3.7,34.4,4.2,1.4,1.3,0.9,0.4,5.6,57.1,1.4,38.6,1.2,5.1,79.0,SG,BOS,2
Jayson Tatum: 2018,79.0,31.1,15.7,45.0,3.9,37.3,6.0,2.1,1.5,1.1,0.7,5.7,54.4,3.5,36.6,1.5,5.6,80.0,SF,BOS,2
Jeff Teague: 2018,42.0,30.1,12.1,42.3,2.5,33.3,2.5,8.2,2.3,1.0,0.4,6.2,45.2,1.2,42.3,0.1,14.1,74.0,PG,MIN,4
Jeremy Lamb: 2018,79.0,28.5,15.3,44.0,4.2,34.8,5.5,2.2,1.0,1.1,0.4,6.3,49.2,1.9,46.7,0.1,8.5,77.0,SG,CHA,4
Joe Harris: 2018,76.0,30.2,13.7,50.0,5.1,47.4,3.8,2.4,1.6,0.5,0.2,4.4,52.3,0.4,45.2,0.0,7.0,78.0,SG,BKN,4
Joe Ingles: 2018,82.0,31.3,12.1,44.8,5.9,39.1,4.0,5.7,2.4,1.2,0.2,3.4,55.9,0.4,40.0,0.1,10.0,80.0,PF,UTA,4
Joel Embiid: 2018,64.0,33.7,27.5,48.4,4.1,30.0,13.6,3.7,3.5,0.7,1.9,11.0,59.1,3.6,36.1,10.2,4.8,84.0,C,PHI,5
John Collins: 2018,61.0,30.0,19.5,56.0,2.6,34.8,9.8,2.0,2.0,0.4,0.6,10.2,63.7,0.8,30.6,2.5,2.8,82.0,PF,ATL,2
Josh Jackson: 2018,79.0,25.2,11.5,41.3,2.8,32.4,4.4,2.3,2.2,0.9,0.7,6.2,45.2,1.6,38.5,0.2,7.0,80.0,SG,PHX,4
Josh Okogie: 2018,74.0,23.7,7.7,38.6,2.9,27.9,2.9,1.2,0.9,1.2,0.4,3.1,48.4,1.0,34.3,0.0,3.0,76.0,SG,MIN,1
Karl-Anthony Towns: 2018,77.0,33.0,24.4,51.8,4.6,40.0,12.4,3.4,3.1,0.9,1.6,10.0,60.0,2.4,39.9,12.9,3.6,84.0,C,MIN,5
Kawhi Leonard: 2018,60.0,34.0,26.6,49.6,5.0,37.1,7.3,3.3,2.0,1.8,0.4,8.3,60.2,5.5,45.9,4.0,13.6,79.0,SF,TOR,0
Kelly Olynyk: 2018,79.0,22.9,10.0,46.3,4.0,35.4,4.7,1.8,1.4,0.7,0.5,2.5,68.0,0.5,35.7,1.2,2.0,84.0,PF,MIA,2
Kelly Oubre Jr: 2018,69.0,28.0,15.2,44.5,4.9,32.0,4.7,1.2,1.5,1.2,0.9,6.5,53.8,0.8,46.4,0.1,6.0,79.0,SF,PHX,2
Kemba Walker: 2018,82.0,34.9,25.6,43.4,8.9,35.6,4.4,5.9,2.6,1.2,0.4,8.3,50.6,3.3,46.9,0.0,15.2,73.0,PG,CHA,0
Kevin Durant: 2018,78.0,34.6,26.0,52.1,5.0,35.3,6.4,5.9,2.9,0.7,1.1,6.8,63.2,5.9,55.1,6.3,7.5,81.0,SF,GSW,5
Kevin Love: 2018,22.0,27.2,17.0,38.5,6.7,36.1,10.9,2.2,1.9,0.3,0.2,4.3,46.5,1.9,26.2,5.6,1.9,82.0,PF,CLE,2
Klay Thompson: 2018,78.0,34.0,21.5,46.7,7.7,40.2,3.8,2.4,1.5,1.1,0.6,4.6,58.7,5.7,45.3,1.3,4.4,79.0,SG,GSW,4
Kris Dunn: 2018,46.0,30.2,11.3,42.5,2.1,35.4,4.1,6.0,2.3,1.5,0.5,6.3,47.6,2.6,38.1,0.5,11.7,76.0,PG,CHI,4
Kyle Kuzma: 2018,70.0,33.1,18.7,45.6,6.0,30.3,5.5,2.5,1.9,0.6,0.4,8.1,58.0,1.4,39.4,2.1,6.0,81.0,PF,LAL,2
Langston Galloway: 2018,80.0,21.8,8.4,38.8,4.8,35.5,2.1,1.1,0.3,0.5,0.1,1.7,41.2,1.0,44.7,0.0,2.1,74.0,SG,DET,1
Lauri Markkanen: 2018,52.0,32.3,18.7,43.0,6.4,36.1,9.0,1.4,1.6,0.7,0.6,6.9,52.2,2.0,33.7,2.5,6.0,84.0,PF,CHI,2
Lonzo Ball: 2018,47.0,30.3,9.9,40.6,4.9,32.9,5.3,5.4,2.2,1.5,0.4,4.2,50.0,0.7,35.5,0.5,5.0,78.0,PG,LAL,4
Luka Doncic: 2018,72.0,32.2,21.2,42.7,7.1,32.7,7.8,6.0,3.4,1.1,0.3,7.5,53.3,1.8,38.3,1.7,14.7,79.0,SG,DAL,0
Marcus Smart: 2018,80.0,27.5,8.9,42.2,4.3,36.4,2.9,4.0,1.5,1.8,0.4,2.3,52.2,0.5,36.6,1.0,3.5,76.0,SG,BOS,4
Markelle Fultz: 2018,19.0,22.5,8.2,41.9,0.7,28.6,3.7,3.1,1.3,0.9,0.3,5.3,50.9,2.2,24.4,0.2,7.4,76.0,SG,ORL,1
Mitchell Robinson: 2018,66.0,20.6,7.3,69.4,0.0,0.0,6.4,0.6,0.5,0.8,2.4,4.4,70.5,0.0,33.3,0.4,0.0,85.0,C,NYK,3
Myles Turner: 2018,74.0,28.6,13.3,48.7,2.6,38.8,7.2,1.6,1.4,0.8,2.7,4.6,58.7,3.3,41.2,2.3,0.7,83.0,C,IND,2
Nikola Jokic: 2018,80.0,31.3,20.1,51.1,3.4,30.7,10.8,7.3,3.1,1.4,0.7,9.8,60.2,1.9,40.3,7.7,3.7,84.0,C,DEN,5
Nikola Mirotic: 2018,46.0,27.1,15.2,43.9,6.9,36.5,7.4,1.2,1.0,0.7,0.7,3.3,63.6,1.5,35.7,1.7,1.2,82.0,PF,MIL,2
Nikola Vucevic: 2018,80.0,31.4,20.8,51.8,2.9,36.4,12.0,3.8,2.0,1.0,1.1,10.4,58.7,3.6,43.6,9.2,2.3,84.0,C,ORL,5
Rodney McGruder: 2018,66.0,23.5,7.6,40.3,3.4,35.1,3.6,1.7,1.0,0.5,0.2,3.3,45.5,0.3,33.3,0.0,4.8,76.0,SG,LAC,1
Rudy Gay: 2018,69.0,26.7,13.7,50.4,2.7,40.2,6.8,2.6,1.7,0.8,0.5,5.1,54.9,3.0,52.2,2.4,4.8,80.0,PF,SAS,2
Russell Westbrook: 2018,73.0,36.0,22.9,42.8,5.6,29.0,11.1,10.7,4.5,1.9,0.5,9.7,56.7,4.9,31.8,1.8,18.4,75.0,PG,OKC,0
Stephen Curry: 2018,69.0,33.8,27.3,47.2,11.7,43.7,5.3,5.2,2.8,1.3,0.4,4.8,58.3,2.8,43.4,0.3,7.7,75.0,PG,GSW,0
Steven Adams: 2018,80.0,33.4,13.9,59.5,0.0,0.0,9.5,1.6,1.7,1.5,1.0,9.8,60.2,0.3,60.0,5.0,0.1,84.0,C,OKC,3
Terrance Ferguson: 2018,74.0,26.1,6.9,42.9,3.9,36.6,1.9,1.0,0.6,0.5,0.2,1.5,60.0,0.5,26.5,0.0,1.4,79.0,SG,OKC,1
Terrence Ross: 2018,81.0,26.5,15.1,42.8,7.0,38.3,3.5,1.7,1.1,0.9,0.4,1.7,58.8,4.0,43.5,0.0,2.1,79.0,SG,ORL,1
Tobias Harris: 2018,82.0,34.7,20.0,48.7,4.8,39.7,7.9,2.8,1.8,0.6,0.5,7.7,55.8,2.8,43.7,2.1,8.8,81.0,PF,PHI,2
Tyus Jones: 2018,68.0,22.9,6.9,41.5,1.9,31.7,2.0,4.8,0.7,1.2,0.1,3.4,50.0,1.3,36.7,0.0,4.6,74.0,PG,MIN,1
Victor Oladipo: 2018,36.0,31.9,18.8,42.3,6.0,34.3,5.6,5.2,2.3,1.7,0.3,5.7,50.9,4.6,42.5,0.0,9.5,76.0,SG,IND,0
Wendell Carter Jr: 2018,44.0,25.2,10.3,48.5,0.7,18.8,7.0,1.8,1.5,0.6,1.3,5.6,58.9,2.1,35.2,3.1,0.3,82.0,C,CHI,3
Zach LaVine: 2018,63.0,34.5,23.7,46.7,5.1,37.4,4.7,4.5,3.4,1.0,0.4,9.6,55.2,3.2,35.8,0.5,13.6,77.0,SG,CHI,0
Aaron Gordon: 2019,62.0,32.5,14.4,43.7,3.8,30.8,7.7,3.7,1.6,0.8,0.6,6.3,58.7,2.2,25.0,3.2,4.8,80.0,PF,ORL,2
Al Horford: 2019,67.0,30.2,11.9,45.0,4.2,35.0,6.8,4.0,1.2,0.8,0.9,4.1,53.7,2.3,44.6,4.3,1.4,81.0,C,PHI,2
Andrew Wiggins: 2019,54.0,34.4,21.8,44.7,6.2,33.2,5.1,3.7,2.4,0.8,1.0,9.4,55.3,2.5,33.8,1.0,14.1,79.0,SF,GSW,0
Anfernee Simons: 2019,70.0,20.7,8.3,39.9,3.2,33.2,2.2,1.4,0.9,0.4,0.1,2.9,44.8,1.5,42.1,0.0,3.7,75.0,SG,POR,1
Anthony Davis: 2019,62.0,34.4,26.1,50.3,3.5,33.0,9.3,3.2,2.5,1.5,2.3,10.1,62.4,4.1,34.9,8.8,3.6,82.0,PF,LAL,5
Bam Adebayo: 2019,72.0,33.6,15.9,55.7,0.2,14.3,10.2,5.1,2.8,1.1,1.3,9.4,61.7,1.3,22.3,3.2,4.4,81.0,PF,MIA,5
Blake Griffin: 2019,18.0,28.5,15.5,35.2,6.2,24.3,4.7,3.3,2.2,0.4,0.4,6.9,46.4,0.8,20.0,4.1,6.2,81.0,PF,DET,4
Bogdan Bogdanovic: 2019,61.0,28.9,15.1,44.0,7.2,37.2,3.4,3.4,1.7,1.0,0.2,3.7,56.8,1.7,49.5,0.3,6.7,78.0,SG,SAC,4
Bojan Bogdanovic: 2019,63.0,33.1,20.2,44.7,7.3,41.4,4.1,2.1,2.5,0.5,0.1,6.5,50.8,1.1,27.9,1.0,9.1,80.0,SF,UTA,4
Bradley Beal: 2019,57.0,36.0,30.5,45.5,8.4,35.3,4.2,6.1,3.4,1.2,0.4,9.7,55.7,4.8,41.3,0.5,16.1,75.0,SG,WAS,0
Brook Lopez: 2019,68.0,26.7,12.0,43.5,4.8,31.4,4.6,1.5,1.0,0.7,2.4,4.5,55.6,0.7,53.3,2.8,1.3,84.0,C,MIL,2
Buddy Hield: 2019,72.0,30.8,19.2,42.9,9.6,39.4,4.6,3.0,2.3,0.9,0.2,3.8,52.6,2.9,39.8,0.0,5.3,76.0,SG,SAC,4
CJ McCollum: 2019,70.0,36.5,22.2,45.1,7.3,37.9,4.2,4.4,1.8,0.8,0.6,7.6,50.0,4.4,48.9,0.0,10.6,75.0,SG,POR,0
Coby White: 2019,65.0,25.8,13.2,39.4,5.8,35.4,3.5,2.7,1.7,0.8,0.1,4.7,44.7,1.7,33.6,0.0,7.0,76.0,PG,CHI,4
Collin Sexton: 2019,65.0,33.0,20.8,47.2,3.9,38.0,3.1,3.0,2.4,1.0,0.1,10.3,52.4,2.5,40.7,0.1,13.9,73.0,PG,CLE,0
Damian Lillard: 2019,66.0,37.5,30.0,46.3,10.2,40.1,4.3,8.0,2.9,1.1,0.3,8.0,55.0,2.2,44.5,0.1,15.2,74.0,PG,POR,0
Danilo Gallinari: 2019,62.0,29.6,18.7,43.8,7.1,40.5,5.2,1.9,1.2,0.7,0.1,3.5,51.4,2.7,43.4,3.2,3.8,82.0,PF,OKC,2
Davis Bertans: 2019,54.0,29.3,15.4,43.4,8.7,42.4,4.5,1.7,1.1,0.7,0.6,1.9,52.6,0.7,36.1,0.1,1.9,82.0,PF,WAS,1
De'Aaron Fox: 2019,51.0,32.0,21.1,48.0,3.6,29.2,3.8,6.8,3.1,1.5,0.5,10.5,55.2,1.8,44.1,0.1,18.3,75.0,PG,SAC,0
De'Andre Hunter: 2019,63.0,32.0,12.3,41.0,4.8,35.5,4.5,1.8,1.6,0.7,0.3,4.4,45.5,1.6,44.7,0.3,6.2,79.0,SF,ATL,4
DeAndre Jordan: 2019,56.0,22.0,8.3,66.6,0.0,0.0,10.0,1.9,1.3,0.3,0.9,5.1,66.7,0.1,33.3,0.3,0.1,83.0,C,BKN,3
DeMar DeRozan: 2019,68.0,34.1,22.1,53.1,0.5,25.7,5.5,5.6,2.4,1.0,0.3,9.5,58.9,5.4,45.9,1.6,19.8,78.0,SF,SAS,0
Deandre Ayton: 2019,38.0,32.5,18.2,54.6,0.3,23.1,11.5,1.9,2.1,0.7,1.5,11.0,60.9,3.7,36.7,6.2,0.5,83.0,C,PHX,5
Dejounte Murray: 2019,66.0,25.6,10.9,46.2,1.7,36.9,5.8,4.1,1.9,1.7,0.3,5.1,49.0,2.9,46.3,0.1,8.7,76.0,PG,SAS,4
Delon Wright: 2019,73.0,21.5,6.9,46.2,1.7,37.0,3.8,3.3,1.0,1.2,0.3,3.7,51.4,0.2,31.3,0.0,7.0,77.0,PG,DAL,1
Derrick Jones Jr: 2019,59.0,23.3,8.5,52.7,2.2,28.0,3.9,1.1,0.5,1.0,0.6,3.6,69.4,0.1,28.6,0.0,1.3,78.0,SF,MIA,1
Derrick White: 2019,68.0,24.7,11.3,45.8,3.2,36.6,3.3,3.5,1.3,0.6,0.9,4.0,55.0,0.9,34.4,0.0,7.9,76.0,SG,SAS,1
Devin Booker: 2019,70.0,35.9,26.6,48.9,5.7,35.4,4.2,6.5,3.8,0.7,0.3,7.9,60.8,4.7,46.1,1.8,14.3,77.0,SG,PHX,0
Devonte' Graham: 2019,63.0,35.1,18.2,38.2,9.3,37.3,3.4,7.5,2.9,1.0,0.2,4.3,41.9,1.7,35.2,0.0,10.6,73.0,PG,CHA,0
Domantas Sabonis: 2019,62.0,34.8,18.5,54.0,1.1,25.4,12.4,5.0,2.7,0.8,0.5,10.3,59.2,2.2,44.6,6.1,2.4,83.0,PF,IND,5
Draymond Green: 2019,43.0,28.4,8.0,38.9,3.0,27.9,6.2,6.2,2.3,1.4,0.8,3.4,52.9,1.0,28.6,2.8,3.7,78.0,PF,GSW,4
Duncan Robinson: 2019,73.0,29.7,13.5,47.0,8.3,44.6,3.2,1.4,1.0,0.5,0.3,0.9,77.8,0.2,26.7,0.0,1.0,79.0,SG,MIA,1
Eric Paschall: 2019,60.0,27.6,14.0,49.7,2.2,28.7,4.6,2.1,1.6,0.5,0.2,6.4,59.4,2.1,43.0,2.9,5.7,78.0,PF,GSW,2
Fred VanVleet: 2019,54.0,35.7,17.6,41.3,6.9,39.0,3.8,6.6,2.2,1.9,0.3,6.3,46.0,1.1,31.1,0.0,14.3,73.0,SG,TOR,0
Furkan Korkmaz: 2019,72.0,21.7,9.8,43.0,4.9,40.2,2.3,1.1,0.8,0.6,0.2,2.1,52.4,0.8,37.7,0.0,2.2,79.0,SG,PHI,1
Gordon Hayward: 2019,52.0,33.5,17.5,50.0,4.3,38.3,6.7,4.1,1.8,0.7,0.4,6.4,57.8,2.8,49.3,0.3,9.7,79.0,SF,BOS,4
Harrison Barnes: 2019,72.0,34.5,14.5,46.0,3.7,38.1,4.9,2.2,1.2,0.6,0.2,6.4,53.1,0.9,27.4,3.9,6.1,80.0,PF,SAC,2
Hassan Whiteside: 2019,67.0,30.0,15.5,62.1,0.1,57.1,13.5,1.2,1.8,0.4,2.9,9.2,64.1,1.2,42.2,2.7,0.5,84.0,C,POR,5
JJ Redick: 2019,60.0,26.3,15.3,45.3,6.6,45.3,2.5,2.0,1.3,0.3,0.2,1.6,43.8,2.4,44.8,0.0,2.7,75.0,SG,NOP,1
Ja Morant: 2019,67.0,31.0,17.8,47.7,2.7,33.5,3.9,7.3,3.3,0.9,0.3,10.2,52.9,1.1,38.7,0.0,19.4,75.0,PG,MEM,0
Jamal Murray: 2019,59.0,32.3,18.5,45.6,5.5,34.6,4.0,4.8,2.2,1.1,0.3,5.8,55.2,3.9,46.3,0.4,9.7,76.0,PG,DEN,0
James Harden: 2019,68.0,36.5,34.3,44.4,12.4,35.5,6.6,7.5,4.5,1.8,0.9,9.6,55.2,0.3,50.0,0.8,17.6,77.0,SG,HOU,0
Jaren Jackson Jr: 2019,57.0,28.5,17.4,46.9,6.5,39.4,4.6,1.4,1.7,0.7,1.6,6.5,55.4,0.3,31.6,3.0,3.9,83.0,C,MEM,2
Jaylen Brown: 2019,57.0,33.9,20.3,48.1,5.9,38.2,6.4,2.1,2.2,1.1,0.4,7.9,57.0,1.8,42.0,1.1,8.5,78.0,SG,BOS,0
Jayson Tatum: 2019,66.0,34.3,23.4,45.0,7.1,40.3,7.0,3.0,2.3,1.4,0.9,8.4,51.2,3.1,38.3,1.5,10.8,80.0,PF,BOS,0
Jimmy Butler: 2019,58.0,33.8,19.9,45.5,2.1,24.4,6.7,6.0,2.2,1.8,0.6,8.1,55.6,2.9,31.7,3.1,15.5,79.0,SF,MIA,0
Josh Hart: 2019,65.0,27.0,10.1,42.3,5.4,34.2,6.5,1.7,1.2,1.0,0.4,2.4,66.7,0.3,15.8,0.1,2.7,77.0,SF,NOP,1
Julius Randle: 2019,64.0,32.5,19.5,46.0,3.6,27.7,9.7,3.1,3.0,0.8,0.3,10.0,54.0,2.2,39.4,4.8,8.5,80.0,PF,NYK,5
Karl-Anthony Towns: 2019,35.0,33.9,26.5,50.8,7.9,41.2,10.8,4.4,3.1,0.9,1.2,8.6,62.8,1.3,28.9,7.9,4.1,83.0,C,MIN,5
Kelly Oubre Jr: 2019,56.0,34.5,18.7,45.2,5.5,35.2,6.4,1.5,1.5,1.3,0.7,7.9,53.2,1.4,42.1,0.1,6.1,79.0,SF,PHX,4
Kendrick Nunn: 2019,67.0,29.3,15.3,43.9,5.8,35.0,2.7,3.3,1.7,0.8,0.2,5.2,51.9,2.6,46.6,0.1,7.4,74.0,PG,MIA,4
Kevin Huerter: 2019,56.0,31.4,12.2,41.3,6.0,38.0,4.1,3.8,1.6,0.9,0.5,3.6,50.0,1.3,33.3,0.0,5.7,79.0,SG,ATL,4
Kevin Love: 2019,56.0,31.8,17.6,45.0,7.0,37.4,9.8,3.2,2.5,0.6,0.3,3.3,54.5,2.7,52.0,6.8,1.3,80.0,PF,CLE,2
Khris Middleton: 2019,62.0,29.9,20.9,49.7,5.7,41.5,6.2,4.3,2.2,0.9,0.1,4.7,57.4,4.8,52.7,2.2,5.5,79.0,SF,MIL,0
Kristaps Porzingis: 2019,57.0,31.8,20.4,42.7,7.1,35.2,9.5,1.8,1.6,0.7,2.0,5.9,54.2,3.4,38.1,3.4,3.7,87.0,C,DAL,5
Lauri Markkanen: 2019,50.0,29.8,14.7,42.5,6.3,34.4,6.3,1.5,1.6,0.8,0.5,5.0,54.0,0.4,28.6,1.0,4.1,84.0,PF,CHI,2
LeBron James: 2019,67.0,34.6,25.3,49.3,6.3,34.8,7.8,10.2,3.9,1.2,0.5,10.2,62.7,3.0,34.3,3.9,14.1,81.0,PG,LAL,0
Lonzo Ball: 2019,63.0,32.1,11.8,40.3,6.3,37.5,6.1,7.0,3.1,1.4,0.6,3.4,50.0,1.2,27.6,0.2,5.8,78.0,PG,NOP,4
Luka Doncic: 2019,61.0,33.6,28.8,46.3,8.9,31.6,9.4,8.8,4.3,1.0,0.2,10.8,59.3,0.9,35.1,1.2,20.7,79.0,PG,DAL,0
Marcus Smart: 2019,60.0,32.0,12.9,37.5,6.6,34.7,3.8,4.9,1.7,1.7,0.5,3.8,47.4,1.0,28.1,0.9,6.2,75.0,SG,BOS,4
