Player,Drives
Devin Harris,2.9
Devin Robinson,2.0
Devonte' Graham,3.5
Dewayne Dedmon,0.8
Deyonta Davis,0.0
Dillon Brooks,3.6
Dion Waiters,9.3
Dirk Nowitzki,0.0
Domantas Sabonis,1.6
Donatas Motiejunas,0.3
Donovan Mitchell,16.9
Donte DiVincenzo,1.1
Donte Grantham,0.0
Dorian Finney-Smith,2.6
Doug McDermott,1.4
Dragan Bender,1.0
Draymond Green,1.5
Drew Eubanks,0.1
Duncan Robinson,0.3
Dusty Hannahs,4.0
Dwayne Bacon,4.6
Dwight Howard,1.2
Dwight Powell,1.4
Dwyane Wade,9.3
Dzanan Musa,1.1
E'Twaun Moore,4.7
Ed Davis,0.2
Edmond Sumner,1.8
Ekpe Udoh,0.1
Elfrid Payton,11.4
Elie Okobo,4.4
Emanuel Terry,0.0
Emmanuel Mudiay,11.2
Enes Kanter,0.9
Eric Bledsoe,11.1
Eric Gordon,7.4
Eric Moreland,0.4
Ersan Ilyasova,0.5
Evan Fournier,8.9
Evan Turner,4.0
Frank Jackson,3.2
Frank Kaminsky,2.9
Frank Mason,3.7
Frank Ntilikina,4.9
Fred VanVleet,8.7
Furkan Korkmaz,1.5
Garrett Temple,2.0
Gary Clark,0.4
Gary Harris,7.7
Gary Payton II,0.3
Gary Trent Jr.,1.0
George Hill,3.4
George King,0.0
Georges Niang,1.8
Gerald Green,1.9
Giannis Antetokounmpo,12.5
Glenn Robinson III,1.7
Goran Dragic,11.0
Gordon Hayward,5.7
Gorgui Dieng,0.6
Grayson Allen,4.2
Greg Monroe,0.7
Guerschon Yabusele,0.3
Hamidou Diallo,1.3
Harrison Barnes,5.0
Harry Giles III,1.1
Hassan Whiteside,0.5
Haywood Highsmith,1.0
Henry Ellenson,2.1
Ian Clark,2.7
Ian Mahinmi,0.3
Ike Anigbogu,0.0
Iman Shumpert,1.4
Isaac Bonga,1.3
Isaac Humphries,0.0
Isaiah Briscoe,4.2
Isaiah Canaan,3.3
Isaiah Hartenstein,0.1
Isaiah Hicks,0.7
Isaiah Thomas,7.3
Ish Smith,11.1
Ivan Rabb,0.4
Ivica Zubac,0.1
J.J. Barea,10.4
J.P. Macura,1.5
JJ Redick,2.3
JR Smith,1.9
JaKarr Sampson,9.3
JaMychal Green,0.8
JaVale McGee,0.6
Jabari Parker,6.5
Jacob Evans,0.5
Jae Crowder,2.1
Jahlil Okafor,1.2
Jake Layman,1.5
Jakob Poeltl,0.2
Jalen Brunson,7.9
Jalen Jones,1.8
Jamal Crawford,3.0
Jamal Murray,10.2
James Ennis III,1.3
James Harden,19.6
James Johnson,4.6
James Nunnally,0.4
Jared Dudley,2.5
Jared Terrell,1.4
Jarell Martin,0.3
Jaren Jackson Jr.,2.1
Jaron Blossomgame,0.5
Jarred Vanderbilt,0.2
Jarrett Allen,0.3
Jason Smith,0.4
Jawun Evans,2.6
Jaylen Adams,2.7
Jaylen Brown,5.1
Jaylen Morris,0.8
Jayson Tatum,5.6
Jeff Green,2.1
Jeff Teague,14.1
Jemerrio Jones,1.0
Jerami Grant,2.8
Jeremy Lamb,8.5
Jeremy Lin,8.6
Jerian Grant,3.5
Jerome Robinson,1.3
Jerryd Bayless,4.8
Jevon Carter,2.7
Jimmer Fredette,2.8
Jimmy Butler,10.2
Joakim Noah,1.6
Jodie Meeks,1.8
Joe Chealey,4.0
Joe Harris,7.0
Joe Ingles,10.0
Joel Embiid,4.8
John Collins,2.8
John Henson,0.4
John Holland,0.0
John Jenkins,1.0
John Wall,16.8
Johnathan Motley,0.9
Johnathan Williams,0.5
Jon Leuer,0.3
Jonah Bolden,0.7
Jonas Jerebko,1.0
Jonas Valanciunas,1.9
Jonathan Isaac,1.8
Jonathon Simmons,5.3
Jordan Bell,0.7
Jordan Clarkson,9.3
Jordan Loyd,1.0
Jordan McRae,2.5
Jordan Sibert,0.0
Jose Calderon,2.7
Josh Hart,1.8
Josh Jackson,7.0
Josh Okogie,3.0
Josh Richardson,10.1
Jrue Holiday,16.6
Juancho Hernangomez,0.8
Julian Washburn,1.3
Julius Randle,7.2
Justin Anderson,1.3
Justin Holiday,2.7
Justin Jackson,1.7
Justin Patton,0.0
Justise Winslow,8.8
Jusuf Nurkic,0.7
Kadeem Allen,10.3
Kalin Lucas,2.0
Karl-Anthony Towns,3.6
Kawhi Leonard,13.6
Keita Bates-Diop,1.0
Kelly Olynyk,2.0
Kelly Oubre Jr.,6.0
Kemba Walker,15.2
Kenneth Faried,0.6
Kenrich Williams,2.0
Kent Bazemore,6.8
Kentavious Caldwell-Pope,1.9
Kevin Durant,7.5
Kevin Huerter,4.7
Kevin Knox II,5.4
Kevin Love,1.9
Kevon Looney,0.6
Khem Birch,0.4
Khris Middleton,7.8
Khyri Thomas,1.2
Klay Thompson,4.4
Kobi Simmons,0.0
Kosta Koufos,0.4
Kostas Antetokounmpo,0.5
Kris Dunn,11.7
Kyle Anderson,3.7
Kyle Korver,1.0
Kyle Kuzma,6.0
Kyle Lowry,7.8
Kyle O'Quinn,0.2
Kyrie Irving,11.4
LaMarcus Aldridge,0.9
Lance Stephenson,4.0
Lance Thomas,1.3
Landry Shamet,1.7
Langston Galloway,2.1
Larry Nance Jr.,1.8
Lauri Markkanen,6.0
LeBron James,12.4
Lonnie Walker IV,1.5
Lonzo Ball,5.0
Lorenzo Brown,1.7
Lou Williams,12.3
Luc Mbah a Moute,3.0
Luka Doncic,14.7
Luke Kennard,4.2
Luke Kornet,0.9
Luol Deng,1.3
Malachi Richardson,0.4
Malcolm Brogdon,10.1
Malcolm Miller,0.4
Malik Beasley,2.5
Malik Monk,5.1
MarShon Brooks,4.0
Marc Gasol,1.5
Marcin Gortat,0.1
Marco Belinelli,2.0
Marcus Derrickson,0.0
Marcus Morris Sr.,3.1
Marcus Smart,3.5
Mario Hezonja,4.7
Markelle Fultz,7.4
Markieff Morris,1.1
Marquese Chriss,0.7
Marvin Bagley III,1.8
Marvin Williams,1.3
Mason Plumlee,1.3
Matthew Dellavedova,4.8
Maurice Harkless,1.5
Maxi Kleber,1.2
Melvin Frazier Jr.,0.8
Meyers Leonard,0.4
Michael Beasley,3.7
Michael Carter-Williams,5.9
Michael Kidd-Gilchrist,2.1
Mikal Bridges,2.6
Mike Conley,13.3
Mike Muscala,0.4
Mike Scott,0.8
Miles Bridges,2.6
Miles Plumlee,0.4
Milos Teodosic,2.7
Mitchell Creek,1.2
Mitchell Robinson,0.0
Mo Bamba,0.4
Monte Morris,5.4
Montrezl Harrell,1.5
Moritz Wagner,1.5
Myles Turner,0.7
Naz Mitrou-Long,2.6
Nemanja Bjelica,2.9
Nene,0.5
Nerlens Noel,0.3
Nick Young,0.3
Nicolas Batum,3.3
Nik Stauskas,2.9
Nikola Jokic,3.7
Nikola Mirotic,1.2
Nikola Vucevic,2.3
Noah Vonleh,2.4
Norman Powell,5.1
OG Anunoby,2.3
Okaro White,0.0
Omari Spellman,0.7
Omri Casspi,2.1
Otto Porter Jr.,3.0
P.J. Tucker,1.3
PJ Dozier,1.2
Pascal Siakam,7.6
Pat Connaughton,2.4
Patrick Beverley,5.0
Patrick McCaw,1.6
Patrick Patterson,0.3
Patty Mills,3.7
Pau Gasol,0.6
Paul George,10.0
Paul Millsap,3.1
Quincy Acy,0.2
Quincy Pondexter,0.9
Quinn Cook,2.4
RJ Hunter,2.0
Rajon Rondo,9.9
Raul Neto,7.1
Rawle Alkins,3.4
Ray Spalding,0.1
Raymond Felton,2.0
Reggie Bullock,2.1
Reggie Jackson,8.8
Richaun Holmes,0.8
Ricky Rubio,12.0
Robert Covington,2.3
Robert Williams III,0.0
Robin Lopez,0.8
Rodions Kurucs,3.2
Rodney Hood,4.4
Rodney McGruder,4.8
Ron Baker,0.7
Rondae Hollis-Jefferson,4.3
Royce O'Neale,2.8
Rudy Gay,4.8
Rudy Gobert,0.7
Russell Westbrook,18.4
Ryan Anderson,0.8
Ryan Arcidiacono,5.2
Ryan Broekhoff,0.9
Salah Mejri,0.4
Sam Dekker,2.0
Scott Machado,2.3
Semi Ojeleye,0.8
Serge Ibaka,1.5
Seth Curry,2.2
Shabazz Napier,5.4
Shai Gilgeous-Alexander,10.4
Shake Milton,1.6
Shaquille Harrison,6.8
Shaun Livingston,0.9
Shelvin Mack,6.7
Sindarius Thornwell,0.5
Skal Labissiere,0.3
Solomon Hill,1.1
Spencer Dinwiddie,14.1
Stanley Johnson,3.5
Stephen Curry,7.7
Sterling Brown,2.7
Steven Adams,0.1
Svi Mykhailiuk,1.5
T.J. Leaf,0.9
T.J. McConnell,5.0
T.J. Warren,6.8
Tahjere McCall,1.0
Taj Gibson,0.8
Taurean Prince,5.7
Terrance Ferguson,1.4
Terrence Jones,0.5
Terrence Ross,2.1
Terry Rozier,4.9
Thabo Sefolosha,1.1
Thaddeus Young,1.8
Theo Pinson,2.4
Thomas Bryant,0.4
Thomas Welsh,0.1
Thon Maker,0.3
Tim Frazier,3.5
Tim Hardaway Jr.,5.4
Timothe Luwawu-Cabarrot,1.7
Tobias Harris,8.8
Tomas Satoransky,6.9
Tony Bradley,0.3
Tony Parker,10.2
Tony Snell,1.8
Torrey Craig,0.8
Trae Young,17.6
Treveon Graham,2.3
Trevon Duval,2.0
Trevor Ariza,6.0
Trey Burke,7.6
Trey Lyles,2.7
Tristan Thompson,1.8
Troy Brown Jr.,2.5
Troy Caupain,0.3
Troy Daniels,0.5
Troy Williams,1.1
Tyler Cavanaugh,0.3
Tyler Davis,0.0
Tyler Dorsey,3.7
Tyler Johnson,6.8
Tyler Lydon,0.1
Tyler Ulis,0.0
Tyler Zeller,0.2
Tyreke Evans,6.5
Tyrone Wallace,2.8
Tyson Chandler,0.0
Tyus Jones,4.6
Udonis Haslem,0.2
Victor Oladipo,9.5
Vince Carter,1.6
Vincent Edwards,0.0
Wade Baldwin IV,2.7
Walt Lemon Jr.,17.7
Wayne Ellington,1.9
Wayne Selden,4.4
Wendell Carter Jr.,0.3
Wes Iwundu,1.8
Wesley Johnson,0.2
Wesley Matthews,3.7
Will Barton,6.6
Willie Cauley-Stein,1.7
Willy Hernangomez,0.3
Wilson Chandler,1.7
Yante Maten,0.5
Yogi Ferrell,3.6
Yuta Watanabe,1.6
Zach Collins,0.6
Zach LaVine,13.6
Zach Lofton,1.0
Zaza Pachulia,0.4
Zhaire Smith,2.3
Zhou Qi,0.0
