Player,Drives
Jose Calderon,1.6
Josh Huestis,0.0
Josh McRoberts,3.0
Josh Richardson,5.9
Jrue Holiday,12.1
Juancho Hernangomez,0.6
Julius Randle,4.5
Justin Anderson,3.1
Justin Hamilton,0.6
Justin Harper,0.7
Justin Holiday,1.5
Justise Winslow,8.5
Jusuf Nurkic,0.3
KJ McDaniels,1.8
Karl-Anthony Towns,3.5
Kawhi Leonard,11.3
Kay Felder,3.4
Kelly Olynyk,2.4
Kelly Oubre Jr.,1.4
Kemba Walker,12.4
Kenneth Faried,0.8
Kent Bazemore,5.9
Kentavious Caldwell-Pope,2.9
Kevin Durant,5.5
Kevin Love,1.7
Kevin Seraphin,0.1
Kevon Looney,0.2
Khris Middleton,5.8
Klay Thompson,4.8
Kosta Koufos,0.3
Kris Dunn,2.9
Kris Humphries,0.9
Kristaps Porzingis,2.8
Kyle Anderson,2.3
Kyle Korver,0.6
Kyle Lowry,12.9
Kyle O'Quinn,0.4
Kyle Singler,1.2
Kyle Wiltjer,0.1
Kyrie Irving,11.9
LaMarcus Aldridge,0.9
Lamar Patterson,2.4
Lance Stephenson,5.9
Lance Thomas,2.0
Langston Galloway,1.1
Larry Nance Jr.,0.4
Larry Sanders,0.0
Lavoy Allen,0.2
LeBron James,11.3
Leandro Barbosa,3.9
Lou Williams,8.0
Luc Mbah a Moute,1.5
Lucas Nogueira,0.1
Luis Scola,0.6
Luke Babbitt,1.3
Luol Deng,2.1
Malachi Richardson,1.4
Malcolm Brogdon,8.5
Malcolm Delaney,2.9
Malik Beasley,1.1
Manny Harris,2.5
Manu Ginobili,4.0
Marc Gasol,2.5
Marcelo Huertas,3.1
Marcin Gortat,0.1
Marco Belinelli,2.2
Marcus Georges-Hunt,1.2
Marcus Morris Sr.,2.8
Marcus Smart,5.5
Marcus Thornton,2.0
Mario Hezonja,1.6
Markieff Morris,2.0
Marquese Chriss,1.3
Marreese Speights,0.7
Marshall Plumlee,0.0
Marvin Williams,2.1
Mason Plumlee,1.5
Matt Barnes,1.4
Matthew Dellavedova,7.7
Maurice Harkless,1.9
Maurice Ndour,0.3
Metta World Peace,0.7
Meyers Leonard,0.2
Michael Beasley,3.1
Michael Carter-Williams,6.1
Michael Gbinije,0.1
Michael Kidd-Gilchrist,3.0
Mike Conley,11.1
Mike Dunleavy,0.8
Mike Miller,0.9
Mike Muscala,0.5
Mike Scott,0.3
Mike Tobey,0.0
Miles Plumlee,0.2
Mindaugas Kuzminskas,1.8
Mirza Teletovic,1.5
Monta Ellis,5.9
Montrezl Harrell,0.7
Myles Turner,0.6
Nemanja Bjelica,2.6
Nene,0.8
Nerlens Noel,0.9
Nick Collison,0.1
Nick Young,1.8
Nicolas Batum,4.8
Nicolas Brussino,0.8
Nicolas Laprovittola,3.6
Nik Stauskas,7.0
Nikola Jokic,1.6
Nikola Mirotic,1.7
Nikola Vucevic,2.3
Noah Vonleh,0.6
Norman Powell,4.8
Norris Cole,2.2
Okaro White,0.8
Omer Asik,0.0
Omri Casspi,1.7
Otto Porter Jr.,1.5
P.J. Tucker,1.6
Pascal Siakam,0.6
Pat Connaughton,1.0
Patricio Garino,1.4
Patrick Beverley,7.8
Patrick McCaw,1.3
Patrick Patterson,1.7
Patty Mills,2.8
Pau Gasol,1.4
Paul George,7.5
Paul Millsap,6.1
Paul Pierce,1.0
Paul Zipser,2.3
Pierre Jackson,3.3
Quincy Acy,1.2
Quinn Cook,3.6
RJ Hunter,0.0
Rajon Rondo,8.4
Rakeem Christmas,0.1
Ramon Sessions,5.4
Randy Foye,3.5
Rashad Vaughn,1.2
Raul Neto,2.4
Raymond Felton,4.3
Reggie Bullock,0.4
Reggie Jackson,11.2
Reggie Williams,1.7
Richard Jefferson,1.7
Richaun Holmes,0.7
Ricky Rubio,9.1
Robert Covington,4.3
Robin Lopez,0.7
Rodney Hood,6.2
Rodney McGruder,2.9
Rodney Stuckey,3.4
Ron Baker,3.5
Rondae Hollis-Jefferson,4.3
Ronnie Price,1.1
Roy Hibbert,0.2
Rudy Gay,6.0
Rudy Gobert,0.8
Russell Westbrook,20.1
Ryan Anderson,1.7
Ryan Kelly,0.4
Salah Mejri,0.2
Sam Dekker,1.8
Sasha Vujacic,0.9
Sean Kilpatrick,6.5
Semaj Christon,3.2
Serge Ibaka,1.5
Sergio Rodriguez,7.8
Seth Curry,5.4
Shabazz Muhammad,1.9
Shabazz Napier,2.2
Shaun Livingston,1.6
Shawn Long,1.3
Sheldon Mac,0.9
Shelvin Mack,8.4
Skal Labissiere,0.9
Solomon Hill,2.7
Spencer Dinwiddie,6.1
Spencer Hawes,0.7
Stanley Johnson,2.5
Stephen Curry,8.4
Stephen Zimmerman,0.1
Steve Novak,0.0
Steven Adams,0.1
T.J. McConnell,11.1
T.J. Warren,4.3
Taj Gibson,0.6
Tarik Black,0.2
Taurean Prince,3.3
Terrence Jones,3.1
Terrence Ross,2.5
Terry Rozier,3.3
Thabo Sefolosha,2.8
Thaddeus Young,1.2
Thomas Robinson,1.5
Thon Maker,0.3
Tiago Splitter,0.3
Tim Frazier,7.2
Tim Hardaway Jr.,4.8
Tim Quarterman,1.6
Timofey Mozgov,0.5
Timothe Luwawu-Cabarrot,3.3
Tobias Harris,5.8
Tomas Satoransky,2.5
Toney Douglas,4.1
Tony Allen,3.1
Tony Parker,10.7
Tony Snell,1.7
Treveon Graham,1.3
Trevor Ariza,4.2
Trevor Booker,3.0
Trey Burke,3.3
Trey Lyles,3.0
Tristan Thompson,0.7
Troy Daniels,1.0
Troy Williams,2.0
Ty Lawson,11.1
Tyler Ennis,3.9
Tyler Johnson,7.8
Tyler Ulis,6.5
Tyler Zeller,0.3
Tyreke Evans,7.7
Tyson Chandler,0.1
Tyus Jones,2.5
Udonis Haslem,0.0
Victor Oladipo,6.3
Vince Carter,2.3
Wade Baldwin IV,4.2
Wayne Ellington,1.0
Wayne Selden,2.1
Wesley Johnson,0.1
Wesley Matthews,5.6
Will Barton,7.9
Willie Cauley-Stein,1.1
Willie Reed,0.2
Willy Hernangomez,0.4
Wilson Chandler,6.7
Yogi Ferrell,8.1
Zach LaVine,5.6
Zach Randolph,1.6
Zaza Pachulia,0.5
