Player,GP,MIN,PTS,FGA,FG%,3PA,3P%,REB,AST,TO,STL,BLK
Justise Winslow,18,34.7,10.9,12.5,35.6,1.9,20.0,5.2,3.7,1.8,1.4,0.3
Jusuf Nurkic,65,21.4,10.2,8.2,50.7,0.0,0.0,7.2,1.9,2.2,0.8,1.1
KJ McDaniels,49,10.3,4.2,3.4,45.6,1.3,30.3,1.7,0.3,0.6,0.4,0.4
Karl-Anthony Towns,82,37.0,25.1,18.0,54.2,3.4,36.7,12.3,2.7,2.6,0.7,1.3
Kawhi Leonard,74,33.4,25.5,17.7,48.5,5.2,38.0,5.8,3.5,2.1,1.8,0.7
Kay Felder,42,9.2,4.0,3.8,39.2,0.5,31.8,1.0,1.4,0.7,0.4,0.2
Kelly Olynyk,75,20.5,9.0,6.8,51.2,2.6,35.4,4.8,2.0,1.3,0.6,0.4
Kelly Oubre Jr.,79,20.3,6.3,5.6,42.1,2.4,28.7,3.3,0.6,0.6,0.7,0.2
Kemba Walker,79,34.7,23.2,18.3,44.4,7.6,39.9,3.9,5.5,2.1,1.1,0.3
Kenneth Faried,61,21.2,9.6,6.8,54.8,0.1,0.0,7.6,0.9,1.0,0.7,0.7
Kent Bazemore,73,26.9,11.0,9.9,40.9,3.6,34.6,3.2,2.4,1.7,1.2,0.7
Kentavious Caldwell-Pope,76,33.3,13.8,12.2,39.9,5.8,35.0,3.3,2.5,1.1,1.2,0.2
Kevin Durant,62,33.4,25.1,16.5,53.7,5.0,37.5,8.3,4.8,2.2,1.1,1.6
Kevin Love,60,31.4,19.0,14.5,42.7,6.5,37.3,11.1,1.9,2.0,0.9,0.4
Kevin Seraphin,49,11.4,4.7,4.0,55.1,0.0,0.0,2.9,0.5,0.6,0.1,0.4
Kevon Looney,53,8.4,2.5,2.0,52.3,0.2,22.2,2.3,0.5,0.3,0.3,0.3
Khris Middleton,29,30.7,14.7,11.5,45.0,3.6,43.3,4.2,3.4,2.2,1.4,0.2
Klay Thompson,78,34.0,22.3,17.6,46.8,8.3,41.4,3.7,2.1,1.6,0.8,0.5
Kosta Koufos,71,20.0,6.6,5.5,55.1,0.0,0.0,5.7,0.7,0.9,0.5,0.7
Kris Dunn,78,17.1,3.8,4.0,37.7,0.9,28.8,2.1,2.4,1.1,1.0,0.5
Kris Humphries,56,12.3,4.6,3.8,40.7,1.0,35.2,3.7,0.5,0.5,0.3,0.4
Kristaps Porzingis,66,32.8,18.1,14.9,45.0,4.8,35.7,7.2,1.5,1.8,0.7,2.0
Kyle Anderson,72,14.2,3.4,2.9,44.5,0.6,37.5,2.9,1.3,0.5,0.7,0.4
Kyle Korver,67,26.2,10.1,7.7,46.4,5.4,45.1,2.8,1.6,1.0,0.5,0.3
Kyle Lowry,60,37.4,22.4,15.3,46.4,7.8,41.2,4.8,7.0,2.9,1.5,0.3
Kyle O'Quinn,79,15.6,6.3,5.2,52.1,0.2,11.8,5.6,1.5,1.0,0.5,1.3
Kyle Singler,32,12.0,2.8,2.6,41.0,1.2,18.9,1.5,0.3,0.3,0.2,0.2
Kyle Wiltjer,14,3.1,0.9,1.0,28.6,0.9,30.8,0.7,0.1,0.4,0.2,0.1
Kyrie Irving,72,35.1,25.2,19.7,47.3,6.1,40.1,3.2,5.8,2.5,1.2,0.3
LaMarcus Aldridge,72,32.4,17.3,14.6,47.7,0.8,41.1,7.3,1.9,1.4,0.6,1.2
Lamar Patterson,5,8.1,1.8,3.0,20.0,1.2,16.7,1.4,1.2,0.8,0.2,0.0
Lance Stephenson,18,20.1,6.8,6.7,45.0,1.1,30.0,2.9,3.3,1.4,0.3,0.2
Lance Thomas,46,21.0,6.0,5.3,39.8,1.8,44.7,3.1,0.8,0.5,0.5,0.1
Langston Galloway,74,20.2,7.9,7.4,38.0,4.2,39.0,2.1,1.3,0.6,0.6,0.1
Larry Nance Jr.,63,22.9,7.1,5.7,52.6,0.6,27.8,5.9,1.5,0.9,1.3,0.6
Larry Sanders,5,2.5,0.8,0.8,25.0,0.0,0.0,0.8,0.0,0.4,0.2,0.2
Lavoy Allen,61,14.3,2.9,2.8,45.8,0.0,0.0,3.6,0.9,0.5,0.3,0.4
LeBron James,74,37.8,26.4,18.2,54.8,4.6,36.3,8.6,8.7,4.1,1.2,0.6
Leandro Barbosa,67,14.4,6.3,5.9,43.9,1.5,35.7,1.6,1.2,0.7,0.5,0.1
Lou Williams,81,24.6,17.5,12.3,42.9,5.5,36.5,2.5,3.0,2.0,1.0,0.2
Luc Mbah a Moute,80,22.3,6.1,4.7,50.5,1.4,39.1,2.1,0.5,0.6,1.0,0.4
Lucas Nogueira,57,19.1,4.4,2.7,66.0,0.2,25.0,4.3,0.7,0.8,0.9,1.6
Luis Scola,36,12.8,5.1,4.2,47.0,1.4,34.0,3.9,1.0,0.9,0.4,0.1
Luke Babbitt,68,15.7,4.8,4.1,40.2,3.1,41.4,2.1,0.5,0.4,0.3,0.2
Luol Deng,56,26.5,7.6,7.6,38.7,2.9,30.9,5.3,1.3,0.8,0.9,0.4
Malachi Richardson,22,9.0,3.6,3.1,41.2,1.3,28.6,1.0,0.5,0.4,0.2,0.0
Malcolm Brogdon,75,26.4,10.2,8.5,45.7,2.6,40.4,2.8,4.2,1.5,1.1,0.2
Malcolm Delaney,73,17.1,5.4,5.3,37.4,1.5,23.6,1.7,2.6,1.3,0.5,0.0
Malik Beasley,22,7.5,3.8,3.3,45.2,1.3,32.1,0.8,0.5,0.4,0.3,0.0
Manny Harris,4,6.2,2.0,3.8,20.0,0.5,0.0,2.3,0.5,0.5,0.0,0.0
Manu Ginobili,69,18.7,7.5,6.4,39.0,3.3,39.2,2.3,2.7,1.4,1.2,0.2
Marc Gasol,74,34.2,19.5,15.7,45.9,3.6,38.8,6.3,4.6,2.2,0.9,1.3
Marcelo Huertas,23,10.3,2.7,3.0,36.8,0.8,21.1,1.0,2.3,0.8,0.4,0.1
Marcin Gortat,82,31.2,10.8,8.2,57.9,0.0,0.0,10.4,1.5,1.5,0.5,0.7
Marco Belinelli,74,24.0,10.5,8.3,42.9,3.8,36.0,2.4,2.0,0.9,0.6,0.1
Marcus Georges-Hunt,5,9.5,2.8,1.4,28.6,0.4,50.0,1.8,0.6,0.4,0.2,0.0
Marcus Morris Sr.,79,32.5,14.0,12.7,41.8,4.5,33.1,4.6,2.0,1.1,0.7,0.3
Marcus Smart,79,30.4,10.6,9.5,35.9,4.2,28.3,3.9,4.6,2.0,1.6,0.4
Marcus Thornton,33,17.4,6.6,6.4,40.0,2.4,35.0,2.3,1.2,0.8,0.6,0.1
Mario Hezonja,65,14.8,4.9,5.1,35.5,2.2,29.9,2.2,1.0,0.9,0.5,0.2
Markieff Morris,76,31.2,14.0,11.7,45.7,2.6,36.2,6.5,1.7,1.7,1.1,0.6
Marquese Chriss,82,21.3,9.2,7.7,44.9,2.7,32.1,4.2,0.7,1.3,0.8,0.9
Marreese Speights,82,15.7,8.7,6.7,44.5,3.4,37.2,4.5,0.8,0.8,0.3,0.5
Marshall Plumlee,21,8.1,1.9,1.4,53.3,0.0,0.0,2.4,0.5,0.6,0.2,0.2
Marvin Williams,76,30.2,11.2,9.3,42.2,4.7,35.0,6.6,1.4,0.8,0.8,0.7
Mason Plumlee,81,26.5,10.4,7.7,53.6,0.1,0.0,7.5,3.5,1.7,0.9,1.1
Matt Barnes,74,24.0,7.1,6.4,39.1,3.6,33.1,5.2,2.6,1.4,0.6,0.4
Matthew Dellavedova,76,26.1,7.6,7.0,39.0,2.8,36.7,1.9,4.7,1.8,0.7,0.0
Maurice Harkless,77,28.9,10.0,8.1,50.3,2.5,35.1,4.4,1.1,1.1,1.1,0.9
Maurice Ndour,32,10.4,3.1,2.7,45.3,0.2,14.3,2.0,0.3,0.4,0.5,0.3
Metta World Peace,25,6.4,2.3,2.7,27.9,1.5,23.7,0.8,0.4,0.3,0.4,0.1
Meyers Leonard,74,16.5,5.4,5.1,38.6,2.9,34.7,3.2,1.0,0.5,0.2,0.4
Michael Beasley,56,16.7,9.4,7.3,53.2,0.8,41.9,3.4,0.9,1.2,0.5,0.5
Michael Carter-Williams,45,18.8,6.6,6.8,36.6,1.4,23.4,3.4,2.5,1.5,0.8,0.5
Michael Gbinije,9,3.5,0.4,1.1,10.0,0.4,0.0,0.3,0.2,0.0,0.0,0.0
Michael Kidd-Gilchrist,81,29.0,9.2,7.6,47.7,0.1,11.1,7.0,1.4,0.7,1.0,1.0
Mike Conley,69,33.2,20.5,14.6,46.0,6.1,40.8,3.5,6.3,2.3,1.3,0.3
Mike Dunleavy,53,15.9,5.2,4.2,42.3,2.5,39.6,2.2,0.9,0.5,0.3,0.1
Mike Miller,20,7.5,1.4,1.2,39.1,1.0,40.0,1.9,1.1,0.7,0.1,0.0
Mike Muscala,70,17.7,6.2,4.8,50.4,1.6,41.8,3.4,1.4,0.8,0.4,0.6
Mike Scott,18,10.8,2.5,3.3,28.8,1.5,14.8,2.1,0.9,0.4,0.2,0.2
Mike Tobey,2,12.6,1.0,2.0,25.0,0.0,0.0,1.5,0.5,0.5,0.0,0.0
Miles Plumlee,45,10.8,2.5,2.0,47.8,0.0,0.0,2.1,0.5,0.7,0.4,0.3
Mindaugas Kuzminskas,68,14.9,6.3,5.4,42.8,2.5,32.1,1.9,1.0,0.8,0.4,0.2
Mirza Teletovic,70,16.2,6.4,6.0,37.3,4.4,34.1,2.3,0.7,0.5,0.2,0.2
Monta Ellis,74,27.0,8.5,7.5,44.3,1.8,31.9,2.8,3.2,1.8,1.1,0.4
Montrezl Harrell,58,18.3,9.1,5.9,65.2,0.1,14.3,3.8,1.1,0.8,0.3,0.7
Myles Turner,81,31.4,14.5,10.7,51.1,1.4,34.8,7.3,1.3,1.3,0.9,2.1
Nemanja Bjelica,65,18.3,6.2,5.5,42.4,2.7,31.6,3.8,1.2,0.9,0.6,0.3
Nene,67,17.9,9.1,5.9,61.7,0.1,33.3,4.2,1.0,1.1,0.8,0.6
Nerlens Noel,51,20.5,8.7,6.1,59.5,0.0,0.0,5.8,1.0,1.0,1.3,1.0
Nick Collison,20,6.4,1.7,1.2,60.9,0.1,0.0,1.6,0.6,0.2,0.1,0.1
Nick Young,60,25.9,13.2,10.6,43.0,7.0,40.4,2.3,1.0,0.6,0.6,0.2
Nicolas Batum,77,34.0,15.1,12.7,40.3,5.3,33.3,6.2,5.9,2.5,1.1,0.4
Nicolas Brussino,54,9.7,2.8,2.6,36.9,1.8,30.5,1.8,0.9,0.5,0.3,0.1
Nicolas Laprovittola,18,9.7,3.3,2.6,42.6,1.5,37.0,0.6,1.6,1.1,0.2,0.1
Nik Stauskas,80,27.3,9.5,7.9,39.6,4.5,36.8,2.8,2.4,1.6,0.6,0.4
Nikola Jokic,73,27.9,16.7,11.7,57.8,1.9,32.4,9.8,4.9,2.3,0.8,0.8
Nikola Mirotic,70,24.0,10.6,8.9,41.3,5.4,34.2,5.5,1.1,1.1,0.8,0.8
Nikola Vucevic,75,28.8,14.6,13.7,46.8,1.0,30.7,10.4,2.8,1.6,1.0,1.0
Noah Vonleh,74,17.1,4.4,3.6,48.1,0.3,35.0,5.2,0.4,0.9,0.4,0.4
Norman Powell,76,18.0,8.4,6.7,44.9,2.3,32.4,2.2,1.1,0.9,0.7,0.2
Norris Cole,13,9.6,3.3,4.0,30.8,1.0,23.1,0.8,1.1,0.5,0.6,0.0
Okaro White,35,13.5,2.8,2.5,37.9,1.0,35.3,2.3,0.6,0.5,0.3,0.3
Omer Asik,31,15.6,2.7,2.1,47.7,0.0,0.0,5.3,0.5,0.5,0.2,0.3
Omri Casspi,36,17.8,5.2,4.6,47.0,1.2,34.9,3.1,1.0,0.8,0.6,0.1
Otto Porter Jr.,80,32.6,13.4,10.0,51.6,4.3,43.4,6.4,1.5,0.6,1.5,0.5
P.J. Tucker,81,27.6,6.7,6.0,41.3,2.4,35.7,5.8,1.2,0.8,1.4,0.2
Pascal Siakam,55,15.6,4.2,3.7,50.2,0.1,14.3,3.4,0.3,0.6,0.5,0.8
Pat Connaughton,39,8.1,2.5,1.8,51.4,0.8,51.5,1.3,0.7,0.4,0.2,0.1
Patricio Garino,5,8.6,0.0,1.4,0.0,1.0,0.0,1.4,0.0,0.6,0.0,0.0
Patrick Beverley,67,30.7,9.5,8.1,42.0,4.3,38.2,5.9,4.2,1.5,1.5,0.4
Patrick McCaw,71,15.1,4.0,3.5,43.3,1.7,33.3,1.4,1.1,0.5,0.5,0.2
Patrick Patterson,65,24.6,6.8,5.9,40.1,3.9,37.2,4.5,1.2,0.6,0.6,0.4
Patty Mills,80,21.9,9.5,7.8,44.0,4.4,41.4,1.8,3.5,1.3,0.8,0.0
Pau Gasol,64,25.4,12.4,9.4,50.2,1.6,53.8,7.8,2.3,1.3,0.4,1.1
Paul George,75,35.9,23.7,18.0,46.1,6.6,39.3,6.6,3.3,2.9,1.6,0.4
Paul Millsap,69,34.0,18.1,14.1,44.2,3.5,31.1,7.7,3.7,2.3,1.3,0.9
Paul Pierce,25,11.1,3.2,2.8,40.0,1.7,34.9,1.9,0.4,0.6,0.2,0.2
Paul Zipser,44,19.2,5.5,5.0,39.8,2.3,33.3,2.8,0.8,0.9,0.3,0.4
Pierre Jackson,9,9.4,3.9,4.3,33.3,1.2,27.3,1.0,2.1,0.3,0.2,0.0
Quincy Acy,38,14.7,5.8,4.5,41.2,2.4,41.1,3.0,0.5,0.6,0.4,0.4
Quinn Cook,14,13.4,5.6,4.7,50.0,1.9,42.3,0.5,1.9,0.9,0.3,0.0
RJ Hunter,3,3.1,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0
Rajon Rondo,69,26.7,7.8,8.1,40.8,1.9,37.6,5.1,6.7,2.4,1.4,0.2
Rakeem Christmas,29,7.6,2.0,1.5,44.2,0.0,0.0,1.9,0.1,0.3,0.1,0.2
Ramon Sessions,50,16.2,6.2,5.3,38.0,1.2,33.9,1.5,2.6,0.9,0.5,0.1
Randy Foye,69,18.6,5.2,4.7,36.3,2.9,33.0,2.2,2.0,1.2,0.5,0.1
Rashad Vaughn,41,11.2,3.5,3.8,36.5,2.0,32.1,1.2,0.6,0.3,0.5,0.2
Raul Neto,40,8.6,2.5,2.3,45.1,0.8,32.3,0.8,0.9,0.4,0.5,0.1
Raymond Felton,80,21.2,6.7,6.4,43.0,1.8,31.9,2.7,2.4,1.0,0.8,0.3
Reggie Bullock,31,15.1,4.5,4.1,42.2,2.4,38.4,2.1,0.9,0.3,0.6,0.1
Reggie Jackson,52,27.4,14.5,13.0,41.9,3.5,35.9,2.2,5.2,2.2,0.7,0.1
Reggie Williams,6,13.2,4.5,3.8,34.8,1.8,45.5,1.0,0.7,0.0,0.5,0.0
Richard Jefferson,79,20.4,5.7,4.3,44.6,2.4,33.3,2.6,1.0,0.7,0.3,0.1
Richaun Holmes,57,20.9,9.8,7.2,55.8,1.4,35.1,5.5,1.0,1.0,0.7,1.0
Ricky Rubio,75,32.9,11.1,8.7,40.2,2.6,30.6,4.1,9.1,2.6,1.7,0.1
Robert Covington,67,31.6,12.9,10.9,39.9,6.1,33.3,6.5,1.5,2.0,1.9,1.0
Robin Lopez,81,28.0,10.4,9.6,49.3,0.0,0.0,6.4,1.0,1.1,0.2,1.4
Rodney Hood,59,27.0,12.7,11.3,40.8,5.2,37.1,3.4,1.6,1.1,0.6,0.2
Rodney McGruder,78,25.2,6.4,5.9,41.3,2.8,33.2,3.3,1.6,0.7,0.6,0.2
Rodney Stuckey,39,17.9,7.2,6.3,37.3,1.5,31.7,2.2,2.2,1.4,0.4,0.0
Ron Baker,52,16.5,4.1,4.2,37.8,1.7,26.7,1.9,2.1,1.1,0.7,0.2
Rondae Hollis-Jefferson,78,22.6,8.7,6.9,43.4,0.9,22.4,5.8,2.0,1.5,1.1,0.6
Ronnie Price,14,9.6,1.0,1.7,16.7,1.2,17.6,0.8,1.3,0.2,0.8,0.1
Roy Hibbert,48,14.2,4.6,3.1,54.4,0.0,0.0,3.2,0.4,0.7,0.2,1.0
Rudy Gay,30,33.8,18.7,14.7,45.5,3.8,37.2,6.3,2.8,2.5,1.5,0.9
Rudy Gobert,81,33.9,14.0,7.7,66.1,0.0,0.0,12.8,1.2,1.8,0.6,2.6
Russell Westbrook,81,34.6,31.6,24.0,42.5,7.2,34.3,10.7,10.4,5.4,1.6,0.4
Ryan Anderson,72,29.4,13.6,10.7,41.8,7.0,40.3,4.6,0.9,0.8,0.4,0.2
Ryan Kelly,16,6.9,1.6,1.8,28.6,0.6,40.0,1.1,0.5,0.3,0.3,0.3
Salah Mejri,73,12.4,2.9,1.9,64.2,0.0,33.3,4.2,0.2,0.5,0.4,0.8
Sam Dekker,77,18.4,6.5,5.6,47.3,2.4,32.1,3.7,1.0,0.5,0.5,0.3
Sasha Vujacic,42,9.7,3.0,3.2,30.9,1.8,31.1,1.4,1.2,0.4,0.3,0.0
Sean Kilpatrick,70,25.1,13.1,10.5,41.5,4.4,34.1,4.0,2.2,1.9,0.6,0.1
Semaj Christon,64,15.2,2.9,3.5,34.5,1.0,19.0,1.4,2.0,0.7,0.4,0.1
Serge Ibaka,79,30.7,14.8,12.4,48.0,4.0,39.1,6.8,0.9,1.3,0.5,1.6
Sergio Rodriguez,68,22.3,7.8,7.9,39.2,3.7,36.5,2.3,5.1,1.9,0.7,0.1
Seth Curry,70,29.0,12.8,10.0,48.1,4.6,42.5,2.6,2.7,1.3,1.1,0.1
Shabazz Muhammad,78,19.4,9.9,7.7,48.2,1.9,33.8,2.8,0.4,0.7,0.3,0.1
Shabazz Napier,53,9.7,4.1,3.5,39.9,1.7,37.0,1.2,1.3,0.8,0.6,0.0
Shaun Livingston,76,17.7,5.1,4.2,54.7,0.0,33.3,2.0,1.8,0.8,0.5,0.3
Shawn Long,18,13.0,8.2,6.1,56.0,1.1,36.8,4.7,0.7,0.7,0.5,0.5
Sheldon Mac,30,9.6,3.0,2.5,40.0,1.0,23.3,1.1,0.5,0.2,0.3,0.1
Shelvin Mack,55,21.9,7.8,6.9,44.6,2.2,30.8,2.3,2.8,1.6,0.8,0.1
Skal Labissiere,33,18.5,8.8,6.6,53.7,0.2,37.5,4.9,0.8,1.1,0.5,0.4
Solomon Hill,80,29.7,7.0,6.0,38.3,3.4,34.8,3.8,1.8,1.0,0.9,0.4
Spencer Dinwiddie,59,22.6,7.3,5.1,44.4,1.7,37.6,2.8,3.1,1.1,0.7,0.4
Spencer Hawes,54,14.8,6.2,5.1,48.4,1.5,30.9,3.5,1.5,0.9,0.3,0.6
Stanley Johnson,77,17.8,4.4,4.7,35.3,2.0,29.2,2.5,1.4,0.9,0.7,0.3
Stephen Curry,79,33.4,25.3,18.3,46.8,10.0,41.1,4.5,6.6,3.0,1.8,0.2
Stephen Zimmerman,19,5.7,1.2,1.6,32.3,0.0,0.0,1.8,0.2,0.2,0.1,0.3
Steve Novak,8,2.7,0.6,0.9,28.6,0.8,16.7,0.4,0.0,0.0,0.0,0.0
Steven Adams,80,29.9,11.3,8.2,57.1,0.0,0.0,7.7,1.1,1.8,1.1,1.0
T.J. McConnell,81,26.3,6.9,6.3,46.1,0.7,20.0,3.1,6.6,2.0,1.7,0.1
T.J. Warren,66,31.0,14.4,12.3,49.5,1.5,26.5,5.1,1.1,0.9,1.2,0.6
Taj Gibson,78,25.5,10.8,9.1,51.5,0.2,23.1,6.2,0.9,1.3,0.5,0.8
Tarik Black,67,16.3,5.7,4.4,51.0,0.0,50.0,5.1,0.6,0.9,0.4,0.7
Taurean Prince,59,16.6,5.7,4.8,40.0,1.7,32.4,2.7,0.9,1.0,0.7,0.5
Terrence Jones,54,23.5,10.8,9.1,47.0,1.4,25.3,5.7,1.1,0.9,0.7,1.0
Terrence Ross,78,25.1,11.0,9.6,43.7,5.0,36.3,2.6,1.1,0.9,1.1,0.4
Terry Rozier,74,17.1,5.5,5.6,36.7,2.4,31.8,3.1,1.8,0.6,0.6,0.1
Thabo Sefolosha,62,25.7,7.2,6.4,44.1,1.9,34.2,4.4,1.7,0.9,1.5,0.5
Thaddeus Young,74,30.2,11.0,9.3,52.7,1.6,38.1,6.1,1.6,1.3,1.5,0.4
Thomas Robinson,48,11.7,5.0,4.1,53.6,0.0,0.0,4.6,0.6,1.0,0.5,0.2
Thon Maker,57,9.9,4.0,3.2,45.9,1.3,37.8,2.0,0.4,0.3,0.2,0.5
Tiago Splitter,8,9.5,4.9,3.9,45.2,0.8,33.3,2.8,0.5,0.8,0.1,0.1
Tim Frazier,65,23.5,7.1,6.2,40.3,2.0,31.3,2.7,5.2,1.6,0.9,0.1
Tim Hardaway Jr.,79,27.3,14.5,11.5,45.5,5.3,35.7,2.8,2.3,1.3,0.7,0.2
Tim Quarterman,16,5.0,1.9,1.8,44.8,0.8,38.5,0.9,0.7,0.7,0.1,0.2
Timofey Mozgov,54,20.4,7.4,6.1,51.5,0.0,0.0,4.9,0.8,1.3,0.3,0.6
Timothe Luwawu-Cabarrot,69,17.2,6.4,5.2,40.2,2.3,31.1,2.2,1.1,1.1,0.5,0.1
Tobias Harris,82,31.3,16.1,13.0,48.1,3.8,34.7,5.1,1.7,1.2,0.7,0.5
Tomas Satoransky,57,12.6,2.7,2.6,41.5,0.6,24.3,1.5,1.6,0.7,0.5,0.1
Toney Douglas,24,16.4,4.9,4.9,36.8,1.8,16.7,2.5,2.3,0.9,0.8,0.2
Tony Allen,71,27.0,9.1,8.4,46.1,0.8,27.8,5.5,1.4,1.4,1.6,0.4
Tony Parker,63,25.2,10.1,9.0,46.6,1.1,33.3,1.8,4.5,1.4,0.5,0.0
Tony Snell,80,29.2,8.5,6.8,45.5,4.4,40.6,3.1,1.2,0.7,0.7,0.2
Treveon Graham,27,7.0,2.1,1.5,47.5,0.6,60.0,0.8,0.2,0.1,0.2,0.0
Trevor Ariza,80,34.7,11.7,10.0,40.9,6.9,34.4,5.7,2.2,0.9,1.8,0.3
Trevor Booker,71,24.7,10.0,8.3,51.6,1.1,32.1,8.0,1.9,1.8,1.1,0.4
Trey Burke,57,12.3,5.0,4.5,45.5,1.2,44.3,0.8,1.8,0.8,0.2,0.1
Trey Lyles,71,16.3,6.2,6.2,36.2,2.9,31.9,3.3,1.0,0.9,0.4,0.3
Tristan Thompson,78,30.0,8.1,5.6,60.0,0.0,0.0,9.2,1.0,0.8,0.5,1.1
Troy Daniels,67,17.7,8.2,7.4,37.4,5.3,38.9,1.5,0.7,0.7,0.3,0.1
Troy Williams,30,18.6,6.2,5.6,43.7,2.1,29.0,2.3,0.8,1.1,0.9,0.3
Ty Lawson,69,25.1,9.9,7.6,45.4,1.7,28.8,2.6,4.8,1.9,1.1,0.1
Tyler Ennis,53,11.1,4.3,3.9,43.3,1.3,38.6,0.8,1.6,0.8,0.5,0.0
Tyler Johnson,73,29.8,13.7,11.3,43.3,3.4,37.2,4.0,3.2,1.2,1.2,0.6
Tyler Ulis,61,18.4,7.3,7.2,42.1,1.3,26.6,1.6,3.7,1.3,0.8,0.1
Tyler Zeller,51,10.3,3.5,3.1,49.4,0.0,0.0,2.4,0.8,0.4,0.1,0.4
Tyreke Evans,40,19.7,10.3,9.3,40.5,3.0,35.6,3.4,3.1,1.5,0.9,0.2
Tyson Chandler,47,27.6,8.4,4.9,67.1,0.0,0.0,11.5,0.6,1.4,0.7,0.5
Tyus Jones,60,12.9,3.5,3.0,41.4,1.2,35.6,1.1,2.6,0.6,0.8,0.1
Udonis Haslem,16,8.1,1.9,1.4,47.8,0.2,0.0,2.3,0.4,0.5,0.4,0.1
Victor Oladipo,67,33.2,15.9,13.9,44.2,5.3,36.1,4.3,2.6,1.8,1.2,0.3
Vince Carter,73,24.7,8.0,6.7,39.4,4.1,37.8,3.1,1.8,0.7,0.8,0.5
Wade Baldwin IV,33,12.3,3.2,3.5,31.3,0.7,13.6,1.4,1.8,1.2,0.5,0.2
Wayne Ellington,62,24.2,10.5,9.0,41.6,6.4,37.8,2.1,1.1,0.5,0.6,0.1
Wayne Selden,14,16.9,5.1,4.1,43.1,2.0,25.0,1.1,0.9,0.9,0.4,0.1
Wesley Johnson,68,11.9,2.7,2.9,36.5,1.7,24.6,2.7,0.3,0.3,0.4,0.4
Wesley Matthews,73,34.2,13.5,11.6,39.3,6.6,36.3,3.5,2.9,1.4,1.1,0.2
Will Barton,60,28.4,13.7,11.1,44.3,3.9,37.0,4.3,3.4,1.6,0.8,0.5
Willie Cauley-Stein,75,18.9,8.1,6.4,53.0,0.0,0.0,4.5,1.1,0.9,0.7,0.6
Willie Reed,71,14.5,5.3,4.0,56.8,0.1,25.0,4.7,0.4,0.4,0.3,0.7
Willy Hernangomez,72,18.4,8.2,6.5,52.9,0.2,26.7,7.0,1.3,1.4,0.6,0.5
Wilson Chandler,71,30.9,15.7,13.2,46.1,4.6,33.7,6.5,2.0,1.6,0.7,0.4
Yogi Ferrell,46,26.0,10.0,8.6,40.6,3.8,38.6,2.4,3.7,1.5,0.9,0.2
Zach LaVine,47,37.2,18.9,15.1,45.9,6.6,38.7,3.4,3.0,1.8,0.9,0.2
Zach Randolph,73,24.5,14.1,13.2,44.9,1.3,22.3,8.2,1.7,1.4,0.5,0.1
Zaza Pachulia,70,18.1,6.1,4.4,53.4,0.0,0.0,5.9,1.9,1.2,0.8,0.5
