Player,GP,MIN,PTS,FGA,FG%,3PA,3P%,REB,AST,TO,STL,BLK
Amir Johnson,80,20.1,6.5,4.6,57.6,0.8,40.9,4.6,1.8,1.0,0.6,0.8
Anderson Varejao,14,6.6,1.3,1.0,35.7,0.0,0.0,1.9,0.7,0.6,0.2,0.2
Andre Drummond,81,29.7,13.6,11.2,53.0,0.1,28.6,13.8,1.1,1.9,1.5,1.1
Andre Iguodala,76,26.3,7.6,5.5,52.8,2.3,36.2,4.0,3.4,0.8,1.0,0.5
Andre Roberson,79,30.1,6.6,5.9,46.4,2.3,24.5,5.1,1.0,0.6,1.2,1.0
Andrew Bogut,27,21.6,2.9,3.0,46.9,0.0,0.0,8.1,1.8,1.6,0.5,0.9
Andrew Harrison,72,20.5,5.9,5.0,32.5,2.2,27.6,1.9,2.8,1.2,0.7,0.3
Andrew Nicholson,38,9.0,2.6,2.9,38.7,0.7,18.5,1.6,0.3,0.4,0.4,0.2
Andrew Wiggins,82,37.2,23.6,19.1,45.2,3.5,35.6,4.0,2.3,2.3,1.0,0.4
Anthony Bennett,23,11.5,5.0,4.0,41.3,2.1,27.1,3.4,0.5,0.5,0.2,0.1
Anthony Brown,11,14.5,3.9,4.5,36.0,2.5,25.9,3.0,0.7,0.5,0.5,0.1
Anthony Davis,75,36.1,28.0,20.3,50.5,1.8,29.9,11.8,2.1,2.4,1.3,2.2
Anthony Morrow,49,14.6,5.5,5.1,38.9,2.7,30.8,0.6,0.5,0.1,0.5,0.0
Anthony Tolliver,65,22.7,7.1,5.4,44.2,3.5,39.1,3.6,1.2,0.9,0.5,0.3
Archie Goodwin,15,14.3,7.3,4.4,54.5,1.0,33.3,1.9,1.6,0.9,0.3,0.3
Arinze Onuaku,8,3.5,0.5,0.5,50.0,0.0,0.0,0.8,0.3,0.3,0.0,0.1
Aron Baynes,75,15.5,4.9,3.7,51.3,0.0,0.0,4.4,0.4,0.7,0.2,0.5
Arron Afflalo,61,25.9,8.4,6.9,44.0,2.5,41.1,2.0,1.3,0.7,0.3,0.1
Austin Rivers,74,27.8,12.0,9.9,44.2,4.0,37.1,2.2,2.8,1.6,0.6,0.1
Avery Bradley,55,33.4,16.3,14.1,46.3,5.0,39.0,6.1,2.2,1.6,1.2,0.2
Axel Toupane,4,11.9,2.8,2.3,55.6,1.0,25.0,0.3,0.0,0.0,0.3,0.3
Ben Bentil,3,3.3,0.0,1.0,0.0,0.3,0.0,0.7,0.0,0.3,0.0,0.0
Ben McLemore,61,19.3,8.1,6.9,43.0,2.8,38.2,2.1,0.8,1.0,0.5,0.1
Beno Udrih,39,14.4,5.8,5.1,46.7,0.8,34.4,1.5,3.4,0.9,0.3,0.0
Bismack Biyombo,81,22.1,6.0,4.2,52.8,0.0,0.0,7.0,0.9,1.2,0.3,1.1
Blake Griffin,61,34.0,21.6,15.9,49.3,1.9,33.6,8.1,4.9,2.3,0.9,0.4
Boban Marjanovic,35,8.4,5.5,3.8,54.5,0.0,0.0,3.7,0.3,0.3,0.2,0.3
Bobby Brown,25,4.9,2.5,2.4,38.3,1.4,40.0,0.2,0.6,0.2,0.0,0.0
Bobby Portis,64,15.6,6.8,5.9,48.8,1.5,33.3,4.6,0.5,0.6,0.3,0.2
Bojan Bogdanovic,81,25.7,13.7,10.4,44.5,4.8,36.7,3.4,1.4,1.6,0.4,0.1
Boris Diaw,73,17.6,4.6,4.5,44.6,1.1,24.7,2.2,2.3,1.2,0.2,0.1
Bradley Beal,77,34.9,23.1,17.2,48.2,7.2,40.4,3.1,3.5,2.0,1.1,0.3
Brandan Wright,28,16.0,6.8,4.8,61.5,0.0,0.0,2.8,0.5,0.4,0.4,0.7
Brandon Bass,52,11.1,5.6,3.6,57.5,0.1,33.3,2.5,0.4,0.6,0.3,0.2
Brandon Ingram,79,28.9,9.4,8.7,40.2,2.4,29.4,4.0,2.1,1.5,0.6,0.5
Brandon Jennings,81,22.2,7.1,6.6,35.9,3.1,31.3,2.4,4.9,1.6,0.9,0.0
Brandon Knight,54,21.1,11.0,9.7,39.8,2.6,32.4,2.2,2.4,1.6,0.5,0.1
Brandon Rush,47,21.9,4.2,4.0,37.4,2.4,38.6,2.1,1.0,0.6,0.5,0.5
Brian Roberts,41,10.2,3.5,3.0,37.7,1.1,38.6,1.0,1.3,0.6,0.2,0.0
Briante Weber,20,10.2,3.1,3.0,41.7,0.5,10.0,1.3,1.1,0.4,0.6,0.1
Brice Johnson,3,3.1,1.3,2.3,28.6,0.0,0.0,1.0,0.3,0.3,0.7,0.3
Brook Lopez,75,29.6,20.5,15.6,47.4,5.2,34.6,5.4,2.3,2.5,0.5,1.7
Bruno Caboclo,9,4.5,1.6,1.8,37.5,0.7,33.3,1.1,0.4,0.2,0.2,0.1
Bryn Forbes,36,7.9,2.6,2.8,36.4,1.5,32.1,0.6,0.6,0.3,0.0,0.0
Buddy Hield,82,23.0,10.6,9.4,42.6,4.6,39.1,3.3,1.5,1.2,0.5,0.1
C.J. Watson,62,16.3,4.5,4.0,38.7,1.7,30.5,1.4,1.8,0.8,0.7,0.0
C.J. Wilcox,22,4.9,1.0,1.4,25.8,0.7,20.0,0.5,0.5,0.3,0.1,0.0
CJ McCollum,80,34.9,23.0,18.0,48.0,5.5,42.1,3.6,3.6,2.2,0.9,0.5
CJ Miles,76,23.4,10.7,8.5,43.4,5.4,41.3,3.0,0.6,0.5,0.6,0.3
Cameron Payne,31,14.9,5.2,6.2,33.2,2.8,31.4,1.5,1.8,0.9,0.5,0.1
Caris LeVert,57,21.7,8.2,6.7,45.0,3.2,32.1,3.3,1.9,1.0,0.9,0.1
Carmelo Anthony,74,34.3,22.4,18.8,43.3,5.7,35.9,5.9,2.9,2.1,0.8,0.5
Chandler Parsons,34,19.8,6.2,6.5,33.8,2.7,26.9,2.5,1.6,0.7,0.6,0.1
Channing Frye,74,18.9,9.1,7.0,45.8,4.5,40.9,3.9,0.6,0.7,0.4,0.5
Chasson Randle,26,11.5,5.3,3.8,40.8,1.8,34.0,1.2,1.3,0.7,0.3,0.1
Cheick Diallo,17,11.7,5.1,4.5,47.4,0.0,0.0,4.3,0.2,0.4,0.2,0.4
Chinanu Onuaku,5,10.3,2.8,1.4,71.4,0.0,0.0,2.0,0.6,0.8,0.6,0.2
Chris Andersen,12,9.5,2.3,1.8,40.9,0.3,0.0,2.6,0.4,0.4,0.4,0.6
Chris McCullough,16,5.0,2.3,2.0,50.0,0.4,14.3,1.2,0.1,0.2,0.1,0.1
Chris Paul,61,31.5,18.1,12.9,47.6,5.0,41.1,5.0,9.2,2.4,2.0,0.1
Christian Wood,13,8.2,2.7,1.8,52.2,0.4,0.0,2.2,0.2,0.5,0.2,0.5
Clint Capela,65,23.9,12.6,8.7,64.3,0.0,0.0,8.1,1.0,1.3,0.5,1.2
Cody Zeller,62,27.8,10.3,7.1,57.1,0.0,0.0,6.5,1.6,1.0,1.0,0.9
Cole Aldrich,62,8.6,1.7,1.4,52.3,0.0,0.0,2.5,0.4,0.3,0.4,0.4
Corey Brewer,82,15.6,4.5,4.2,42.2,1.4,22.9,2.0,1.2,0.7,0.7,0.2
Cory Joseph,80,25.0,9.3,8.3,45.2,1.7,35.6,2.9,3.3,1.4,0.8,0.2
Courtney Lee,77,31.9,10.8,9.1,45.6,3.5,40.1,3.4,2.3,0.9,1.1,0.3
Cristiano Felicio,66,15.8,4.8,3.3,57.9,0.0,0.0,4.7,0.6,0.5,0.4,0.3
D'Angelo Russell,63,28.7,15.6,13.8,40.5,6.1,35.2,3.5,4.8,2.8,1.4,0.3
D.J. Augustin,78,19.7,7.9,6.6,37.7,3.5,34.7,1.5,2.7,1.2,0.4,0.0
Dahntay Jones,1,12.0,9.0,8.0,37.5,2.0,0.0,2.0,1.0,1.0,0.0,0.0
Damian Jones,10,8.5,1.9,1.6,50.0,0.0,0.0,2.3,0.0,0.6,0.1,0.4
Damian Lillard,75,35.9,27.0,19.8,44.4,7.7,37.0,4.9,5.9,2.6,0.9,0.3
Damjan Rudez,45,7.0,1.8,2.0,35.2,1.4,31.3,0.6,0.4,0.2,0.3,0.0
Daniel Ochefu,19,3.9,1.3,1.4,44.4,0.0,0.0,1.2,0.2,0.2,0.1,0.0
Danilo Gallinari,63,33.9,18.2,11.9,44.7,5.1,38.9,5.2,2.1,1.3,0.6,0.2
Danny Green,68,26.6,7.3,6.6,39.2,4.6,37.9,3.3,1.8,1.1,1.0,0.8
Dante Cunningham,66,25.0,6.6,5.4,48.5,2.7,39.2,4.2,0.6,0.4,0.6,0.4
Dante Exum,66,18.6,6.2,5.5,42.7,2.3,29.5,2.0,1.7,1.2,0.3,0.2
Danuel House Jr.,1,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Dario Saric,81,26.3,12.8,11.4,41.1,4.2,31.1,6.3,2.2,2.3,0.7,0.4
Darrell Arthur,41,15.6,6.4,5.2,44.2,2.9,45.3,2.7,1.0,0.9,0.5,0.5
Darren Collison,68,30.3,13.2,10.5,47.6,2.6,41.7,2.2,4.6,1.7,1.0,0.1
Darrun Hilliard,39,9.8,3.3,3.2,37.3,1.2,26.1,0.8,0.8,0.7,0.3,0.1
David Lee,79,18.7,7.3,5.3,59.0,0.0,0.0,5.6,1.6,1.0,0.4,0.5
David Nwaba,20,19.9,6.0,4.1,58.0,0.3,20.0,3.2,0.7,0.6,0.7,0.4
David West,68,12.6,4.6,3.7,53.6,0.1,37.5,3.0,2.2,1.1,0.6,0.7
Davis Bertans,67,12.1,4.5,3.5,44.0,2.6,39.9,1.5,0.7,0.5,0.3,0.4
DeAndre Jordan,81,31.7,12.7,7.1,71.4,0.0,0.0,13.8,1.2,1.4,0.6,1.7
DeAndre Liggins,62,12.5,2.5,2.3,38.7,0.7,37.0,1.7,0.9,0.7,0.8,0.2
DeAndre' Bembry,38,9.8,2.7,2.6,48.0,0.5,5.6,1.6,0.7,0.4,0.2,0.1
DeMar DeRozan,74,35.4,27.3,20.9,46.7,1.7,26.6,5.2,3.9,2.4,1.1,0.2
DeMarcus Cousins,72,34.2,27.0,19.9,45.2,5.0,36.1,11.0,4.6,3.7,1.4,1.3
DeMarre Carroll,72,26.1,8.9,7.6,40.0,4.4,34.1,3.8,1.0,0.8,1.1,0.4
Dejounte Murray,38,8.5,3.4,3.1,43.1,0.6,39.1,1.1,1.3,1.0,0.2,0.2
Delon Wright,27,16.5,5.6,4.3,42.2,1.1,33.3,1.8,2.1,0.9,1.0,0.4
Demetrius Jackson,5,3.4,2.0,0.8,75.0,0.2,100,0.8,0.6,0.0,0.0,0.0
Dennis Schroder,79,31.5,17.9,15.4,45.1,3.7,34.0,3.1,6.3,3.3,0.9,0.2
Denzel Valentine,57,17.1,5.1,5.1,35.4,3.6,35.1,2.6,1.1,0.9,0.5,0.1
Deron Williams,64,25.9,11.0,9.4,43.8,3.7,36.3,2.3,5.6,2.2,0.5,0.1
Derrick Favors,50,23.7,9.5,8.3,48.7,0.2,30.0,6.1,1.1,1.2,0.9,0.8
Derrick Jones Jr.,32,17.0,5.3,3.8,56.2,0.3,27.3,2.5,0.4,0.4,0.4,0.4
Derrick Rose,64,32.5,18.0,15.3,47.1,0.9,21.7,3.8,4.4,2.3,0.7,0.3
Derrick Williams,50,16.1,6.1,4.9,44.3,1.9,30.9,2.6,0.6,0.6,0.3,0.1
Devin Booker,78,35.0,22.1,18.3,42.3,5.2,36.3,3.2,3.4,3.1,0.9,0.3
Devin Harris,65,16.7,6.7,5.2,39.9,2.7,32.8,2.0,2.1,0.9,0.7,0.1
Dewayne Dedmon,76,17.5,5.1,3.4,62.2,0.0,0.0,6.5,0.6,0.8,0.5,0.8
Deyonta Davis,36,6.6,1.6,1.3,51.1,0.0,0.0,1.7,0.1,0.2,0.1,0.5
Diamond Stone,7,3.5,1.4,1.9,23.1,0.0,0.0,0.9,0.0,0.3,0.0,0.1
Dion Waiters,46,30.1,15.8,14.4,42.4,4.7,39.5,3.3,4.3,2.2,0.9,0.4
Dirk Nowitzki,54,26.4,14.2,12.6,43.7,3.9,37.8,6.5,1.5,0.9,0.6,0.7
Domantas Sabonis,81,20.1,5.9,5.9,39.9,2.0,32.1,3.6,1.0,1.0,0.5,0.4
Donatas Motiejunas,34,14.1,4.4,4.1,41.3,1.4,23.4,3.0,0.9,0.9,0.5,0.3
Dorian Finney-Smith,81,20.3,4.3,4.1,37.2,2.4,29.3,2.7,0.8,0.6,0.6,0.3
Doug McDermott,66,22.8,9.0,7.5,44.7,3.2,37.0,2.7,0.9,0.6,0.2,0.1
Dragan Bender,43,13.3,3.4,3.7,35.4,2.3,27.7,2.4,0.5,0.7,0.2,0.5
Draymond Green,76,32.5,10.2,8.6,41.8,3.5,30.8,7.9,7.0,2.4,2.0,1.4
Dwight Howard,74,29.7,13.5,8.3,63.3,0.0,0.0,12.7,1.4,2.3,0.9,1.2
Dwight Powell,77,17.3,6.7,4.9,51.5,1.0,28.4,4.0,0.6,0.4,0.8,0.5
Dwyane Wade,60,29.9,18.3,15.9,43.4,2.4,31.0,4.5,3.8,2.3,1.4,0.7
E'Twaun Moore,73,24.9,9.6,8.5,45.7,2.8,37.0,2.1,2.2,0.8,0.7,0.4
Ed Davis,46,17.2,4.3,3.1,52.8,0.0,0.0,5.3,0.6,0.8,0.3,0.5
Edy Tavares,2,13.8,4.0,2.5,80.0,0.0,0.0,5.5,0.5,1.0,0.0,3.0
Elfrid Payton,82,29.4,12.8,11.1,47.1,1.8,27.4,4.7,6.5,2.2,1.1,0.5
Elijah Millsap,2,11.6,1.5,3.5,14.3,1.0,0.0,3.0,0.5,1.0,0.0,0.0
Emmanuel Mudiay,55,25.6,11.0,10.0,37.7,3.2,31.5,3.2,3.9,2.2,0.7,0.2
Enes Kanter,72,21.3,14.3,10.2,54.5,0.5,13.2,6.7,0.9,1.7,0.4,0.5
Eric Bledsoe,66,33.0,21.1,15.7,43.4,4.7,33.5,4.8,6.3,3.4,1.4,0.5
Eric Gordon,75,31.0,16.2,13.5,40.6,8.8,37.2,2.7,2.5,1.6,0.6,0.5
Ersan Ilyasova,82,26.1,13.1,10.9,43.1,4.9,35.3,5.9,1.7,1.4,0.7,0.3
Evan Fournier,68,32.8,17.2,13.7,43.9,5.3,35.6,3.1,3.0,2.1,1.0,0.1
Evan Turner,65,25.5,9.0,8.5,42.6,1.8,26.3,3.8,3.2,1.5,0.8,0.4
Frank Kaminsky,75,26.1,11.7,10.7,39.9,4.7,32.8,4.5,2.2,1.0,0.6,0.5
Fred VanVleet,37,7.9,2.9,3.0,35.1,0.8,37.9,1.1,0.9,0.4,0.4,0.1
Garrett Temple,65,26.6,7.8,6.6,42.4,3.4,37.3,2.8,2.6,1.2,1.3,0.4
Gary Harris,57,31.3,14.9,11.2,50.2,4.5,42.0,3.1,2.9,1.3,1.2,0.1
Gary Neal,2,9.2,2.0,3.5,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0
Gary Payton II,6,16.5,3.3,3.7,36.4,1.5,11.1,2.0,2.2,1.7,0.5,0.7
George Hill,49,31.5,16.9,12.4,47.7,4.8,40.3,3.4,4.2,1.7,1.0,0.2
Georges Niang,23,4.0,0.9,1.6,25.0,0.5,8.3,0.7,0.2,0.2,0.1,0.0
Georgios Papagiannis,22,16.1,5.6,4.6,54.9,0.1,0.0,3.9,0.9,1.1,0.1,0.8
Gerald Green,47,11.4,5.6,4.9,40.9,2.4,35.1,1.8,0.7,0.5,0.2,0.1
Gerald Henderson,72,23.2,9.2,7.7,42.3,2.4,35.3,2.6,1.6,0.9,0.6,0.2
Giannis Antetokounmpo,80,35.6,22.9,15.7,52.1,2.3,27.2,8.8,5.4,2.9,1.6,1.9
Glenn Robinson III,69,20.7,6.1,4.9,46.7,1.8,39.2,3.6,0.7,0.5,0.6,0.3
Goran Dragic,73,33.7,20.3,15.4,47.5,4.0,40.5,3.8,5.8,2.9,1.2,0.2
Gordon Hayward,73,34.5,21.9,15.8,47.1,5.1,39.8,5.4,3.5,1.9,1.0,0.3
Gorgui Dieng,82,32.4,10.0,8.1,50.2,0.5,37.2,7.9,1.9,1.3,1.1,1.2
Greg Monroe,81,22.5,11.7,9.0,53.3,0.0,0.0,6.6,2.3,1.7,1.1,0.5
Greivis Vasquez,3,12.9,2.3,2.7,25.0,1.0,33.3,0.7,1.7,0.3,0.3,0.3
Harrison Barnes,79,35.5,19.2,16.2,46.8,2.8,35.1,5.0,1.5,1.3,0.8,0.2
Hassan Whiteside,77,32.6,17.0,12.6,55.7,0.0,0.0,14.1,0.7,2.0,0.7,2.1
Henry Ellenson,19,7.7,3.2,3.4,35.9,1.8,28.6,2.2,0.4,0.7,0.1,0.1
Hollis Thompson,40,18.8,5.1,5.0,38.5,2.4,33.7,2.8,0.9,0.3,0.5,0.2
Ian Clark,77,14.8,6.8,5.6,48.7,2.1,37.4,1.6,1.2,0.7,0.5,0.1
Ian Mahinmi,31,17.9,5.6,3.6,58.6,0.0,0.0,4.8,0.6,1.1,1.1,0.8
Iman Shumpert,76,25.5,7.5,6.4,41.1,3.4,36.0,2.9,1.4,1.0,0.8,0.4
Isaiah Canaan,39,15.2,4.6,4.4,36.4,2.4,26.6,1.3,0.9,0.5,0.6,0.0
Isaiah Taylor,4,13.0,0.8,1.8,14.3,0.5,0.0,0.8,0.8,0.0,0.3,0.3
Isaiah Thomas,76,33.8,28.9,19.4,46.3,8.5,37.9,2.7,5.9,2.8,0.9,0.2
Isaiah Whitehead,73,22.5,7.4,7.0,40.2,2.0,29.5,2.5,2.6,1.9,0.6,0.5
Ish Smith,81,24.1,9.4,9.2,43.9,1.3,26.7,2.9,5.2,1.4,0.8,0.4
Ivica Zubac,38,16.0,7.5,6.3,52.9,0.1,0.0,4.2,0.8,0.8,0.4,0.9
J.J. Barea,35,22.0,10.9,9.8,41.4,4.2,35.8,2.4,5.5,1.8,0.4,0.0
JJ Redick,78,28.2,15.0,11.4,44.5,6.0,42.9,2.2,1.4,1.3,0.7,0.2
JR Smith,41,29.0,8.6,8.7,34.6,6.6,35.1,2.8,1.5,0.6,1.0,0.3
JaMychal Green,77,27.3,8.9,6.5,50.0,1.9,37.9,7.1,1.1,1.2,0.6,0.4
JaVale McGee,77,9.6,6.1,4.1,65.2,0.0,0.0,3.2,0.2,0.5,0.2,0.9
Jabari Parker,51,33.9,20.1,16.0,49.0,3.5,36.5,6.2,2.8,1.8,1.0,0.4
Jae Crowder,72,32.4,13.9,10.0,46.3,5.5,39.8,5.8,2.2,1.1,1.0,0.3
Jahlil Okafor,50,22.7,11.8,9.4,51.4,0.0,0.0,4.8,1.2,1.8,0.4,1.0
Jake Layman,35,7.1,2.2,2.5,29.2,1.5,25.5,0.7,0.3,0.3,0.3,0.1
Jakob Poeltl,54,11.6,3.1,2.1,58.3,0.0,0.0,3.1,0.2,0.5,0.3,0.4
Jamal Crawford,82,26.3,12.3,10.6,41.3,3.9,36.0,1.6,2.6,1.6,0.7,0.2
Jamal Murray,82,21.5,9.9,8.9,40.4,4.2,33.4,2.6,2.1,1.4,0.6,0.3
Jameer Nelson,75,27.3,9.2,8.1,44.4,3.6,38.8,2.6,5.1,1.7,0.7,0.1
James Ennis III,64,23.4,6.7,5.0,45.5,2.1,37.2,4.0,1.0,0.9,0.7,0.3
James Harden,81,36.4,29.1,18.9,44.0,9.3,34.7,8.1,11.2,5.7,1.5,0.5
James Johnson,76,27.4,12.8,10.1,47.9,3.4,34.0,4.9,3.6,2.3,1.0,1.1
James Jones,48,7.9,2.8,1.9,47.8,1.4,47.0,0.8,0.3,0.2,0.1,0.2
James Michael McAdoo,52,8.8,2.8,2.3,53.0,0.2,25.0,1.8,0.3,0.4,0.3,0.6
James Young,29,7.6,2.3,2.0,43.1,1.2,34.3,0.9,0.1,0.1,0.3,0.1
Jared Dudley,64,21.3,6.8,5.4,45.4,3.2,37.9,3.5,1.9,1.1,0.7,0.3
Jared Sullinger,11,10.7,3.4,4.3,31.9,1.6,16.7,2.5,0.3,0.4,0.4,0.1
Jarell Eddie,5,12.5,4.8,3.8,31.6,3.2,25.0,1.4,0.0,0.2,0.2,0.0
Jarell Martin,42,13.3,3.9,3.6,38.4,0.6,36.0,3.9,0.2,0.7,0.4,0.2
Jarnell Stokes,2,3.3,1.5,0.5,100,0.0,0.0,1.0,1.0,0.0,0.5,0.0
Jarrett Jack,2,16.5,3.0,1.5,66.7,0.5,0.0,0.0,2.5,1.5,1.0,0.0
Jarrod Uthoff,9,12.7,4.4,4.2,42.1,1.0,33.3,2.4,1.0,0.3,0.2,0.4
Jason Smith,74,14.4,5.7,4.4,52.9,1.1,47.4,3.5,0.5,0.8,0.3,0.7
Jason Terry,74,18.4,4.1,3.3,43.2,2.3,42.7,1.4,1.3,0.5,0.6,0.3
Jaylen Brown,78,17.2,6.6,5.4,45.5,1.7,34.3,2.8,0.8,0.9,0.4,0.2
Jeff Green,69,22.2,9.2,8.1,39.4,2.8,27.5,3.1,1.2,1.1,0.5,0.2
Jeff Teague,82,32.4,15.3,11.1,44.2,3.1,35.7,4.0,7.8,2.6,1.2,0.4
Jeff Withey,51,8.5,2.9,2.0,53.4,0.0,0.0,2.4,0.1,0.3,0.3,0.6
Jerami Grant,80,19.1,5.5,4.1,46.3,1.5,37.1,2.6,0.6,0.6,0.4,1.0
Jeremy Lamb,62,18.4,9.7,7.9,46.0,2.4,28.1,4.3,1.2,0.6,0.4,0.4
Jeremy Lin,36,24.5,14.5,11.1,43.8,4.3,37.2,3.8,5.1,2.4,1.2,0.4
Jerian Grant,63,16.3,5.9,4.8,42.5,2.1,36.6,1.8,1.9,0.7,0.7,0.1
Jerryd Bayless,3,23.8,11.0,10.7,34.4,1.7,40.0,4.0,4.3,3.0,0.0,0.0
Jimmy Butler,76,37.0,23.9,16.5,45.5,3.3,36.7,6.2,5.5,2.1,1.9,0.4
Joakim Noah,46,22.1,5.0,4.4,49.0,0.0,0.0,8.8,2.2,1.3,0.7,0.8
Jodie Meeks,36,20.5,9.1,7.1,40.2,3.8,40.9,2.1,1.3,1.0,0.9,0.1
Joe Harris,52,21.9,8.2,7.0,42.5,4.3,38.5,2.8,1.0,1.1,0.6,0.2
Joe Ingles,82,24.1,7.1,5.5,45.2,3.4,44.1,3.2,2.7,1.3,1.2,0.1
Joe Johnson,78,23.6,9.2,8.0,43.6,3.3,41.1,3.1,1.8,0.9,0.5,0.2
Joe Young,33,4.1,2.1,2.2,36.1,0.7,21.7,0.5,0.5,0.2,0.1,0.0
Joel Anthony,19,6.4,1.3,0.8,62.5,0.0,0.0,1.6,0.2,0.2,0.1,0.3
Joel Bolomboy,12,4.4,1.8,1.3,56.3,0.3,25.0,1.4,0.2,0.2,0.1,0.2
Joel Embiid,31,25.4,20.2,13.8,46.6,3.2,36.7,7.8,2.1,3.8,0.9,2.5
Joffrey Lauvergne,70,14.0,5.4,4.8,44.0,1.4,33.7,3.6,1.0,0.8,0.4,0.1
John Henson,58,19.4,6.8,5.3,51.5,0.0,0.0,5.1,1.0,0.9,0.5,1.3
John Jenkins,4,3.2,1.8,1.3,40.0,0.5,50.0,0.3,0.3,0.0,0.0,0.0
John Lucas III,5,2.1,0.4,0.8,25.0,0.2,0.0,0.0,0.2,0.0,0.4,0.0
John Wall,78,36.4,23.1,18.4,45.1,3.5,32.7,4.2,10.7,4.1,2.0,0.6
Johnny O'Bryant III,11,7.3,3.5,2.7,50.0,0.5,50.0,1.7,0.5,0.5,0.0,0.1
Jon Leuer,75,25.9,10.2,8.6,48.0,2.2,29.3,5.4,1.5,0.9,0.4,0.3
Jonas Jerebko,78,15.8,3.8,3.4,43.5,1.7,34.6,3.5,0.9,0.5,0.3,0.2
Jonas Valanciunas,80,25.8,12.0,8.8,55.7,0.0,50.0,9.5,0.7,1.3,0.5,0.8
Jonathan Gibson,17,13.6,6.2,5.6,36.8,2.6,33.3,1.3,1.5,1.2,0.5,0.0
Jonathon Simmons,78,17.9,6.2,5.4,42.0,1.3,29.4,2.1,1.6,1.0,0.6,0.3
Jordan Clarkson,82,29.2,14.7,13.1,44.5,4.3,32.9,3.0,2.6,2.0,1.1,0.1
Jordan Crawford,19,23.3,14.1,11.5,48.2,5.0,38.9,1.8,3.0,1.3,0.6,0.1
Jordan Farmar,2,17.7,6.0,6.0,33.3,4.5,44.4,1.5,4.5,1.5,1.0,0.0
Jordan Hill,7,6.7,1.7,1.9,38.5,0.0,0.0,2.0,0.0,0.6,0.1,0.0
Jordan McRae,37,10.4,4.4,4.1,38.7,1.4,35.3,1.1,0.5,0.4,0.2,0.2
Jordan Mickey,25,5.6,1.5,1.4,44.1,0.0,0.0,1.4,0.3,0.4,0.1,0.2
Jose Calderon,41,13.1,3.4,3.3,41.0,1.6,31.3,1.8,2.1,1.0,0.3,0.0
Josh Huestis,2,15.4,7.0,5.5,54.5,2.0,50.0,4.5,1.5,0.0,0.0,1.5
Josh McRoberts,22,17.3,4.9,5.4,37.3,1.4,41.9,3.4,2.3,1.0,0.5,0.2
Josh Richardson,53,30.5,10.2,9.7,39.4,4.3,33.0,3.2,2.6,1.2,1.1,0.7
Jrue Holiday,67,32.7,15.4,13.3,45.4,4.2,35.6,3.9,7.3,2.9,1.5,0.7
Juancho Hernangomez,62,13.6,4.9,3.6,45.1,1.8,40.7,3.0,0.5,0.5,0.5,0.2
Julius Randle,74,28.8,13.2,10.4,48.8,0.9,27.0,8.6,3.6,2.3,0.7,0.5
Justin Anderson,75,16.4,7.1,5.9,42.4,2.6,29.9,3.3,0.9,0.9,0.5,0.3
Justin Hamilton,64,18.4,6.9,5.9,45.9,2.8,30.6,4.1,0.9,0.7,0.5,0.7
Justin Harper,3,10.4,4.0,4.0,41.7,2.3,28.6,1.7,0.7,1.3,0.0,0.0
Justin Holiday,82,20.0,7.7,6.6,43.3,3.3,35.5,2.7,1.2,0.8,0.8,0.4
