Player,GP,MIN,PTS,FGA,FG%,3PA,3P%,REB,AST,TO,STL,BLK
Josh Okogie,36,19.8,4.8,4.4,35.0,1.8,22.7,2.6,1.2,0.7,0.9,0.4
Josh Richardson,33,32.0,13.2,10.5,44.9,5.0,32.3,3.4,2.7,1.5,1.0,0.4
Jrue Holiday,33,31.4,15.8,12.9,48.8,4.6,37.5,4.5,5.1,1.7,1.8,0.5
Juan Toscano-Anderson,29,19.1,5.0,3.7,52.8,1.6,40.0,4.1,2.3,1.1,0.6,0.5
Juancho Hernangomez,25,17.3,6.6,5.5,42.8,3.0,32.9,4.2,0.6,0.5,0.4,0.1
Julius Randle,44,37.1,23.3,17.6,47.2,4.7,42.8,10.9,5.9,3.3,0.9,0.2
Justin Holiday,43,32.2,11.6,9.1,43.6,6.6,39.3,3.8,1.7,0.8,1.2,0.4
Justin Jackson,30,16.4,7.0,6.1,41.8,3.2,30.5,2.2,1.5,1.0,0.4,0.1
Justin James,21,6.3,2.0,1.8,43.2,0.6,30.8,0.5,0.5,0.2,0.1,0.0
Justin Patton,12,20.1,5.7,5.6,41.8,2.7,28.1,4.0,1.2,0.3,1.0,1.2
Justise Winslow,14,21.4,7.9,9.4,36.4,2.6,13.5,5.1,1.9,1.6,0.6,0.5
Jusuf Nurkic,12,23.4,9.8,8.6,48.5,1.0,25.0,7.7,2.8,1.9,0.9,0.9
Juwan Morgan,18,4.3,1.0,0.9,43.8,0.6,30.0,0.8,0.2,0.1,0.2,0.0
KZ Okpala,25,12.9,2.7,2.6,40.9,1.5,29.7,2.0,0.4,0.5,0.2,0.3
Karim Mane,7,8.5,1.0,1.3,11.1,0.3,50.0,1.4,0.1,0.4,0.0,0.1
Karl-Anthony Towns,24,33.6,23.5,17.0,49.6,5.8,39.1,10.0,4.1,3.3,0.8,1.5
Kawhi Leonard,37,34.4,25.9,18.2,51.6,5.0,40.0,6.3,4.8,1.9,1.8,0.5
Keita Bates-Diop,16,7.4,2.1,2.0,34.4,0.9,33.3,1.3,0.4,0.1,0.4,0.1
Kelan Martin,14,3.9,1.3,1.5,33.3,0.6,22.2,0.9,0.1,0.3,0.2,0.1
Keldon Johnson,38,29.1,13.7,10.9,47.2,2.8,33.0,6.4,2.0,1.2,0.6,0.6
Keljin Blevins,9,5.2,0.4,1.2,18.2,0.4,0.0,0.2,0.4,0.3,0.2,0.0
Kelly Olynyk,43,26.9,10.0,8.7,43.1,5.7,31.7,6.1,2.1,1.3,0.9,0.6
Kelly Oubre Jr.,42,30.5,15.1,13.0,43.8,5.1,30.6,5.9,1.4,1.3,1.0,0.8
Kemba Walker,26,30.7,17.9,15.5,39.5,7.9,36.4,3.5,4.6,2.2,1.2,0.3
Kendrick Nunn,36,28.8,13.3,11.5,44.7,5.5,36.2,3.2,2.6,1.6,1.1,0.3
Kenrich Williams,44,19.6,7.0,5.1,58.0,1.4,44.4,4.0,1.9,1.0,0.7,0.2
Kent Bazemore,42,16.4,6.0,4.9,44.1,2.5,39.8,2.9,1.5,1.1,0.8,0.5
Kentavious Caldwell-Pope,40,26.0,8.3,6.7,42.2,3.7,40.1,2.4,1.5,1.0,0.8,0.3
Kenyon Martin Jr.,16,19.0,7.3,5.7,48.4,1.2,36.8,4.5,0.8,1.1,0.7,1.0
Kevin Durant,19,35.8,29.0,18.9,52.4,5.9,43.4,7.3,5.3,3.5,0.7,1.4
Kevin Huerter,44,31.5,11.8,10.6,42.1,5.8,36.8,3.6,3.5,1.3,1.3,0.3
Kevin Knox II,30,13.7,4.6,4.1,39.8,2.5,40.0,1.7,0.6,0.5,0.3,0.2
Kevin Love,4,14.5,5.8,5.5,31.8,3.0,33.3,3.3,1.3,0.8,0.3,0.0
Kevin Porter Jr.,7,29.1,14.9,14.0,41.8,6.1,20.9,2.7,6.4,3.1,1.3,0.7
Kevon Looney,33,15.1,3.9,2.7,60.2,0.3,44.4,4.2,1.6,0.6,0.4,0.4
Khem Birch,43,19.7,5.4,4.1,47.2,0.4,22.2,5.1,1.0,0.5,0.6,0.6
Khris Middleton,43,33.5,20.6,15.5,49.0,5.2,43.0,6.2,5.4,2.8,1.1,0.2
Killian Hayes,7,21.1,4.6,6.7,27.7,2.9,25.0,1.1,3.6,2.4,0.3,0.0
Killian Tillie,4,7.5,1.8,2.5,20.0,1.3,40.0,1.3,0.3,0.3,0.3,0.8
Kira Lewis Jr.,28,14.3,5.8,5.7,39.6,2.0,33.9,0.9,2.0,0.5,0.7,0.1
Kostas Antetokounmpo,5,4.8,1.2,0.8,50.0,0.0,0.0,1.8,0.0,1.2,0.4,0.6
Kristaps Porzingis,27,30.3,20.0,15.7,48.0,6.1,36.7,8.6,1.4,1.3,0.4,1.6
Kyle Anderson,39,27.2,12.6,9.8,47.8,3.7,36.3,5.8,3.3,1.4,1.1,0.7
Kyle Guy,17,7.1,2.4,2.6,31.1,1.5,24.0,0.9,0.9,0.2,0.2,0.0
Kyle Kuzma,43,26.9,12.1,10.6,44.3,5.2,37.5,6.7,1.5,1.6,0.5,0.6
Kyle Lowry,37,34.8,17.4,13.1,43.9,7.1,39.5,5.6,7.5,2.9,1.1,0.3
Kyrie Irving,31,35.6,28.1,20.7,52.0,7.1,40.6,4.8,5.7,2.4,1.2,0.6
LaMarcus Aldridge,21,25.9,13.7,11.8,46.4,3.6,36.0,4.5,1.7,1.0,0.4,0.9
LaMelo Ball,41,28.6,15.9,12.8,45.1,5.3,37.5,5.9,6.1,2.8,1.6,0.3
Lamar Stevens,29,13.4,4.4,3.9,42.9,0.7,10.5,2.7,0.8,0.5,0.5,0.3
Landry Shamet,39,20.1,7.8,6.5,39.1,4.9,37.4,1.8,1.1,0.7,0.5,0.1
Langston Galloway,31,11.2,5.0,3.6,47.8,2.1,45.5,1.1,0.7,0.3,0.2,0.0
Larry Nance Jr.,27,32.9,9.6,7.8,48.3,3.3,37.1,6.9,3.0,1.5,1.9,0.6
Lauri Markkanen,23,30.0,17.7,13.2,48.2,7.1,39.0,5.9,1.0,1.3,0.6,0.5
LeBron James,41,33.9,25.4,18.4,51.3,6.5,36.8,7.9,7.9,3.7,1.0,0.6
Lonnie Walker IV,37,26.2,11.5,10.4,42.5,4.8,35.6,2.8,1.6,1.0,0.5,0.4
Lonzo Ball,38,31.7,14.2,12.1,42.5,7.8,38.5,4.2,5.6,2.0,1.3,0.6
Lou Williams,42,21.9,12.1,10.2,42.1,2.8,37.8,2.1,3.4,1.6,0.9,0.1
Luguentz Dort,40,29.7,12.6,11.2,38.5,6.0,32.5,3.5,1.6,1.4,0.9,0.4
Luka Doncic,39,35.2,28.6,20.9,48.2,8.0,36.7,8.3,9.1,4.3,1.0,0.6
Luka Samanic,14,10.2,4.5,3.4,47.9,1.8,32.0,2.6,0.3,0.6,0.3,0.2
Luke Kennard,39,19.3,7.9,6.1,49.4,3.4,48.1,2.7,1.8,0.7,0.4,0.2
Luke Kornet,13,7.2,2.0,2.1,33.3,1.8,26.1,1.2,0.3,0.1,0.2,0.5
Malachi Flynn,19,9.2,2.1,3.1,25.9,1.7,18.2,0.7,1.3,0.3,0.3,0.0
Malcolm Brogdon,41,35.5,21.4,17.8,46.1,6.5,39.8,4.7,6.0,2.3,1.1,0.2
Malik Beasley,33,33.1,20.5,16.7,45.5,8.7,40.6,4.6,2.5,1.6,0.8,0.2
Malik Monk,30,21.6,12.5,9.8,44.9,5.0,41.1,2.7,1.9,1.5,0.5,0.1
Mamadi Diakite,2,4.6,1.0,1.0,50.0,0.0,0.0,1.5,1.0,0.0,0.0,1.0
Marc Gasol,35,20.1,4.8,3.8,40.3,2.4,36.5,4.1,2.0,0.9,0.5,1.3
Marcus Morris Sr.,35,24.8,12.3,9.8,44.6,5.2,45.9,3.8,1.1,0.8,0.5,0.3
Marcus Smart,25,31.4,12.7,10.4,39.0,5.6,32.4,2.8,5.4,1.6,1.5,0.5
Markelle Fultz,8,26.9,12.9,13.0,39.4,2.0,25.0,3.1,5.4,2.3,1.0,0.3
Markieff Morris,38,18.2,6.1,5.3,40.8,3.1,33.1,4.2,1.1,0.7,0.2,0.3
Markus Howard,21,3.4,1.1,1.8,23.7,1.3,18.5,0.3,0.3,0.2,0.1,0.0
Marques Bolden,6,4.8,1.2,0.5,33.3,0.0,0.0,1.0,0.0,0.3,0.3,0.3
Marquese Chriss,2,13.4,6.5,7.0,35.7,2.5,20.0,6.5,1.0,1.0,0.0,1.0
Marvin Bagley III,37,25.7,13.9,11.2,50.2,2.6,35.4,7.4,0.9,1.3,0.5,0.5
Mason Jones,26,11.8,5.8,4.4,41.2,2.5,35.9,2.0,1.5,1.1,0.2,0.0
Mason Plumlee,41,27.7,10.3,6.9,60.9,0.1,0.0,9.5,3.6,2.0,0.9,0.9
Matisse Thybulle,41,18.7,3.7,3.4,41.1,2.1,31.4,1.7,1.0,0.4,1.5,1.0
Matt Thomas,26,7.4,2.7,2.4,38.7,1.6,41.5,0.8,0.3,0.2,0.1,0.0
Maurice Harkless,11,11.2,1.4,1.2,38.5,1.0,45.5,1.2,0.6,0.3,0.2,0.4
Max Strus,22,13.6,6.7,5.0,46.8,4.1,37.4,1.0,0.5,0.1,0.2,0.0
Maxi Kleber,30,27.7,7.8,5.3,46.9,4.0,47.1,5.4,1.4,0.6,0.5,0.8
Meyers Leonard,3,9.8,3.3,2.3,42.9,2.3,42.9,2.3,0.7,0.7,0.0,0.0
Mfiondu Kabengele,23,4.1,1.2,1.4,28.1,0.8,22.2,0.6,0.2,0.3,0.1,0.1
Michael Carter-Williams,23,26.6,9.0,8.7,40.0,2.0,24.4,4.6,4.2,2.3,0.6,0.5
Michael Porter Jr.,34,29.4,16.0,11.5,52.6,5.6,42.9,7.4,0.9,1.1,0.7,0.9
Mikal Bridges,43,32.4,13.5,9.4,52.5,4.4,41.4,4.8,2.4,0.8,0.8,0.9
Mike Conley,35,29.6,16.4,12.5,45.6,6.5,42.4,3.5,5.4,1.9,1.4,0.1
Mike Muscala,35,18.4,9.7,7.6,44.6,5.3,37.0,3.8,0.8,0.6,0.2,0.3
Mike Scott,25,16.6,3.8,3.5,37.9,2.7,34.3,2.6,0.5,0.6,0.5,0.1
Miles Bridges,43,26.3,9.5,7.3,49.7,3.2,37.4,5.7,2.0,1.6,0.7,0.7
Mitchell Robinson,29,28.4,8.6,5.9,65.9,0.0,0.0,8.4,0.6,0.8,1.1,1.5
Miye Oni,30,7.8,2.0,1.6,39.6,1.4,41.5,1.6,0.3,0.2,0.1,0.2
Mo Bamba,22,10.2,4.6,4.0,47.7,1.5,28.1,3.9,0.3,0.4,0.1,0.9
Monte Morris,36,27.2,10.4,8.5,47.1,3.2,35.1,2.2,3.4,0.7,0.7,0.3
Montrezl Harrell,44,25.0,14.8,9.5,63.8,0.2,0.0,6.6,1.1,1.1,0.7,0.8
Moritz Wagner,25,15.0,7.1,4.9,50.8,1.7,31.0,2.9,1.3,0.8,0.9,0.3
Moses Brown,15,16.5,7.5,4.9,59.5,0.0,0.0,6.9,0.3,0.7,0.5,1.3
Mychal Mulder,36,10.5,4.0,3.2,41.7,2.8,39.4,0.9,0.4,0.2,0.2,0.2
Myles Turner,40,30.9,12.8,9.3,48.0,4.4,32.8,6.5,1.0,1.3,0.9,3.4
Naji Marshall,6,3.4,0.5,1.0,16.7,0.3,0.0,0.3,0.3,0.2,0.0,0.2
Nassir Little,27,13.6,5.3,3.7,46.5,2.0,38.9,2.6,0.4,0.4,0.1,0.3
Nate Darling,2,3.6,1.5,2.0,25.0,2.0,25.0,0.0,0.5,0.0,0.0,0.0
Nate Hinton,8,3.7,1.6,2.0,31.3,0.8,16.7,0.3,0.4,0.5,0.3,0.1
Nathan Knight,16,7.8,4.1,2.8,44.4,0.9,35.7,2.1,0.3,0.6,0.3,0.4
Naz Reid,42,19.7,11.3,8.4,52.6,2.5,34.3,4.6,1.2,1.1,0.6,1.1
Nemanja Bjelica,26,16.9,7.2,5.8,46.0,2.2,29.3,3.8,1.9,1.1,0.3,0.1
Nerlens Noel,39,22.4,4.8,3.4,62.6,0.1,0.0,6.0,0.6,1.1,1.0,2.0
Nick Richards,11,3.4,1.2,0.5,50.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0
Nickeil Alexander-Walker,35,18.8,9.2,8.3,41.9,4.1,32.4,2.8,1.9,1.3,1.0,0.4
Nico Mannion,14,13.0,4.4,4.4,32.8,2.3,34.4,1.8,2.6,1.0,0.7,0.0
Nicolas Batum,42,28.5,8.7,6.3,47.2,4.3,43.6,4.6,2.3,0.7,1.1,0.4
Nicolas Claxton,13,18.7,9.4,6.3,63.4,0.3,25.0,4.2,0.8,0.6,0.8,1.5
Nicolo Melli,22,11.0,2.0,2.7,25.4,1.7,18.9,2.6,1.1,0.3,0.4,0.0
Nikola Jokic,44,35.7,27.0,18.5,57.1,3.6,42.1,11.3,8.5,3.1,1.6,0.6
Nikola Vucevic,44,34.1,24.5,20.6,48.0,6.5,40.6,11.8,3.8,1.9,1.0,0.6
Noah Vonleh,4,2.7,0.0,0.8,0.0,0.5,0.0,0.3,0.3,0.5,0.0,0.0
Norman Powell,42,30.4,19.6,13.5,49.8,6.4,43.9,3.0,1.8,1.8,1.1,0.2
Norvel Pelle,4,7.9,2.3,2.0,37.5,0.0,0.0,2.0,0.3,0.8,0.0,0.8
OG Anunoby,26,33.2,14.3,10.7,48.7,5.5,41.0,5.7,1.7,1.7,1.7,0.8
Obi Toppin,34,11.9,4.1,3.6,47.2,1.4,29.8,2.3,0.5,0.6,0.2,0.3
Onyeka Okongwu,22,8.8,2.8,2.0,59.1,0.0,0.0,2.2,0.2,0.4,0.3,0.5
Otto Porter Jr.,25,21.6,9.9,8.1,44.1,3.8,40.0,5.5,2.0,1.0,0.5,0.2
P.J. Tucker,35,28.6,4.1,3.9,36.3,2.6,31.1,4.4,1.3,0.9,0.8,0.6
P.J. Washington,39,29.6,12.3,9.8,45.0,3.6,39.6,6.6,2.9,2.2,1.0,1.3
PJ Dozier,29,20.3,7.7,6.3,44.8,2.7,37.7,3.7,1.6,0.9,0.5,0.5
Pascal Siakam,35,35.3,20.0,16.3,44.8,4.2,30.4,7.3,4.7,2.1,1.1,0.7
Pat Connaughton,40,22.4,6.9,5.4,46.3,3.7,41.1,4.5,1.4,0.4,0.7,0.4
Patrick Beverley,29,23.8,8.3,6.2,44.2,4.1,42.0,3.7,2.1,0.9,0.9,0.8
Patrick McCaw,5,6.7,1.0,0.2,100,0.0,0.0,0.6,0.8,0.0,0.4,0.0
Patrick Patterson,16,12.4,4.4,3.8,43.3,2.5,35.0,1.9,0.6,0.5,0.3,0.1
Patrick Williams,42,28.4,9.6,7.9,46.7,2.2,38.3,4.9,1.2,1.4,0.7,0.7
Patty Mills,40,25.6,13.1,10.3,44.3,6.9,39.5,1.8,2.6,1.1,0.7,0.0
Paul George,34,33.3,22.4,16.5,48.0,7.6,43.1,6.0,5.4,3.2,1.1,0.5
Paul Millsap,34,23.5,9.5,7.0,50.6,2.8,37.5,5.0,1.7,0.9,0.9,0.6
Paul Reed,7,9.1,3.1,3.4,45.8,0.4,0.0,1.7,0.4,0.7,0.1,0.7
Paul Watson,24,9.8,3.0,2.3,45.5,1.8,45.5,1.5,0.5,0.3,0.2,0.1
Payton Pritchard,38,19.7,7.1,5.8,45.0,3.3,41.1,2.0,2.1,0.9,0.5,0.2
Precious Achiuwa,42,12.9,5.5,3.9,57.4,0.0,0.0,3.7,0.5,0.8,0.4,0.5
Quinn Cook,22,6.5,3.0,2.7,43.3,1.0,43.5,0.7,0.8,0.2,0.2,0.0
Quinndary Weatherspoon,9,4.9,0.7,0.9,25.0,0.2,0.0,0.3,0.4,0.8,0.4,0.1
R.J. Hampton,25,9.3,2.6,2.4,41.7,0.7,27.8,2.0,0.6,0.4,0.2,0.1
RJ Barrett,44,33.8,17.3,14.6,45.3,3.3,34.5,6.1,3.0,1.9,0.7,0.3
Rajon Rondo,27,14.9,3.9,4.1,40.0,1.7,37.8,2.0,3.5,1.4,0.7,0.1
Raul Neto,37,20.6,7.7,6.7,43.4,2.5,36.2,2.2,2.2,0.8,1.2,0.1
Ray Spalding,2,9.4,2.0,2.0,50.0,0.5,0.0,2.0,0.0,1.5,0.0,1.0
Rayjon Tucker,1,3.5,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Reggie Bullock,39,27.8,9.3,7.9,41.7,5.2,39.4,3.4,1.4,0.7,0.7,0.2
Reggie Jackson,42,20.4,8.7,7.2,44.7,3.4,40.4,2.6,2.9,1.0,0.6,0.1
Reggie Perry,15,11.7,4.1,4.0,41.7,1.1,25.0,3.9,0.9,0.8,0.3,0.3
Richaun Holmes,40,30.2,14.0,9.2,64.8,0.2,25.0,8.8,1.8,1.3,0.7,1.6
Ricky Rubio,42,26.4,8.6,7.1,40.1,2.7,31.3,3.1,6.8,2.0,1.3,0.0
Robert Covington,41,32.3,8.6,7.5,39.8,5.3,37.2,6.7,1.7,1.2,1.6,1.2
Robert Williams III,37,17.2,7.7,4.7,73.0,0.0,0.0,6.4,1.3,1.0,0.8,1.7
Robert Woodard II,7,2.9,2.3,1.7,50.0,0.6,25.0,1.1,0.0,0.1,0.0,0.0
Robin Lopez,42,20.0,8.2,5.6,58.1,0.4,33.3,4.1,0.9,1.0,0.3,0.6
Rodions Kurucs,16,5.7,1.0,1.5,25.0,1.1,17.6,0.9,0.4,0.6,0.4,0.3
Rodney Hood,38,19.1,4.7,5.3,36.3,2.2,29.8,1.9,1.2,0.8,0.5,0.1
Rodney McGruder,15,11.9,5.6,4.5,50.7,1.5,43.5,1.4,1.0,0.5,0.5,0.1
Royce O'Neale,43,32.2,7.5,5.7,45.1,4.1,41.6,6.6,2.6,1.2,0.8,0.5
Rudy Gay,34,21.7,10.9,9.8,41.0,4.2,38.5,4.9,1.5,1.1,0.7,0.5
Rudy Gobert,43,30.9,14.4,8.4,64.6,0.0,0.0,13.4,1.3,1.7,0.5,3.0
Rui Hachimura,35,31.0,13.4,10.5,47.4,2.7,34.0,5.8,1.5,1.1,0.8,0.1
Russell Westbrook,35,34.7,21.7,18.8,43.8,4.1,31.3,9.5,10.3,4.9,1.3,0.3
Ryan Arcidiacono,26,11.4,3.3,3.0,38.5,1.8,31.9,1.6,1.3,0.2,0.3,0.0
Saben Lee,22,14.4,5.5,3.9,50.6,0.3,57.1,1.5,2.7,0.8,0.6,0.2
Saddiq Bey,41,24.4,10.7,8.4,40.7,5.8,38.7,4.1,1.2,0.7,0.6,0.1
Sam Merrill,17,5.7,1.9,1.4,45.8,0.9,50.0,0.9,0.6,0.3,0.1,0.0
Sean McDermott,9,14.6,3.7,2.8,44.0,1.8,31.3,1.3,0.4,0.4,0.2,0.2
Sekou Doumbouya,38,13.0,3.8,4.1,34.2,1.8,24.6,2.2,0.6,0.7,0.4,0.1
Semi Ojeleye,40,19.1,5.3,4.4,40.8,3.1,39.2,2.9,0.8,0.4,0.3,0.0
Serge Ibaka,39,23.6,10.9,8.9,50.7,2.8,35.2,6.7,1.7,1.1,0.2,1.2
Seth Curry,33,29.6,12.9,10.0,46.2,4.7,43.2,2.2,2.9,1.5,0.9,0.2
Shai Gilgeous-Alexander,35,33.7,23.7,16.1,50.8,4.9,41.8,4.7,5.9,3.0,0.8,0.7
Shake Milton,36,24.9,13.8,11.3,44.6,3.2,30.4,2.3,3.1,1.6,0.6,0.3
Shaquille Harrison,17,3.3,1.0,1.2,30.0,0.1,0.0,0.5,0.5,0.3,0.1,0.0
Sindarius Thornwell,14,5.2,1.2,1.5,33.3,0.6,33.3,0.4,0.3,0.3,0.4,0.1
Skylar Mays,19,7.4,3.4,2.7,39.2,1.2,34.8,0.8,1.0,0.3,0.3,0.0
Solomon Hill,43,18.9,4.2,3.9,35.5,3.0,32.3,2.3,0.9,0.6,0.7,0.1
Spencer Dinwiddie,3,21.4,6.7,5.3,37.5,2.3,28.6,4.3,3.0,1.7,0.7,0.3
Stanley Johnson,39,14.0,2.8,2.6,37.3,1.7,35.8,2.1,1.1,0.6,0.7,0.3
Stephen Curry,39,33.7,29.0,20.2,47.5,11.4,40.8,5.3,6.2,3.1,1.4,0.1
Sterling Brown,41,24.0,7.5,6.4,42.4,4.2,38.6,4.4,1.6,0.8,0.9,0.2
Steven Adams,40,27.7,8.1,5.6,63.1,0.1,0.0,9.2,2.0,1.6,0.9,0.6
Svi Mykhailiuk,40,17.6,7.0,6.3,38.3,4.8,33.2,2.1,1.6,1.1,0.8,0.2
T.J. McConnell,40,25.3,7.2,6.1,54.5,0.6,31.8,3.7,6.5,1.9,1.8,0.4
T.J. Warren,4,29.3,15.5,12.8,52.9,1.8,0.0,3.5,1.3,1.0,0.5,0.0
Tacko Fall,10,6.8,2.9,1.8,72.2,0.0,0.0,2.4,0.2,0.2,0.0,1.0
Taj Gibson,17,18.0,4.2,2.9,56.0,0.7,25.0,4.5,0.5,0.6,0.5,0.5
Talen Horton-Tucker,40,18.4,8.0,7.0,44.8,1.9,25.3,2.7,2.3,1.4,0.8,0.5
Taurean Prince,29,21.4,8.3,7.2,38.0,3.5,38.6,3.6,1.7,1.1,0.7,0.7
Terance Mann,42,16.6,5.4,4.1,48.8,1.0,38.6,3.5,1.2,0.6,0.4,0.2
Terence Davis,34,14.5,6.9,6.2,41.4,3.6,36.1,1.9,1.1,0.9,0.5,0.2
Terrance Ferguson,13,3.8,0.2,0.5,14.3,0.4,0.0,0.1,0.2,0.3,0.1,0.0
Terrence Ross,36,29.6,16.0,13.8,41.4,6.3,36.0,3.5,2.3,1.7,1.1,0.5
Terry Rozier,41,33.0,20.3,15.1,47.7,7.9,42.0,3.7,3.3,1.8,1.3,0.3
Thaddeus Young,39,25.0,12.1,9.5,59.3,0.6,26.1,6.4,4.3,2.1,1.4,0.6
Thanasis Antetokounmpo,31,8.4,2.2,1.6,58.8,0.3,22.2,2.0,0.6,0.6,0.3,0.2
Theo Maledon,38,26.7,8.2,7.7,38.4,4.3,37.2,3.1,3.4,1.9,0.9,0.1
Theo Pinson,13,2.2,0.2,0.6,12.5,0.5,0.0,0.2,0.1,0.1,0.0,0.0
Thomas Bryant,10,27.1,14.3,9.1,64.8,2.1,42.9,6.1,1.5,1.1,0.4,0.8
Thon Maker,8,9.6,3.8,2.3,55.6,0.3,0.0,2.3,0.5,0.4,0.3,0.5
Tim Frazier,3,10.8,1.3,2.7,25.0,0.7,0.0,1.3,2.3,1.0,0.3,0.0
Tim Hardaway Jr.,41,29.5,16.5,13.1,44.4,7.6,39.4,3.4,1.8,0.9,0.5,0.1
Timothe Luwawu-Cabarrot,38,19.4,7.1,6.5,38.3,4.3,35.2,2.4,1.3,0.8,0.7,0.1
Tobias Harris,39,34.0,20.8,15.7,50.8,3.8,41.3,7.7,3.6,1.9,0.9,0.8
Tomas Satoransky,32,22.5,7.7,5.4,51.7,1.9,41.0,2.5,4.8,1.7,0.7,0.3
Tony Bradley,20,14.4,5.5,3.8,68.0,0.1,0.0,5.2,0.9,0.3,0.3,0.7
Tony Snell,31,19.8,5.4,3.8,50.4,2.6,56.1,2.3,1.4,0.5,0.2,0.3
Torrey Craig,21,11.8,3.2,2.9,44.3,1.3,44.4,2.6,0.9,0.3,0.5,0.4
Trae Young,42,34.4,25.8,17.9,43.2,6.8,36.3,4.0,9.4,4.2,0.8,0.2
Tre Jones,19,4.6,1.9,1.6,50.0,0.1,100,0.5,0.4,0.4,0.1,0.0
Tremont Waters,11,8.9,3.0,2.8,32.3,1.4,40.0,0.7,2.7,1.2,0.5,0.0
Trent Forrest,10,3.4,0.4,0.5,20.0,0.2,0.0,0.5,0.7,0.3,0.2,0.0
Trevor Ariza,3,16.3,4.0,5.7,23.5,3.3,20.0,3.3,1.0,0.3,0.3,0.7
Trey Burke,41,15.1,6.8,5.6,45.0,2.9,38.5,0.9,1.5,0.5,0.6,0.0
Trey Lyles,23,15.6,5.0,3.9,47.8,1.7,35.0,3.7,0.6,0.3,0.3,0.0
Tristan Thompson,36,22.5,7.9,6.2,53.4,0.1,0.0,8.4,1.0,1.0,0.4,0.4
Troy Brown Jr.,21,13.7,4.3,4.2,37.1,2.2,30.4,2.9,0.9,0.8,0.1,0.2
Ty Jerome,12,26.1,10.0,8.3,45.5,5.3,44.4,3.4,3.6,0.8,0.8,0.2
Ty-Shon Alexander,4,2.4,0.0,1.0,0.0,0.5,0.0,0.3,0.3,0.0,0.0,0.0
Tyler Bey,7,3.3,1.1,1.3,33.3,0.1,0.0,0.9,0.1,0.0,0.0,0.1
Tyler Cook,7,6.1,1.3,1.1,50.0,0.0,0.0,1.6,0.3,0.3,0.0,0.0
Tyler Herro,33,31.7,15.1,13.6,41.4,5.6,31.2,5.4,3.4,2.2,0.7,0.4
Tyler Johnson,26,15.8,5.3,4.4,40.0,3.0,38.0,1.8,0.9,0.3,0.3,0.0
Tyrell Terry,11,5.1,1.0,1.5,31.3,0.6,0.0,0.5,0.5,0.2,0.5,0.0
Tyrese Haliburton,38,30.0,12.9,10.3,48.2,5.2,42.1,3.4,5.1,1.6,1.3,0.6
Tyrese Maxey,38,15.2,7.5,7.0,46.1,1.6,28.8,1.7,1.6,0.7,0.4,0.2
Tyus Jones,41,20.1,7.4,7.0,43.6,2.3,29.2,2.2,4.2,0.8,1.1,0.1
Udoka Azubuike,12,4.1,1.0,0.6,57.1,0.0,0.0,1.1,0.0,0.3,0.1,0.3
Vernon Carey Jr.,7,3.5,0.7,0.6,50.0,0.1,0.0,1.3,0.1,0.1,0.0,0.1
Victor Oladipo,29,33.4,20.8,18.4,41.1,7.7,33.3,5.0,4.7,2.4,1.3,0.4
Vincent Poirier,10,3.9,0.8,1.2,25.0,0.1,0.0,1.4,0.2,0.4,0.0,0.3
Vlatko Cancar,24,6.0,1.5,1.3,40.6,0.7,23.5,1.2,0.3,0.4,0.3,0.1
Wayne Ellington,31,23.2,10.7,8.0,45.8,6.4,43.1,1.8,1.5,0.7,0.4,0.2
Wendell Carter Jr.,32,24.7,10.9,7.9,51.2,0.7,36.4,7.8,2.2,1.5,0.6,0.8
Wenyen Gabriel,6,3.3,0.2,0.7,0.0,0.2,0.0,1.2,0.3,0.5,0.0,0.0
Wes Iwundu,23,12.5,2.1,2.3,32.7,1.0,13.0,1.9,0.4,0.3,0.4,0.1
Wesley Matthews,37,20.1,4.5,4.1,35.9,3.3,34.7,1.4,1.0,0.5,0.5,0.4
Will Barton,41,30.7,12.7,11.0,43.5,4.7,37.7,4.1,3.1,1.7,0.9,0.4
Will Magnay,1,3.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Willie Cauley-Stein,35,17.1,5.5,3.6,62.2,0.2,12.5,4.3,0.7,0.5,0.3,0.8
Willy Hernangomez,24,15.8,6.3,5.0,52.1,0.3,14.3,6.2,1.2,0.5,0.3,0.5
Xavier Tillman,32,19.1,6.6,5.4,52.3,1.1,27.8,4.3,1.5,0.8,0.9,0.6
Yogi Ferrell,2,20.3,9.5,10.5,38.1,4.5,33.3,3.5,2.5,1.5,1.5,0.5
Yuta Watanabe,27,11.4,2.4,2.5,31.3,1.3,37.1,3.0,0.5,0.3,0.4,0.5
Zach LaVine,43,35.3,28.1,19.3,52.0,8.1,43.7,5.0,4.9,3.8,0.9,0.5
Zeke Nnaji,29,10.9,3.8,2.8,51.3,1.5,38.6,1.7,0.2,0.2,0.1,0.1
Zion Williamson,41,32.7,25.7,15.9,62.1,0.5,35.0,7.0,3.4,2.5,0.9,0.7
