Player,GP,MIN,PTS,FGA,FG%,3PA,3P%,REB,AST,TO,STL,BLK
Keith Appling,5,5.4,1.2,1.6,25.0,0.6,0.0,0.2,0.2,0.6,0.2,0.0
Kelly Olynyk,69,20.2,10.0,8.1,45.5,3.0,40.5,4.1,1.5,1.1,0.8,0.5
Kelly Oubre Jr.,63,10.7,3.7,3.3,42.7,1.3,31.6,2.1,0.2,0.5,0.3,0.1
Kemba Walker,81,35.6,20.9,16.4,42.7,6.0,37.1,4.4,5.2,2.1,1.6,0.5
Kendall Marshall,30,13.3,3.7,3.9,36.4,1.6,32.7,0.9,2.4,1.4,0.5,0.1
Kendrick Perkins,37,14.6,2.5,2.0,53.3,0.0,0.0,3.5,0.8,1.1,0.3,0.3
Kenneth Faried,67,25.3,12.5,9.3,55.8,0.0,50.0,8.7,1.2,1.4,0.5,0.9
Kent Bazemore,75,27.8,11.6,9.7,44.1,4.1,35.7,5.1,2.3,1.8,1.3,0.5
Kentavious Caldwell-Pope,76,36.7,14.5,12.6,42.0,4.9,30.9,3.7,1.8,1.4,1.4,0.2
Kevin Durant,72,35.8,28.2,19.2,50.5,6.7,38.7,8.2,5.0,3.5,1.0,1.2
Kevin Garnett,38,14.6,3.2,3.0,47.0,0.0,0.0,3.9,1.6,0.4,0.7,0.3
Kevin Love,77,31.5,16.0,12.7,41.9,5.7,36.0,9.9,2.4,1.8,0.8,0.5
Kevin Martin,55,19.9,9.3,7.6,37.2,2.5,36.0,2.0,1.1,1.0,0.5,0.1
Kevin Seraphin,48,11.0,3.9,4.3,41.0,0.0,0.0,2.6,1.0,0.9,0.2,0.8
Kevon Looney,5,4.1,1.8,1.4,57.1,0.4,50.0,2.0,0.0,0.2,0.0,0.0
Khris Middleton,79,36.1,18.2,14.5,44.4,4.6,39.6,3.8,4.2,2.3,1.7,0.2
Kirk Hinrich,46,13.7,3.0,2.8,38.0,1.3,38.7,1.5,1.6,0.7,0.3,0.0
Klay Thompson,80,33.3,22.1,17.3,47.0,8.1,42.5,3.8,2.1,1.7,0.8,0.6
Kobe Bryant,66,28.2,17.6,16.9,35.8,7.1,28.5,3.7,2.8,2.0,0.9,0.2
Kosta Koufos,78,19.0,6.8,5.7,53.2,0.0,0.0,5.4,0.4,0.6,0.5,0.9
Kostas Papanikolaou,26,11.3,2.6,2.5,36.4,1.2,31.3,1.5,0.6,0.8,0.5,0.2
Kris Humphries,53,15.7,6.5,5.6,41.0,2.0,31.5,4.1,0.7,0.7,0.3,0.4
Kristaps Porzingis,72,28.4,14.3,12.3,42.1,3.4,33.3,7.3,1.3,1.7,0.7,1.9
Kyle Anderson,78,16.0,4.5,3.8,46.8,0.5,32.4,3.1,1.6,0.8,0.8,0.4
Kyle Korver,80,30.0,9.2,7.7,43.4,5.0,39.8,3.3,2.1,1.2,0.8,0.4
Kyle Lowry,77,37.0,21.2,15.6,42.7,7.1,38.8,4.7,6.4,2.9,2.1,0.4
Kyle O'Quinn,65,11.8,4.8,4.2,47.6,0.3,22.7,3.8,1.1,0.9,0.3,0.8
Kyle Singler,68,14.4,3.4,3.3,38.9,1.4,30.9,2.1,0.4,0.5,0.4,0.1
Kyrie Irving,53,31.5,19.6,16.6,44.8,4.9,32.1,3.0,4.7,2.3,1.1,0.3
LaMarcus Aldridge,74,30.6,18.0,14.1,51.3,0.2,0.0,8.5,1.5,1.3,0.5,1.1
Lamar Patterson,35,11.3,2.4,2.3,35.0,1.4,24.5,1.4,1.1,0.7,0.3,0.1
Lance Stephenson,69,19.9,8.3,6.9,48.1,1.1,38.5,3.2,1.9,1.4,0.6,0.1
Lance Thomas,59,22.3,8.2,6.5,44.2,1.8,40.4,2.2,0.9,1.0,0.4,0.1
Langston Galloway,82,24.8,7.6,7.2,39.3,2.7,34.4,3.5,2.5,0.7,0.9,0.3
Larry Nance Jr.,63,20.1,5.5,4.8,52.7,0.2,10.0,5.0,0.7,0.7,0.9,0.4
Lavoy Allen,79,20.2,5.4,4.7,51.6,0.0,0.0,5.4,1.0,0.9,0.3,0.5
LeBron James,76,35.6,25.3,18.6,52.0,3.7,30.9,7.4,6.8,3.3,1.4,0.6
Leandro Barbosa,68,15.9,6.4,5.4,46.2,1.6,35.5,1.7,1.2,0.8,0.6,0.1
Lorenzo Brown,8,7.6,2.5,3.1,32.0,1.0,12.5,0.9,1.4,1.1,0.4,0.1
Lou Amundson,29,7.0,1.8,1.8,35.8,0.0,0.0,1.7,0.4,0.5,0.2,0.2
Lou Williams,67,28.5,15.3,10.3,40.8,4.8,34.4,2.5,2.5,1.6,0.9,0.3
Luc Mbah a Moute,75,17.0,3.1,2.8,45.4,0.5,32.5,2.3,0.4,0.5,0.6,0.3
Lucas Nogueira,29,7.7,2.2,1.5,63.6,0.1,33.3,1.6,0.2,0.4,0.4,0.4
Luis Montero,12,3.5,1.2,1.6,26.3,0.8,11.1,0.3,0.1,0.3,0.0,0.0
Luis Scola,76,21.5,8.7,7.9,45.0,2.1,40.4,4.7,0.9,0.9,0.6,0.4
Luke Babbitt,47,18.0,7.0,6.1,42.2,2.3,40.4,3.1,1.1,0.5,0.2,0.1
Luol Deng,74,32.4,12.3,10.1,45.5,3.5,34.4,6.0,1.9,1.1,1.0,0.4
Manu Ginobili,58,19.6,9.6,7.5,45.3,3.1,39.1,2.5,3.1,1.7,1.1,0.2
Marc Gasol,52,34.4,16.6,13.6,46.4,0.1,66.7,7.0,3.8,2.3,1.0,1.3
Marcelo Huertas,53,16.4,4.5,4.3,42.2,1.2,26.2,1.7,3.4,1.5,0.5,0.1
Marcin Gortat,75,30.1,13.5,10.2,56.7,0.0,0.0,9.9,1.4,1.6,0.6,1.3
Marco Belinelli,68,24.6,10.2,9.3,38.6,4.4,30.6,1.7,1.9,1.2,0.5,0.0
Marcus Morris Sr.,80,35.7,14.1,11.8,43.4,3.7,36.2,5.1,2.5,1.8,0.8,0.3
Marcus Smart,61,27.3,9.1,8.7,34.8,4.0,25.3,4.2,3.0,1.3,1.5,0.3
Marcus Thornton,61,18.2,9.7,8.9,39.9,4.4,33.7,2.5,1.4,0.8,0.8,0.1
Mario Chalmers,61,22.5,10.3,7.3,41.0,2.4,30.9,2.6,3.8,1.8,1.4,0.2
Mario Hezonja,79,17.9,6.1,5.3,43.3,2.4,34.9,2.2,1.4,1.2,0.5,0.2
Markel Brown,62,15.8,5.9,5.2,39.4,2.0,31.4,2.0,1.5,0.9,0.6,0.2
Markieff Morris,64,25.5,12.0,11.2,42.5,2.4,30.3,5.5,1.9,2.1,0.9,0.5
Marreese Speights,72,11.6,7.1,6.3,43.2,0.9,38.7,3.3,0.8,0.9,0.3,0.5
Marvin Williams,81,28.9,11.7,9.2,45.2,4.7,40.2,6.4,1.4,0.8,0.7,1.0
Mason Plumlee,82,25.4,9.1,6.3,51.6,0.0,0.0,7.7,2.8,1.9,0.8,1.0
Matt Barnes,76,28.8,10.0,9.1,38.1,4.9,32.2,5.5,2.1,1.6,1.0,0.8
Matt Bonner,30,6.9,2.5,1.9,50.9,1.1,44.1,0.9,0.3,0.1,0.2,0.0
Matthew Dellavedova,76,24.6,7.5,6.7,40.5,3.1,41.0,2.1,4.4,1.5,0.6,0.1
Maurice Harkless,78,18.7,6.4,5.3,47.4,1.8,27.9,3.6,0.9,0.8,0.6,0.4
Metta World Peace,35,16.9,5.0,5.1,31.1,2.4,31.0,2.5,0.8,0.4,0.6,0.3
Meyers Leonard,61,21.8,8.4,7.1,44.8,3.7,37.7,5.1,1.5,1.3,0.1,0.3
Michael Beasley,20,18.1,12.8,10.3,52.2,0.5,33.3,4.9,0.8,1.2,0.6,0.5
Michael Carter-Williams,54,30.5,11.5,10.3,45.2,1.0,27.3,5.1,5.2,2.8,1.5,0.8
Michael Kidd-Gilchrist,7,29.2,12.7,8.7,54.1,1.0,42.9,6.4,1.3,1.1,0.4,0.4
Mike Conley,56,31.4,15.3,12.4,42.2,3.8,36.3,2.9,6.1,1.5,1.2,0.3
Mike Dunleavy,31,22.7,7.2,6.1,41.0,3.2,39.4,2.7,1.3,0.8,0.5,0.3
Mike Miller,47,7.9,1.3,1.3,35.5,1.1,36.5,1.1,0.9,0.4,0.3,0.1
Mike Muscala,60,9.4,3.3,2.5,50.0,0.7,30.8,2.0,0.6,0.5,0.2,0.5
Mike Scott,75,15.3,6.2,5.0,46.8,2.1,39.2,2.7,1.0,0.6,0.3,0.2
Miles Plumlee,61,14.3,5.1,3.8,60.1,0.0,0.0,3.8,0.3,0.7,0.3,0.8
Mirza Teletovic,79,21.3,12.2,9.8,42.7,5.8,39.3,3.8,1.1,1.1,0.4,0.3
Mitch McGary,20,3.6,1.3,1.2,47.8,0.2,0.0,0.9,0.2,0.4,0.1,0.1
Mo Williams,41,18.2,8.2,7.4,43.7,2.5,35.3,1.8,2.4,1.4,0.3,0.1
Monta Ellis,81,33.8,13.8,12.6,42.7,3.5,30.9,3.3,4.7,2.5,1.9,0.5
Montrezl Harrell,39,9.7,3.6,2.3,64.4,0.0,0.0,1.7,0.4,0.4,0.3,0.3
Myles Turner,60,22.8,10.3,8.8,49.8,0.2,21.4,5.5,0.7,1.1,0.4,1.4
Nate Robinson,2,11.6,0.0,0.5,0.0,0.5,0.0,0.0,2.0,0.0,0.5,0.0
Nazr Mohammed,5,3.9,1.6,1.0,60.0,0.0,0.0,0.8,0.0,0.6,0.0,0.0
Nemanja Bjelica,60,17.9,5.1,3.9,46.8,2.1,38.4,3.5,1.4,0.8,0.4,0.4
Nene,57,19.2,9.2,6.7,54.4,0.1,0.0,4.5,1.7,1.3,0.9,0.5
Nerlens Noel,67,29.3,11.1,8.8,52.1,0.0,50.0,8.1,1.8,2.4,1.8,1.5
Nick Collison,59,11.9,2.1,1.8,45.9,0.0,0.0,2.9,0.9,0.8,0.3,0.3
Nick Young,54,19.1,7.3,6.9,33.9,4.4,32.5,1.8,0.6,0.6,0.4,0.1
Nicolas Batum,70,35.0,14.9,12.5,42.6,5.7,34.8,6.1,5.8,2.9,0.9,0.6
Nik Stauskas,73,24.8,8.5,7.5,38.5,4.5,32.6,2.5,1.9,1.3,0.6,0.3
Nikola Jokic,80,21.7,10.0,7.5,51.2,1.1,33.3,7.0,2.4,1.3,1.0,0.6
Nikola Mirotic,66,24.9,11.8,9.2,40.7,5.2,39.0,5.5,1.5,1.5,0.9,0.7
Nikola Pekovic,12,13.0,4.5,4.2,38.0,0.0,0.0,1.8,0.9,0.8,0.1,0.0
Nikola Vucevic,65,31.3,18.2,16.1,51.0,0.1,22.2,8.9,2.8,1.9,0.8,1.1
Noah Vonleh,78,15.0,3.6,3.6,42.1,0.6,23.9,3.9,0.4,0.6,0.3,0.3
Norman Powell,49,14.8,5.6,4.7,42.4,1.8,40.4,2.3,1.0,0.7,0.6,0.2
Norris Cole,45,26.6,10.6,10.8,40.5,2.3,32.4,3.4,3.7,1.7,0.8,0.1
O.J. Mayo,41,26.6,7.8,7.8,37.1,4.0,32.1,2.6,2.9,1.8,1.2,0.2
Omer Asik,68,17.3,4.0,2.9,53.3,0.0,0.0,6.1,0.4,0.9,0.3,0.3
Omri Casspi,69,27.3,11.8,9.0,48.1,4.0,40.9,5.9,1.4,1.4,0.8,0.2
Orlando Johnson,7,14.5,3.7,4.9,26.5,1.4,20.0,2.1,0.3,0.6,0.4,0.4
Otto Porter Jr.,75,30.3,11.6,9.6,47.3,3.6,36.7,5.2,1.6,0.9,1.4,0.4
P.J. Tucker,82,31.0,8.0,7.1,41.1,2.5,33.0,6.2,2.2,1.4,1.3,0.2
PJ Hairston,66,19.9,6.2,6.2,35.5,3.7,29.0,2.6,0.6,0.6,0.5,0.2
Pablo Prigioni,59,13.9,2.5,2.5,37.4,1.6,29.5,1.9,2.2,0.8,0.9,0.0
Pat Connaughton,34,4.2,1.1,1.4,26.5,0.6,23.8,0.9,0.3,0.3,0.1,0.0
Patrick Beverley,71,28.7,9.9,8.4,43.4,4.4,40.0,3.5,3.4,1.3,1.3,0.4
Patrick Patterson,79,25.6,6.9,6.2,41.4,3.7,36.2,4.3,1.2,0.8,0.7,0.4
Patty Mills,81,20.5,8.5,7.6,42.5,4.0,38.4,2.0,2.8,0.9,0.7,0.1
Pau Gasol,72,31.8,16.5,13.8,46.9,1.0,34.8,11.0,4.1,2.3,0.6,2.0
Paul George,81,34.8,23.1,17.9,41.8,7.0,37.1,7.0,4.1,3.3,1.9,0.4
Paul Millsap,81,32.7,17.1,13.2,47.0,2.9,31.9,9.0,3.3,2.4,1.8,1.7
Paul Pierce,68,18.1,6.1,5.8,36.3,3.6,31.0,2.7,1.0,0.9,0.5,0.3
Phil Pressey,23,12.3,3.3,3.4,38.5,0.8,22.2,1.3,3.3,1.4,0.8,0.2
Quincy Acy,59,14.8,5.2,3.6,55.6,0.8,38.8,3.2,0.5,0.5,0.5,0.4
RJ Hunter,36,8.7,2.7,2.7,36.7,1.8,30.2,1.0,0.4,0.3,0.4,0.1
Rajon Rondo,72,35.2,11.9,10.9,45.4,2.4,36.5,6.0,11.7,3.9,2.0,0.1
Rakeem Christmas,1,6.1,4.0,2.0,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ramon Sessions,82,20.3,9.9,7.2,47.3,1.4,32.4,2.5,2.9,1.4,0.6,0.1
Randy Foye,81,20.3,5.9,6.0,35.1,3.1,30.0,1.9,2.0,1.1,0.5,0.4
Rashad Vaughn,70,14.3,3.1,3.8,30.5,2.1,29.3,1.3,0.6,0.4,0.4,0.2
Rasual Butler,46,9.4,2.7,2.3,47.1,1.1,30.6,1.2,0.5,0.2,0.3,0.5
Raul Neto,81,18.5,5.9,5.2,43.1,2.0,39.5,1.5,2.1,1.3,0.8,0.0
Ray McCallum,41,11.6,3.3,3.6,37.7,1.0,35.7,1.1,1.5,0.6,0.3,0.2
Raymond Felton,80,27.4,9.5,8.5,40.6,2.7,28.2,3.2,3.6,1.5,0.9,0.2
Reggie Bullock,37,11.6,3.3,2.6,43.9,1.4,41.5,1.8,0.7,0.2,0.3,0.1
Reggie Jackson,79,30.7,18.8,15.7,43.4,4.2,35.3,3.2,6.2,2.8,0.7,0.1
Richard Jefferson,74,17.9,5.5,4.2,45.8,2.3,38.2,1.7,0.8,0.6,0.4,0.2
Richaun Holmes,51,13.8,5.6,4.4,51.4,0.9,18.2,2.6,0.6,0.6,0.4,0.8
Ricky Rubio,76,30.6,10.1,7.7,37.4,2.5,32.6,4.3,8.7,2.5,2.1,0.1
Robert Covington,67,28.4,12.8,10.6,38.5,7.2,35.3,6.3,1.4,2.1,1.6,0.6
Robert Sacre,25,12.8,3.5,3.0,41.3,0.0,0.0,2.9,0.6,0.5,0.2,0.4
Robin Lopez,82,27.1,10.3,8.1,53.9,0.0,0.0,7.3,1.4,1.6,0.2,1.6
Rodney Hood,79,32.2,14.5,12.3,42.0,5.7,35.9,3.4,2.7,1.6,0.9,0.2
Rodney Stuckey,58,22.0,8.9,7.6,41.3,1.4,24.1,2.7,2.4,1.3,0.7,0.1
Rondae Hollis-Jefferson,29,21.2,5.8,4.8,45.7,0.5,28.6,5.3,1.5,0.9,1.3,0.6
Ronnie Price,62,19.5,5.3,4.9,38.4,3.2,34.7,1.6,2.4,1.1,1.2,0.2
Roy Hibbert,81,23.2,5.9,5.1,44.3,0.0,0.0,4.9,1.2,0.9,0.4,1.4
Rudy Gay,70,34.0,17.2,14.4,46.3,3.1,34.4,6.5,1.7,2.0,1.4,0.7
Rudy Gobert,61,31.7,9.1,5.8,55.9,0.0,0.0,11.0,1.5,1.9,0.7,2.2
Russ Smith,15,4.4,1.5,1.5,31.8,0.3,20.0,0.6,0.7,0.5,0.3,0.1
Russell Westbrook,80,34.4,23.5,18.1,45.4,4.3,29.6,7.8,10.4,4.3,2.0,0.3
Ryan Anderson,66,30.4,17.0,14.1,42.7,5.4,36.6,6.0,1.1,1.4,0.6,0.4
Ryan Hollins,37,12.4,3.4,2.1,62.0,0.0,0.0,2.6,0.3,0.6,0.2,0.6
Ryan Kelly,36,13.1,4.2,4.1,36.9,1.0,13.5,3.4,0.6,0.5,0.4,0.3
Salah Mejri,34,11.7,3.7,2.3,62.8,0.0,0.0,3.6,0.3,0.7,0.2,1.1
Sam Dekker,3,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0
Sasha Kaun,25,3.8,0.9,0.7,52.9,0.0,0.0,1.0,0.1,0.3,0.2,0.2
Sasha Vujacic,61,14.9,4.9,4.5,38.3,2.3,36.4,2.4,1.4,0.7,0.6,0.1
Sean Kilpatrick,31,19.9,11.1,8.7,45.6,3.7,34.2,1.8,0.9,1.0,0.4,0.1
Serge Ibaka,78,32.1,12.6,11.1,47.9,2.4,32.6,6.8,0.8,1.4,0.5,1.9
Sergey Karasev,40,10.0,2.4,1.9,40.5,0.9,29.7,1.5,0.9,0.6,0.2,0.1
Seth Curry,44,15.7,6.8,5.1,45.5,2.5,45.0,1.4,1.5,0.8,0.5,0.1
Shabazz Muhammad,82,20.5,10.5,8.3,46.5,1.9,28.9,3.3,0.6,0.9,0.3,0.1
Shabazz Napier,55,10.9,3.7,3.7,33.8,1.9,32.7,1.0,1.8,0.8,0.4,0.0
Shane Larkin,78,22.4,7.3,6.4,44.2,1.4,36.1,2.3,4.4,1.9,1.2,0.2
Shaun Livingston,78,19.5,6.3,4.9,53.6,0.2,16.7,2.2,3.0,1.0,0.7,0.3
Shayne Whittington,7,5.8,1.6,1.6,45.5,0.3,0.0,1.7,0.4,0.7,0.1,0.1
Shelvin Mack,52,20.3,8.6,8.0,43.9,2.4,31.2,2.5,3.6,1.8,0.7,0.1
Solomon Hill,59,14.7,4.2,3.5,44.7,1.3,32.4,2.8,1.0,0.6,0.6,0.2
Sonny Weems,43,11.6,2.5,2.6,38.2,1.0,36.6,1.2,1.1,1.0,0.2,0.0
Spencer Dinwiddie,12,13.3,4.8,4.5,35.2,0.8,10.0,1.4,1.8,0.6,0.3,0.0
Spencer Hawes,57,18.2,6.0,5.4,40.5,1.8,37.3,4.3,1.9,1.0,0.4,0.5
Stanley Johnson,73,23.1,8.1,8.2,37.5,2.8,30.7,4.2,1.6,1.6,0.8,0.2
Stephen Curry,79,34.2,30.1,20.2,50.4,11.2,45.4,5.4,6.7,3.3,2.1,0.2
Steve Blake,58,17.0,4.4,4.1,38.8,2.6,34.4,1.5,3.4,1.4,0.4,0.1
Steve Novak,10,4.4,2.4,1.8,44.4,1.5,46.7,0.5,0.0,0.1,0.0,0.0
Steven Adams,80,25.2,8.0,5.3,61.3,0.0,0.0,6.7,0.8,1.1,0.5,1.1
T.J. McConnell,81,19.8,6.1,5.7,47.0,1.1,34.8,3.1,4.5,1.7,1.2,0.1
T.J. Warren,47,22.8,11.0,9.4,50.1,1.5,40.0,3.1,0.9,0.7,0.8,0.3
Taj Gibson,73,26.5,8.6,6.8,52.6,0.0,0.0,6.9,1.5,1.1,0.6,1.1
Tarik Black,39,12.7,3.4,2.7,54.8,0.0,0.0,4.0,0.4,0.6,0.4,0.5
Tayshaun Prince,77,19.0,2.9,3.0,44.5,0.3,17.4,1.9,1.0,0.4,0.5,0.2
Terrence Jones,50,20.9,8.7,7.3,45.2,1.6,31.6,4.2,0.8,1.0,0.5,0.8
Terrence Ross,73,23.9,9.9,8.6,43.1,4.6,38.6,2.5,0.8,0.6,0.7,0.3
Terry Rozier,39,8.0,1.8,2.7,27.4,0.7,22.2,1.6,0.9,0.5,0.2,0.0
Thabo Sefolosha,75,23.4,6.4,4.9,50.7,1.6,34.1,4.5,1.4,0.9,1.1,0.5
Thaddeus Young,73,33.0,15.1,13.2,51.4,0.4,23.3,9.0,1.9,1.9,1.5,0.5
Thanasis Antetokounmpo,2,3.1,3.0,2.0,75.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
Thomas Robinson,71,12.9,4.3,4.1,44.7,0.0,0.0,5.1,0.6,1.0,0.5,0.5
Tiago Splitter,36,16.1,5.6,4.3,52.3,0.1,0.0,3.3,0.8,0.7,0.6,0.3
Tibor Pleiss,12,6.8,2.0,2.1,44.0,0.2,0.0,1.3,0.2,0.7,0.1,0.2
Tim Duncan,61,25.2,8.6,7.2,48.8,0.0,0.0,7.3,2.7,1.5,0.8,1.3
Tim Frazier,51,14.5,5.1,4.5,41.9,0.9,33.3,2.2,3.2,1.3,0.6,0.0
Tim Hardaway Jr.,51,16.9,6.4,5.2,43.0,2.8,33.6,1.7,1.0,0.5,0.4,0.1
Timofey Mozgov,76,17.4,6.3,4.7,56.5,0.1,14.3,4.4,0.4,0.9,0.3,0.8
Tobias Harris,76,33.1,14.7,11.7,46.9,3.1,33.5,6.7,2.2,1.4,0.9,0.5
Toney Douglas,61,20.7,8.7,7.3,41.1,3.3,39.9,2.3,2.6,1.0,1.1,0.1
Tony Allen,64,25.3,8.4,7.3,45.8,0.7,35.7,4.6,1.1,1.2,1.7,0.3
Tony Parker,72,27.5,11.9,9.9,49.3,0.9,41.5,2.4,5.3,1.8,0.8,0.2
Tony Snell,64,20.3,5.3,5.3,37.2,2.4,36.1,3.1,1.0,0.8,0.3,0.3
Tony Wroten,8,18.0,8.4,8.1,33.8,2.1,17.6,2.6,2.5,3.6,0.4,0.0
Trevor Ariza,81,35.3,12.7,10.6,41.6,6.2,37.1,4.5,2.3,1.4,2.0,0.3
Trevor Booker,79,20.7,5.9,4.9,49.0,0.5,29.3,5.7,1.1,1.0,0.7,0.5
Trey Burke,64,21.3,10.6,9.9,41.3,4.0,34.4,1.8,2.3,1.3,0.5,0.1
Trey Lyles,80,17.3,6.1,5.5,43.8,1.6,38.3,3.7,0.7,0.8,0.3,0.2
Tristan Thompson,82,27.7,7.8,5.1,58.8,0.0,0.0,9.0,0.8,0.7,0.5,0.6
Troy Daniels,43,11.1,5.6,4.3,47.6,2.8,48.4,1.3,0.5,0.6,0.3,0.1
Ty Lawson,66,21.4,5.7,5.4,39.3,1.6,33.3,1.8,3.6,1.4,0.8,0.1
Tyler Ennis,46,14.2,4.5,4.1,44.9,0.8,33.3,1.6,2.1,1.0,0.5,0.0
Tyler Hansbrough,44,7.8,2.4,1.6,45.1,0.1,66.7,2.0,0.2,0.3,0.3,0.2
Tyler Johnson,36,24.0,8.7,6.8,48.6,2.0,38.0,3.0,2.2,1.3,0.7,0.4
Tyler Zeller,60,11.8,6.1,4.8,47.6,0.0,0.0,3.0,0.5,0.8,0.2,0.4
Tyreke Evans,25,30.6,15.2,12.6,43.3,3.4,38.8,5.2,6.6,2.9,1.3,0.3
Tyson Chandler,66,24.5,7.2,4.8,58.3,0.0,0.0,8.7,1.0,1.4,0.5,0.7
Tyus Jones,37,15.5,4.2,4.2,35.9,1.4,30.2,1.3,2.9,0.9,0.8,0.1
Udonis Haslem,37,7.0,1.6,1.6,37.7,0.2,11.1,2.0,0.4,0.1,0.1,0.1
Victor Oladipo,72,33.0,16.0,13.5,43.8,3.9,34.8,4.8,3.9,2.1,1.6,0.8
Vince Carter,60,16.8,6.6,5.7,38.8,2.8,34.9,2.4,0.9,0.6,0.6,0.3
Wayne Ellington,76,21.2,7.7,7.4,38.9,3.5,35.8,2.3,1.1,0.6,0.6,0.1
Wesley Johnson,80,20.8,6.9,6.4,40.4,3.9,33.3,3.1,0.6,0.7,1.1,0.7
Wesley Matthews,78,33.9,12.5,10.9,38.8,6.7,36.0,3.1,1.9,1.0,1.0,0.2
Will Barton,82,28.7,14.4,12.0,43.2,4.0,34.5,5.8,2.5,1.7,0.9,0.5
Willie Cauley-Stein,66,21.4,7.0,5.1,56.3,0.0,0.0,5.3,0.6,0.7,0.7,1.0
Willie Reed,39,10.9,4.7,3.4,57.1,0.0,0.0,3.1,0.3,0.4,0.2,0.8
Xavier Munford,14,17.4,5.7,5.5,41.6,1.6,39.1,2.2,1.6,1.1,0.9,0.2
Zach LaVine,82,28.0,14.0,11.7,45.2,3.9,38.9,2.8,3.1,1.9,0.8,0.2
Zach Randolph,68,29.7,15.3,13.3,47.5,0.4,23.1,7.8,2.1,1.5,0.6,0.2
Zaza Pachulia,76,26.4,8.6,6.2,46.6,0.0,0.0,9.4,1.7,1.6,0.8,0.3
