Player,GP,MIN,PTS,FGA,FG%,3PA,3P%,REB,AST,TO,STL,BLK
John Henson,76,25.9,8.8,6.6,57.2,0.1,14.3,6.8,1.5,1.1,0.6,1.4
John Holland,24,7.3,2.3,2.5,28.8,1.5,30.6,1.0,0.2,0.3,0.3,0.1
John Wall,41,34.4,19.4,16.3,42.0,4.1,37.1,3.7,9.6,3.9,1.4,1.1
Johnathan Motley,11,16.0,8.7,6.8,53.3,0.5,16.7,4.5,0.6,0.8,0.3,0.2
Johnny O'Bryant III,36,10.5,4.8,4.8,39.8,1.2,32.6,2.6,0.4,0.4,0.3,0.2
Jon Leuer,8,17.1,5.4,4.5,41.7,0.4,0.0,4.0,0.6,0.9,0.1,0.4
Jonas Jerebko,74,15.3,5.8,4.6,46.6,2.1,41.4,3.3,0.6,0.4,0.3,0.2
Jonas Valanciunas,77,22.4,12.7,8.9,56.8,1.0,40.5,8.6,1.1,1.5,0.4,0.9
Jonathan Gibson,4,10.0,8.5,5.8,60.9,3.0,50.0,0.8,1.0,0.8,0.0,0.0
Jonathan Isaac,27,19.8,5.4,5.4,37.9,1.7,34.8,3.7,0.7,1.0,1.2,1.1
Jonathon Simmons,69,29.4,13.9,11.0,46.5,3.0,33.8,3.5,2.5,2.1,0.8,0.2
Jordan Bell,57,14.2,4.6,3.2,62.7,0.1,0.0,3.6,1.8,0.9,0.6,1.0
Jordan Clarkson,81,23.3,13.9,11.8,45.1,3.9,35.2,2.7,2.7,1.6,0.7,0.1
Jordan Crawford,5,10.7,6.6,5.4,44.4,2.8,57.1,0.8,2.6,1.0,0.2,0.2
Jordan Mickey,23,12.4,4.0,3.6,47.6,0.7,12.5,3.5,0.4,0.8,0.3,0.4
Jose Calderon,57,16.0,4.5,3.2,50.3,1.7,46.4,1.5,2.1,0.7,0.5,0.0
Josh Gray,5,17.3,6.4,8.2,26.8,2.6,23.1,2.0,2.4,1.4,1.6,0.4
Josh Hart,63,23.2,7.9,6.0,46.9,3.1,39.6,4.2,1.3,0.7,0.7,0.3
Josh Huestis,69,14.2,2.3,2.6,33.0,1.7,28.7,2.3,0.3,0.4,0.2,0.6
Josh Jackson,77,25.4,13.1,12.1,41.7,2.8,26.3,4.6,1.5,1.9,1.0,0.5
Josh Magette,18,12.0,2.6,2.6,32.6,1.2,36.4,1.1,3.2,0.5,0.4,0.1
Josh McRoberts,2,2.9,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Josh Richardson,81,33.2,12.9,10.9,45.1,4.1,37.8,3.5,2.9,1.7,1.5,0.9
Josh Smith,3,3.9,0.7,1.3,25.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0
Jrue Holiday,81,36.1,19.0,15.4,49.4,4.4,33.7,4.5,6.0,2.6,1.5,0.8
Juancho Hernangomez,25,11.1,3.3,3.0,38.7,2.0,28.0,2.2,0.5,0.4,0.2,0.1
Julius Randle,82,26.7,16.1,11.0,55.8,0.5,22.2,8.0,2.6,2.6,0.5,0.5
Julyan Stone,23,7.6,0.8,0.6,46.2,0.6,46.2,1.3,1.1,0.3,0.2,0.1
Justin Anderson,38,13.7,6.2,5.3,43.1,2.7,33.0,2.4,0.7,0.4,0.4,0.2
Justin Holiday,72,31.5,12.2,10.9,37.1,6.2,35.9,4.0,2.1,1.3,1.1,0.4
Justin Jackson,68,22.2,6.7,6.2,44.2,2.7,30.8,2.8,1.1,0.6,0.4,0.2
Justin Patton,1,3.7,2.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Justise Winslow,68,24.7,7.8,7.2,42.4,1.9,38.0,5.4,2.2,1.1,0.8,0.5
Jusuf Nurkic,79,26.4,14.3,12.0,50.5,0.1,0.0,9.0,1.8,2.3,0.8,1.4
Kadeem Allen,18,6.0,1.1,1.2,27.3,0.6,0.0,0.6,0.7,0.5,0.2,0.1
Karl-Anthony Towns,82,35.6,21.3,14.3,54.5,3.5,42.1,12.3,2.4,1.9,0.8,1.4
Kawhi Leonard,9,23.3,16.2,12.3,46.8,3.9,31.4,4.7,2.3,1.8,2.0,1.0
Kay Felder,16,8.7,3.6,4.4,30.0,1.2,21.1,1.1,1.3,1.0,0.2,0.1
Kelly Olynyk,76,23.4,11.5,8.4,49.7,3.7,37.9,5.7,2.7,1.9,0.8,0.5
Kelly Oubre Jr.,81,27.5,11.8,9.8,40.3,4.6,34.1,4.5,1.2,1.1,1.0,0.4
Kemba Walker,80,34.2,22.1,17.0,43.1,7.5,38.4,3.1,5.6,2.2,1.1,0.3
Kendrick Perkins,1,14.5,3.0,2.0,50.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0
Kenneth Faried,32,14.4,5.9,4.6,51.4,0.0,0.0,4.8,0.6,0.7,0.4,0.4
Kent Bazemore,65,27.5,12.9,10.4,42.0,4.2,39.4,3.8,3.5,2.4,1.5,0.7
Kentavious Caldwell-Pope,74,33.2,13.4,10.8,42.6,5.6,38.3,5.2,2.2,1.3,1.4,0.2
Kevin Durant,68,34.2,26.4,18.0,51.6,6.1,41.9,6.8,5.4,3.0,0.7,1.8
Kevin Love,59,28.0,17.6,12.4,45.8,5.6,41.5,9.3,1.7,1.5,0.7,0.4
Kevon Looney,66,13.8,4.0,2.9,58.0,0.1,20.0,3.3,0.6,0.5,0.5,0.8
Khem Birch,42,13.8,4.2,3.0,54.0,0.0,0.0,4.3,0.8,0.5,0.4,0.5
Khris Middleton,82,36.4,20.1,15.5,46.6,5.0,35.9,5.2,4.0,2.3,1.5,0.3
Klay Thompson,73,34.3,20.0,16.1,48.9,7.1,44.0,3.8,2.5,1.8,0.8,0.5
Kobi Simmons,32,20.1,6.1,5.9,42.3,1.2,28.2,1.6,2.1,1.4,0.6,0.2
Kosta Koufos,71,19.6,6.7,5.5,57.1,0.0,0.0,6.6,1.2,0.7,0.7,0.5
Kris Dunn,52,29.3,13.4,12.8,42.9,2.6,32.1,4.3,6.0,2.9,2.0,0.5
Kristaps Porzingis,48,32.4,22.7,18.5,43.9,4.8,39.5,6.6,1.2,1.9,0.8,2.4
Kyle Anderson,74,26.7,7.9,5.9,52.7,0.8,33.3,5.4,2.7,1.3,1.6,0.8
Kyle Collinsworth,32,15.0,3.2,3.1,38.4,0.5,23.5,3.3,1.8,0.8,0.5,0.3
Kyle Korver,73,21.6,9.2,6.6,45.9,5.2,43.6,2.3,1.2,0.8,0.4,0.4
Kyle Kuzma,77,31.2,16.1,13.5,45.0,5.6,36.6,6.3,1.8,1.8,0.6,0.4
Kyle Lowry,78,32.2,16.2,12.1,42.7,7.6,39.9,5.6,6.9,2.3,1.1,0.2
Kyle O'Quinn,77,18.0,7.1,5.0,58.3,0.2,23.5,6.1,2.1,1.3,0.5,1.3
Kyle Singler,12,4.9,1.9,1.8,33.3,0.4,40.0,0.8,0.2,0.3,0.1,0.0
Kyrie Irving,60,32.2,24.4,18.1,49.1,6.8,40.8,3.8,5.1,2.3,1.1,0.3
LaMarcus Aldridge,75,33.4,23.1,18.0,51.0,1.2,29.3,8.5,2.0,1.5,0.6,1.2
Lance Stephenson,82,22.6,9.2,8.6,42.7,2.8,28.9,5.2,2.9,1.6,0.6,0.2
Lance Thomas,73,18.5,4.1,3.7,38.2,1.7,40.3,2.4,0.6,0.6,0.4,0.2
Langston Galloway,58,14.9,6.2,5.9,37.1,3.8,34.4,1.6,1.0,0.3,0.6,0.1
Larry Drew II,10,7.0,1.7,2.4,29.2,0.9,33.3,0.3,1.0,0.3,0.0,0.0
Larry Nance Jr.,66,21.5,8.7,6.3,58.1,0.2,16.7,6.8,1.2,0.8,1.3,0.6
Lauri Markkanen,68,29.7,15.2,12.7,43.4,5.9,36.2,7.5,1.2,1.2,0.6,0.6
LeBron James,82,36.9,27.5,19.3,54.2,5.0,36.7,8.6,9.1,4.2,1.4,0.9
London Perrantes,14,4.7,0.5,0.9,15.4,0.2,0.0,0.3,0.4,0.1,0.1,0.1
Lonzo Ball,52,34.2,10.2,10.8,36.0,5.7,30.5,6.9,7.2,2.6,1.7,0.8
Lorenzo Brown,14,9.9,2.3,2.4,41.2,0.9,16.7,1.1,0.9,0.2,0.4,0.0
Lou Williams,79,32.8,22.6,16.9,43.5,6.6,35.9,2.5,5.3,3.0,1.1,0.2
Luc Mbah a Moute,61,25.6,7.5,5.7,48.1,2.8,36.4,3.0,0.9,1.1,1.2,0.4
Lucas Nogueira,48,8.6,2.5,1.7,61.3,0.4,26.3,1.8,0.5,0.3,0.5,0.9
Luis Montero,2,4.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Luke Babbitt,50,14.3,5.2,4.3,42.3,3.1,38.5,1.9,0.6,0.4,0.2,0.1
Luke Kennard,73,20.0,7.6,6.4,44.3,2.7,41.5,2.4,1.7,0.9,0.6,0.2
Luke Kornet,20,16.3,6.7,6.3,39.2,4.0,35.4,3.2,1.3,0.6,0.3,0.8
Luol Deng,1,13.1,2.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Malachi Richardson,26,12.4,3.4,3.5,33.3,1.5,30.0,1.3,0.5,0.4,0.4,0.0
Malcolm Brogdon,48,29.9,13.0,10.5,48.5,3.4,38.5,3.3,3.2,1.4,0.9,0.3
Malcolm Delaney,54,18.8,6.3,5.3,38.2,2.3,37.1,1.9,3.0,1.2,0.6,0.1
Malcolm Miller,15,8.4,2.5,1.9,46.4,1.4,38.1,1.0,0.2,0.3,0.1,0.1
Malik Beasley,62,9.4,3.2,2.9,41.0,1.3,34.1,1.1,0.5,0.4,0.2,0.1
Malik Monk,63,13.5,6.7,6.7,36.0,3.9,34.2,1.0,1.4,0.8,0.3,0.1
Mangok Mathiang,4,5.0,2.0,1.8,57.1,0.0,0.0,2.5,0.0,0.0,0.3,0.0
Manu Ginobili,65,20.0,8.9,7.1,43.4,3.0,33.3,2.2,2.5,1.6,0.7,0.2
MarShon Brooks,7,27.5,20.1,14.6,50.0,4.6,59.4,3.0,3.6,2.3,1.6,0.4
Marc Gasol,73,33.0,17.2,14.2,42.0,4.4,34.1,8.1,4.2,2.7,0.7,1.4
Marcin Gortat,82,25.3,8.4,6.8,51.8,0.0,0.0,7.6,1.8,1.2,0.5,0.7
Marco Belinelli,80,24.3,12.1,9.6,44.1,4.9,37.7,1.9,1.9,1.2,0.8,0.2
Marcus Georges-Hunt,42,5.3,1.4,1.1,43.8,0.4,26.7,0.4,0.2,0.1,0.1,0.0
Marcus Morris Sr.,54,26.7,13.6,11.3,42.9,4.3,36.8,5.4,1.3,1.2,0.6,0.2
Marcus Paige,5,5.6,2.4,2.8,28.6,1.6,25.0,0.8,0.6,0.0,0.0,0.0
Marcus Smart,54,29.9,10.2,9.5,36.7,4.6,30.1,3.5,4.8,2.4,1.3,0.4
Mario Chalmers,66,21.5,7.7,6.7,37.9,2.9,27.7,2.4,3.0,1.8,1.2,0.2
Mario Hezonja,75,22.1,9.6,8.2,44.2,3.6,33.7,3.7,1.4,1.1,1.1,0.4
Markel Brown,4,7.9,1.3,1.8,28.6,1.3,20.0,1.3,0.5,0.5,0.0,0.0
Markelle Fultz,14,18.1,7.1,7.9,40.5,0.1,0.0,3.1,3.8,1.2,0.9,0.3
Markieff Morris,73,27.0,11.5,9.4,48.0,2.8,36.7,5.6,1.9,1.7,0.8,0.5
Marquese Chriss,72,21.2,7.7,6.6,42.3,2.6,29.5,5.5,1.2,1.5,0.7,1.0
Marquis Teague,3,24.6,3.7,5.3,25.0,1.3,25.0,2.0,4.3,1.0,1.3,0.0
Marreese Speights,52,13.0,7.7,6.7,39.5,4.5,36.9,2.6,0.8,0.8,0.2,0.4
Marshall Plumlee,8,6.5,1.8,0.4,33.3,0.0,0.0,2.1,0.3,0.4,0.0,0.1
Marvin Williams,78,25.7,9.5,7.2,45.8,3.9,41.3,4.7,1.2,0.8,0.7,0.5
Mason Plumlee,74,19.5,7.1,5.0,60.1,0.0,0.0,5.4,1.9,1.4,0.7,1.1
Matt Costello,4,8.1,1.0,1.0,50.0,0.0,0.0,2.3,0.5,0.3,0.5,0.5
Matt Williams Jr.,3,3.8,1.7,2.0,33.3,1.7,20.0,0.3,0.0,0.3,0.0,0.0
Matthew Dellavedova,38,18.7,4.3,4.0,36.2,2.1,37.2,1.7,3.8,1.3,0.4,0.0
Maurice Harkless,59,21.4,6.5,5.0,49.5,2.0,41.5,2.7,0.9,0.7,0.8,0.7
Maxi Kleber,72,16.8,5.4,4.3,48.9,1.8,31.3,3.3,0.7,0.4,0.4,0.7
Meyers Leonard,33,7.7,3.4,2.4,59.0,0.8,42.3,2.1,0.5,0.3,0.2,0.0
Michael Beasley,74,22.3,13.2,10.9,50.7,1.2,39.5,5.6,1.7,1.9,0.5,0.6
Michael Carter-Williams,52,16.1,4.6,4.4,33.2,1.1,23.7,2.7,2.2,1.0,0.8,0.4
Michael Kidd-Gilchrist,74,25.0,9.2,7.6,50.4,0.0,0.0,4.1,1.0,0.7,0.7,0.4
Mike Conley,12,31.1,17.1,14.0,38.1,6.4,31.2,2.3,4.1,1.5,1.0,0.3
Mike James,36,19.1,9.3,8.9,38.3,2.7,26.5,2.5,3.5,1.4,0.8,0.2
Mike Muscala,53,20.0,7.6,5.9,45.8,3.2,37.1,4.3,1.0,0.8,0.6,0.5
Mike Scott,76,18.5,8.8,6.9,52.7,2.1,40.5,3.3,1.1,1.0,0.3,0.1
Miles Plumlee,55,16.7,4.3,3.3,58.3,0.0,0.0,4.1,0.8,1.1,0.3,0.5
Milos Teodosic,45,25.2,9.5,8.0,41.9,5.2,37.9,2.8,4.6,2.2,0.5,0.1
Milton Doyle,10,12.5,3.4,4.7,27.7,2.3,17.4,1.8,1.0,0.2,0.6,0.2
Mindaugas Kuzminskas,1,1.9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mirza Teletovic,10,15.9,7.1,5.7,43.9,4.5,46.7,2.3,1.0,0.7,0.4,0.1
Monte Morris,3,8.4,3.3,2.0,66.7,0.3,0.0,0.7,2.3,0.3,1.0,0.0
Montrezl Harrell,76,17.0,11.0,7.2,63.5,0.1,14.3,4.0,1.0,0.9,0.5,0.7
Myke Henry,20,18.9,5.4,5.5,37.6,2.9,32.8,1.9,1.1,1.0,1.6,0.3
Myles Turner,65,28.2,12.7,9.8,47.9,2.4,35.7,6.4,1.3,1.5,0.6,1.8
Nate Wolters,5,3.8,0.4,1.2,16.7,0.0,0.0,0.4,0.2,0.0,0.0,0.0
Naz Mitrou-Long,1,0.5,3.0,1.0,100,1.0,100,0.0,0.0,0.0,0.0,0.0
Nemanja Bjelica,67,20.5,6.8,5.5,46.1,2.7,41.5,4.1,1.3,0.8,0.7,0.2
Nene,52,14.6,6.5,4.6,56.9,0.0,0.0,3.4,0.9,0.7,0.5,0.3
Nerlens Noel,30,15.7,4.4,3.5,52.4,0.0,0.0,5.6,0.7,0.9,1.0,0.7
Nick Collison,15,5.0,2.1,1.3,68.4,0.0,0.0,1.3,0.3,0.5,0.0,0.0
Nick Young,80,17.4,7.3,6.1,41.2,4.1,37.7,1.6,0.5,0.5,0.5,0.1
Nicolas Batum,64,31.0,11.6,10.2,41.5,4.3,33.6,4.8,5.5,2.0,1.0,0.4
Nicolas Brussino,4,2.5,0.0,0.5,0.0,0.5,0.0,0.8,0.0,0.0,0.0,0.0
Nigel Hayes,9,13.6,3.0,3.7,33.3,1.8,25.0,2.4,0.7,0.2,0.2,0.3
Nik Stauskas,41,12.8,4.4,3.8,39.0,2.4,40.0,1.6,1.0,0.6,0.2,0.1
Nikola Jokic,75,32.6,18.5,13.5,49.9,3.7,39.6,10.7,6.1,2.8,1.2,0.8
Nikola Mirotic,55,27.2,15.6,12.4,44.7,6.5,37.7,7.4,1.5,1.1,0.8,0.7
Nikola Vucevic,57,29.5,16.5,14.7,47.5,3.6,31.4,9.2,3.4,1.9,1.0,1.1
Noah Vonleh,54,16.2,4.9,4.3,44.4,1.2,30.3,5.8,0.6,0.6,0.4,0.3
Norman Powell,70,15.2,5.5,5.3,40.1,2.7,28.5,1.7,1.3,0.9,0.5,0.2
OG Anunoby,74,20.0,5.9,4.7,47.1,2.7,37.1,2.5,0.7,0.6,0.7,0.2
Okaro White,6,13.3,3.3,2.7,43.8,1.8,36.4,1.8,0.3,0.2,0.2,0.2
Omari Johnson,4,18.8,5.5,5.3,42.9,3.0,33.3,2.8,1.8,0.8,0.5,0.0
Omer Asik,18,10.1,1.2,1.2,40.9,0.0,0.0,2.6,0.2,0.5,0.1,0.2
Omri Casspi,53,14.0,5.7,3.9,58.0,0.4,45.5,3.8,1.0,0.7,0.3,0.4
Otto Porter Jr.,77,31.6,14.7,11.5,50.3,4.1,44.1,6.4,2.0,1.0,1.5,0.5
P.J. Tucker,82,27.8,6.1,5.4,39.0,3.8,37.1,5.6,0.9,0.9,1.0,0.3
PJ Dozier,2,1.6,1.0,1.0,50.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
Pascal Siakam,80,20.7,7.2,6.1,50.7,1.6,22.5,4.5,2.0,0.8,0.8,0.5
Pat Connaughton,82,18.1,5.4,4.8,42.3,2.6,35.2,2.0,1.1,0.5,0.3,0.3
Patrick Beverley,11,30.3,12.2,10.8,40.3,5.5,40.0,4.1,2.9,2.3,1.7,0.5
Patrick McCaw,57,16.9,4.0,3.9,40.9,1.4,23.8,1.4,1.4,0.7,0.8,0.2
Patrick Patterson,82,15.5,3.9,3.2,39.8,2.1,38.6,2.4,0.7,0.4,0.6,0.3
Patty Mills,82,25.7,10.0,8.3,41.1,5.0,37.2,1.9,2.8,1.3,0.7,0.1
Pau Gasol,77,23.5,10.1,8.1,45.8,1.6,35.8,8.0,3.1,1.4,0.3,1.0
Paul George,79,36.6,21.9,17.0,43.0,7.7,40.1,5.7,3.3,2.7,2.0,0.5
Paul Millsap,38,30.1,14.6,11.4,46.4,3.0,34.5,6.4,2.8,1.9,1.0,1.2
Paul Zipser,54,15.3,4.0,4.3,34.6,2.0,33.6,2.4,0.9,0.8,0.4,0.3
Quincy Acy,70,19.4,5.9,5.2,35.6,4.2,34.9,3.7,0.8,0.9,0.5,0.4
Quincy Pondexter,23,8.5,2.0,2.1,28.6,1.0,13.6,1.2,0.4,0.5,0.3,0.1
Quinn Cook,33,22.4,9.5,7.6,48.4,3.2,44.2,2.5,2.7,1.0,0.4,0.0
RJ Hunter,5,9.0,3.8,4.0,35.0,2.8,21.4,1.0,0.6,0.4,0.6,0.0
Rajon Rondo,65,26.2,8.3,7.6,46.8,2.3,33.3,4.0,8.2,2.3,1.1,0.2
Ramon Sessions,28,14.0,4.9,4.2,35.9,0.9,30.8,1.4,2.8,1.1,0.5,0.1
Rashad Vaughn,28,7.6,2.3,2.0,41.1,1.3,37.8,0.8,0.5,0.2,0.2,0.1
Raul Neto,41,12.2,4.5,3.7,45.7,1.1,40.4,1.2,1.8,0.9,0.3,0.1
Raymond Felton,82,16.6,6.9,6.7,40.6,2.8,35.2,1.9,2.5,0.9,0.6,0.2
Reggie Bullock,62,27.9,11.3,8.8,48.9,4.5,44.5,2.5,1.5,0.8,0.8,0.2
Reggie Hearn,3,2.2,1.0,0.7,50.0,0.7,50.0,0.0,0.0,0.0,0.0,0.0
Reggie Jackson,45,26.7,14.6,12.8,42.6,3.8,30.8,2.8,5.3,2.2,0.6,0.1
Richard Jefferson,20,8.2,1.5,1.4,44.4,0.4,28.6,0.9,0.8,0.3,0.1,0.1
Richaun Holmes,48,15.5,6.5,5.0,56.0,0.6,12.9,4.4,1.3,0.5,0.4,0.6
Ricky Rubio,77,29.3,13.1,10.7,41.8,3.5,35.2,4.6,5.3,2.7,1.6,0.1
Robert Covington,80,31.6,12.6,10.5,41.3,6.9,36.9,5.4,2.0,1.6,1.7,0.9
Robin Lopez,64,26.4,11.8,10.1,53.0,0.2,28.6,4.5,1.9,1.7,0.2,0.8
Rodney Hood,60,26.9,14.7,12.5,42.9,5.6,38.1,2.8,1.6,1.2,0.8,0.2
Rodney McGruder,18,16.6,5.1,4.1,49.3,1.9,42.9,1.8,0.9,0.2,0.4,0.2
Rodney Purvis,16,18.1,6.0,6.7,32.7,3.3,25.0,1.7,1.1,0.6,0.2,0.2
Ron Baker,29,13.3,2.4,2.0,33.9,1.1,33.3,1.0,1.6,0.6,0.9,0.2
Rondae Hollis-Jefferson,68,28.2,13.9,10.6,47.2,0.8,24.1,6.8,2.5,1.8,1.0,0.7
Royce O'Neale,69,16.7,5.0,4.1,42.3,1.7,35.6,3.4,1.4,0.8,0.5,0.2
Rudy Gay,57,21.6,11.5,9.4,47.1,2.1,31.4,5.1,1.3,1.4,0.8,0.7
Rudy Gobert,56,32.4,13.5,7.9,62.2,0.0,0.0,10.7,1.4,1.9,0.8,2.3
Russell Westbrook,80,36.4,25.4,21.1,44.9,4.1,29.8,10.1,10.3,4.8,1.8,0.3
Ryan Anderson,66,26.1,9.3,7.3,43.1,5.1,38.6,5.0,0.9,0.6,0.4,0.3
Ryan Arcidiacono,24,12.7,2.0,1.7,41.5,1.3,29.0,1.0,1.5,0.5,0.5,0.0
Salah Mejri,61,11.9,3.5,2.2,64.2,0.0,0.0,4.0,0.6,0.6,0.4,1.1
Sam Dekker,73,12.1,4.2,3.5,49.4,0.8,16.7,2.4,0.5,0.5,0.3,0.1
Scotty Hopson,1,8.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Sean Kilpatrick,52,12.3,6.3,5.7,37.4,2.8,31.9,1.7,0.9,0.7,0.3,0.1
Semi Ojeleye,73,15.8,2.7,2.6,34.6,1.7,32.0,2.2,0.3,0.3,0.3,0.1
Serge Ibaka,76,27.5,12.6,10.3,48.3,3.9,36.0,6.3,0.8,1.2,0.4,1.3
Shabazz Muhammad,43,9.7,5.0,4.4,44.7,0.6,25.9,1.8,0.3,0.1,0.2,0.1
Shabazz Napier,74,20.7,8.7,7.2,42.0,2.9,37.6,2.3,2.0,1.2,1.1,0.2
Shane Larkin,54,14.3,4.3,4.1,38.4,1.6,36.0,1.7,1.8,0.6,0.5,0.0
Shaquille Harrison,23,16.7,6.6,5.4,47.6,1.1,23.1,2.7,2.4,1.0,1.1,0.3
Shaun Livingston,71,15.9,5.5,4.8,50.1,0.1,0.0,1.8,2.0,0.8,0.5,0.3
Shelvin Mack,69,19.8,6.9,6.0,43.0,2.0,34.5,2.4,3.9,1.3,0.8,0.1
Sindarius Thornwell,73,15.8,3.9,3.2,42.9,0.8,37.7,1.9,0.9,0.7,0.7,0.3
Skal Labissiere,60,20.7,8.7,7.6,44.8,0.9,35.3,4.8,1.2,1.2,0.4,0.8
Solomon Hill,12,15.6,2.4,3.4,26.8,1.8,19.0,3.0,1.8,0.8,0.6,0.1
Spencer Dinwiddie,80,28.8,12.6,10.5,38.7,5.4,32.6,3.2,6.6,1.6,0.9,0.3
Stanley Johnson,69,27.4,8.7,8.1,37.5,3.4,28.6,3.7,1.6,1.1,1.4,0.2
Stephen Curry,51,32.0,26.4,16.9,49.5,9.8,42.3,5.1,6.1,3.0,1.6,0.2
Sterling Brown,54,14.4,4.0,3.8,40.0,1.7,35.2,2.6,0.5,0.5,0.6,0.2
Steven Adams,76,32.7,13.9,9.4,62.9,0.0,0.0,9.0,1.2,1.7,1.2,1.0
T.J. Leaf,53,8.7,2.9,2.6,47.1,0.8,42.9,1.5,0.2,0.2,0.1,0.1
T.J. McConnell,76,22.5,6.3,5.5,49.9,0.8,43.5,3.0,4.0,1.5,1.2,0.2
T.J. Warren,65,33.0,19.6,16.4,49.8,1.4,22.2,5.1,1.3,1.3,1.0,0.6
Taj Gibson,82,33.2,12.2,9.0,57.7,0.4,20.0,7.1,1.2,1.1,0.8,0.7
Tarik Black,51,10.5,3.5,2.5,59.1,0.2,9.1,3.2,0.3,0.7,0.4,0.6
Taurean Prince,82,30.0,14.1,11.9,42.6,5.6,38.5,4.7,2.6,2.3,1.0,0.5
Terrance Ferguson,61,12.5,3.1,2.8,41.4,2.0,33.3,0.8,0.3,0.2,0.4,0.2
Terrence Ross,24,25.0,8.7,8.0,39.8,3.9,32.3,3.0,1.6,1.2,1.1,0.5
Terry Rozier,80,25.9,11.3,10.0,39.5,5.0,38.1,4.7,2.9,1.0,1.0,0.2
Thabo Sefolosha,38,21.2,8.2,6.3,49.2,2.2,38.1,4.2,0.9,0.8,1.4,0.3
Thaddeus Young,81,32.2,11.8,10.7,48.7,2.2,32.0,6.3,1.9,1.3,1.7,0.4
Thomas Bryant,15,4.8,1.5,1.4,38.1,0.7,10.0,1.1,0.4,0.1,0.1,0.1
Thon Maker,74,16.7,4.8,4.3,41.1,1.4,29.8,3.0,0.6,0.6,0.5,0.7
Tim Frazier,59,14.2,3.0,2.9,39.5,0.9,30.4,1.9,3.3,1.0,0.8,0.1
Tim Hardaway Jr.,57,33.1,17.5,15.0,42.1,7.2,31.7,3.9,2.7,1.6,1.1,0.2
Tim Quarterman,3,4.3,1.3,1.0,33.3,0.7,0.0,1.0,0.3,0.7,0.0,0.0
Timofey Mozgov,31,11.6,4.2,3.0,55.9,0.6,22.2,3.2,0.4,1.1,0.2,0.4
Timothe Luwawu-Cabarrot,52,15.5,5.8,5.1,37.5,3.0,33.5,1.4,1.0,0.7,0.2,0.1
Tobias Harris,80,33.3,18.6,15.3,46.0,5.6,41.1,5.5,2.4,1.3,0.9,0.4
Tomas Satoransky,73,22.5,7.2,5.3,52.3,1.4,46.5,3.2,3.9,1.1,0.7,0.2
Tony Allen,22,12.4,4.7,4.1,48.4,0.5,33.3,2.1,0.4,0.9,0.5,0.1
Tony Bradley,9,3.2,0.9,1.2,27.3,0.1,0.0,1.2,0.1,0.0,0.0,0.0
Tony Parker,55,19.5,7.7,7.1,45.9,0.7,27.0,1.7,3.5,1.2,0.5,0.0
Tony Snell,75,27.4,6.9,5.7,43.5,3.6,40.3,1.9,1.3,0.5,0.6,0.4
Torrey Craig,39,16.1,4.2,3.5,45.3,1.5,29.3,3.3,0.6,0.5,0.3,0.4
Travis Wear,17,13.4,4.4,4.2,34.7,2.8,36.2,2.2,0.4,0.4,0.2,0.3
Treveon Graham,63,16.7,4.3,3.5,43.4,1.5,41.2,1.9,0.9,0.4,0.5,0.0
Trevor Ariza,67,33.9,11.7,9.7,41.2,6.9,36.8,4.4,1.6,0.8,1.5,0.2
Trevor Booker,68,17.0,6.3,5.0,51.6,0.5,24.2,4.7,1.2,0.9,0.4,0.3
Trey Burke,36,21.8,12.8,10.7,50.3,2.9,36.2,2.0,4.7,1.2,0.7,0.1
Trey Lyles,73,19.1,9.9,7.5,49.1,3.0,38.1,4.8,1.2,0.8,0.4,0.5
Trey McKinney-Jones,1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tristan Thompson,53,20.2,5.8,4.4,56.2,0.0,0.0,6.6,0.6,0.7,0.3,0.3
Troy Daniels,79,20.5,8.9,7.3,40.3,5.8,40.0,1.6,0.6,0.7,0.3,0.1
Troy Williams,21,14.6,6.3,5.2,46.8,1.8,28.9,3.0,0.8,0.9,1.0,0.2
Tyler Cavanaugh,39,13.3,4.7,3.9,44.1,2.3,36.0,3.3,0.7,0.3,0.2,0.1
Tyler Dorsey,56,17.4,7.2,6.8,37.7,3.6,36.2,2.3,1.4,0.7,0.3,0.1
Tyler Ennis,54,12.7,4.1,4.1,42.0,1.0,25.0,1.8,1.9,0.7,0.6,0.2
Tyler Johnson,72,28.5,11.7,9.9,43.5,4.5,36.7,3.4,2.3,1.1,0.8,0.5
Tyler Lydon,1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Ulis,71,23.4,7.8,7.8,38.8,2.1,28.8,1.8,4.4,1.8,1.0,0.1
