Player,GP,MIN,PTS,FGA,FG%,3PA,3P%,REB,AST,TO,STL,BLK
Bam Adebayo,69,19.8,6.9,4.9,51.2,0.1,0.0,5.5,1.5,1.0,0.5,0.6
Ben McLemore,56,19.5,7.5,6.7,42.1,2.8,34.6,2.5,0.9,1.1,0.7,0.3
Ben Moore,2,4.6,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0
Ben Simmons,81,33.7,15.8,12.3,54.5,0.1,0.0,8.1,8.2,3.4,1.7,0.9
Bismack Biyombo,82,18.2,5.7,4.3,52.0,0.0,0.0,5.7,0.8,1.0,0.3,1.2
Blake Griffin,58,34.0,21.4,17.2,43.8,5.6,34.5,7.4,5.8,2.8,0.7,0.3
Boban Marjanovic,39,8.7,6.0,3.8,53.4,0.0,0.0,3.7,0.6,0.9,0.3,0.3
Bobby Brown,20,5.7,2.5,2.9,32.8,2.0,27.5,0.4,0.6,0.5,0.2,0.0
Bobby Portis,73,22.5,13.2,11.1,47.1,3.1,35.9,6.8,1.7,1.4,0.7,0.3
Bogdan Bogdanovic,78,27.9,11.8,9.9,44.6,4.2,39.2,2.9,3.3,1.6,0.9,0.2
Bojan Bogdanovic,80,30.8,14.3,10.7,47.4,4.8,40.2,3.4,1.5,1.3,0.7,0.1
Bradley Beal,82,36.3,22.6,18.1,46.0,6.5,37.5,4.4,4.5,2.6,1.2,0.4
Brandan Wright,28,13.6,5.0,3.6,57.8,0.0,0.0,3.4,0.5,0.3,0.5,0.9
Brandon Ingram,59,33.5,16.1,12.9,47.0,1.8,39.0,5.3,3.9,2.5,0.8,0.7
Brandon Jennings,14,14.7,5.2,5.1,37.5,2.4,27.3,2.2,3.1,1.3,0.4,0.3
Brandon Paul,64,9.0,2.3,2.0,43.3,0.8,27.8,1.1,0.6,0.5,0.4,0.1
Briante Weber,18,13.1,2.8,2.4,44.2,0.6,36.4,1.9,1.2,0.8,1.0,0.3
Brice Johnson,18,5.4,2.4,2.3,47.6,0.1,0.0,1.7,0.1,0.3,0.5,0.3
Brook Lopez,74,23.4,13.0,10.7,46.5,4.4,34.5,4.0,1.7,1.3,0.4,1.3
Bruno Caboclo,12,8.9,2.2,2.6,29.0,1.4,17.6,1.8,0.3,0.3,0.3,0.3
Bryn Forbes,80,19.0,6.9,6.2,42.1,2.9,39.0,1.4,1.0,0.5,0.4,0.0
Buddy Hield,80,25.3,13.5,11.7,44.6,5.1,43.1,3.8,1.9,1.6,1.1,0.3
C.J. Williams,38,18.6,5.5,5.2,44.2,2.1,28.2,1.5,1.1,0.5,0.8,0.3
CJ McCollum,81,36.1,21.4,18.6,44.3,5.9,39.7,4.0,3.4,1.9,1.0,0.4
CJ Miles,69,19.1,9.9,8.5,37.6,6.4,35.7,2.2,0.8,0.6,0.5,0.3
Caleb Swanigan,27,7.0,2.3,2.2,40.0,0.3,12.5,2.0,0.5,0.7,0.2,0.1
Cameron Payne,25,23.3,8.8,8.6,40.5,3.6,38.5,2.8,4.5,1.4,1.0,0.4
Caris LeVert,71,26.2,12.1,10.4,43.5,3.5,34.7,3.7,4.2,2.2,1.2,0.3
Carmelo Anthony,78,32.1,16.2,15.0,40.4,6.1,35.7,5.8,1.3,1.3,0.6,0.6
Cedi Osman,61,11.0,3.9,3.0,48.4,1.4,36.8,2.0,0.7,0.5,0.4,0.0
Chandler Parsons,36,19.2,7.9,6.5,46.2,3.4,42.1,2.5,1.9,1.0,0.5,0.3
Channing Frye,53,13.1,5.0,4.0,49.1,2.2,33.9,2.5,0.7,0.4,0.3,0.2
Charles Cooke,12,3.0,0.5,1.2,14.3,0.7,12.5,0.2,0.0,0.1,0.1,0.0
Cheick Diallo,51,11.1,4.8,3.3,58.0,0.0,0.0,4.1,0.4,0.5,0.2,0.4
Chinanu Onuaku,1,21.6,4.0,5.0,40.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0
Chris Boucher,1,1.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Chris McCullough,19,4.7,2.4,2.2,42.9,0.4,12.5,1.3,0.2,0.1,0.0,0.3
Chris Paul,58,31.8,18.6,13.8,46.0,6.5,38.0,5.4,7.9,2.2,1.7,0.2
Clint Capela,74,27.5,13.9,9.1,65.2,0.0,0.0,10.8,0.9,1.4,0.8,1.9
Cody Zeller,33,19.0,7.1,4.7,54.5,0.1,66.7,5.4,0.9,1.0,0.4,0.6
Cole Aldrich,21,2.3,0.6,0.7,33.3,0.0,0.0,0.7,0.1,0.0,0.1,0.0
Corey Brewer,72,16.8,5.3,4.4,44.9,1.5,28.2,2.1,0.9,0.7,1.1,0.2
Cory Joseph,82,27.0,7.9,7.4,42.4,2.3,35.3,3.2,3.2,1.1,1.0,0.2
Courtney Lee,76,30.4,12.0,9.9,45.4,3.7,40.6,2.9,2.4,1.1,1.1,0.2
Cristiano Felicio,55,17.8,5.6,3.9,59.1,0.0,0.0,4.2,1.0,1.0,0.3,0.2
D'Angelo Russell,48,25.7,15.5,14.0,41.4,5.8,32.4,3.9,5.2,3.1,0.8,0.4
D.J. Augustin,75,23.5,10.2,7.2,45.2,3.6,41.9,2.1,3.8,1.6,0.7,0.0
D.J. Wilson,22,3.2,1.0,0.7,56.3,0.2,40.0,0.5,0.1,0.2,0.1,0.0
Dakari Johnson,31,5.2,1.8,1.3,56.4,0.0,0.0,1.1,0.3,0.1,0.2,0.3
Damian Jones,15,5.9,1.7,1.5,50.0,0.0,0.0,0.9,0.1,0.3,0.1,0.2
Damian Lillard,73,36.6,26.9,19.4,43.9,8.6,36.1,4.5,6.6,2.8,1.1,0.4
Damien Wilkins,19,8.0,1.7,2.1,33.3,0.9,22.2,0.8,0.5,0.3,0.1,0.1
Damion Lee,15,27.0,10.7,10.1,40.8,4.0,25.0,4.7,1.9,0.9,1.3,0.1
Damyean Dotson,44,10.8,4.1,3.7,44.7,1.5,32.4,1.9,0.7,0.4,0.3,0.0
Daniel Hamilton,6,4.6,2.0,1.8,45.5,0.8,40.0,0.8,1.3,0.3,0.2,0.0
Daniel Theis,63,14.9,5.3,3.7,54.1,0.9,31.0,4.3,0.9,0.9,0.5,0.8
Danilo Gallinari,21,32.0,15.3,12.2,39.8,5.3,32.4,4.8,2.0,1.2,0.6,0.5
Danny Green,70,25.6,8.6,8.0,38.7,4.6,36.3,3.6,1.6,1.1,0.9,1.1
Dante Cunningham,73,21.4,5.7,5.0,45.1,2.3,34.5,4.1,0.7,0.5,0.5,0.4
Dante Exum,14,16.8,8.1,6.2,48.3,1.3,27.8,1.9,3.1,1.4,0.6,0.2
Danuel House Jr.,23,17.5,6.6,5.6,43.4,2.5,25.9,3.3,1.1,0.5,0.3,0.3
Dario Saric,78,29.6,14.6,11.4,45.3,5.1,39.3,6.7,2.6,1.9,0.7,0.3
Darius Miller,81,23.7,7.7,6.0,44.0,4.4,40.7,2.0,1.4,0.7,0.3,0.2
Darrell Arthur,19,7.4,2.8,2.5,46.8,1.2,34.8,0.8,0.5,0.8,0.4,0.2
Darren Collison,69,29.3,12.4,9.2,49.5,3.0,46.8,2.6,5.3,1.2,1.3,0.2
Darrun Hilliard,14,6.8,1.1,1.4,26.3,0.4,0.0,0.5,0.8,0.3,0.1,0.0
David Nwaba,70,23.5,7.9,6.0,47.8,0.7,34.6,4.7,1.5,1.1,0.8,0.4
David Stockton,3,3.1,3.3,1.0,66.7,1.0,66.7,0.0,0.0,0.3,0.0,0.0
David West,73,13.7,6.8,5.2,57.1,0.1,37.5,3.3,1.9,1.1,0.6,1.0
Davis Bertans,77,14.1,5.9,4.8,44.0,3.3,37.3,2.0,1.0,0.5,0.3,0.4
Davon Reed,21,11.5,3.0,3.6,28.9,1.8,28.9,1.9,0.6,0.5,0.5,0.1
De'Aaron Fox,73,27.7,11.6,10.9,41.2,2.1,30.7,2.8,4.4,2.4,1.0,0.3
DeAndre Jordan,77,31.5,12.0,7.5,64.5,0.0,0.0,15.2,1.5,1.8,0.5,0.9
DeAndre Liggins,58,12.5,1.7,1.8,37.7,0.9,35.8,1.3,0.8,0.3,0.6,0.2
DeAndre' Bembry,26,17.5,5.2,4.9,41.4,1.2,36.7,2.8,1.9,1.8,0.8,0.5
DeMar DeRozan,80,33.9,23.0,17.7,45.6,3.6,31.0,3.9,5.2,2.2,1.1,0.3
DeMarcus Cousins,48,36.2,25.2,18.0,47.0,6.1,35.4,12.9,5.4,5.0,1.6,1.6
DeMarre Carroll,73,29.9,13.5,10.8,41.4,5.4,37.1,6.6,2.0,1.4,0.8,0.4
Dejounte Murray,81,21.5,8.1,7.5,44.3,0.4,26.5,5.7,2.9,1.7,1.2,0.4
Delon Wright,68,20.9,8.2,6.4,46.5,2.3,36.6,2.9,2.9,1.1,1.0,0.5
Demetrius Jackson,15,5.3,1.1,1.2,38.9,0.5,14.3,0.8,0.6,0.7,0.3,0.1
Dennis Schroder,67,31.0,19.4,17.1,43.6,3.9,29.0,3.1,6.2,2.7,1.1,0.1
Dennis Smith Jr.,69,29.7,15.2,14.8,39.5,4.9,31.3,3.8,5.2,2.8,1.0,0.3
Denzel Valentine,77,27.2,10.2,9.4,41.7,4.8,38.6,5.1,3.2,1.3,0.8,0.1
Derrick Favors,77,28.0,12.3,9.1,56.3,0.8,22.2,7.2,1.3,1.1,0.7,1.1
Derrick Jones Jr.,20,12.3,3.1,2.7,39.6,0.9,16.7,1.9,0.5,0.4,0.2,0.7
Derrick Rose,25,16.8,8.4,7.4,43.5,1.2,23.3,1.4,1.5,1.4,0.3,0.2
Derrick Walton Jr.,16,9.2,1.8,1.6,32.0,1.1,41.2,1.0,1.0,0.1,0.4,0.2
Derrick White,17,8.2,3.2,1.9,48.5,0.8,61.5,1.5,0.5,0.4,0.2,0.2
Derrick Williams,2,4.3,1.0,2.0,25.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0
Devin Booker,54,34.5,24.9,19.5,43.2,7.1,38.3,4.5,4.7,3.6,0.9,0.3
Devin Harris,71,18.9,8.4,6.4,41.2,3.2,34.8,1.8,2.1,1.1,0.7,0.2
Devin Robinson,1,13.2,2.0,3.0,33.3,0.0,0.0,5.0,0.0,0.0,1.0,0.0
Dewayne Dedmon,62,24.9,10.0,7.7,52.4,2.3,35.5,7.9,1.5,1.4,0.6,0.8
Deyonta Davis,62,15.2,5.8,4.3,60.8,0.0,0.0,4.0,0.6,0.5,0.2,0.6
Dillon Brooks,82,28.7,11.0,9.4,44.0,3.2,35.6,3.1,1.6,1.5,0.9,0.2
Dion Waiters,30,30.6,14.3,13.7,39.8,5.7,30.6,2.6,3.8,2.3,0.8,0.3
Dirk Nowitzki,77,24.7,12.0,9.8,45.6,4.4,40.9,5.7,1.6,0.7,0.6,0.6
Domantas Sabonis,74,24.5,11.6,8.9,51.4,0.5,35.1,7.7,2.0,1.9,0.5,0.4
Donovan Mitchell,79,33.4,20.5,17.2,43.7,7.0,34.0,3.7,3.7,2.7,1.5,0.3
Dorian Finney-Smith,21,21.3,5.9,5.8,38.0,3.2,29.9,3.6,1.2,1.0,0.5,0.2
Doug McDermott,81,21.8,7.8,6.3,46.7,2.7,42.6,2.5,1.0,0.7,0.2,0.2
Dragan Bender,82,25.2,6.5,5.9,38.6,3.9,36.6,4.4,1.6,1.4,0.3,0.6
Draymond Green,70,32.7,11.0,8.8,45.4,3.7,30.1,7.6,7.3,2.9,1.4,1.3
Dwayne Bacon,53,13.5,3.3,3.6,37.5,0.8,25.6,2.3,0.7,0.4,0.3,0.0
Dwight Buycks,29,14.7,7.4,6.8,41.4,1.6,33.3,1.4,2.0,1.3,0.7,0.1
Dwight Howard,81,30.4,16.6,11.2,55.5,0.1,14.3,12.5,1.3,2.6,0.6,1.6
Dwight Powell,79,21.2,8.5,5.4,59.3,1.1,33.3,5.6,1.2,0.7,0.8,0.4
Dwyane Wade,67,22.9,11.4,10.2,43.8,1.7,28.8,3.8,3.4,2.1,0.9,0.7
E'Twaun Moore,81,31.5,12.5,10.1,51.1,3.6,42.7,2.9,2.3,1.2,1.0,0.1
Ed Davis,78,18.9,5.3,3.7,58.2,0.0,0.0,7.4,0.5,0.8,0.4,0.7
Edmond Sumner,1,2.2,2.0,1.0,100,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ekpe Udoh,63,12.9,2.6,1.9,50.0,0.0,0.0,2.4,0.8,0.3,0.7,1.2
Elfrid Payton,63,28.7,12.7,10.6,49.3,1.5,32.6,4.3,6.2,2.7,1.3,0.3
Emeka Okafor,26,13.6,4.4,3.7,50.5,0.0,0.0,4.6,0.3,0.5,0.3,1.0
Emmanuel Mudiay,64,19.4,8.6,8.2,38.8,2.3,31.8,2.4,3.2,1.8,0.6,0.2
Enes Kanter,71,25.8,14.1,10.0,59.2,0.0,0.0,11.0,1.5,1.7,0.5,0.5
Eric Bledsoe,74,31.4,17.7,13.4,47.3,4.9,34.7,3.8,5.0,2.9,2.0,0.6
Eric Gordon,69,31.2,18.0,14.1,42.8,8.8,35.9,2.5,2.2,1.9,0.6,0.4
Eric Moreland,67,12.0,2.1,1.8,54.1,0.0,0.0,4.1,1.2,0.6,0.5,0.8
Erik McCree,4,1.9,0.0,0.5,0.0,0.3,0.0,0.3,0.0,0.3,0.3,0.0
Ersan Ilyasova,69,25.1,10.9,8.9,45.2,3.7,36.0,5.9,1.3,1.0,0.9,0.4
Evan Fournier,57,32.2,17.8,14.1,45.9,5.9,37.9,3.2,2.9,1.7,0.8,0.3
Evan Turner,79,25.7,8.2,7.3,44.7,1.7,31.8,3.1,2.2,1.3,0.6,0.4
Frank Kaminsky,79,23.2,11.1,9.1,42.9,3.5,38.0,3.6,1.6,0.8,0.5,0.2
Frank Mason,52,18.9,7.9,7.3,37.9,1.7,36.0,2.5,2.8,1.3,0.7,0.2
Frank Ntilikina,78,21.9,5.9,6.4,36.4,2.0,31.8,2.3,3.2,1.7,0.8,0.2
Fred VanVleet,75,20.0,8.6,7.2,42.3,3.5,40.9,2.4,3.2,1.0,0.9,0.3
Furkan Korkmaz,14,5.7,1.6,2.0,28.6,1.2,29.4,0.8,0.3,0.1,0.1,0.1
Garrett Temple,65,24.8,8.4,7.3,41.8,3.5,39.2,2.3,1.9,1.2,0.9,0.4
Gary Harris,67,34.4,17.5,13.6,48.5,5.9,39.6,2.6,2.9,1.8,1.8,0.2
Gary Payton II,23,9.6,3.0,3.2,40.5,1.1,24.0,1.9,0.9,0.3,0.3,0.1
George Hill,67,27.0,10.0,7.7,46.0,3.1,41.5,2.7,2.8,1.3,0.9,0.4
Georges Niang,9,3.5,1.0,1.2,36.4,0.4,0.0,1.0,0.3,0.3,0.2,0.0
Georgios Papagiannis,17,7.2,2.1,2.5,42.9,0.0,0.0,2.2,0.5,0.5,0.2,0.4
Gerald Green,41,22.7,12.1,10.1,40.7,7.3,36.9,3.2,0.6,0.8,0.6,0.4
Gian Clavell,7,9.1,2.9,2.6,33.3,2.1,40.0,1.0,0.4,0.3,0.3,0.0
Giannis Antetokounmpo,75,36.7,26.9,18.7,52.9,1.9,30.7,10.0,4.8,3.0,1.5,1.4
Glenn Robinson III,23,14.7,4.1,3.7,42.4,1.5,41.2,1.6,0.7,0.2,0.6,0.0
Goran Dragic,75,31.7,17.3,14.3,45.0,4.0,37.0,4.1,4.8,2.2,0.8,0.2
Gordon Hayward,1,5.3,2.0,2.0,50.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Gorgui Dieng,79,16.9,5.9,4.9,47.9,0.8,31.1,4.6,0.9,0.7,0.6,0.5
Greg Monroe,51,20.4,10.3,7.6,56.5,0.0,0.0,6.9,2.2,1.8,0.9,0.5
Guerschon Yabusele,33,7.1,2.4,1.8,42.6,1.1,32.4,1.6,0.5,0.4,0.1,0.2
Harrison Barnes,77,34.2,18.9,15.7,44.5,4.3,35.7,6.1,2.0,1.5,0.6,0.2
Hassan Whiteside,54,25.3,14.0,10.7,54.0,0.0,100,11.4,1.0,1.7,0.7,1.7
Henry Ellenson,38,8.7,4.0,3.8,36.3,1.6,33.3,2.1,0.5,0.5,0.1,0.0
Ian Clark,74,19.7,7.4,6.7,44.8,2.6,31.8,1.7,1.5,0.8,0.4,0.1
Ian Mahinmi,77,14.9,4.8,3.2,55.6,0.0,0.0,4.1,0.7,1.3,0.5,0.5
Ike Anigbogu,11,2.7,1.2,0.8,44.4,0.0,0.0,0.8,0.0,0.2,0.1,0.3
Iman Shumpert,14,19.7,4.4,4.1,37.9,1.9,26.9,2.9,1.2,1.1,0.6,0.3
Isaiah Canaan,20,21.1,8.6,6.9,38.0,3.3,33.3,2.3,3.8,1.5,0.8,0.1
Isaiah Hicks,18,13.3,4.4,4.0,45.8,0.5,22.2,2.3,0.9,0.9,0.1,0.2
Isaiah Taylor,67,17.4,6.6,5.8,41.8,1.2,25.0,1.4,3.1,1.3,0.5,0.1
Isaiah Thomas,32,26.9,15.2,13.2,37.3,5.9,29.3,2.1,4.8,3.0,0.5,0.1
Isaiah Whitehead,16,11.2,6.3,5.4,46.5,1.1,38.9,1.6,1.3,1.5,0.5,0.1
Ish Smith,82,24.9,10.9,9.8,48.6,1.2,34.7,2.7,4.4,1.3,0.8,0.2
Ivan Rabb,36,14.3,5.6,4.2,56.6,0.0,0.0,4.4,0.9,1.0,0.3,0.4
Ivica Zubac,43,9.5,3.7,2.8,50.0,0.0,0.0,2.9,0.6,0.6,0.2,0.3
J.J. Barea,69,23.2,11.6,10.0,43.9,4.5,36.7,2.9,6.3,2.1,0.5,0.0
JJ Redick,70,30.2,17.1,12.6,46.0,6.6,42.0,2.5,3.0,1.5,0.5,0.1
JR Smith,80,28.1,8.3,7.4,40.3,4.8,37.5,2.9,1.8,1.0,0.9,0.1
JaKarr Sampson,22,15.6,4.7,3.7,54.3,0.5,50.0,3.5,0.4,0.4,0.4,1.0
JaMychal Green,55,28.0,10.3,8.9,45.7,2.3,33.9,8.4,1.4,1.4,0.6,0.5
JaVale McGee,65,9.5,4.8,3.4,62.1,0.1,0.0,2.6,0.5,0.4,0.3,0.9
Jabari Bird,13,8.8,3.0,2.0,57.7,0.5,42.9,1.5,0.6,0.6,0.2,0.1
Jabari Parker,31,24.0,12.6,10.7,48.2,2.6,38.3,4.9,1.9,1.5,0.8,0.3
Jack Cooley,7,12.5,5.7,3.9,48.1,0.0,0.0,4.3,0.9,0.4,0.1,0.0
Jacob Pullen,3,2.0,0.7,0.7,50.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0
Jacob Wiley,5,6.7,0.8,0.8,25.0,0.4,50.0,2.2,0.4,0.0,0.2,0.0
Jae Crowder,80,26.1,9.7,8.4,40.4,4.3,32.3,3.4,1.2,0.9,0.8,0.3
Jahlil Okafor,28,12.6,6.3,4.9,55.8,0.1,25.0,3.0,0.4,0.8,0.1,0.6
Jake Layman,35,4.6,1.0,1.3,29.8,0.6,20.0,0.5,0.3,0.1,0.2,0.1
Jakob Poeltl,81,18.6,7.0,4.7,66.0,0.0,50.0,4.8,0.7,1.0,0.5,1.2
Jalen Jones,15,11.9,4.8,4.5,38.2,1.7,38.5,2.5,0.3,0.5,0.3,0.1
Jamal Crawford,80,20.7,10.3,9.3,41.5,3.9,33.1,1.2,2.3,1.2,0.5,0.1
Jamal Murray,81,31.7,16.7,13.1,45.1,5.4,37.8,3.7,3.4,2.1,1.0,0.3
Jameel Warney,3,9.0,5.7,4.0,58.3,0.0,0.0,3.0,0.0,0.3,0.0,0.0
Jameer Nelson,49,20.1,4.9,4.9,38.7,2.5,33.1,2.0,3.5,1.3,0.5,0.1
Jamel Artis,15,18.6,5.1,5.3,39.2,1.9,27.6,2.5,1.2,0.5,0.1,0.2
James Ennis III,72,22.3,7.1,5.3,47.4,2.1,33.3,3.1,1.0,0.8,0.7,0.3
James Harden,72,35.4,30.4,20.1,44.9,10.0,36.7,5.4,8.8,4.4,1.8,0.7
James Johnson,73,26.6,10.8,8.4,50.3,2.5,30.8,4.9,3.8,1.9,1.0,0.7
James Michael McAdoo,3,6.0,2.7,2.3,28.6,2.3,28.6,0.7,0.0,0.3,0.0,0.3
James Webb III,10,12.0,1.6,2.4,25.0,1.9,21.1,2.4,0.4,0.4,0.1,0.0
James Young,6,10.2,2.8,2.3,35.7,1.7,30.0,0.3,0.3,0.2,0.0,0.0
Jamil Wilson,15,18.3,7.0,5.4,46.9,4.2,42.9,2.1,0.7,0.5,0.3,0.5
Jared Dudley,48,14.3,3.2,2.5,39.3,1.7,36.3,2.0,1.6,0.6,0.5,0.2
Jarell Eddie,3,2.9,0.0,0.7,0.0,0.7,0.0,0.3,0.0,0.0,0.3,0.0
Jarell Martin,73,22.7,7.7,6.8,44.6,1.3,34.7,4.4,1.0,1.2,0.5,0.7
Jarrett Allen,72,20.0,8.2,5.5,58.9,0.2,33.3,5.4,0.7,1.1,0.4,1.2
Jarrett Jack,62,25.0,7.5,7.1,42.7,1.4,29.1,3.1,5.6,1.9,0.6,0.1
Jason Smith,33,8.6,3.4,3.5,39.1,1.0,12.5,1.6,0.4,0.5,0.1,0.4
Jason Terry,51,16.0,3.3,3.0,38.3,2.3,34.8,0.9,1.2,0.5,0.8,0.3
Jawun Evans,48,16.2,4.8,5.3,35.2,1.1,27.8,1.8,2.1,0.9,0.8,0.1
Jaylen Brown,70,30.7,14.5,11.5,46.5,4.4,39.5,4.9,1.6,1.8,1.0,0.4
Jaylen Morris,6,16.4,4.7,5.3,40.6,1.7,20.0,2.7,1.2,1.0,0.3,0.2
Jayson Tatum,80,30.5,13.9,10.4,47.5,3.0,43.4,5.0,1.6,1.4,1.0,0.7
Jeff Green,78,23.4,10.8,7.9,47.7,2.2,31.2,3.2,1.3,1.0,0.5,0.4
Jeff Teague,70,33.0,14.2,11.3,44.6,3.3,36.8,3.0,7.0,2.5,1.5,0.3
Jeff Withey,10,3.9,1.5,1.6,37.5,1.0,20.0,1.0,0.0,0.2,0.0,0.3
Jerami Grant,81,20.3,8.4,5.6,53.5,1.4,29.1,3.9,0.7,0.7,0.4,1.0
Jeremy Evans,1,5.4,2.0,1.0,100,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Jeremy Lamb,80,24.6,12.9,10.4,45.7,3.2,37.0,4.1,2.3,1.2,0.8,0.4
Jeremy Lin,1,25.2,18.0,12.0,41.7,2.0,50.0,0.0,4.0,3.0,0.0,0.0
Jerian Grant,74,22.8,8.4,6.8,41.6,2.5,32.6,2.3,4.6,1.2,0.9,0.1
Jerryd Bayless,39,23.7,7.9,6.7,41.6,3.7,37.0,2.1,1.4,1.2,0.6,0.2
Jimmy Butler,59,36.7,22.2,15.6,47.4,3.4,35.0,5.3,4.9,1.8,2.0,0.4
Joakim Noah,7,5.7,1.7,1.4,50.0,0.0,0.0,2.0,0.6,0.6,0.3,0.3
Jodie Meeks,77,14.5,6.3,5.1,39.9,2.7,34.3,1.6,0.9,0.5,0.4,0.1
Joe Harris,78,25.3,10.8,8.0,49.1,4.6,41.9,3.3,1.6,1.2,0.4,0.3
Joe Ingles,82,31.4,11.5,8.8,46.7,5.7,44.0,4.2,4.8,1.9,1.1,0.2
Joe Johnson,55,21.9,6.8,6.5,40.6,2.6,27.6,3.1,1.5,0.9,0.3,0.1
Joe Young,53,10.5,3.9,3.5,43.0,1.2,37.9,1.2,0.7,0.5,0.3,0.0
Joel Bolomboy,6,6.3,1.5,1.0,50.0,0.2,0.0,1.7,0.0,0.3,0.3,0.0
Joel Embiid,63,30.4,22.9,16.8,48.3,3.4,30.8,11.0,3.2,3.7,0.6,1.8
Joffrey Lauvergne,55,9.7,4.1,3.5,51.6,0.1,0.0,3.1,0.7,0.6,0.2,0.1
John Collins,74,24.1,10.5,7.4,57.6,0.6,34.0,7.3,1.3,1.4,0.6,1.1
