Player,Post_Ups
Sean Kilpatrick,0.0
Serge Ibaka,0.6
Sergey Karasev,0.1
Seth Curry,0.0
Shabazz Muhammad,1.5
Shabazz Napier,0.0
Shane Larkin,0.0
Shaun Livingston,1.4
Shayne Whittington,0.6
Shelvin Mack,0.0
Solomon Hill,0.5
Sonny Weems,0.0
Spencer Dinwiddie,0.0
Spencer Hawes,1.6
Stanley Johnson,0.7
Stephen Curry,0.3
Steve Blake,0.0
Steve Novak,0.0
Steven Adams,0.9
T.J. McConnell,0.1
T.J. Warren,0.3
Taj Gibson,3.9
Tarik Black,0.6
Tayshaun Prince,0.5
Terrence Jones,1.2
Terrence Ross,0.0
Terry Rozier,0.0
Thabo Sefolosha,0.2
Thaddeus Young,4.0
Thanasis Antetokounmpo,0.0
Thomas Robinson,0.5
Tiago Splitter,1.6
Tibor Pleiss,0.3
Tim Duncan,3.8
Tim Frazier,0.1
Tim Hardaway Jr.,0.0
Timofey Mozgov,1.1
Tobias Harris,2.7
Toney Douglas,0.1
Tony Allen,0.4
Tony Parker,0.1
Tony Snell,0.1
Tony Wroten,0.0
Trevor Ariza,0.2
Trevor Booker,0.8
Trey Burke,0.0
Trey Lyles,0.8
Tristan Thompson,0.5
Troy Daniels,0.0
Ty Lawson,0.0
Tyler Ennis,0.1
Tyler Hansbrough,0.3
Tyler Johnson,0.1
Tyler Zeller,0.6
Tyreke Evans,1.2
Tyson Chandler,0.9
Tyus Jones,0.0
Udonis Haslem,0.4
Victor Oladipo,0.1
Vince Carter,0.9
Wayne Ellington,0.0
Wesley Johnson,0.2
Wesley Matthews,2.4
Will Barton,0.1
Willie Cauley-Stein,0.7
Willie Reed,0.6
Xavier Munford,0.0
Zach LaVine,0.1
Zach Randolph,12.5
Zaza Pachulia,0.9
