Player,CS_3PA,CS_3P%
Cody Martin,1.3,20.3
Cody Zeller,1.2,23.9
Collin Sexton,2.2,42.1
Corey Brewer,0.2,0.0
Cory Joseph,1.7,39.0
Courtney Lee,1.4,35.3
Cristiano Felicio,0.1,0.0
D'Angelo Russell,3.8,39.1
D.J. Augustin,1.6,41.6
D.J. Wilson,1.6,27.6
DaQuan Jeffries,1.4,27.8
Damian Jones,0.2,22.2
Damian Lillard,2.2,40.3
Damion Lee,4.1,37.4
Damyean Dotson,2.3,38.9
Daniel Gafford,-,-
Daniel Theis,1.4,34.4
Danilo Gallinari,5.5,41.8
Danny Green,4.0,36.9
Dante Exum,0.9,37.5
Danuel House Jr.,4.7,36.5
Dario Saric,3.4,35.6
Darius Bazley,2.0,33.1
Darius Garland,2.6,39.2
Daryl Macon,0.5,50.0
David Nwaba,1.4,42.9
Davis Bertans,7.4,43.1
De'Aaron Fox,1.5,33.3
De'Andre Hunter,4.1,38.6
De'Anthony Melton,1.6,32.7
DeAndre Jordan,-,-
DeAndre' Bembry,1.3,24.6
DeMar DeRozan,0.4,25.9
DeMarre Carroll,1.1,23.1
Dean Wade,0.3,50.0
Deandre Ayton,0.3,20.0
Dejounte Murray,1.4,41.1
Delon Wright,1.2,36.0
Dennis Schroder,3.6,41.4
Dennis Smith Jr.,0.5,27.8
Denzel Valentine,2.3,35.7
Deonte Burton,1.2,17.8
Derrick Favors,0.1,20.0
Derrick Jones Jr.,2.0,28.2
Derrick Rose,0.9,42.2
Derrick Walton Jr.,0.9,39.1
Derrick White,2.1,39.0
Devin Booker,2.3,39.3
Devon Hall,0.9,30.0
Devontae Cacok,-,-
Devonte' Graham,3.3,42.2
Dewan Hernandez,0.3,50.0
Dewayne Dedmon,2.3,20.2
Dillon Brooks,3.9,38.0
Dion Waiters,2.8,35.7
Domantas Sabonis,1.0,26.2
Donovan Mitchell,2.7,43.2
Donta Hall,-,-
Donte DiVincenzo,2.7,35.2
Dorian Finney-Smith,3.8,38.8
Doug McDermott,3.7,43.5
Dragan Bender,2.6,35.7
Draymond Green,2.7,29.9
Drew Eubanks,0.0,100
Duncan Robinson,6.8,46.0
Dusty Hannahs,1.0,50.0
Dwayne Bacon,1.2,35.6
Dwight Howard,0.1,75.0
Dwight Powell,0.9,27.8
Dzanan Musa,1.5,25.9
E'Twaun Moore,2.3,41.2
Ed Davis,-,-
Edmond Sumner,1.5,26.7
Elfrid Payton,1.0,21.3
Elie Okobo,0.8,44.4
Emmanuel Mudiay,1.0,35.7
Enes Kanter,0.1,14.3
Eric Bledsoe,1.4,26.4
Eric Gordon,5.9,28.4
Eric Mika,-,-
Eric Paschall,1.9,30.4
Ersan Ilyasova,1.7,38.1
Evan Fournier,3.7,42.8
Evan Turner,0.3,0.0
Frank Jackson,1.7,32.4
Frank Kaminsky,2.8,35.1
Frank Mason,1.2,27.3
Frank Ntilikina,1.8,33.7
Fred VanVleet,3.9,44.0
Furkan Korkmaz,3.8,43.6
Gabe Vincent,2.3,23.8
Garrett Temple,4.3,35.6
Garrison Mathews,2.2,37.5
Gary Clark,2.5,36.2
Gary Harris,2.6,36.7
Gary Payton II,1.5,29.5
Gary Trent Jr.,2.9,41.5
George Hill,1.6,50.0
Georges Niang,3.0,40.3
Giannis Antetokounmpo,1.0,36.9
Glenn Robinson III,2.8,39.9
Goga Bitadze,0.8,19.5
Goran Dragic,3.2,35.4
Gordon Hayward,2.9,42.5
Gorgui Dieng,2.3,35.2
Grant Williams,1.2,24.4
Grayson Allen,3.0,44.7
Hamidou Diallo,1.1,29.4
Harrison Barnes,2.9,37.4
Harry Giles III,0.0,0.0
Hassan Whiteside,0.1,57.1
Henry Ellenson,0.8,0.0
Ian Mahinmi,0.6,20.8
Ignas Brazdeikis,0.9,12.5
Iman Shumpert,1.8,26.1
Isaac Bonga,1.0,37.9
Isaiah Hartenstein,0.2,0.0
Isaiah Roby,-,-
Isaiah Thomas,2.7,45.9
Ish Smith,1.6,37.6
Ivica Zubac,0.0,0.0
J.J. Barea,0.8,37.5
J.P. Macura,-,-
JJ Redick,4.2,47.2
JR Smith,1.3,12.5
Ja Morant,1.0,39.1
JaKarr Sampson,0.4,15.4
JaMychal Green,3.6,38.8
JaVale McGee,0.0,50.0
Jabari Parker,2.6,27.6
Jacob Evans,1.1,35.5
Jae Crowder,4.2,32.2
Jahlil Okafor,0.1,50.0
Jake Layman,2.3,36.5
Jakob Poeltl,-,-
Jalen Brunson,1.2,43.7
Jalen Lecque,0.6,0.0
Jalen McDaniels,1.5,37.5
Jamal Crawford,2.0,50.0
Jamal Murray,2.3,39.1
James Ennis III,2.1,31.0
James Harden,1.3,41.2
James Johnson,1.8,42.1
Jared Dudley,0.9,43.9
Jared Harper,0.7,0.0
Jaren Jackson Jr.,5.7,39.9
Jarred Vanderbilt,0.1,0.0
Jarrell Brantley,1.3,16.7
Jarrett Allen,0.1,0.0
Jarrett Culver,2.4,29.3
Jarrod Uthoff,1.1,37.5
Javonte Green,0.5,32.0
Jaxson Hayes,0.1,25.0
Jaylen Brown,4.1,41.9
Jaylen Hoard,0.2,0.0
Jaylen Nowell,1.2,5.6
Jayson Tatum,2.4,39.9
Jeff Green,3.3,35.4
Jeff Teague,0.8,31.9
Jerami Grant,3.5,39.0
Jeremiah Martin,1.1,30.0
Jeremy Lamb,2.1,38.5
Jeremy Pargo,0.7,50.0
Jerian Grant,0.8,20.0
Jerome Robinson,1.9,35.0
Jevon Carter,1.9,41.1
Jimmy Butler,0.8,28.9
Joakim Noah,-,-
Joe Chealey,1.0,0.0
Joe Harris,4.5,44.6
Joe Ingles,2.5,44.8
Joel Embiid,2.9,33.8
John Collins,3.3,42.5
John Henson,0.9,22.9
John Konchar,0.4,37.5
Johnathan Motley,0.1,100
Johnathan Williams,0.1,0.0
Jonah Bolden,0.6,0.0
Jonas Valanciunas,1.2,36.0
Jonathan Isaac,2.6,34.5
Jordan Bell,0.2,14.3
Jordan Bone,0.8,12.5
Jordan Clarkson,3.4,40.2
Jordan McLaughlin,1.5,45.5
Jordan McRae,1.9,39.1
Jordan Poole,3.2,29.9
Josh Gray,-,-
Josh Hart,4.6,35.6
Josh Jackson,2.4,37.7
Josh Magette,0.3,0.0
Josh Okogie,2.1,26.6
Josh Reaves,0.3,0.0
Josh Richardson,3.4,34.6
Jrue Holiday,2.3,36.4
Juan Toscano-Anderson,1.7,36.4
Juancho Hernangomez,2.5,33.9
Julius Randle,2.9,31.2
Justin Anderson,2.7,22.2
Justin Holiday,3.7,40.1
Justin Jackson,2.3,28.6
Justin James,0.7,33.3
Justin Patton,0.8,25.0
Justin Robinson,0.4,75.0
Justin Wright-Foreman,0.8,0.0
Justise Winslow,1.9,19.0
Jusuf Nurkic,1.0,25.0
Juwan Morgan,0.4,37.5
KZ Okpala,0.2,0.0
Kadeem Allen,0.9,33.3
Karl-Anthony Towns,5.9,42.5
Kawhi Leonard,2.7,40.4
Keita Bates-Diop,2.2,33.7
Kelan Martin,2.6,23.5
Keldon Johnson,1.2,65.0
Kelly Olynyk,3.1,41.8
Kelly Oubre Jr.,4.3,34.4
Kemba Walker,2.6,42.0
Kendrick Nunn,3.9,34.7
Kenrich Williams,2.3,26.7
Kent Bazemore,2.9,37.8
Kentavious Caldwell-Pope,3.0,39.0
Kevin Hervey,1.6,12.5
Kevin Huerter,3.9,42.2
Kevin Knox II,2.6,31.3
Kevin Love,5.3,39.5
Kevin Porter Jr.,1.6,40.7
Kevon Looney,0.7,7.1
Khem Birch,0.0,0.0
Khris Middleton,2.9,45.2
Khyri Thomas,1.5,41.7
Kostas Antetokounmpo,-,-
Kris Dunn,1.9,26.3
Kristaps Porzingis,6.1,36.3
Ky Bowman,1.3,31.0
Kyle Alexander,-,-
Kyle Anderson,1.0,30.9
Kyle Guy,1.0,0.0
Kyle Korver,3.2,43.2
Kyle Kuzma,3.3,36.5
Kyle Lowry,3.6,34.1
Kyle O'Quinn,0.8,25.0
Kyrie Irving,1.9,45.9
LaMarcus Aldridge,2.6,38.0
Lance Thomas,1.9,30.8
Landry Shamet,4.6,38.3
Langston Galloway,4.7,40.7
Larry Nance Jr.,2.5,37.6
Lauri Markkanen,6.0,34.4
LeBron James,2.2,38.5
Lonnie Walker IV,1.4,40.7
Lonzo Ball,4.2,38.9
Lou Williams,2.1,40.9
Louis King,1.1,36.4
Luc Mbah a Moute,0.7,0.0
Luguentz Dort,2.6,29.5
Luka Doncic,1.2,28.0
Luka Samanic,2.3,28.6
Luke Kennard,3.6,42.2
Luke Kornet,2.8,30.4
Malcolm Brogdon,1.4,36.0
Malcolm Miller,0.6,38.9
Malik Beasley,3.5,40.5
Malik Monk,2.3,31.2
Malik Newman,0.0,-
Marc Gasol,3.2,38.7
Marco Belinelli,2.1,37.2
Marcus Morris Sr.,3.6,42.5
Marcus Smart,4.0,31.4
Marial Shayok,0.8,33.3
Mario Hezonja,1.1,30.5
Markelle Fultz,1.3,26.7
Markieff Morris,3.4,40.7
Marko Guduric,1.1,36.7
Marques Bolden,-,-
Marquese Chriss,0.6,21.6
Marvin Bagley III,1.7,18.2
Marvin Williams,2.4,36.2
Mason Plumlee,0.0,0.0
Matisse Thybulle,2.3,37.4
Matt Mooney,0.5,0.0
Matt Thomas,1.9,48.1
Matthew Dellavedova,1.2,24.3
Maurice Harkless,1.5,33.3
Max Strus,0.5,0.0
Maxi Kleber,4.1,37.7
Melvin Frazier Jr.,0.7,46.2
Meyers Leonard,2.3,41.0
Mfiondu Kabengele,1.5,44.4
Michael Carter-Williams,1.5,30.4
Michael Frazier II,1.5,21.1
Michael Kidd-Gilchrist,0.8,26.3
Michael Porter Jr.,1.9,41.5
Mikal Bridges,2.6,35.3
Mike Conley,2.5,42.0
Mike Muscala,2.9,38.7
Mike Scott,3.1,37.4
Miles Bridges,3.8,32.9
Mitchell Robinson,-,-
Miye Oni,1.4,42.9
Mo Bamba,1.7,35.6
Monte Morris,1.7,39.8
Montrezl Harrell,0.1,0.0
Moritz Wagner,1.7,32.1
Moses Brown,-,-
Mychal Mulder,7.1,30.0
Myles Turner,3.8,35.0
Nassir Little,1.0,22.0
Naz Mitrou-Long,1.2,16.7
Naz Reid,3.0,33.7
Nemanja Bjelica,3.8,40.9
Nerlens Noel,0.0,50.0
Nickeil Alexander-Walker,2.0,40.2
Nicolas Batum,1.6,34.3
Nicolas Claxton,0.3,20.0
Nicolo Melli,3.1,35.3
Nigel Williams-Goss,0.7,28.6
Nikola Jokic,2.9,32.5
Nikola Vucevic,4.6,34.0
Noah Vonleh,0.4,21.4
Norman Powell,4.0,44.0
Norvel Pelle,0.0,0.0
OG Anunoby,2.9,38.2
Omari Spellman,2.1,40.0
Oshae Brissett,0.7,21.4
Otto Porter Jr.,3.2,42.2
P.J. Tucker,4.0,36.1
P.J. Washington,3.5,38.5
PJ Dozier,0.7,31.6
Pascal Siakam,3.2,36.1
Pat Connaughton,2.2,32.2
Patrick Beverley,3.3,40.8
Patrick McCaw,1.6,36.2
Patrick Patterson,2.8,39.3
Patty Mills,3.7,40.2
Paul George,4.4,41.4
Paul Millsap,2.2,46.4
Paul Watson,0.7,42.9
Quinn Cook,1.2,40.7
Quinndary Weatherspoon,0.3,0.0
RJ Barrett,2.9,33.8
Rajon Rondo,1.3,39.3
Raul Neto,1.0,45.5
Rayjon Tucker,0.6,16.7
Reggie Bullock,3.2,33.7
Reggie Jackson,2.7,42.4
Richaun Holmes,-,-
Ricky Rubio,2.4,41.0
Robert Covington,6.1,33.0
Robert Williams III,-,-
Robin Lopez,1.6,34.0
Rodions Kurucs,1.7,36.6
Rodney Hood,2.2,55.3
Rodney McGruder,1.5,27.9
Romeo Langford,0.8,19.2
Rondae Hollis-Jefferson,0.4,13.6
Royce O'Neale,3.0,39.8
Rudy Gay,2.8,30.8
Rudy Gobert,-,-
Rui Hachimura,1.7,30.1
Russell Westbrook,1.9,29.1
Ryan Anderson,2.5,20.0
Ryan Arcidiacono,1.9,38.9
Ryan Broekhoff,2.8,38.3
Sekou Doumbouya,2.3,27.6
Semi Ojeleye,1.7,38.5
Serge Ibaka,3.1,37.8
Seth Curry,3.2,48.1
Shabazz Napier,1.8,32.7
Shai Gilgeous-Alexander,1.2,41.9
Shake Milton,2.7,43.9
Shamorie Ponds,0.3,100
Shaquille Harrison,0.8,39.4
Sindarius Thornwell,1.5,33.3
Skal Labissiere,0.3,18.2
Solomon Hill,2.6,35.7
Spencer Dinwiddie,2.2,37.3
Stanley Johnson,0.4,27.3
Stanton Kidd,0.3,0.0
Stephen Curry,4.4,27.3
Sterling Brown,1.8,36.3
Steven Adams,0.0,50.0
Svi Mykhailiuk,4.0,42.0
T.J. Leaf,0.6,29.4
T.J. McConnell,0.2,41.7
T.J. Warren,2.9,40.8
Tacko Fall,-,-
Taj Gibson,0.2,30.8
Talen Horton-Tucker,1.2,28.6
Tariq Owens,0.7,0.0
Taurean Prince,4.9,35.8
Terance Mann,0.4,33.3
Terence Davis,2.5,41.1
Terrance Ferguson,2.9,29.2
Terrence Ross,5.3,37.1
Terry Rozier,3.7,45.9
Thabo Sefolosha,1.2,27.5
Thaddeus Young,3.1,37.2
Thanasis Antetokounmpo,0.3,0.0
Theo Pinson,1.2,18.4
Thomas Bryant,1.7,42.5
Thon Maker,1.0,33.3
Tim Frazier,0.5,42.9
Tim Hardaway Jr.,4.9,42.1
Timothe Luwawu-Cabarrot,3.2,39.3
Tobias Harris,3.7,38.0
Tomas Satoransky,2.6,32.9
Tony Bradley,0.1,100
Tony Snell,3.8,37.7
Torrey Craig,2.3,32.1
Trae Young,1.7,46.6
Tremont Waters,0.8,0.0
Treveon Graham,2.0,26.6
Trevor Ariza,3.2,38.4
Trey Burke,1.7,38.6
Trey Lyles,2.4,38.8
Tristan Thompson,0.2,35.7
Troy Brown Jr.,2.1,39.2
Troy Daniels,2.0,35.4
Ty Jerome,1.3,23.1
Tyler Cook,-,-
Tyler Herro,3.0,44.2
Tyler Johnson,2.7,32.7
Tyler Zeller,-,-
Tyrone Wallace,0.7,0.0
Tyson Chandler,-,-
Tyus Jones,1.2,42.7
Udonis Haslem,0.8,33.3
Vic Law,0.9,14.3
Victor Oladipo,2.1,27.5
Vince Carter,2.8,28.8
Vincent Poirier,0.1,50.0
Vlatko Cancar,0.4,16.7
Wayne Ellington,2.8,39.4
Wendell Carter Jr.,0.6,23.1
Wenyen Gabriel,0.6,35.3
Wes Iwundu,1.3,32.3
Wesley Matthews,3.5,37.7
Will Barton,2.7,40.3
William Howard,1.0,0.0
Willie Cauley-Stein,0.0,0.0
Willy Hernangomez,0.7,23.8
Wilson Chandler,3.2,31.9
Yogi Ferrell,0.6,40.6
Yuta Watanabe,0.4,42.9
Zach Collins,1.6,38.9
Zach LaVine,2.8,42.6
Zach Norvell Jr.,1.6,37.5
Zhaire Smith,0.4,0.0
Zion Williamson,0.3,25.0
Zylan Cheatham,0.3,0.0
