Player,GP,MIN,PTS,FGA,FG%,3PA,3P%,REB,AST,TO,STL,BLK,Close FGA,Close FG%,Mid FGA,Mid FG%,Post_Ups,Drives,CS_3PA,CS_3P%,PP100Pos,AST %,REB %,USG %,Height,Pos,TEAM,Class
Ben Simmons: 2019,57.0,35.4,16.4,11.4,58.0,0.1,28.6,7.8,8.0,3.5,2.1,0.6,11.0,59.1,0.3,25.0,3.6,11.9,0.1,50.0,22.1,33.5,10.7,20.6,82.0,PG,PHI,6
Bobby Portis: 2019,66.0,21.1,10.1,8.9,45.0,2.8,35.8,5.1,1.5,1.1,0.5,0.3,4.1,56.1,2.0,38.6,3.0,1.7,2.7,35.6,22.6,11.2,11.4,20.7,82.0,PF,NYK,5
Brandon Clarke: 2019,58.0,22.4,12.1,8.3,61.8,1.1,35.9,5.9,1.4,0.9,0.6,0.8,6.6,68.2,0.6,32.4,0.5,1.5,1.1,36.5,24.4,9.2,12.4,18.0,80.0,PF,MEM,5
Brandon Ingram: 2019,62.0,33.9,23.8,17.7,46.3,6.2,39.1,6.1,4.2,3.0,1.0,0.6,7.6,53.9,3.9,43.2,1.2,12.7,4.8,42.0,32.0,19.2,8.4,27.5,79.0,PF,NOP,6
Bruce Brown: 2019,58.0,28.2,8.9,7.7,44.3,1.7,34.4,4.7,4.0,1.7,1.1,0.5,5.8,48.3,0.2,30.8,0.1,8.5,1.5,35.6,15.5,20.8,8.4,15.9,76.0,PG,DET,1
Bryn Forbes: 2019,63.0,25.1,11.2,9.2,41.7,6.0,38.8,2.0,1.7,0.9,0.5,0.0,1.6,50.0,1.6,43.9,0.0,2.8,4.5,39.5,21.4,9.7,3.9,18.5,74.0,SG,SAS,0
Cam Reddish: 2019,58.0,26.7,10.5,9.6,38.4,4.3,33.2,3.7,1.5,1.7,1.1,0.5,3.9,46.2,1.3,35.5,0.0,5.0,3.4,34.4,18.0,7.9,6.5,18.5,80.0,SF,ATL,0
Cameron Johnson: 2019,57.0,22.0,8.8,7.1,43.5,4.8,39.0,3.3,1.2,0.6,0.6,0.4,1.7,52.9,0.6,38.9,0.0,1.3,4.5,39.3,18.6,7.8,7.2,15.1,80.0,PF,PHX,0
Caris LeVert: 2019,45.0,29.6,18.7,16.3,42.5,4.9,36.4,4.2,4.4,2.6,1.2,0.2,9.8,48.0,1.6,31.5,0.6,15.0,1.7,31.6,29.7,24.2,6.5,28.4,78.0,SG,BKN,6
Carmelo Anthony: 2019,58.0,32.8,15.4,13.5,43.0,3.9,38.5,6.3,1.5,1.7,0.8,0.5,4.6,50.0,5.0,39.9,5.6,1.7,3.3,40.2,22.5,6.3,9.2,21.4,80.0,PF,POR,4
Cedi Osman: 2019,65.0,29.4,11.0,9.4,43.7,4.9,38.3,3.6,2.4,1.4,0.8,0.2,3.8,52.6,0.6,35.0,0.2,5.3,3.8,38.8,18.0,11.5,6.0,16.2,79.0,SF,CLE,0
Chris Paul: 2019,70.0,31.5,17.6,12.7,48.9,4.3,36.5,5.0,6.7,2.3,1.6,0.2,4.2,54.8,4.2,54.0,0.5,12.8,0.7,42.3,26.6,32.4,8.0,22.8,73.0,PG,OKC,6
Christian Wood: 2019,62.0,21.4,13.1,8.2,56.7,2.3,38.6,6.3,1.0,1.4,0.5,0.9,5.4,64.8,0.5,43.8,1.1,2.3,1.8,40.4,29.4,7.4,14.7,22.3,82.0,PF,DET,5
Clint Capela: 2019,39.0,32.8,13.9,9.9,62.9,0.0,0.0,13.8,1.2,1.6,0.8,1.8,9.8,63.3,0.1,25.0,0.6,0.2,0.0,0.0,19.5,5.6,19.1,15.6,82.0,C,ATL,3
Cody Zeller: 2019,58.0,23.1,11.1,8.3,52.4,1.3,24.0,7.1,1.5,1.3,0.7,0.4,6.9,58.0,0.1,60.0,0.9,2.9,1.2,23.9,23.6,11.1,15.1,20.1,84.0,C,CHA,5
Cory Joseph: 2019,72.0,24.4,6.4,5.7,41.5,2.2,35.2,2.6,3.5,1.1,0.7,0.3,2.3,52.2,1.2,37.2,0.1,5.3,1.7,39.0,12.6,19.9,5.3,12.7,75.0,PG,SAC,0
D'Angelo Russell: 2019,45.0,32.3,23.1,18.8,42.6,9.6,36.7,3.9,6.3,3.3,1.1,0.3,5.3,49.1,3.9,48.6,0.3,9.0,3.8,39.1,32.8,32.7,5.7,30.5,76.0,PG,MIN,6
DJ Augustin: 2019,57.0,24.9,10.5,8.1,39.9,3.5,34.8,2.1,4.6,1.5,0.6,0.0,3.3,45.5,1.2,36.6,0.0,9.3,1.6,41.6,20.2,28.1,4.1,18.4,71.0,PG,ORL,1
Damion Lee: 2019,49.0,29.0,12.7,10.4,41.7,4.9,35.6,4.9,2.7,1.4,1.0,0.1,3.8,50.0,1.8,40.7,0.1,5.5,4.1,37.4,20.3,13.9,8.1,18.4,77.0,SG,GSW,4
Daniel Theis: 2019,65.0,24.1,9.2,6.6,56.6,1.5,33.3,6.6,1.7,0.8,0.6,1.3,4.6,65.2,0.5,50.0,0.2,0.4,1.4,34.4,18.5,10.4,12.9,14.4,80.0,C,BOS,5
Danny Green: 2019,68.0,24.8,8.0,7.0,41.6,4.8,36.7,3.3,1.3,0.9,1.3,0.5,1.6,62.5,0.6,32.5,0.0,1.6,4.0,36.9,15.1,6.9,6.5,13.5,78.0,SG,LAL,0
Dario Saric: 2019,66.0,24.7,10.7,8.2,47.6,3.6,35.7,6.2,1.9,1.3,0.6,0.2,3.8,60.5,0.8,47.1,1.5,2.0,3.4,35.6,20.3,10.5,12.3,17.4,82.0,PF,PHX,5
Darius Garland: 2019,59.0,30.9,12.3,11.8,40.1,5.0,35.5,1.9,3.9,2.6,0.7,0.1,4.6,43.5,2.3,42.6,0.1,11.0,2.6,39.2,19.0,18.2,3.0,20.1,73.0,SG,CLE,1
DeAndre' Bembry: 2019,43.0,21.3,5.8,5.3,45.6,1.5,23.1,3.5,1.9,1.4,1.3,0.4,3.7,54.1,0.1,16.7,0.0,4.5,1.3,24.6,12.4,13.0,7.7,13.7,77.0,SG,ATL,0
Dennis Schroder: 2019,65.0,30.8,18.9,14.8,46.9,5.0,38.5,3.6,4.0,2.6,0.7,0.2,6.1,52.5,3.7,48.1,0.0,11.7,3.6,41.4,29.1,22.2,5.6,26.2,73.0,PG,OKC,6
Derrick Favors: 2019,51.0,24.4,9.0,6.6,61.7,0.1,14.3,9.8,1.6,1.1,0.6,0.9,5.9,66.1,0.5,35.7,1.0,0.2,0.1,20.0,17.0,8.7,18.5,13.5,81.0,C,NOP,3
Derrick Rose: 2019,50.0,26.0,18.1,15.1,49.0,2.9,30.6,2.4,5.6,2.5,0.8,0.3,9.2,56.5,2.9,44.9,0.0,17.6,0.9,42.2,32.8,37.3,4.6,30.3,74.0,PG,DET,6
Dillon Brooks: 2019,73.0,28.9,16.2,14.6,40.7,5.6,35.8,3.3,2.1,1.7,0.9,0.4,6.1,45.9,2.9,40.5,0.2,7.0,3.9,38.0,26.0,10.4,5.4,24.7,79.0,SG,MEM,4
Donovan Mitchell: 2019,69.0,34.3,24.0,19.4,44.9,6.9,36.6,4.4,4.3,2.7,1.0,0.2,9.1,50.5,3.5,46.0,0.0,15.6,2.7,43.2,33.5,21.4,6.4,30.3,73.0,SG,UTA,6
Donte DiVincenzo: 2019,66.0,23.0,9.2,7.7,45.5,3.7,33.6,4.8,2.3,1.4,1.3,0.3,3.4,58.8,0.6,48.7,0.0,3.4,2.7,35.2,18.0,13.4,9.3,16.8,76.0,SG,MIL,0
Dorian Finney-Smith: 2019,71.0,29.9,9.5,7.4,46.6,4.3,37.6,5.7,1.6,1.0,0.6,0.5,2.9,58.6,0.2,30.8,0.1,3.0,3.8,38.8,15.4,7.3,9.0,12.8,79.0,PF,DAL,0
Dwight Powell: 2019,40.0,26.5,9.4,5.7,63.8,1.0,25.6,5.7,1.5,0.9,0.9,0.6,4.6,76.1,0.1,0.0,0.1,1.7,0.9,27.8,17.1,7.6,10.2,12.6,82.0,C,DAL,5
Elfrid Payton: 2019,45.0,27.7,10.0,9.8,43.9,1.5,20.3,4.7,7.2,2.1,1.6,0.4,7.2,50.0,1.0,38.3,0.1,12.8,1.0,21.3,17.2,34.7,8.1,19.0,75.0,PG,NYK,1
Eric Bledsoe: 2019,61.0,27.0,14.9,11.5,47.5,3.5,34.4,4.6,5.4,2.4,0.9,0.4,6.7,56.7,1.4,38.6,0.3,11.8,1.4,26.4,24.6,27.5,7.7,23.3,73.0,PG,MIL,1
Eric Gordon: 2019,36.0,28.2,14.4,12.9,36.9,8.4,31.7,2.0,1.5,1.2,0.6,0.4,4.2,50.0,0.3,10.0,0.3,6.5,5.9,28.4,22.9,8.0,3.2,21.5,75.0,SF,HOU,4
Evan Fournier: 2019,66.0,31.4,18.5,14.1,46.7,6.6,39.9,2.6,3.2,1.9,1.1,0.2,5.3,54.7,2.2,45.3,0.1,8.7,3.7,42.8,28.3,16.0,4.0,23.7,79.0,SF,ORL,4
Frank Ntilikina: 2019,57.0,20.8,6.3,5.8,39.3,2.4,32.1,2.1,3.0,1.2,0.9,0.3,1.9,52.6,1.6,40.2,0.0,4.5,1.8,33.7,14.5,20.9,4.9,15.2,76.0,PG,NYK,0
Garrett Temple: 2019,62.0,27.9,10.3,9.5,37.8,6.2,32.9,3.5,2.5,1.0,0.8,0.5,2.4,50.0,0.8,34.0,0.1,2.9,4.3,35.6,17.3,13.2,5.6,16.2,77.0,SG,BKN,0
Gary Harris: 2019,56.0,31.8,10.4,9.3,42.0,3.8,33.3,2.9,2.1,1.1,1.4,0.3,4.5,48.9,1.0,43.9,0.0,5.5,2.6,36.7,16.0,9.1,4.6,15.0,76.0,SG,DEN,0
Gary Trent Jr: 2019,61.0,21.8,8.9,7.2,44.4,4.4,41.8,1.6,1.0,0.3,0.8,0.3,1.5,53.3,1.3,43.8,0.1,1.3,2.9,41.5,19.1,6.4,3.5,15.0,77.0,SF,POR,0
George Hill: 2019,59.0,21.5,9.4,6.4,51.6,3.0,46.0,3.0,3.1,1.0,0.8,0.1,2.9,58.6,0.5,37.5,0.1,4.2,1.6,50.0,19.9,19.6,6.3,15.2,75.0,PG,MIL,0
Giannis Antetokounmpo: 2019,63.0,30.4,29.5,19.7,55.3,4.7,30.4,13.6,5.6,3.7,1.0,1.0,13.1,67.2,1.8,38.8,4.4,10.5,1.0,36.9,43.2,32.8,19.6,36.3,83.0,PF,MIL,2
Glenn Robinson III: 2019,62.0,28.8,11.7,9.5,48.6,3.2,39.1,4.4,1.5,0.9,0.9,0.3,4.1,58.5,2.2,46.0,0.1,2.9,2.8,39.9,19.3,8.1,7.4,16.0,78.0,SF,PHI,0
Goran Dragic: 2019,59.0,28.2,16.2,12.3,44.1,5.7,36.7,3.2,5.1,2.4,0.7,0.2,4.8,54.2,1.7,42.0,0.3,10.8,3.2,35.4,27.2,29.7,5.5,24.8,75.0,PG,MIA,1
Ian Mahinmi: 2019,38.0,21.3,7.4,5.5,49.5,0.7,19.2,5.7,1.3,1.2,0.8,1.2,4.6,56.5,0.2,28.6,0.3,0.8,0.6,20.8,16.5,8.4,13.0,15.4,83.0,C,WAS,5
Isaiah Thomas: 2019,40.0,23.1,12.2,10.7,40.8,4.7,41.3,1.7,3.7,1.9,0.3,0.2,3.4,38.2,2.5,43.6,0.0,6.8,2.7,45.9,24.0,22.4,3.6,23.6,69.0,PG,WAS,1
Ish Smith: 2019,68.0,26.3,10.9,10.1,44.7,2.5,36.7,3.2,4.9,1.4,0.9,0.4,4.8,52.1,2.9,40.5,0.0,10.7,1.6,37.6,19.0,26.6,5.7,18.6,72.0,PG,WAS,1
JaMychal Green: 2019,63.0,20.7,6.8,5.6,42.9,3.8,38.7,6.2,0.8,0.9,0.5,0.4,1.7,52.9,0.2,41.7,0.4,0.5,3.6,38.8,15.1,5.1,13.4,13.2,80.0,PF,LAC,0
Jabari Parker: 2019,38.0,24.2,14.0,11.3,51.0,3.1,26.9,5.6,1.8,1.7,1.2,0.4,7.1,64.8,1.1,27.5,1.2,3.5,2.6,27.6,26.4,11.0,11.6,23.3,80.0,PF,SAC,5
Jae Crowder: 2019,65.0,28.8,10.5,8.7,40.1,6.1,34.3,5.9,2.5,1.1,1.1,0.4,2.0,60.0,0.5,38.2,0.3,1.3,4.2,32.2,17.0,11.7,9.8,15.2,78.0,SF,MIA,0
Jake Layman: 2019,23.0,22.0,9.1,7.8,45.3,3.1,33.3,2.5,0.7,1.0,0.7,0.4,4.0,52.5,0.7,60.0,0.2,2.5,2.3,36.5,18.2,4.1,5.2,16.5,80.0,SF,MIN,0
Jarrett Allen: 2019,70.0,26.5,11.1,6.6,64.9,0.1,0.0,9.6,1.6,1.1,0.6,1.3,6.5,66.2,0.1,40.0,0.2,0.3,0.1,0.0,19.8,8.6,16.7,14.8,83.0,C,BKN,3
Jarrett Culver: 2019,63.0,23.9,9.2,9.0,40.4,3.5,29.9,3.4,1.7,1.3,0.9,0.6,5.1,49.0,0.4,37.5,0.1,5.3,2.4,29.3,17.6,10.5,6.5,18.7,78.0,SG,MIN,0
Jeff Teague: 2019,59.0,24.8,10.9,8.3,43.6,2.0,36.8,2.4,5.2,2.0,0.7,0.3,5.6,46.4,0.7,36.6,0.1,11.7,0.8,31.9,20.1,30.6,4.6,19.2,75.0,PG,ATL,1
Jerami Grant: 2019,71.0,26.6,12.0,8.9,47.8,3.5,38.9,3.5,1.2,0.9,0.7,0.8,4.3,58.1,1.1,39.5,1.3,3.2,3.5,39.0,21.8,6.8,6.5,17.7,80.0,PF,DEN,0
Jeremy Lamb: 2019,46.0,28.1,12.5,10.4,45.1,3.4,33.5,4.3,2.1,1.1,1.2,0.5,4.0,52.5,3.0,47.4,0.1,5.9,2.1,38.5,21.5,10.7,7.9,19.5,77.0,SG,IND,4
Joe Harris: 2019,69.0,30.8,14.5,11.4,48.6,5.9,42.4,4.3,2.1,1.5,0.6,0.2,4.8,56.3,0.7,43.1,0.1,6.5,4.5,44.6,22.0,10.0,6.5,17.9,78.0,SF,BKN,4
Joe Ingles: 2019,72.0,29.7,9.8,7.7,44.5,4.9,39.9,3.9,5.2,2.0,0.9,0.2,2.4,54.2,0.4,41.4,0.1,8.0,2.5,44.8,15.8,24.4,6.4,14.8,79.0,PF,UTA,1
Joel Embiid: 2019,51.0,29.5,23.0,15.7,47.7,3.4,33.1,11.6,3.0,3.1,0.9,1.3,7.7,58.4,4.7,40.2,9.8,2.4,2.9,33.8,36.6,17.8,18.7,31.5,84.0,C,PHI,2
John Collins: 2019,41.0,33.2,21.6,14.8,58.3,3.6,40.1,10.1,1.5,1.8,0.8,1.6,10.1,67.3,1.1,37.8,1.7,2.4,3.3,42.5,29.9,7.5,14.4,22.4,81.0,PF,ATL,2
Jonas Valanciunas: 2019,70.0,26.4,14.9,10.6,58.5,1.3,35.2,11.3,1.9,1.8,0.4,1.1,8.5,63.5,0.8,32.7,4.5,1.1,1.2,36.0,26.3,10.9,19.7,21.1,83.0,C,MEM,5
Jonathan Isaac: 2019,34.0,28.8,11.9,9.8,47.0,2.8,34.0,6.8,1.4,1.4,1.6,2.3,5.1,58.8,1.9,35.9,0.9,2.9,2.6,34.5,19.8,7.4,11.5,18.1,83.0,PF,ORL,5
Jordan Clarkson: 2019,71.0,24.0,15.2,12.2,45.4,5.8,36.8,2.6,1.9,1.4,0.6,0.2,5.6,55.4,0.8,31.7,0.2,8.9,3.4,40.2,30.3,13.0,5.3,25.4,76.0,SG,UTA,4
Jordan McRae: 2019,37.0,21.2,11.5,9.9,40.7,3.4,35.7,3.4,2.5,1.2,0.6,0.4,4.1,48.8,2.4,36.0,0.0,5.5,1.9,39.1,24.9,17.4,7.8,23.9,77.0,SG,DET,1
Jordan Poole: 2019,57.0,22.3,8.8,8.8,33.3,4.6,27.9,2.1,2.4,1.3,0.6,0.2,2.4,45.8,1.7,34.3,0.0,4.6,3.2,29.9,18.2,16.0,4.5,20.0,76.0,SG,GSW,0
Josh Okogie: 2019,62.0,25.0,8.6,6.4,42.7,2.5,26.6,4.3,1.6,1.4,1.1,0.4,3.9,53.8,0.1,20.0,0.0,4.6,2.1,26.6,15.6,8.9,8.1,14.8,76.0,SG,MIN,0
Josh Richardson: 2019,55.0,30.8,13.7,11.7,43.0,4.5,34.1,3.2,2.9,1.9,0.9,0.7,4.5,48.9,2.7,48.0,0.1,8.0,3.4,34.6,21.3,13.8,4.9,20.0,77.0,SG,PHI,4
Jrue Holiday: 2019,61.0,34.7,19.1,16.5,45.5,5.7,35.3,4.8,6.7,3.0,1.6,0.8,9.6,53.1,1.2,33.3,0.3,14.9,2.3,36.4,25.3,28.4,6.5,24.1,75.0,SG,NOP,6
Justin Holiday: 2019,73.0,25.0,8.3,6.7,42.8,4.5,40.5,3.3,1.3,0.6,1.2,0.6,1.5,53.3,0.6,44.7,0.0,1.4,3.7,40.1,15.5,6.8,6.2,13.0,78.0,SF,IND,0
Kawhi Leonard: 2019,57.0,32.4,27.1,19.9,47.0,5.7,37.8,7.1,4.9,2.6,1.8,0.6,8.5,56.5,5.7,42.9,4.6,13.4,2.7,40.4,39.8,25.5,10.3,32.7,79.0,SF,LAC,6
Kemba Walker: 2019,56.0,31.1,20.4,15.9,42.5,8.4,38.1,3.9,4.8,2.1,0.9,0.5,5.4,46.3,2.1,50.4,0.0,10.9,2.6,42.0,31.5,23.2,6.0,26.8,72.0,PG,BOS,6
Kenrich Williams: 2019,39.0,21.3,3.5,3.8,34.7,2.5,25.8,4.8,1.5,0.6,0.7,0.5,1.2,58.3,0.1,25.0,0.0,1.4,2.3,26.7,7.6,8.7,10.4,8.7,78.0,PF,NOP,0
Kent Bazemore: 2019,68.0,24.8,8.8,7.9,37.5,3.6,34.4,4.3,1.4,1.3,1.1,0.6,3.3,45.5,0.9,28.1,0.2,4.0,2.9,37.8,16.6,7.7,8.1,17.1,76.0,SF,SAC,0
Kentavious Caldwell-Pope: 2019,69.0,25.5,9.3,7.3,46.7,3.5,38.5,2.1,1.6,0.9,0.8,0.2,2.6,61.5,1.3,43.7,0.0,2.4,3.0,39.0,17.1,8.5,3.8,14.2,77.0,SG,LAL,0
Kevin Porter Jr: 2019,50.0,23.2,10.0,8.4,44.2,3.2,33.5,3.2,2.2,1.9,0.9,0.3,3.8,57.9,1.4,29.2,0.1,5.1,1.6,40.7,20.6,14.7,6.8,20.2,76.0,SF,CLE,0
Kris Dunn: 2019,51.0,24.9,7.3,6.7,44.4,2.2,25.9,3.6,3.4,1.3,2.0,0.3,4.2,57.1,0.4,16.7,0.1,7.0,1.9,26.3,14.0,19.8,7.3,14.5,75.0,PG,CHI,1
Ky Bowman: 2019,45.0,22.6,7.4,7.1,41.7,2.4,30.8,2.7,2.9,1.6,1.0,0.2,3.2,50.0,1.6,42.5,0.1,5.3,1.3,31.0,15.6,20.2,5.7,16.8,73.0,PG,GSW,1
Kyle Kuzma: 2019,61.0,25.0,12.8,11.0,43.6,4.5,31.6,4.5,1.3,1.5,0.5,0.4,5.0,56.0,1.6,33.3,1.0,4.3,3.3,36.5,23.7,7.6,8.5,22.1,80.0,PF,LAL,4
Kyle Lowry: 2019,58.0,36.2,19.4,13.8,41.6,8.0,35.2,5.0,7.5,3.1,1.4,0.4,4.5,55.6,1.3,37.7,0.1,9.6,3.6,34.1,25.2,30.9,6.6,22.5,72.0,PG,TOR,6
Kyrie Irving: 2019,20.0,32.9,27.4,20.8,47.8,7.1,39.4,5.2,6.4,2.6,1.4,0.5,9.6,55.2,4.2,45.2,0.3,14.2,1.9,45.9,38.3,33.1,7.5,31.8,74.0,PG,BKN,6
LaMarcus Aldridge: 2019,53.0,33.1,18.9,15.0,49.3,3.0,38.9,7.4,2.4,1.4,0.7,1.6,5.4,59.3,6.6,44.9,9.7,0.6,2.6,38.0,27.5,11.7,11.0,23.6,83.0,C,SAS,2
Landry Shamet: 2019,53.0,27.4,9.3,7.4,40.4,5.6,37.5,1.9,1.9,0.8,0.4,0.2,1.5,60.0,0.4,21.1,0.0,2.2,4.6,38.3,15.8,9.0,3.2,13.2,76.0,SG,LAC,0
Langston Galloway: 2019,66.0,25.8,10.3,8.2,43.5,5.0,39.9,2.3,1.5,0.6,0.7,0.2,2.3,52.2,0.9,42.6,0.0,3.0,4.7,40.7,19.0,8.9,4.3,14.9,73.0,SG,DET,0
Larry Nance Jr: 2019,56.0,26.3,10.1,7.7,53.1,2.8,35.2,7.3,2.2,1.1,1.0,0.4,4.0,67.5,0.9,42.9,1.4,1.2,2.5,37.6,18.4,12.6,13.6,15.0,79.0,PF,CLE,5
Lou Williams: 2019,65.0,28.7,18.2,14.4,41.8,4.8,35.2,3.1,5.6,2.8,0.7,0.2,5.8,48.3,3.7,40.1,0.0,11.1,2.1,40.9,28.9,29.4,4.9,27.1,73.0,PG,LAC,6
Luguentz Dort: 2019,36.0,22.8,6.8,6.1,39.4,2.8,29.7,2.3,0.8,0.6,0.9,0.1,3.1,48.4,0.1,0.0,0.0,3.3,2.6,29.5,14.4,4.5,4.9,13.9,75.0,SF,OKC,0
Luke Kennard: 2019,28.0,32.9,15.8,12.2,44.2,6.5,39.9,3.5,4.1,1.5,0.4,0.2,3.7,54.1,2.1,43.1,0.0,7.9,3.6,42.2,23.2,18.8,5.4,19.3,77.0,SG,DET,4
Malcolm Brogdon: 2019,54.0,30.9,16.5,13.8,43.8,4.3,32.6,4.9,7.1,2.4,0.6,0.2,6.2,48.4,3.3,49.7,0.3,14.2,1.4,36.0,26.0,35.0,7.8,24.9,77.0,PG,IND,6
Malik Beasley: 2019,55.0,22.0,11.2,9.7,42.5,5.0,38.8,2.7,1.4,1.0,0.7,0.1,3.4,50.0,1.2,44.8,0.0,3.8,3.5,40.5,23.6,9.3,5.9,20.8,76.0,SG,MIN,0
Malik Monk: 2019,55.0,21.3,10.3,8.9,43.4,3.7,28.4,2.9,2.1,1.4,0.5,0.3,4.6,58.7,0.5,27.6,0.0,6.6,2.3,31.2,23.3,16.8,6.3,22.0,75.0,SG,CHA,0
Marc Gasol: 2019,44.0,26.4,7.5,6.3,42.7,3.4,38.5,6.3,3.3,1.3,0.8,0.9,2.4,54.2,0.6,18.5,2.1,0.7,3.2,38.7,13.4,17.3,11.2,13.3,83.0,C,TOR,0
Markelle Fultz: 2019,72.0,27.7,12.1,10.7,46.5,1.9,26.7,3.3,5.1,2.0,1.3,0.2,6.5,53.8,2.4,41.6,0.3,12.0,1.3,26.7,20.8,27.3,5.8,21.0,75.0,PG,ORL,1
Markieff Morris: 2019,58.0,20.5,9.7,7.9,44.3,3.9,38.6,3.8,1.3,1.3,0.5,0.3,2.8,57.1,1.1,39.1,1.9,1.8,3.4,40.7,22.3,10.0,8.9,20.2,80.0,PF,LAL,0
Marquese Chriss: 2019,59.0,20.3,9.3,6.5,54.5,0.7,20.5,6.2,1.9,1.3,0.7,1.1,5.6,58.9,0.3,31.3,1.9,1.0,0.6,21.6,21.4,15.0,14.8,18.4,81.0,PF,GSW,5
Maurice Harkless: 2019,62.0,23.0,5.8,4.6,50.2,1.6,34.7,3.9,1.1,0.9,0.9,0.5,2.8,57.1,0.2,45.5,0.3,1.9,1.5,33.3,11.6,6.2,7.9,10.5,79.0,PF,NYK,0
Maxi Kleber: 2019,74.0,25.5,9.1,6.9,46.1,4.3,37.3,5.2,1.2,0.8,0.3,1.1,2.5,60.0,0.2,43.8,0.2,1.1,4.1,37.7,16.9,6.5,9.5,13.4,82.0,PF,DAL,0
Meyers Leonard: 2019,51.0,20.3,6.1,4.6,50.9,2.5,41.4,5.1,1.1,0.8,0.3,0.3,1.8,72.2,0.2,18.2,0.6,0.7,2.3,41.0,14.7,7.5,12.6,12.1,84.0,C,MIA,5
Mikal Bridges: 2019,73.0,28.0,9.1,6.6,51.0,2.7,36.1,4.0,1.8,1.0,1.4,0.6,3.5,62.9,0.5,38.2,0.2,2.9,2.6,35.3,15.2,8.6,7.0,12.5,78.0,SF,PHX,0
Miles Bridges: 2019,65.0,30.7,13.0,11.6,42.4,4.6,33.0,5.6,1.8,1.5,0.6,0.7,6.3,49.2,0.6,35.0,1.7,5.5,3.8,32.9,20.9,9.2,8.8,19.6,78.0,SF,CHA,4
Mitchell Robinson: 2019,61.0,23.2,9.7,5.6,74.2,0.0,0.0,7.0,0.6,0.6,0.9,2.0,5.6,75.0,0.0,50.0,0.2,0.1,0.0,0.0,20.0,3.9,14.1,12.9,84.0,C,NYK,3
Monte Morris: 2019,73.0,22.4,9.0,7.8,45.9,2.4,37.8,1.9,3.5,0.7,0.8,0.2,3.6,50.0,1.8,47.7,0.1,5.6,1.7,39.8,19.3,21.9,4.0,16.8,74.0,PG,DEN,1
Montrezl Harrell: 2019,63.0,27.8,18.6,12.9,58.0,0.3,0.0,7.1,1.7,1.7,0.6,1.1,12.1,61.2,0.5,13.8,4.3,2.9,0.1,0.0,30.7,10.2,11.6,24.5,79.0,C,LAC,3
Nemanja Bjelica: 2019,72.0,27.9,11.5,9.1,48.1,4.4,41.9,6.4,2.8,1.4,0.9,0.6,4.1,56.1,0.5,35.9,2.6,3.3,3.8,40.9,19.8,14.1,11.5,16.7,82.0,PF,SAC,5
Nicolas Batum: 2019,22.0,23.0,3.6,3.7,34.6,2.2,28.6,4.5,3.0,1.0,0.8,0.4,0.9,66.7,0.5,8.3,0.1,1.2,1.6,34.3,7.7,17.3,9.7,9.3,81.0,SF,CHA,0
Nikola Jokic: 2019,73.0,32.0,19.9,14.7,52.8,3.5,31.4,9.7,7.0,3.1,1.2,0.6,8.0,65.0,3.1,45.6,8.1,3.2,2.9,32.5,30.8,35.0,15.5,26.6,84.0,C,DEN,2
Nikola Vucevic: 2019,62.0,32.2,19.6,16.7,47.7,4.7,33.9,10.9,3.6,1.4,0.9,0.8,9.2,56.5,2.8,41.7,8.1,1.7,4.6,34.0,29.2,18.2,16.7,25.8,83.0,C,ORL,2
Norman Powell: 2019,52.0,28.4,16.0,11.5,49.5,5.3,39.9,3.7,1.8,1.5,1.2,0.4,5.5,60.0,0.8,39.5,0.0,5.4,4.0,44.0,26.0,9.5,5.9,21.0,75.0,SG,TOR,4
OG Anunoby: 2019,69.0,29.9,10.6,8.2,50.5,3.3,39.0,5.3,1.6,1.1,1.4,0.7,4.6,60.9,0.2,33.3,0.8,3.5,2.9,38.2,16.7,7.4,8.5,14.2,79.0,SF,TOR,0
PJ Tucker: 2019,72.0,34.3,6.9,5.9,41.5,4.2,35.8,6.6,1.6,1.0,1.1,0.5,1.5,53.3,0.3,47.6,0.0,1.2,4.0,36.1,9.4,6.1,8.9,8.7,77.0,PF,HOU,0
PJ Washington: 2019,58.0,30.3,12.2,10.2,45.5,4.0,37.4,5.4,2.1,1.6,0.9,0.8,5.9,50.8,0.3,29.4,3.7,4.0,3.5,38.5,19.9,11.5,8.7,18.4,79.0,PF,CHA,4
Patrick Beverley: 2019,51.0,26.3,7.9,6.7,43.1,4.0,38.8,5.2,3.6,1.3,1.1,0.5,2.4,54.2,0.2,27.3,0.0,4.5,3.3,40.8,14.3,18.0,9.3,13.1,73.0,PG,LAC,0
Patrick McCaw: 2019,37.0,24.5,4.6,4.4,41.4,1.9,32.4,2.3,2.1,0.8,1.1,0.1,2.0,50.0,0.5,38.9,0.0,2.8,1.6,36.2,8.8,11.8,4.5,9.3,79.0,SF,TOR,0
Patty Mills: 2019,66.0,22.5,11.6,9.1,43.1,6.1,38.2,1.6,1.8,0.8,0.8,0.1,1.5,60.0,1.4,44.4,0.0,2.6,3.7,40.2,23.8,11.2,3.5,19.3,73.0,PG,SAS,0
Paul George: 2019,48.0,29.6,21.5,16.3,43.9,7.9,41.2,5.7,3.9,2.6,1.4,0.4,5.0,52.0,3.4,37.2,1.4,8.3,4.4,41.4,34.2,20.5,9.1,29.2,80.0,SF,LAC,6
