Player,Close FGA,Close FG%,Mid FGA,Mid FG%
Demetrius Jackson,0.3,100.0,1.0,50.0
Dennis Schroder,7.9,50.6,3.8,45.6
Denzel Valentine,0.9,33.3,0.5,33.3
Deron Williams,2.9,51.7,2.9,45.9
Derrick Favors,5.2,55.8,2.9,37.2
Derrick Jones Jr.,3.1,64.5,0.4,28.6
Derrick Rose,9.9,51.5,4.4,44.0
Derrick Williams,2.1,57.1,0.9,48.9
Devin Booker,6.6,51.5,6.6,38.7
Devin Harris,2.0,50.0,0.6,41.7
Dewayne Dedmon,3.1,64.5,0.3,38.1
Deyonta Davis,1.3,53.8,0.3,11.1
Diamond Stone,1.0,20.0,1.1,25.0
Dion Waiters,6.2,46.8,3.5,38.8
Dirk Nowitzki,2.0,55.0,6.7,44.3
Domantas Sabonis,3.0,43.3,1.0,40.7
Donatas Motiejunas,2.4,50.0,0.3,40.0
Dorian Finney-Smith,1.4,57.1,0.4,25.8
Doug McDermott,2.5,56.0,1.8,44.6
Dragan Bender,1.0,60.0,0.4,29.4
Draymond Green,4.6,52.2,0.4,20.6
Dwight Howard,7.5,68.0,0.7,26.4
Dwight Powell,2.8,71.4,1.1,30.7
Dwyane Wade,7.2,51.4,6.3,39.6
E'Twaun Moore,3.5,57.1,2.1,37.3
Ed Davis,3.1,51.6,0.0,0.0
Edy Tavares,2.5,80.0,0.0,0.0
Elfrid Payton,7.5,53.3,1.9,38.8
Elijah Millsap,1.0,50.0,1.5,0.0
Emmanuel Mudiay,5.2,44.2,1.6,30.3
Enes Kanter,8.0,61.3,1.6,38.5
Eric Bledsoe,7.1,54.9,3.9,35.1
Eric Gordon,4.0,50.0,0.7,26.8
Ersan Ilyasova,3.8,52.6,2.2,42.8
Evan Fournier,6.4,53.1,2.0,38.5
Evan Turner,3.5,54.3,3.1,41.6
Frank Kaminsky,4.8,50.0,1.2,32.2
Fred VanVleet,2.1,28.6,0.5,50.0
Garrett Temple,1.9,52.6,1.4,35.6
Gary Harris,5.5,60.0,1.2,37.9
Gary Neal,0.0,,2.5,0.0
Gary Payton II,1.9,52.6,0.4,50.0
George Hill,4.7,57.4,3.0,43.2
Georges Niang,1.2,33.3,0.1,0.0
Georgios Papagiannis,4.0,60.0,0.8,35.3
Gerald Green,1.5,53.3,1.1,33.3
Gerald Henderson,2.7,51.9,2.7,38.7
Giannis Antetokounmpo,10.3,63.1,3.2,33.5
Glenn Robinson III,1.6,62.5,1.4,43.9
Goran Dragic,7.6,55.3,3.8,39.7
Gordon Hayward,6.2,61.3,4.4,38.4
Gorgui Dieng,4.4,54.5,3.2,45.2
Greg Monroe,7.7,55.8,1.2,42.3
Greivis Vasquez,1.0,0.0,0.7,50.0
Harrison Barnes,7.0,55.7,6.4,41.8
Hassan Whiteside,10.6,59.4,2.0,37.5
Henry Ellenson,1.1,54.5,0.6,27.3
Hollis Thompson,1.8,50.0,0.8,32.3
Ian Clark,2.3,60.9,1.1,48.9
Ian Mahinmi,3.5,60.0,0.1,0.0
Iman Shumpert,1.4,50.0,1.6,44.4
Isaiah Canaan,1.2,58.3,0.8,37.5
Isaiah Taylor,1.1,0.0,0.3,100
Isaiah Thomas,8.9,53.9,2.0,48.7
Isaiah Whitehead,4.0,47.5,0.9,29.9
Ish Smith,4.7,48.9,3.2,44.4
Ivica Zubac,5.2,55.8,1.1,50.0
J.J. Barea,3.4,47.1,2.2,42.3
JJ Redick,1.6,56.3,3.8,44.0
JR Smith,0.9,44.4,1.2,24.5
JaMychal Green,3.5,54.3,1.2,51.1
JaVale McGee,4.0,67.5,0.1,37.5
Jabari Parker,9.0,57.8,3.5,37.5
Jae Crowder,2.5,68.0,2.0,37.8
Jahlil Okafor,8.1,54.3,1.5,32.4
Jake Layman,0.6,50.0,0.5,17.6
Jakob Poeltl,2.0,60.0,0.1,33.3
Jamal Crawford,2.8,42.9,4.0,43.3
Jamal Murray,3.2,53.1,1.5,37.9
Jameer Nelson,2.4,54.2,2.0,41.1
James Ennis III,2.5,52.0,0.4,32.0
James Harden,7.7,55.8,2.0,41.1
James Johnson,5.4,59.3,1.3,40.2
James Jones,0.2,50.0,0.4,47.1
James Michael McAdoo,1.7,64.7,0.4,33.3
James Young,0.7,57.1,0.2,20.0
Jared Dudley,1.1,63.6,1.1,50.0
Jared Sullinger,2.0,40.0,0.6,42.9
Jarell Eddie,0.4,100.0,0.2,0.0
Jarell Martin,2.3,39.1,0.8,39.4
Jarnell Stokes,0.5,100.0,0.0,0.0
Jarrett Jack,0.5,100.0,0.5,100
Jarrod Uthoff,2.0,45.0,1.4,45.5
Jason Smith,1.2,66.7,2.2,52.5
Jason Terry,0.7,42.9,0.3,35.0
Jaylen Brown,3.0,56.7,0.7,31.5
Jeff Green,3.4,50.0,1.9,36.8
Jeff Teague,6.3,47.6,1.7,45.4
Jeff Withey,1.9,52.6,0.1,60.0
Jerami Grant,2.1,57.1,0.5,28.6
Jeremy Lamb,3.4,58.8,2.2,45.3
Jeremy Lin,4.6,50.0,2.2,43.0
Jerian Grant,1.4,57.1,1.2,37.2
Jerryd Bayless,6.0,43.3,3.0,11.1
Jimmy Butler,7.0,55.7,6.2,38.4
Joakim Noah,4.2,52.4,0.1,20.0
Jodie Meeks,1.8,44.4,1.4,36.5
Joe Harris,2.3,52.2,0.5,30.8
Joe Ingles,1.5,53.3,0.7,25.9
Joe Johnson,2.7,55.6,2.1,35.6
Joe Young,1.0,30.0,0.8,44.0
Joel Anthony,0.9,66.7,0.1,50.0
Joel Bolomboy,1.1,72.7,0.1,0.0
Joel Embiid,7.3,53.4,3.4,41.3
Joffrey Lauvergne,2.9,51.7,0.6,31.6
John Henson,4.6,54.3,0.7,30.8
John Jenkins,0.0,,0.8,33.3
John Lucas III,0.2,100.0,0.7,0.0
John Wall,9.2,54.3,5.7,38.7
Johnny O'Bryant III,1.7,58.8,0.9,25.0
Jon Leuer,3.6,66.7,2.8,39.6
Jonas Jerebko,1.3,53.8,0.3,54.2
Jonas Valanciunas,6.7,59.7,2.1,41.8
Jonathan Gibson,1.5,46.7,1.6,36.0
Jonathon Simmons,2.8,53.6,1.3,30.8
Jordan Clarkson,6.0,55.0,2.6,41.7
Jordan Crawford,3.2,68.8,3.3,41.3
Jordan Farmar,1.5,0.0,0.0,0.0
Jordan Hill,1.0,40.0,1.0,33.3
Jordan McRae,1.8,38.9,1.2,45.0
Jordan Mickey,1.3,46.2,0.3,40.0
Jose Calderon,0.6,50.0,1.1,42.6
Josh Huestis,2.5,60.0,1.0,50.0
Josh McRoberts,2.5,40.0,1.4,29.0
Josh Richardson,2.7,48.1,2.7,38.5
Jrue Holiday,6.4,54.7,2.8,39.4
Juancho Hernangomez,1.6,56.3,0.2,9.1
Julius Randle,8.2,53.7,1.3,37.4
Justin Anderson,2.8,60.7,0.6,12.2
Justin Hamilton,2.6,61.5,0.5,38.2
Justin Harper,1.0,30.0,0.7,100
Justin Holiday,1.7,58.8,1.6,42.3
Justise Winslow,7.5,44.0,3.1,27.3
Jusuf Nurkic,7.3,53.4,0.9,31.0
KJ McDaniels,2.0,60.0,0.2,36.4
Karl-Anthony Towns,11.3,62.8,3.5,43.7
Kawhi Leonard,6.2,58.1,6.3,47.3
Kay Felder,1.8,44.4,1.6,38.8
Kelly Olynyk,3.3,69.7,0.9,36.8
Kelly Oubre Jr.,2.4,54.2,0.8,40.6
Kemba Walker,7.0,51.4,3.7,41.6
Kenneth Faried,6.2,58.1,0.5,23.3
Kent Bazemore,3.9,46.2,2.3,42.4
Kentavious Caldwell-Pope,3.2,46.9,3.3,40.2
Kevin Durant,7.4,67.6,4.2,47.3
Kevin Love,5.3,50.9,2.7,40.9
Kevin Seraphin,2.7,63.0,1.5,44.3
Kevon Looney,1.7,64.7,0.2,0.0
Khris Middleton,3.7,48.6,4.2,42.6
Klay Thompson,4.6,58.7,4.8,44.8
Kosta Koufos,5.3,56.6,0.2,31.3
Kris Dunn,1.6,43.8,1.5,33.0
Kris Humphries,2.0,45.0,0.9,40.0
Kristaps Porzingis,5.9,54.2,4.3,41.8
Kyle Anderson,1.7,52.9,0.8,32.7
Kyle Korver,0.5,60.0,1.8,46.7
Kyle Lowry,5.8,55.2,1.7,42.2
Kyle O'Quinn,3.2,62.5,1.8,40.4
Kyle Singler,1.3,61.5,0.2,33.3
Kyle Wiltjer,0.0,,0.1,0.0
Kyrie Irving,7.9,51.9,5.7,47.6
LaMarcus Aldridge,5.9,57.6,7.9,41.2
Lamar Patterson,1.6,25.0,0.3,0.0
Lance Stephenson,2.8,57.1,2.7,36.7
Lance Thomas,2.0,40.0,1.4,33.3
Langston Galloway,1.2,41.7,2.1,35.5
Larry Nance Jr.,3.5,62.9,1.6,38.8
Larry Sanders,0.8,25.0,0.0,0.0
Lavoy Allen,1.8,50.0,1.0,35.0
LeBron James,9.9,69.7,3.6,36.2
Leandro Barbosa,2.6,50.0,1.8,39.2
Lou Williams,5.0,52.0,1.8,36.1
Luc Mbah a Moute,2.4,58.3,1.0,48.1
Lucas Nogueira,2.5,72.0,0.1,33.3
Luis Scola,2.5,60.0,0.3,27.3
Luke Babbitt,0.5,20.0,0.5,37.8
Luol Deng,3.0,53.3,1.7,24.0
Malachi Richardson,0.9,44.4,1.0,52.2
Malcolm Brogdon,4.7,48.9,1.2,38.9
Malcolm Delaney,1.1,36.4,2.7,46.0
Malik Beasley,1.8,61.1,0.6,30.0
Manny Harris,2.3,34.8,1.3,0.0
Manu Ginobili,2.2,45.5,0.9,23.3
Marc Gasol,6.7,53.7,5.3,40.8
Marcelo Huertas,1.4,50.0,0.8,38.9
Marcin Gortat,6.9,60.9,1.3,40.9
Marco Belinelli,1.7,58.8,2.8,43.3
Marcus Georges-Hunt,0.9,33.3,0.2,0.0
Marcus Morris Sr.,3.0,50.0,5.2,45.5
Marcus Smart,4.1,43.9,1.2,35.5
Marcus Thornton,2.5,48.0,1.4,34.0
Mario Hezonja,1.5,46.7,1.4,31.1
Markieff Morris,5.7,54.4,3.4,39.7
Marquese Chriss,4.1,56.1,0.9,31.9
Marreese Speights,2.6,57.7,0.7,40.0
Marshall Plumlee,1.5,53.3,0.2,33.3
Marvin Williams,3.6,52.8,1.0,40.8
Mason Plumlee,6.6,57.6,1.0,29.3
Matt Barnes,2.2,50.0,0.6,33.3
Matthew Dellavedova,3.1,41.9,1.2,36.7
Maurice Harkless,5.2,59.6,0.4,41.9
Maurice Ndour,1.6,56.3,1.0,32.3
Metta World Peace,0.6,50.0,0.8,23.5
Meyers Leonard,1.0,50.0,1.2,39.1
Michael Beasley,4.0,60.0,2.5,45.1
Michael Carter-Williams,4.0,42.5,1.4,32.8
Michael Gbinije,0.4,25.0,0.2,0.0
Michael Kidd-Gilchrist,4.9,53.1,2.7,38.0
Mike Conley,5.6,51.8,3.0,44.7
Mike Dunleavy,1.1,54.5,0.6,33.3
Mike Miller,0.1,100.0,0.1,0.0
Mike Muscala,2.0,65.0,1.3,38.6
Mike Scott,1.2,50.0,0.6,27.3
Mike Tobey,1.5,33.3,0.5,0.0
Miles Plumlee,2.0,50.0,0.2,14.3
Mindaugas Kuzminskas,2.8,53.6,0.2,28.6
Mirza Teletovic,1.0,50.0,0.6,43.9
Monta Ellis,3.2,56.3,2.5,36.6
Montrezl Harrell,5.2,71.2,0.6,34.4
Myles Turner,5.2,61.5,4.2,43.0
Nemanja Bjelica,2.4,58.3,0.3,22.7
Nene,4.6,67.4,1.2,41.0
Nerlens Noel,5.0,64.0,1.0,35.8
Nick Collison,1.2,58.3,0.1,100
Nick Young,1.6,50.0,2.0,44.2
Nicolas Batum,3.1,51.6,4.3,40.2
Nicolas Brussino,0.4,50.0,0.6,38.5
Nicolas Laprovittola,1.3,53.8,0.1,50.0
Nik Stauskas,2.6,46.2,0.9,31.5
Nikola Jokic,7.6,65.8,2.2,51.9
Nikola Mirotic,2.4,62.5,1.1,35.5
Nikola Vucevic,6.8,51.5,6.0,43.4
Noah Vonleh,2.7,48.1,0.7,44.2
Norman Powell,3.6,52.8,0.8,36.8
Norris Cole,1.3,38.5,1.9,30.4
Okaro White,1.2,41.7,0.4,35.7
Omer Asik,2.1,47.6,0.0,0.0
Omri Casspi,3.2,53.1,0.1,0.0
Otto Porter Jr.,3.2,62.5,2.6,48.1
P.J. Tucker,2.9,48.3,0.7,40.7
Pascal Siakam,2.7,55.6,0.9,39.2
Pat Connaughton,0.8,62.5,0.2,14.3
Patricio Garino,0.0,,0.4,0.0
Patrick Beverley,3.3,48.5,0.5,32.4
Patrick McCaw,1.4,57.1,0.4,24.0
Patrick Patterson,1.4,50.0,0.6,39.5
Patty Mills,1.4,57.1,2.0,39.1
Pau Gasol,4.5,51.1,3.3,45.3
Paul George,4.6,54.3,6.8,46.7
Paul Millsap,7.1,52.1,3.5,41.0
Paul Pierce,0.6,50.0,0.6,50.0
Paul Zipser,1.7,52.9,1.1,35.4
Pierre Jackson,2.4,41.7,1.4,27.3
Quincy Acy,1.6,43.8,0.6,28.6
Quinn Cook,1.7,70.6,1.5,44.4
RJ Hunter,0.0,,0.0,0.0
Rajon Rondo,4.1,48.8,2.1,29.9
Rakeem Christmas,1.5,46.7,0.2,0.0
Ramon Sessions,3.0,43.3,1.0,28.8
Randy Foye,1.3,46.2,0.4,27.6
Rashad Vaughn,1.2,41.7,0.8,39.3
Raul Neto,1.2,58.3,0.4,30.8
Raymond Felton,3.0,50.0,1.7,38.3
Reggie Bullock,1.1,54.5,0.6,31.6
Reggie Jackson,6.0,45.0,3.4,43.0
Reggie Williams,1.0,30.0,1.0,16.7
Richard Jefferson,1.6,68.8,0.3,24.0
Richaun Holmes,4.9,63.3,1.0,41.1
Ricky Rubio,2.4,41.7,3.6,44.0
Robert Covington,4.2,50.0,0.6,35.1
Robin Lopez,6.1,52.5,3.5,43.8
Rodney Hood,3.6,44.4,2.4,45.1
Rodney McGruder,2.5,52.0,0.6,29.2
Rodney Stuckey,2.2,45.5,2.5,34.0
Ron Baker,2.0,40.0,0.7,44.4
Rondae Hollis-Jefferson,4.7,51.1,1.4,34.0
Ronnie Price,0.2,0.0,0.3,25.0
Roy Hibbert,2.2,54.5,0.9,44.2
Rudy Gay,7.2,54.2,3.8,36.5
Rudy Gobert,7.7,66.2,0.1,40.0
Russell Westbrook,9.5,52.6,7.3,36.3
Ryan Anderson,2.4,50.0,1.3,33.7
Ryan Kelly,0.7,14.3,0.6,25.0
Salah Mejri,1.7,70.6,0.2,25.0
Sam Dekker,3.0,56.7,0.2,50.0
Sasha Vujacic,0.4,25.0,1.2,32.7
Sean Kilpatrick,4.6,50.0,1.5,36.4
Semaj Christon,1.6,50.0,0.9,32.1
Serge Ibaka,4.5,57.8,3.9,46.8
Sergio Rodriguez,2.2,50.0,2.0,34.6
Seth Curry,2.7,63.0,2.7,43.6
Shabazz Muhammad,4.6,58.7,1.3,31.0
Shabazz Napier,1.0,40.0,0.9,43.2
Shaun Livingston,2.0,65.0,2.0,43.9
Shawn Long,4.8,62.5,0.6,30.0
Sheldon Mac,0.9,55.6,0.7,50.0
Shelvin Mack,3.5,54.3,1.3,42.9
Skal Labissiere,4.5,55.6,2.2,52.2
Solomon Hill,2.2,45.5,0.4,27.3
Spencer Dinwiddie,2.4,45.8,1.0,49.2
Spencer Hawes,2.7,63.0,1.0,35.8
Stanley Johnson,1.4,42.9,1.4,36.5
Stephen Curry,5.5,58.2,2.8,45.2
Stephen Zimmerman,1.1,45.5,0.6,18.2
Steve Novak,0.1,100.0,0.0,0.0
Steven Adams,7.8,60.3,0.3,11.5
T.J. McConnell,4.2,52.4,1.5,39.8
T.J. Warren,6.8,60.3,4.0,40.5
Taj Gibson,6.7,58.2,2.3,33.1
Tarik Black,4.1,53.7,0.2,21.4
Taurean Prince,2.6,42.3,0.7,38.5
Terrence Jones,6.6,53.0,1.2,38.7
Terrence Ross,2.2,59.1,2.3,46.7
Terry Rozier,2.2,36.4,1.0,38.9
Thabo Sefolosha,2.9,55.2,1.5,33.7
Thaddeus Young,6.7,58.2,1.0,36.0
Thomas Robinson,3.7,56.8,0.5,21.7
Thon Maker,1.5,53.3,0.5,37.5
Tiago Splitter,3.0,46.7,0.1,100
Tim Frazier,3.0,50.0,1.3,35.7
Tim Hardaway Jr.,4.5,60.0,1.8,36.7
Tim Quarterman,0.7,57.1,0.4,50.0
Timofey Mozgov,4.3,55.8,1.8,42.1
Timothe Luwawu-Cabarrot,2.6,53.8,0.3,5.6
Tobias Harris,5.8,56.9,3.3,47.6
Tomas Satoransky,1.4,50.0,0.5,50.0
Toney Douglas,1.9,47.4,1.3,45.2
Tony Allen,7.0,50.0,0.6,27.3
Tony Parker,4.9,49.0,3.1,47.2
Tony Snell,1.5,60.0,0.8,43.8
Treveon Graham,0.7,57.1,0.2,16.7
Trevor Ariza,2.6,57.7,0.4,32.3
Trevor Booker,6.1,59.0,1.2,35.4
Trey Burke,1.2,41.7,2.0,45.7
Trey Lyles,2.3,43.5,1.0,28.8
Tristan Thompson,5.4,61.1,0.2,41.2
Troy Daniels,0.7,28.6,1.4,35.1
Troy Williams,3.3,54.5,0.5,35.7
Ty Lawson,3.4,52.9,2.5,44.5
Tyler Ennis,2.3,47.8,0.5,25.0
Tyler Johnson,5.0,50.0,2.9,36.8
Tyler Ulis,2.5,52.0,3.5,42.1
Tyler Zeller,2.1,57.1,1.0,34.0
Tyreke Evans,5.2,46.2,1.2,29.8
Tyson Chandler,4.8,68.8,0.0,0.0
Tyus Jones,1.4,50.0,0.6,33.3
Udonis Haslem,1.0,70.0,0.3,0.0
Victor Oladipo,5.6,53.6,3.1,41.7
Vince Carter,1.9,47.4,0.8,32.7
Wade Baldwin IV,2.1,33.3,0.8,37.0
Wayne Ellington,0.6,83.3,2.0,45.5
Wayne Selden,2.1,66.7,0.3,50.0
Wesley Johnson,0.5,80.0,0.7,41.3
Wesley Matthews,2.7,48.1,2.3,36.1
Will Barton,5.7,50.9,1.6,37.6
Willie Cauley-Stein,5.3,56.6,1.2,33.7
Willie Reed,3.5,62.9,0.5,25.0
Willy Hernangomez,5.4,57.4,0.9,32.3
Wilson Chandler,6.4,57.8,2.3,38.9
Yogi Ferrell,2.6,46.2,2.1,35.4
Zach LaVine,5.1,58.8,3.4,40.6
Zach Randolph,7.8,51.3,4.2,37.3
Zaza Pachulia,3.7,56.8,0.7,36.7
