Player,Close FGA,Close FG%,Mid FGA,Mid FG%
Ersan Ilyasova,2.7,51.9,0.6,35.0
Evan Fournier,5.4,53.7,2.3,42.1
Evan Turner,3.6,52.8,1.7,46.0
Frank Jackson,3.7,56.8,0.9,29.1
Frank Kaminsky,3.1,61.3,0.4,16.7
Frank Mason,2.1,57.1,0.7,48.0
Frank Ntilikina,2.4,41.7,1.5,33.3
Fred VanVleet,3.3,48.5,1.4,39.6
Furkan Korkmaz,1.7,58.8,0.4,33.3
Garrett Temple,2.3,56.5,0.8,34.9
Gary Clark,0.3,66.7,0.0,0.0
Gary Harris,5.6,51.8,1.3,30.3
Gary Payton II,3.0,66.7,0.0,0.0
Gary Trent Jr.,0.9,33.3,1.2,46.7
George Hill,2.9,55.2,0.9,45.5
George King,0.0,,0.0,0.0
Georges Niang,1.2,58.3,0.1,33.3
Gerald Green,1.4,64.3,0.5,38.2
Giannis Antetokounmpo,12.9,68.2,1.6,34.5
Glenn Robinson III,1.9,52.6,0.6,48.1
Goran Dragic,6.0,48.3,1.6,32.1
Gordon Hayward,3.7,59.5,2.0,43.2
Gorgui Dieng,2.1,61.9,2.1,46.9
Grayson Allen,1.7,41.2,0.5,42.1
Greg Monroe,4.1,51.2,0.4,26.7
Guerschon Yabusele,1.1,54.5,0.2,28.6
Hamidou Diallo,2.7,51.9,0.2,37.5
Harrison Barnes,5.8,46.6,1.9,32.2
Harry Giles III,5.0,54.0,1.0,33.9
Hassan Whiteside,8.5,60.0,0.8,32.1
Haywood Highsmith,1.0,60.0,0.0,0.0
Henry Ellenson,2.5,36.0,0.5,50.0
Ian Clark,2.1,47.6,0.9,40.7
Ian Mahinmi,2.6,50.0,0.0,0.0
Ike Anigbogu,0.3,0.0,0.7,0.0
Iman Shumpert,1.1,54.5,1.7,33.0
Isaac Bonga,1.2,25.0,0.2,0.0
Isaac Humphries,1.6,37.5,0.5,0.0
Isaiah Briscoe,1.7,52.9,0.9,27.0
Isaiah Canaan,1.7,41.2,0.5,53.3
Isaiah Hartenstein,1.4,50.0,0.0,0.0
Isaiah Hicks,1.6,43.8,1.0,66.7
Isaiah Thomas,4.0,32.5,0.7,75.0
Ish Smith,4.4,47.7,2.0,42.7
Ivan Rabb,3.2,65.6,0.9,28.9
Ivica Zubac,6.1,57.4,0.3,27.8
J.J. Barea,4.8,45.8,1.9,51.4
J.P. Macura,2.5,60.0,0.0,0.0
JJ Redick,1.8,55.6,3.7,48.0
JR Smith,1.3,46.2,2.4,30.8
JaKarr Sampson,8.5,58.8,1.5,66.7
JaMychal Green,3.7,56.8,1.0,39.7
JaVale McGee,8.0,65.0,0.4,34.4
Jabari Parker,6.3,61.9,2.4,38.2
Jacob Evans,0.8,25.0,0.8,35.0
Jae Crowder,2.7,55.6,0.8,41.5
Jahlil Okafor,6.2,58.1,0.2,53.8
Jake Layman,3.0,66.7,0.6,41.0
Jakob Poeltl,3.7,62.2,0.1,72.7
Jalen Brunson,4.0,55.0,1.3,37.9
Jalen Jones,1.8,55.6,0.3,20.0
Jamal Crawford,1.4,50.0,2.2,43.4
Jamal Murray,6.5,50.8,3.6,43.1
James Ennis III,2.3,60.9,0.1,42.9
James Harden,10.3,53.4,1.0,42.0
James Johnson,3.7,51.4,0.5,23.3
James Nunnally,0.5,60.0,0.1,0.0
Jared Dudley,1.2,58.3,0.3,55.6
Jared Terrell,0.9,33.3,0.7,50.0
Jarell Martin,0.6,50.0,0.5,30.4
Jaren Jackson Jr.,7.2,56.9,0.5,29.6
Jaron Blossomgame,2.1,57.1,0.3,44.4
Jarred Vanderbilt,1.2,58.3,0.1,0.0
Jarrett Allen,6.4,64.1,0.1,28.6
Jason Smith,1.2,41.7,0.6,27.3
Jawun Evans,1.0,20.0,0.6,25.0
Jaylen Adams,0.8,37.5,0.3,44.4
Jaylen Brown,5.6,57.1,1.4,38.6
Jaylen Morris,1.8,44.4,0.0,0.0
Jayson Tatum,5.7,54.4,3.5,36.6
Jeff Green,3.4,64.7,1.4,42.9
Jeff Teague,6.2,45.2,1.2,42.3
Jemerrio Jones,3.4,50.0,0.5,0.0
Jerami Grant,6.0,56.7,0.7,34.6
Jeremy Lamb,6.3,49.2,1.9,46.7
Jeremy Lin,3.8,52.6,1.0,46.6
Jerian Grant,0.9,44.4,0.9,48.2
Jerome Robinson,1.1,54.5,0.6,42.1
Jerryd Bayless,2.1,38.1,1.9,39.7
Jevon Carter,1.2,25.0,1.0,23.7
Jimmer Fredette,1.7,64.7,1.2,28.6
Jimmy Butler,7.3,56.2,3.6,35.7
Joakim Noah,4.6,54.3,0.4,23.5
Jodie Meeks,1.8,77.8,0.9,28.6
Joe Chealey,2.0,50.0,1.0,0.0
Joe Harris,4.4,52.3,0.4,45.2
Joe Ingles,3.4,55.9,0.4,40.0
Joel Embiid,11.0,59.1,3.6,36.1
John Collins,10.2,63.7,0.8,30.6
John Henson,2.5,56.0,0.1,0.0
John Holland,,,0.0,0.0
John Jenkins,0.4,75.0,1.4,36.1
John Wall,8.4,56.0,3.5,38.9
Johnathan Motley,3.1,58.1,0.0,0.0
Johnathan Williams,4.4,61.4,0.2,40.0
Jon Leuer,1.9,68.4,0.6,44.0
Jonah Bolden,1.4,71.4,0.1,16.7
Jonas Jerebko,1.7,64.7,0.6,47.6
Jonas Valanciunas,8.9,60.7,1.1,44.2
Jonathan Isaac,3.3,57.6,1.3,37.8
Jonathon Simmons,3.4,44.1,1.1,33.9
Jordan Bell,1.9,63.2,1.0,33.8
Jordan Clarkson,6.2,54.8,2.8,49.8
Jordan Loyd,0.6,50.0,0.4,25.0
Jordan McRae,2.1,57.1,1.7,47.8
Jordan Sibert,0.0,,0.0,0.0
Jose Calderon,0.4,50.0,1.0,51.2
Josh Hart,2.5,56.0,0.3,27.3
Josh Jackson,6.2,45.2,1.6,38.5
Josh Okogie,3.1,48.4,1.0,34.3
Josh Richardson,5.1,49.0,2.7,39.5
Jrue Holiday,9.7,57.7,2.2,38.8
Juancho Hernangomez,1.8,55.6,0.1,50.0
Julian Washburn,0.7,71.4,0.8,30.8
Julius Randle,11.2,58.9,1.0,31.9
Justin Anderson,1.6,56.3,0.2,14.3
Justin Holiday,2.4,45.8,1.5,36.9
Justin Jackson,2.1,61.9,0.8,35.4
Justin Patton,1.6,43.8,0.0,0.0
Justise Winslow,5.9,47.5,1.5,38.6
Jusuf Nurkic,9.6,54.2,1.5,42.1
Kadeem Allen,4.2,50.0,1.4,34.6
Kalin Lucas,0.0,,0.0,0.0
Karl-Anthony Towns,10.0,60.0,2.4,39.9
Kawhi Leonard,8.3,60.2,5.5,45.9
Keita Bates-Diop,2.4,58.3,0.7,19.0
Kelly Olynyk,2.5,68.0,0.5,35.7
Kelly Oubre Jr.,6.5,53.8,0.8,46.4
Kemba Walker,8.3,50.6,3.3,46.9
Kenneth Faried,6.3,61.9,0.2,85.7
Kenrich Williams,2.4,45.8,0.4,16.7
Kent Bazemore,4.3,51.2,1.5,41.8
Kentavious Caldwell-Pope,2.4,58.3,1.5,48.0
Kevin Durant,6.8,63.2,5.9,55.1
Kevin Huerter,3.5,48.6,0.5,34.2
Kevin Knox II,5.1,45.1,2.3,24.3
Kevin Love,4.3,46.5,1.9,26.2
Kevon Looney,3.6,66.7,0.6,52.3
Khem Birch,2.9,62.1,0.1,40.0
Khris Middleton,5.5,50.9,3.2,43.5
Khyri Thomas,0.8,50.0,0.5,25.0
Klay Thompson,4.6,58.7,5.7,45.3
Kobi Simmons,0.0,,0.0,0.0
Kosta Koufos,3.5,45.7,0.2,71.4
Kostas Antetokounmpo,1.5,0.0,0.0,0.0
Kris Dunn,6.3,47.6,2.6,38.1
Kyle Anderson,4.8,60.4,0.8,50.0
Kyle Korver,0.5,60.0,1.4,42.3
Kyle Kuzma,8.1,58.0,1.4,39.4
Kyle Lowry,3.0,60.0,1.4,37.0
Kyle O'Quinn,1.3,61.5,1.7,48.5
Kyrie Irving,7.9,54.4,4.2,49.6
LaMarcus Aldridge,8.7,58.6,7.1,44.9
Lance Stephenson,2.2,50.0,1.3,40.7
Lance Thomas,1.6,50.0,0.9,41.9
Landry Shamet,1.4,50.0,0.7,32.7
Langston Galloway,1.7,41.2,1.0,44.7
Larry Nance Jr.,4.7,63.8,1.0,28.8
Lauri Markkanen,6.9,52.2,2.0,33.7
LeBron James,10.8,63.0,3.2,43.1
Lonnie Walker IV,1.2,41.7,0.9,21.4
Lonzo Ball,4.2,50.0,0.7,35.5
Lorenzo Brown,1.5,40.0,0.3,42.9
Lou Williams,7.1,49.3,4.2,36.5
Luc Mbah a Moute,2.8,46.4,0.3,100
Luka Doncic,7.5,53.3,1.8,38.3
Luke Kennard,2.0,55.0,2.0,43.1
Luke Kornet,1.5,40.0,0.6,25.0
Luol Deng,2.6,65.4,0.8,38.9
Malachi Richardson,0.2,0.0,0.1,0.0
Malcolm Brogdon,7.3,56.2,0.6,40.5
Malcolm Miller,0.4,0.0,0.1,100
Malik Beasley,3.1,58.1,1.1,43.7
Malik Monk,2.5,52.0,1.0,36.0
MarShon Brooks,2.9,58.6,1.0,36.7
Marc Gasol,5.0,50.0,2.5,46.9
Marcin Gortat,3.6,55.6,0.3,37.5
Marco Belinelli,1.8,55.6,1.9,40.9
Marcus Derrickson,0.5,40.0,0.7,50.0
Marcus Morris Sr.,3.7,56.8,2.3,44.0
Marcus Smart,2.3,52.2,0.5,36.6
Mario Hezonja,4.2,47.6,1.2,42.3
Markelle Fultz,5.3,50.9,2.2,24.4
Markieff Morris,3.5,48.6,1.4,40.2
Marquese Chriss,2.4,50.0,0.1,25.0
Marvin Bagley III,7.9,58.2,1.9,37.5
Marvin Williams,3.1,51.6,0.5,41.2
Mason Plumlee,4.9,63.3,0.3,26.9
Matthew Dellavedova,2.0,50.0,0.4,44.4
Maurice Harkless,4.3,60.5,0.3,25.0
Maxi Kleber,2.0,60.0,0.4,40.0
Melvin Frazier Jr.,1.3,46.2,0.3,33.3
Meyers Leonard,1.9,63.2,0.3,36.8
Michael Beasley,4.6,54.3,0.7,33.3
Michael Carter-Williams,3.0,43.3,0.1,0.0
Michael Kidd-Gilchrist,3.7,51.4,0.8,43.4
Mikal Bridges,2.7,59.3,0.4,33.3
Mike Conley,7.1,50.7,2.8,44.2
Mike Muscala,1.2,50.0,0.5,51.7
Mike Scott,1.6,37.5,0.6,40.4
Miles Bridges,3.6,55.6,0.4,25.0
Miles Plumlee,2.7,70.4,0.1,0.0
Milos Teodosic,0.6,50.0,0.3,60.0
Mitchell Creek,3.3,63.6,0.3,0.0
Mitchell Robinson,4.4,70.5,0.0,33.3
Mo Bamba,2.6,61.5,1.1,37.3
Monte Morris,4.2,54.8,1.7,45.7
Montrezl Harrell,10.2,63.7,0.4,36.1
Moritz Wagner,2.2,54.5,0.1,33.3
Myles Turner,4.6,58.7,3.3,41.2
Naz Mitrou-Long,0.7,42.9,0.0,0.0
Nemanja Bjelica,4.1,53.7,0.3,31.8
Nene,1.9,57.9,0.8,43.8
Nerlens Noel,3.1,61.3,0.5,40.5
Nick Young,0.3,0.0,0.0,0.0
Nicolas Batum,2.4,58.3,1.2,35.6
Nik Stauskas,1.5,46.7,0.7,40.0
Nikola Jokic,9.8,60.2,1.9,40.3
Nikola Mirotic,3.3,63.6,1.5,35.7
Nikola Vucevic,10.4,58.7,3.6,43.6
Noah Vonleh,4.0,57.5,0.4,35.7
Norman Powell,3.3,60.6,0.6,27.3
OG Anunoby,2.8,57.1,0.3,41.2
Okaro White,0.0,,0.0,0.0
Omari Spellman,2.3,47.8,0.2,40.0
Omri Casspi,3.2,62.5,0.1,33.3
Otto Porter Jr.,3.4,61.8,3.5,39.0
P.J. Tucker,1.6,43.8,0.1,33.3
PJ Dozier,2.6,57.7,0.5,0.0
Pascal Siakam,8.5,61.2,0.6,43.8
Pat Connaughton,2.3,65.2,0.2,60.0
Patrick Beverley,2.4,41.7,0.1,27.3
Patrick McCaw,1.2,50.0,0.1,25.0
Patrick Patterson,1.0,50.0,0.3,36.8
Patty Mills,1.5,66.7,1.6,34.4
Pau Gasol,2.0,45.0,0.7,38.1
Paul George,7.1,52.1,4.1,41.5
Paul Millsap,6.1,54.1,1.1,42.5
Quincy Acy,0.3,66.7,0.0,0.0
Quincy Pondexter,0.8,62.5,0.1,50.0
Quinn Cook,1.8,50.0,1.4,52.4
RJ Hunter,2.0,50.0,1.0,100
Rajon Rondo,5.2,44.2,1.0,34.0
Raul Neto,2.4,58.3,0.3,33.3
Rawle Alkins,2.7,37.0,0.0,0.0
Ray Spalding,3.0,60.0,0.2,50.0
Raymond Felton,1.4,42.9,1.0,43.8
Reggie Bullock,2.0,40.0,1.2,53.2
Reggie Jackson,5.0,48.0,2.1,42.9
Richaun Holmes,5.1,62.7,0.2,16.7
Ricky Rubio,4.3,48.8,2.7,38.8
Robert Covington,2.9,55.2,1.1,40.5
Robert Williams III,1.6,81.3,0.1,25.0
Robin Lopez,6.1,62.3,0.7,30.8
Rodions Kurucs,4.0,55.0,0.3,37.5
Rodney Hood,3.3,51.5,2.7,44.6
Rodney McGruder,3.3,45.5,0.3,33.3
Ron Baker,0.4,25.0,0.1,50.0
Rondae Hollis-Jefferson,6.7,44.8,0.8,26.1
Royce O'Neale,1.9,57.9,0.1,20.0
Rudy Gay,5.1,54.9,3.0,52.2
Rudy Gobert,8.6,67.4,0.1,9.1
Russell Westbrook,9.7,56.7,4.9,31.8
Ryan Anderson,0.6,50.0,0.6,35.7
Ryan Arcidiacono,2.0,55.0,0.5,43.6
Ryan Broekhoff,0.6,66.7,0.2,42.9
Salah Mejri,2.1,61.9,0.1,0.0
Sam Dekker,3.7,56.8,0.5,26.1
Scott Machado,1.0,80.0,0.3,0.0
Semi Ojeleye,1.0,70.0,0.3,21.4
Serge Ibaka,6.6,62.1,3.0,49.1
Seth Curry,1.3,53.8,1.6,40.2
Shabazz Napier,2.7,48.1,1.1,41.0
Shai Gilgeous-Alexander,5.2,51.9,1.9,46.2
Shake Milton,1.6,50.0,0.6,45.5
Shaquille Harrison,4.4,50.0,0.2,13.3
Shaun Livingston,2.2,54.5,1.0,41.8
Shelvin Mack,3.5,48.6,1.2,26.1
Sindarius Thornwell,0.7,42.9,0.0,0.0
Skal Labissiere,1.4,57.1,0.4,57.1
Solomon Hill,1.5,46.7,0.3,27.3
Spencer Dinwiddie,6.1,54.1,0.7,40.4
Stanley Johnson,2.9,51.7,0.5,35.3
Stephen Curry,4.8,58.3,2.8,43.4
Sterling Brown,2.7,55.6,0.3,41.2
Steven Adams,9.8,60.2,0.3,60.0
Svi Mykhailiuk,0.8,25.0,0.5,28.6
T.J. Leaf,2.4,62.5,0.3,31.3
T.J. McConnell,3.2,56.3,1.8,54.1
T.J. Warren,7.6,56.6,2.4,35.0
Tahjere McCall,2.0,100.0,0.0,0.0
Taj Gibson,6.3,60.3,0.9,43.9
Taurean Prince,3.7,54.1,1.4,40.8
Terrance Ferguson,1.5,60.0,0.5,26.5
Terrence Jones,1.0,50.0,0.0,0.0
Terrence Ross,1.7,58.8,4.0,43.5
Terry Rozier,3.0,50.0,1.1,26.1
Thabo Sefolosha,1.1,54.5,0.3,40.0
Thaddeus Young,8.0,58.8,0.7,20.4
Theo Pinson,1.5,53.3,0.2,25.0
Thomas Bryant,4.6,76.1,1.0,44.3
Thomas Welsh,0.2,100.0,0.5,50.0
Thon Maker,1.5,60.0,0.3,25.0
Tim Frazier,2.0,55.0,0.7,34.9
Tim Hardaway Jr.,4.9,44.9,3.1,42.0
Timothe Luwawu-Cabarrot,1.7,47.1,0.5,28.6
Tobias Harris,7.7,55.8,2.8,43.7
Tomas Satoransky,3.7,59.5,0.9,33.3
Tony Bradley,5.0,54.0,0.3,0.0
Tony Parker,4.5,53.3,2.9,41.3
Tony Snell,1.8,55.6,0.3,32.0
Torrey Craig,2.1,57.1,0.3,31.6
Trae Young,7.9,50.6,1.7,34.5
Treveon Graham,1.4,42.9,0.4,40.0
Trevon Duval,0.5,100.0,1.0,0.0
Trevor Ariza,3.8,50.0,0.6,42.1
Trey Burke,4.1,48.8,2.6,41.6
Trey Lyles,3.8,57.9,0.8,43.1
Tristan Thompson,8.1,54.3,0.7,38.7
Troy Brown Jr.,2.5,52.0,0.8,34.1
Troy Caupain,0.6,50.0,0.8,33.3
Troy Daniels,0.9,44.4,0.7,47.4
Troy Williams,2.3,60.9,0.2,20.0
Tyler Cavanaugh,0.5,40.0,0.0,0.0
Tyler Davis,1.0,0.0,-,-
Tyler Dorsey,2.1,47.6,0.7,34.3
Tyler Johnson,3.8,52.6,0.9,28.8
Tyler Lydon,0.3,66.7,0.0,0.0
Tyler Ulis,,,0.0,0.0
Tyler Zeller,4.5,55.6,0.3,50.0
Tyreke Evans,5.1,43.1,1.4,32.3
Tyrone Wallace,3.1,41.9,0.3,58.8
Tyson Chandler,1.7,70.6,0.0,0.0
Tyus Jones,3.4,50.0,1.3,36.7
Udonis Haslem,1.2,58.3,1.4,50.0
Victor Oladipo,5.7,50.9,4.6,42.5
Vince Carter,1.4,57.1,0.6,36.4
Vincent Edwards,0.0,,0.0,0.0
Wade Baldwin IV,1.2,33.3,0.5,28.6
Walt Lemon Jr.,10.7,46.7,3.0,33.3
Wayne Ellington,1.2,66.7,0.4,30.0
Wayne Selden,3.0,46.7,1.1,47.6
Wendell Carter Jr.,5.6,58.9,2.1,35.2
Wes Iwundu,2.0,45.0,0.8,35.1
Wesley Johnson,0.5,80.0,0.9,26.5
Wesley Matthews,3.1,41.9,1.2,42.7
Will Barton,4.9,46.9,1.3,36.4
Willie Cauley-Stein,8.1,58.0,1.0,36.9
Willy Hernangomez,4.2,54.8,0.2,35.7
Wilson Chandler,1.7,52.9,0.6,35.5
Yante Maten,1.5,33.3,0.0,0.0
Yogi Ferrell,1.8,50.0,1.1,41.8
Yuta Watanabe,1.6,50.0,0.7,20.0
Zach Collins,3.0,60.0,0.6,22.7
Zach LaVine,9.6,55.2,3.2,35.8
Zach Lofton,0.0,,0.0,0.0
Zaza Pachulia,2.1,47.6,0.7,37.8
Zhaire Smith,2.2,54.5,0.8,20.0
Zhou Qi,1.0,100.0,-,-
