Player,Close FGA,Close FG%,Mid FGA,Mid FG%
Jameer Nelson,2.1,47.6,2.1,39.5
James Anderson,1.4,57.1,0.4,26.3
James Ennis III,2.4,58.3,0.4,25.0
James Harden,7.9,53.2,3.9,40.5
James Johnson,2.7,55.6,0.4,31.8
James Jones,0.2,100.0,0.7,36.7
James Michael McAdoo,2.0,55.0,0.2,50.0
James Young,0.3,33.3,0.1,33.3
Jared Cunningham,1.3,46.2,0.4,13.3
Jared Dudley,1.0,70.0,2.1,47.1
Jared Sullinger,5.1,51.0,3.6,40.3
Jarell Eddie,0.4,25.0,0.4,40.0
Jarell Martin,2.8,50.0,1.5,41.0
Jarnell Stokes,0.4,100.0,0.4,0.0
Jarrett Jack,4.1,41.5,3.9,42.9
Jason Smith,1.5,53.3,4.9,48.3
Jason Terry,1.0,50.0,0.6,40.5
Jason Thompson,1.7,52.9,0.3,43.8
Jeff Ayres,0.9,44.4,0.4,71.4
Jeff Green,5.5,50.9,2.2,37.8
Jeff Teague,7.1,49.3,1.9,32.5
Jeff Withey,2.7,59.3,0.5,37.5
Jerami Grant,5.3,50.9,0.6,23.3
Jeremy Evans,1.1,72.7,0.2,40.0
Jeremy Lamb,3.2,59.4,1.8,46.6
Jeremy Lin,4.4,47.7,2.1,35.2
Jerian Grant,2.7,48.1,1.2,40.2
Jerryd Bayless,2.3,43.5,1.7,39.5
Jimmer Fredette,0.5,40.0,0.2,0.0
Jimmy Butler,6.8,58.8,5.6,36.8
Joakim Noah,4.3,39.5,0.3,37.5
Jodie Meeks,2.6,23.1,1.0,33.3
Joe Harris,0.0,,0.0,0.0
Joe Ingles,0.6,50.0,0.5,38.9
Joe Johnson,4.0,50.0,2.8,41.3
Joe Young,1.5,46.7,1.7,38.5
Joel Anthony,0.4,50.0,0.2,66.7
Joffrey Lauvergne,4.2,57.1,1.3,48.7
John Henson,4.8,56.3,0.4,38.1
John Jenkins,1.1,63.6,1.5,46.0
John Wall,6.5,53.8,6.8,36.2
Johnny O'Bryant III,1.7,41.2,1.5,38.8
Jon Leuer,3.5,57.1,1.8,37.0
Jonas Jerebko,1.7,47.1,0.5,28.6
Jonas Valanciunas,7.5,58.7,1.5,45.5
Jonathon Simmons,3.0,56.7,0.6,33.3
Jordan Adams,1.5,33.3,1.0,50.0
Jordan Clarkson,6.6,50.0,3.3,40.9
Jordan Farmar,2.4,45.8,2.2,50.0
Jordan Hamilton,4.5,55.6,2.0,40.9
Jordan Hill,4.9,57.1,2.6,38.7
Jordan McRae,1.8,44.4,1.2,39.1
Jordan Mickey,1.4,42.9,0.2,0.0
Jorge Gutierrez,0.4,100.0,0.6,40.0
Jose Calderon,0.9,55.6,2.5,47.3
Josh Huestis,0.6,33.3,0.6,0.0
Josh McRoberts,1.7,47.1,0.7,34.5
Josh Richardson,1.9,47.4,1.2,39.0
Josh Smith,2.9,48.3,0.8,23.3
Jrue Holiday,7.2,51.4,3.3,40.1
Julius Randle,7.7,49.4,2.1,22.9
Justin Anderson,1.2,58.3,0.5,33.3
Justin Harper,0.0,,0.3,0.0
Justin Holiday,1.6,43.8,0.8,45.0
Justise Winslow,3.4,52.9,1.0,34.6
Jusuf Nurkic,6.7,43.3,0.8,40.0
KJ McDaniels,1.3,46.2,0.2,28.6
Karl-Anthony Towns,8.0,61.3,5.0,47.6
Kawhi Leonard,5.7,63.2,5.4,43.0
Keith Appling,0.7,57.1,0.4,0.0
Kelly Olynyk,3.9,53.8,1.2,25.0
Kelly Oubre Jr.,1.9,52.6,0.3,22.2
Kemba Walker,6.2,51.6,4.2,36.6
Kendall Marshall,1.3,46.2,1.0,32.3
Kendrick Perkins,1.8,55.6,0.3,36.4
Kenneth Faried,8.4,58.3,0.9,32.3
Kent Bazemore,4.6,52.2,1.0,35.1
Kentavious Caldwell-Pope,4.7,53.2,3.1,42.3
Kevin Durant,7.0,62.9,5.5,49.5
Kevin Garnett,1.0,60.0,2.0,41.6
Kevin Love,4.7,48.9,2.4,42.5
Kevin Martin,2.5,44.0,2.6,31.3
Kevin Seraphin,2.4,45.8,1.9,36.7
Kevon Looney,0.7,57.1,0.5,50.0
Khris Middleton,4.2,52.4,5.8,41.5
Kirk Hinrich,0.9,44.4,0.6,36.0
Klay Thompson,5.5,56.4,3.8,42.3
Kobe Bryant,3.9,51.3,5.9,34.6
Kosta Koufos,5.4,53.7,0.3,32.0
Kostas Papanikolaou,1.0,40.0,0.4,30.0
Kris Humphries,2.1,47.6,1.4,42.7
Kristaps Porzingis,5.1,47.1,3.9,43.9
Kyle Anderson,1.7,58.8,1.6,44.3
Kyle Korver,0.6,66.7,2.1,49.1
Kyle Lowry,5.8,50.0,2.7,37.6
Kyle O'Quinn,2.1,52.4,1.8,46.4
Kyle Singler,1.4,50.0,0.4,30.0
Kyrie Irving,6.9,50.7,4.8,49.2
LaMarcus Aldridge,6.8,61.8,7.1,43.6
Lamar Patterson,0.7,57.1,0.2,25.0
Lance Stephenson,3.9,56.4,1.9,37.4
Lance Thomas,2.6,50.0,2.0,42.5
Langston Galloway,2.5,52.0,1.9,28.9
Larry Nance Jr.,2.9,65.5,1.6,38.8
Lavoy Allen,3.1,58.1,1.6,35.5
LeBron James,10.8,64.8,4.1,37.5
Leandro Barbosa,2.8,50.0,1.0,50.0
Lorenzo Brown,0.9,55.6,1.3,30.0
Lou Amundson,1.5,40.0,0.4,10.0
Lou Williams,2.9,51.7,2.6,40.7
Luc Mbah a Moute,2.0,50.0,0.4,32.3
Lucas Nogueira,1.4,71.4,0.1,0.0
Luis Montero,0.5,40.0,0.5,40.0
Luis Scola,4.2,52.4,1.5,33.6
Luke Babbitt,3.3,45.5,0.8,47.1
Luol Deng,4.6,58.7,2.0,34.4
Manu Ginobili,3.2,50.0,1.2,47.8
Marc Gasol,7.2,48.6,6.3,43.4
Marcelo Huertas,2.1,52.4,1.1,42.1
Marcin Gortat,8.1,59.3,2.1,43.0
Marco Belinelli,1.3,46.2,3.7,42.7
Marcus Morris Sr.,3.4,52.9,4.8,42.8
Marcus Smart,3.9,46.2,0.8,23.4
Marcus Thornton,3.0,50.0,1.5,39.1
Mario Chalmers,3.8,47.4,1.0,39.7
Mario Hezonja,1.6,50.0,1.3,42.3
Markel Brown,2.0,45.0,1.4,36.9
Markieff Morris,4.6,52.2,4.1,40.0
Marreese Speights,2.6,46.2,2.9,43.5
Marvin Williams,3.2,53.1,1.4,42.5
Mason Plumlee,5.8,53.4,0.5,32.4
Matt Barnes,3.5,48.6,0.7,27.8
Matt Bonner,0.5,60.0,0.4,63.6
Matthew Dellavedova,2.4,41.7,1.2,38.2
Maurice Harkless,3.3,57.6,0.2,29.4
Metta World Peace,1.9,31.6,0.8,29.6
Meyers Leonard,1.5,53.3,1.9,50.0
Michael Beasley,6.2,58.1,3.6,45.8
Michael Carter-Williams,6.6,51.5,2.6,36.6
Michael Kidd-Gilchrist,6.4,57.8,1.3,44.4
Mike Conley,5.8,48.3,2.9,38.8
Mike Dunleavy,2.1,47.6,0.7,26.1
Mike Miller,0.1,0.0,0.1,25.0
Mike Muscala,1.3,69.2,0.8,41.5
Mike Scott,2.2,59.1,0.7,33.3
Miles Plumlee,3.5,60.0,0.4,52.4
Mirza Teletovic,2.4,54.2,1.5,36.1
Mitch McGary,0.7,57.1,0.4,57.1
Mo Williams,1.6,43.8,3.3,51.5
Monta Ellis,4.5,53.3,4.7,40.1
Montrezl Harrell,2.2,68.2,0.2,28.6
Myles Turner,3.8,63.2,4.8,41.0
Nate Robinson,0.0,,0.0,0.0
Nazr Mohammed,0.5,100.0,0.6,33.3
Nemanja Bjelica,1.7,58.8,0.2,33.3
Nene,4.5,62.2,2.2,39.7
Nerlens Noel,7.0,60.0,1.7,24.3
Nick Collison,1.5,46.7,0.3,47.1
Nick Young,0.5,40.0,2.0,36.4
Nicolas Batum,3.0,60.0,3.8,40.3
Nik Stauskas,2.4,50.0,0.6,40.9
Nikola Jokic,5.4,57.4,1.1,39.3
Nikola Mirotic,2.6,50.0,1.3,29.2
Nikola Pekovic,3.7,40.5,0.5,16.7
Nikola Vucevic,8.4,56.0,7.6,46.0
Noah Vonleh,2.2,50.0,0.8,33.9
Norman Powell,1.9,47.4,1.1,38.8
Norris Cole,3.8,44.7,4.7,40.1
O.J. Mayo,1.9,42.1,2.0,43.8
Omer Asik,2.8,53.6,0.0,0.0
Omri Casspi,4.8,54.2,0.2,18.8
Orlando Johnson,2.4,33.3,1.2,14.3
Otto Porter Jr.,3.1,61.3,2.8,47.4
P.J. Tucker,3.8,47.4,0.7,33.3
PJ Hairston,1.8,50.0,0.7,30.6
Pablo Prigioni,0.7,57.1,0.2,30.0
Pat Connaughton,0.8,25.0,0.3,12.5
Patrick Beverley,3.2,50.0,0.8,46.4
Patrick Patterson,1.8,55.6,0.7,35.1
Patty Mills,1.3,61.5,2.3,40.0
Pau Gasol,6.2,50.0,6.7,45.9
Paul George,5.0,54.0,5.9,37.0
Paul Millsap,7.9,53.2,2.4,42.0
Paul Pierce,1.1,36.4,1.1,51.3
Phil Pressey,2.1,47.6,0.6,23.1
Quincy Acy,2.1,66.7,0.7,45.2
RJ Hunter,0.5,40.0,0.5,44.4
Rajon Rondo,6.0,53.3,2.5,34.4
Rakeem Christmas,2.0,100.0,0.0,0.0
Ramon Sessions,4.9,49.0,1.0,50.6
Randy Foye,1.6,50.0,1.2,32.3
Rashad Vaughn,1.0,30.0,0.7,34.0
Rasual Butler,0.7,71.4,0.5,65.2
Raul Neto,2.0,50.0,1.1,37.5
Ray McCallum,1.3,46.2,1.5,30.2
Raymond Felton,3.8,52.6,2.1,36.5
Reggie Bullock,0.8,50.0,0.4,42.9
Reggie Jackson,8.4,48.8,3.2,39.9
Richard Jefferson,1.3,69.2,0.5,35.0
Richaun Holmes,3.1,61.3,0.3,37.5
Ricky Rubio,2.1,42.9,3.2,35.4
Robert Covington,2.9,48.3,0.5,34.3
Robert Sacre,2.2,36.4,0.9,52.4
Robin Lopez,6.9,58.0,1.1,34.8
Rodney Hood,4.4,47.7,2.2,44.9
Rodney Stuckey,3.4,50.0,2.9,38.6
Rondae Hollis-Jefferson,2.8,46.4,1.4,45.2
Ronnie Price,1.1,45.5,0.6,32.5
Roy Hibbert,3.1,48.4,2.0,39.6
Rudy Gay,7.8,52.6,3.5,43.4
Rudy Gobert,5.7,56.1,0.1,22.2
Russ Smith,1.2,33.3,0.2,50.0
Russell Westbrook,9.6,54.2,4.2,42.9
Ryan Anderson,4.5,46.7,4.2,44.9
Ryan Hollins,2.1,61.9,0.1,50.0
Ryan Kelly,1.9,47.4,1.3,47.7
Salah Mejri,2.4,62.5,0.1,0.0
Sam Dekker,0.0,,0.0,0.0
Sasha Kaun,0.8,50.0,0.0,0.0
Sasha Vujacic,0.7,42.9,1.6,38.5
Sean Kilpatrick,3.8,57.9,1.6,45.7
Serge Ibaka,4.1,61.0,4.7,45.5
Sergey Karasev,0.5,60.0,0.5,42.1
Seth Curry,1.2,58.3,1.4,39.0
Shabazz Muhammad,5.0,56.0,1.5,36.3
Shabazz Napier,0.9,33.3,1.0,37.3
Shane Larkin,3.2,53.1,1.9,34.7
Shaun Livingston,2.5,60.0,2.1,49.7
Shayne Whittington,1.2,58.3,0.2,0.0
Shelvin Mack,4.3,53.5,1.5,37.3
Solomon Hill,2.0,55.0,0.5,36.0
Sonny Weems,0.9,33.3,0.7,37.9
Spencer Dinwiddie,2.4,45.8,1.3,31.3
Spencer Hawes,2.4,45.8,1.1,31.3
Stanley Johnson,3.7,45.9,1.7,31.0
Stephen Curry,6.5,61.5,2.5,42.5
Steve Blake,0.7,42.9,0.9,38.5
Steve Novak,0.0,,0.3,33.3
Steven Adams,5.1,62.7,0.2,42.9
T.J. McConnell,2.6,53.8,2.0,47.8
T.J. Warren,4.7,57.4,3.2,45.3
Taj Gibson,5.1,56.9,1.7,38.9
Tarik Black,2.5,56.0,0.2,12.5
Tayshaun Prince,0.8,50.0,1.9,44.1
Terrence Jones,5.2,50.0,0.6,34.5
Terrence Ross,1.6,62.5,2.3,39.4
Terry Rozier,1.3,30.8,0.9,23.5
Thabo Sefolosha,2.4,66.7,0.8,47.5
Thaddeus Young,10.0,57.0,2.8,37.1
Thanasis Antetokounmpo,1.5,100.0,0.0,0.0
Thomas Robinson,3.7,48.6,0.6,20.5
Tiago Splitter,4.1,53.7,0.2,28.6
Tibor Pleiss,1.8,33.3,0.4,100
Tim Duncan,5.3,56.6,1.9,30.4
Tim Frazier,2.4,50.0,1.7,38.7
Tim Hardaway Jr.,1.5,60.0,0.9,41.3
Timofey Mozgov,3.7,62.2,1.0,41.9
Tobias Harris,6.5,55.4,2.1,38.2
Toney Douglas,2.4,45.8,1.6,35.1
Tony Allen,5.6,48.2,1.1,37.1
Tony Parker,5.0,56.0,3.9,42.5
Tony Snell,2.0,40.0,1.0,36.1
Tony Wroten,5.7,40.4,0.4,33.3
Trevor Ariza,3.3,57.6,1.1,28.6
Trevor Booker,3.9,53.8,0.5,22.0
Trey Burke,3.1,48.4,2.8,46.1
Trey Lyles,2.4,50.0,1.5,39.0
Tristan Thompson,4.9,61.2,0.2,29.4
Troy Daniels,0.6,33.3,1.1,52.4
Ty Lawson,2.0,50.0,1.7,30.7
Tyler Ennis,2.5,52.0,0.8,40.0
Tyler Hansbrough,1.6,43.8,0.0,0.0
Tyler Johnson,3.2,56.3,1.7,47.5
Tyler Zeller,3.4,52.9,1.5,34.8
Tyreke Evans,7.5,46.7,1.7,38.1
Tyson Chandler,4.3,62.8,0.5,12.9
Tyus Jones,2.2,45.5,0.8,22.2
Udonis Haslem,0.6,66.7,0.9,25.8
Victor Oladipo,5.8,50.0,3.8,43.2
Vince Carter,1.8,50.0,1.1,35.9
Wayne Ellington,1.3,53.8,2.5,35.4
Wesley Johnson,1.1,63.6,1.5,38.8
Wesley Matthews,2.3,47.8,1.9,41.1
Will Barton,5.9,52.5,2.1,34.1
Willie Cauley-Stein,4.5,60.0,0.6,31.6
Willie Reed,3.0,63.3,0.4,20.0
Xavier Munford,2.4,41.7,1.4,40.0
Zach LaVine,4.4,59.1,3.4,35.1
Zach Randolph,8.3,51.8,4.7,43.1
Zaza Pachulia,4.8,50.0,1.4,28.4
