Player,Minutes,AST %,REB %,USG %
Beno Udrih,14.4,36.4,5.1,19.5
Bismack Biyombo,22.1,6.5,15.3,13.4
Blake Griffin,34.0,23.5,12.2,27.6
Boban Marjanovic,8.4,5.4,21.2,23.9
Bobby Brown,4.9,17.5,2.3,21.9
Bobby Portis,15.6,5.9,14.2,19.0
Bojan Bogdanovic,25.7,8.6,6.5,21.9
Boris Diaw,17.6,20.7,6.5,15.4
Bradley Beal,34.9,15.4,4.5,25.8
Brandan Wright,16.0,6.0,8.5,16.1
Brandon Bass,11.1,6.3,11.3,19.2
Brandon Ingram,28.9,10.5,6.8,16.6
Brandon Jennings,22.2,30.8,5.2,17.2
Brandon Knight,21.1,19.4,5.0,24.8
Brandon Rush,21.9,5.8,5.0,9.7
Brian Roberts,10.2,21.4,4.8,18.1
Briante Weber,10.2,16.8,6.8,16.7
Brice Johnson,3.1,16.7,18.8,34.8
Brook Lopez,29.6,14.3,8.5,28.6
Bruno Caboclo,4.5,15.4,11.1,17.5
Bryn Forbes,7.9,14.6,3.8,17.2
Buddy Hield,23.0,10.1,7.0,20.9
C.J. Watson,16.3,17.4,4.3,13.9
C.J. Wilcox,4.9,17.4,5.2,14.3
CJ McCollum,34.9,17.5,5.1,26.8
CJ Miles,23.4,4.1,6.5,17.9
Cameron Payne,14.9,19.5,5.0,21.2
Caris LeVert,21.7,13.2,7.1,16.1
Carmelo Anthony,34.3,14.1,8.2,28.6
Chandler Parsons,19.8,12.2,6.7,18.1
Channing Frye,18.9,5.0,10.3,19.3
Chasson Randle,11.5,17.3,5.3,19.3
Cheick Diallo,11.7,3.1,17.6,19.8
Chinanu Onuaku,10.3,8.6,10.3,10.5
Chris Andersen,9.5,6.3,13.5,13.4
Chris McCullough,5.0,3.6,11.7,18.9
Chris Paul,31.5,44.4,8.0,23.9
Christian Wood,8.2,3.1,12.8,15.0
Clint Capela,23.9,6.6,16.7,19.9
Cody Zeller,27.8,8.7,11.6,15.3
Cole Aldrich,8.6,6.3,15.4,9.1
Corey Brewer,15.6,10.4,6.3,14.3
Cory Joseph,25.0,20.0,5.8,17.9
Courtney Lee,31.9,10.4,5.1,14.4
Cristiano Felicio,15.8,6.1,14.5,12.4
D'Angelo Russell,28.7,26.9,6.0,26.4
D.J. Augustin,19.7,23.7,3.7,19.4
Dahntay Jones,12.0,20.0,7.1,41.7
Damian Jones,8.5,0.0,14.2,13.5
Damian Lillard,35.9,27.7,6.7,30.4
Damjan Rudez,7.0,10.1,4.0,13.4
Daniel Ochefu,3.9,7.0,15.4,17.7
Danilo Gallinari,33.9,9.0,7.5,19.8
Danny Green,26.6,9.7,6.2,13.5
Dante Cunningham,25.0,3.1,8.2,10.7
Dante Exum,18.6,14.4,5.5,17.6
Danuel House Jr.,0.8,0.0,50.0,0.0
Dario Saric,26.3,14.5,11.7,24.0
Darrell Arthur,15.6,9.9,8.6,17.6
Darren Collison,30.3,24.3,3.9,19.5
Darrun Hilliard,9.8,13.3,4.3,19.1
David Lee,18.7,12.6,14.9,16.1
David Nwaba,19.9,4.8,7.8,11.8
David West,12.6,26.0,12.1,19.1
Davis Bertans,12.1,8.4,6.0,14.8
DeAndre Jordan,31.7,5.4,21.7,15.2
DeAndre Liggins,12.5,9.7,6.9,11.3
DeAndre' Bembry,9.8,12.3,7.8,14.4
DeMar DeRozan,35.4,20.4,7.4,33.7
DeMarcus Cousins,34.2,26.2,16.7,35.9
DeMarre Carroll,26.1,5.6,7.4,15.4
Dejounte Murray,8.5,23.6,6.6,23.0
Delon Wright,16.5,20.4,5.4,16.3
Demetrius Jackson,3.4,30.0,10.3,15.9
Dennis Schroder,31.5,34.0,4.8,27.2
Denzel Valentine,17.1,9.5,7.5,15.3
Deron Williams,25.9,35.0,4.6,21.9
Derrick Favors,23.7,7.9,13.5,20.4
Derrick Jones Jr.,17.0,3.0,6.8,11.7
Derrick Rose,32.5,21.6,5.6,25.4
Derrick Williams,16.1,5.4,7.9,17.5
Devin Booker,35.0,16.0,4.4,28.0
Devin Harris,16.7,19.7,6.0,19.1
Dewayne Dedmon,17.5,4.9,18.6,11.8
Deyonta Davis,6.6,1.5,11.7,11.3
Diamond Stone,3.5,0.0,10.9,30.9
Dion Waiters,30.1,23.4,5.4,26.0
Dirk Nowitzki,26.4,9.9,12.6,24.6
Domantas Sabonis,20.1,7.3,8.6,15.6
Donatas Motiejunas,14.1,9.6,10.4,16.8
Dorian Finney-Smith,20.3,6.1,7.1,11.5
Doug McDermott,22.8,6.0,5.8,16.2
Dragan Bender,13.3,5.7,8.7,14.5
Draymond Green,32.5,27.2,11.7,15.9
Dwight Howard,29.7,7.6,20.7,19.0
Dwight Powell,17.3,6.2,12.0,16.2
Dwyane Wade,29.9,22.1,7.2,28.9
E'Twaun Moore,24.9,13.8,4.0,17.1
Ed Davis,17.2,5.0,14.9,11.8
Edy Tavares,13.8,7.1,18.3,13.3
Elfrid Payton,29.4,32.9,7.7,21.1
Elijah Millsap,11.6,6.7,11.8,19.2
Emmanuel Mudiay,25.6,22.2,6.2,22.2
Enes Kanter,21.3,7.8,15.6,27.1
Eric Bledsoe,33.0,30.9,7.2,27.5
Eric Gordon,31.0,12.5,4.0,21.7
Ersan Ilyasova,26.1,10.7,10.8,21.6
Evan Fournier,32.8,14.4,4.5,22.9
Evan Turner,25.5,19.6,7.3,18.2
Frank Kaminsky,26.1,13.1,8.6,21.6
Fred VanVleet,7.9,18.0,6.7,19.9
Garrett Temple,26.6,14.6,5.5,13.9
Gary Harris,31.3,12.9,5.1,18.3
Gary Neal,9.2,12.5,2.4,20.5
Gary Payton II,16.5,22.4,6.3,15.7
George Hill,31.5,22.7,5.6,22.9
Georges Niang,4.0,7.4,8.4,18.4
Georgios Papagiannis,16.1,8.5,12.7,16.5
Gerald Green,11.4,10.0,7.5,22.3
Gerald Henderson,23.2,10.8,5.5,17.5
Giannis Antetokounmpo,35.6,26.9,12.7,28.0
Glenn Robinson III,20.7,4.8,8.5,12.5
Goran Dragic,33.7,28.3,5.6,26.2
Gordon Hayward,34.5,17.9,8.1,26.9
Gorgui Dieng,32.4,8.6,12.6,14.0
Greg Monroe,22.5,16.5,15.5,23.8
Greivis Vasquez,12.9,18.5,2.2,10.4
Harrison Barnes,35.5,7.6,7.5,25.2
Hassan Whiteside,32.6,3.7,21.4,22.3
Henry Ellenson,7.7,7.4,13.1,23.4
Hollis Thompson,18.8,7.2,7.0,13.1
Ian Clark,14.8,12.2,5.1,19.2
Ian Mahinmi,17.9,5.0,13.4,13.8
Iman Shumpert,25.5,8.0,5.6,14.0
Isaiah Canaan,15.2,9.9,4.0,15.1
Isaiah Taylor,13.0,7.0,2.8,6.4
Isaiah Thomas,33.8,30.5,4.0,33.2
Isaiah Whitehead,22.5,17.3,5.3,18.0
Ish Smith,24.1,31.9,5.8,20.1
Ivica Zubac,16.0,7.8,12.6,20.1
J.J. Barea,22.0,42.1,5.7,25.4
JJ Redick,28.2,7.4,3.9,21.1
JR Smith,29.0,7.1,4.6,14.3
JaMychal Green,27.3,6.4,13.3,14.4
JaVale McGee,9.6,3.2,15.4,22.1
Jabari Parker,33.9,13.7,9.2,25.7
Jae Crowder,32.4,9.7,8.7,16.9
Jahlil Okafor,22.7,9.7,10.4,24.4
Jake Layman,7.1,7.2,4.4,18.6
Jakob Poeltl,11.6,3.0,13.3,11.7
Jamal Crawford,26.3,15.9,3.0,22.0
Jamal Murray,21.5,14.2,5.9,21.2
Jameer Nelson,27.3,25.8,4.6,15.6
James Ennis III,23.4,6.7,8.5,12.7
James Harden,36.4,50.5,10.9,33.3
James Johnson,27.4,21.0,8.8,21.5
James Jones,7.9,6.2,4.9,13.3
James Michael McAdoo,8.8,6.0,9.4,14.5
James Young,7.6,3.0,5.7,12.5
Jared Dudley,21.3,12.6,7.7,13.6
Jared Sullinger,10.7,4.8,10.6,19.9
Jarell Eddie,12.5,0.0,4.2,15.2
Jarell Martin,13.3,2.5,13.4,15.6
Jarnell Stokes,3.3,40.0,11.8,11.1
Jarrett Jack,16.5,26.3,0.0,8.9
Jarrod Uthoff,12.7,14.1,9.1,16.9
Jason Smith,14.4,5.2,12.1,16.6
Jason Terry,18.4,10.0,4.0,9.6
Jaylen Brown,17.2,7.7,8.1,17.6
Jeff Green,22.2,8.9,6.5,20.0
Jeff Teague,32.4,35.9,6.3,21.9
Jeff Withey,8.5,2.5,14.0,13.9
Jerami Grant,19.1,4.4,6.4,12.2
Jeremy Lamb,18.4,11.3,11.3,22.8
Jeremy Lin,24.5,33.8,7.1,25.5
Jerian Grant,16.3,17.2,5.2,15.9
Jerryd Bayless,23.8,36.1,7.9,27.9
Jimmy Butler,37.0,24.3,8.1,26.1
Joakim Noah,22.1,13.8,18.7,12.4
Jodie Meeks,20.5,8.9,5.2,19.2
Joe Harris,21.9,7.6,5.8,15.9
Joe Ingles,24.1,16.8,7.0,13.5
Joe Johnson,23.6,12.5,6.9,18.1
Joe Young,4.1,20.3,5.7,25.1
Joel Anthony,6.4,4.1,11.8,8.6
Joel Bolomboy,4.4,6.5,15.3,17.2
Joel Embiid,25.4,17.4,15.2,35.6
Joffrey Lauvergne,14.0,11.0,12.4,18.5
John Henson,19.4,7.6,13.2,16.3
John Jenkins,3.2,8.3,4.0,18.8
John Lucas III,2.1,20.0,0.0,15.4
John Wall,36.4,45.0,5.8,29.9
Johnny O'Bryant III,7.3,12.5,13.0,20.5
Jon Leuer,25.9,8.8,10.0,16.9
Jonas Jerebko,15.8,8.1,10.8,11.3
Jonas Valanciunas,25.8,4.3,18.8,19.3
Jonathan Gibson,13.6,21.5,5.0,24.9
Jonathon Simmons,17.9,13.7,5.7,17.6
Jordan Clarkson,29.2,14.3,5.0,22.8
Jordan Crawford,23.3,19.2,4.0,25.4
Jordan Farmar,17.7,34.6,4.4,18.3
Jordan Hill,6.7,0.0,15.1,17.1
Jordan McRae,10.4,8.3,5.2,20.8
Jordan Mickey,5.6,8.4,12.2,14.8
Jose Calderon,13.1,25.1,6.6,14.0
Josh Huestis,15.4,11.5,12.9,13.9
Josh McRoberts,17.3,20.0,9.7,17.1
Josh Richardson,30.5,12.8,5.1,16.5
Jrue Holiday,32.7,35.5,5.7,23.2
Juancho Hernangomez,13.6,4.8,10.7,13.9
Julius Randle,28.8,19.5,14.5,21.2
Justin Anderson,16.4,8.9,10.0,20.2
Justin Hamilton,18.4,7.4,10.4,15.8
Justin Harper,10.4,10.0,7.7,20.8
Justin Holiday,20.0,9.5,6.5,16.6
Justise Winslow,34.7,15.3,7.1,19.8
Jusuf Nurkic,21.4,14.2,16.1,23.2
KJ McDaniels,10.3,4.0,7.9,18.0
Karl-Anthony Towns,37.0,12.7,17.3,27.1
Kawhi Leonard,33.4,18.2,8.9,30.6
Kay Felder,9.2,26.1,5.2,24.3
Kelly Olynyk,20.5,15.9,11.3,18.5
Kelly Oubre Jr.,20.3,4.2,8.1,14.3
Kemba Walker,34.7,28.2,5.5,28.6
Kenneth Faried,21.2,6.4,17.5,17.9
Kent Bazemore,26.9,14.0,5.6,20.2
Kentavious Caldwell-Pope,33.3,11.1,4.8,18.7
Kevin Durant,33.4,21.8,12.2,27.1
Kevin Love,31.4,9.3,17.2,25.3
Kevin Seraphin,11.4,6.9,12.5,18.4
Kevon Looney,8.4,9.4,12.9,12.6
Khris Middleton,30.7,17.5,7.6,22.7
Klay Thompson,34.0,9.0,5.3,25.8
Kosta Koufos,20.0,5.3,14.3,15.1
Kris Dunn,17.1,20.0,6.4,13.9
Kris Humphries,12.3,7.0,14.6,17.6
Kristaps Porzingis,32.8,7.3,10.5,24.0
Kyle Anderson,14.2,12.6,10.3,11.8
Kyle Korver,26.2,9.3,5.3,14.7
Kyle Lowry,37.4,29.3,6.5,24.3
Kyle O'Quinn,15.6,14.9,16.9,18.2
Kyle Singler,12.0,3.4,6.1,11.2
Kyle Wiltjer,3.1,6.9,11.1,17.7
Kyrie Irving,35.1,27.8,4.5,29.5
LaMarcus Aldridge,32.4,10.0,11.5,24.8
Lamar Patterson,8.1,25.0,8.0,23.0
Lance Stephenson,20.1,25.4,6.9,18.1
Lance Thomas,21.0,5.3,6.9,13.1
Langston Galloway,20.2,9.8,5.0,18.0
Larry Nance Jr.,22.9,9.6,12.7,13.3
Larry Sanders,2.5,0.0,19.0,22.6
Lavoy Allen,14.3,9.3,12.5,10.3
LeBron James,37.8,38.8,11.4,29.2
Leandro Barbosa,14.4,12.8,5.4,20.1
Lou Williams,24.6,19.3,4.8,27.7
Luc Mbah a Moute,22.3,2.9,4.8,11.4
Lucas Nogueira,19.1,5.3,10.9,9.3
Luis Scola,12.8,12.4,14.6,18.0
Luke Babbitt,15.7,4.9,6.5,13.0
Luol Deng,26.5,7.3,9.6,14.1
Malachi Richardson,9.0,9.2,5.8,18.9
Malcolm Brogdon,26.4,23.9,5.6,18.2
Malcolm Delaney,17.1,24.1,4.8,18.1
Malik Beasley,7.5,9.8,5.0,21.6
Manny Harris,6.2,14.3,15.5,29.2
Manu Ginobili,18.7,19.9,6.0,18.8
Marc Gasol,34.2,24.6,9.4,26.2
Marcelo Huertas,10.3,31.1,5.1,17.0
Marcin Gortat,31.2,6.5,16.8,14.6
Marco Belinelli,24.0,13.1,5.0,18.7
Marcus Georges-Hunt,9.5,13.0,8.5,12.2
Marcus Morris Sr.,32.5,9.5,6.9,20.1
Marcus Smart,30.4,22.6,6.2,18.3
Marcus Thornton,17.4,10.8,6.8,18.3
Mario Hezonja,14.8,11.0,7.3,18.7
Markieff Morris,31.2,7.6,10.5,20.3
Marquese Chriss,21.3,5.1,9.8,19.4
Marreese Speights,15.7,8.5,14.4,23.4
Marshall Plumlee,8.1,8.2,14.3,12.1
Marvin Williams,30.2,7.2,10.7,16.0
Mason Plumlee,26.5,18.7,14.1,18.0
Matt Barnes,24.0,16.2,10.9,15.5
Matthew Dellavedova,26.1,25.9,3.8,15.8
Maurice Harkless,28.9,5.6,7.5,14.9
Maurice Ndour,10.4,3.7,9.6,14.2
Metta World Peace,6.4,11.3,6.0,22.1
Meyers Leonard,16.5,8.5,9.6,15.4
Michael Beasley,16.7,9.6,10.5,24.3
Michael Carter-Williams,18.8,20.3,8.7,20.3
Michael Gbinije,3.5,8.7,4.3,15.1
Michael Kidd-Gilchrist,29.0,7.4,11.7,14.4
Mike Conley,33.2,32.9,5.4,25.6
Mike Dunleavy,15.9,9.7,6.5,13.7
Mike Miller,7.5,19.5,12.9,10.2
Mike Muscala,17.7,12.1,9.4,14.5
Mike Scott,10.8,15.0,9.2,16.2
Mike Tobey,12.6,9.1,5.8,9.8
Miles Plumlee,10.8,6.5,9.7,12.8
Mindaugas Kuzminskas,14.9,10.2,5.9,18.6
Mirza Teletovic,16.2,6.3,7.3,18.8
Monta Ellis,27.0,17.1,5.2,16.6
Montrezl Harrell,18.3,9.7,9.9,17.0
Myles Turner,31.4,6.5,11.9,19.5
Nemanja Bjelica,18.3,10.2,10.1,15.9
Nene,17.9,8.8,11.1,19.1
Nerlens Noel,20.5,7.8,14.3,17.1
Nick Collison,6.4,17.1,10.9,9.7
Nick Young,25.9,5.7,4.3,19.2
Nicolas Batum,34.0,27.3,9.0,21.5
Nicolas Brussino,9.7,14.4,9.4,14.8
Nicolas Laprovittola,9.7,30.1,2.9,17.9
Nik Stauskas,27.3,12.9,5.0,16.1
Nikola Jokic,27.9,26.6,17.8,23.1
Nikola Mirotic,24.0,6.9,11.1,19.4
Nikola Vucevic,28.8,15.7,17.3,24.1
Noah Vonleh,17.1,3.6,14.8,12.9
Norman Powell,18.0,9.4,6.3,20.8
Norris Cole,9.6,17.7,4.3,21.5
Okaro White,13.5,6.1,8.8,10.6
Omer Asik,15.6,4.4,15.9,8.6
Omri Casspi,17.8,8.7,9.1,13.8
Otto Porter Jr.,32.6,6.6,9.9,14.7
P.J. Tucker,27.6,6.3,10.3,11.1
Pascal Siakam,15.6,2.8,11.2,12.9
Pat Connaughton,8.1,13.7,8.2,12.7
Patricio Garino,8.6,0.0,7.7,10.0
Patrick Beverley,30.7,18.4,9.3,14.0
Patrick McCaw,15.1,9.9,4.4,11.6
Patrick Patterson,24.6,6.6,9.2,12.3
Patty Mills,21.9,23.6,4.0,18.4
Pau Gasol,25.4,14.3,15.9,21.3
Paul George,35.9,15.7,9.4,28.7
Paul Millsap,34.0,17.2,11.0,24.1
Paul Pierce,11.1,4.9,8.3,14.5
Paul Zipser,19.2,6.2,7.1,14.3
Pierre Jackson,9.4,32.2,5.1,22.2
Quincy Acy,14.7,5.3,10.0,16.5
Quinn Cook,13.4,19.8,2.1,19.2
RJ Hunter,3.1,0.0,3.0,3.8
Rajon Rondo,26.7,36.1,9.4,17.4
Rakeem Christmas,7.6,2.7,12.1,11.9
Ramon Sessions,16.2,24.0,4.3,19.2
Randy Foye,18.6,15.3,5.8,14.3
Rashad Vaughn,11.2,8.5,5.5,16.9
Raul Neto,8.6,14.0,4.4,14.0
Raymond Felton,21.2,17.2,6.3,16.3
Reggie Bullock,15.1,8.6,6.6,12.8
Reggie Jackson,27.4,30.6,4.0,26.1
Reggie Williams,13.2,8.7,3.4,12.8
Richard Jefferson,20.4,6.8,6.2,12.1
Richaun Holmes,20.9,8.1,12.9,18.4
Ricky Rubio,32.9,38.5,6.4,17.1
Robert Covington,31.6,7.5,9.9,18.8
Robin Lopez,28.0,5.4,11.1,17.2
Rodney Hood,27.0,10.2,6.6,22.7
Rodney McGruder,25.2,8.8,6.5,12.3
Rodney Stuckey,17.9,18.4,6.0,21.8
Ron Baker,16.5,18.8,5.6,14.9
Rondae Hollis-Jefferson,22.6,13.5,12.1,18.5
Ronnie Price,9.6,18.8,3.6,8.5
Roy Hibbert,14.2,4.8,10.3,13.6
Rudy Gay,33.8,14.0,9.4,24.6
Rudy Gobert,33.9,5.7,19.4,16.6
Russell Westbrook,34.6,54.3,14.7,40.2
Ryan Anderson,29.4,4.6,7.7,17.8
Ryan Kelly,6.9,11.6,7.8,14.2
Salah Mejri,12.4,2.5,17.9,10.5
Sam Dekker,18.4,7.9,9.5,14.8
Sasha Vujacic,9.7,18.9,6.7,16.8
Sean Kilpatrick,25.1,14.7,7.5,23.2
Semaj Christon,15.2,19.3,4.5,12.3
Serge Ibaka,30.7,5.0,11.1,20.8
Sergio Rodriguez,22.3,34.9,5.1,18.9
Seth Curry,29.0,15.9,4.7,19.3
Shabazz Muhammad,19.4,3.8,7.4,20.9
Shabazz Napier,9.7,20.0,6.4,21.5
Shaun Livingston,17.7,14.6,5.5,13.2
Shawn Long,13.0,8.7,17.4,24.1
Sheldon Mac,9.6,7.8,5.7,13.8
Shelvin Mack,21.9,21.0,5.3,19.1
Skal Labissiere,18.5,7.1,13.2,20.9
Solomon Hill,29.7,8.0,6.2,11.4
Spencer Dinwiddie,22.6,21.0,5.9,14.0
Spencer Hawes,14.8,17.4,11.6,19.3
Stanley Johnson,17.8,10.6,6.8,14.4
Stephen Curry,33.4,28.7,6.5,28.6
Stephen Zimmerman,5.7,5.6,15.5,14.2
Steve Novak,2.7,0.0,7.9,14.9
Steven Adams,29.9,5.4,12.2,15.9
T.J. McConnell,26.3,37.4,5.7,14.2
T.J. Warren,31.0,5.6,7.9,18.8
Taj Gibson,25.5,5.7,11.8,18.8
Tarik Black,16.3,5.2,14.9,15.2
Taurean Prince,16.6,9.1,7.5,16.8
Terrence Jones,23.5,7.5,11.3,20.9
Terrence Ross,25.1,6.6,5.2,18.5
Terry Rozier,17.1,16.4,8.5,16.7
Thabo Sefolosha,25.7,9.9,8.3,13.1
Thaddeus Young,30.2,8.2,10.1,16.3
Thomas Robinson,11.7,8.8,19.8,20.0
Thon Maker,9.9,6.9,10.9,18.1
Tiago Splitter,9.5,8.9,13.7,21.4
Tim Frazier,23.5,31.2,5.4,16.1
Tim Hardaway Jr.,27.3,13.7,5.0,21.8
Tim Quarterman,5.0,23.4,8.0,22.4
Timofey Mozgov,20.4,6.1,11.6,16.8
Timothe Luwawu-Cabarrot,17.2,9.3,6.1,17.5
Tobias Harris,31.3,8.7,8.0,21.4
Tomas Satoransky,12.6,18.3,5.7,12.2
Toney Douglas,16.4,21.4,7.9,15.8
Tony Allen,27.0,8.3,10.4,17.8
Tony Parker,25.2,27.6,3.7,20.4
Tony Snell,29.2,5.8,5.5,12.1
Treveon Graham,7.0,5.8,5.6,11.9
Trevor Ariza,34.7,8.8,8.1,14.0
Trevor Booker,24.7,13.1,15.3,18.5
Trey Burke,12.3,23.0,3.4,20.0
Trey Lyles,16.3,9.8,10.1,20.9
Tristan Thompson,30.0,4.6,14.8,11.2
Troy Daniels,17.7,6.5,4.1,20.3
Troy Williams,18.6,7.2,6.0,16.9
Ty Lawson,25.1,30.0,5.2,19.0
Tyler Ennis,11.1,21.1,3.9,18.9
Tyler Johnson,29.8,17.0,6.5,20.3
Tyler Ulis,18.4,29.7,3.9,19.9
Tyler Zeller,10.3,12.5,11.1,15.9
Tyreke Evans,19.7,28.1,8.3,26.2
Tyson Chandler,27.6,3.3,20.7,11.2
Tyus Jones,12.9,27.6,4.5,13.2
Udonis Haslem,8.1,9.4,13.0,13.0
Victor Oladipo,33.2,12.2,6.3,21.0
Vince Carter,24.7,11.2,6.3,14.7
Wade Baldwin IV,12.3,26.2,5.4,18.6
Wayne Ellington,24.2,7.0,4.3,17.4
Wayne Selden,16.9,9.0,3.4,15.9
Wesley Johnson,11.9,4.2,10.9,12.2
Wesley Matthews,34.2,13.8,5.4,19.3
Will Barton,28.4,18.5,7.5,20.7
Willie Cauley-Stein,18.9,9.3,12.1,19.5
Willie Reed,14.5,4.0,15.5,15.0
Willy Hernangomez,18.4,11.6,18.1,19.9
Wilson Chandler,30.9,9.7,10.3,21.7
Yogi Ferrell,26.0,23.2,4.8,19.2
Zach LaVine,37.2,12.8,4.8,21.5
Zach Randolph,24.5,13.1,16.7,28.0
Zaza Pachulia,18.1,13.1,16.1,15.0
