Player,Minutes,AST %,REB %,USG %
Jaron Blossomgame,16.3,4.3,10.7,12.0
Jarred Vanderbilt,4.1,6.4,14.3,17.9
Jarrett Allen,26.2,7.6,15.0,15.8
Jason Smith,9.5,11.2,12.5,16.9
Jawun Evans,8.0,23.8,9.3,14.2
Jaylen Adams,12.6,20.1,6.3,13.1
Jaylen Brown,25.9,7.9,7.7,21.5
Jaylen Morris,7.1,17.4,6.8,15.0
Jayson Tatum,31.1,9.8,9.3,21.8
Jeff Green,27.2,9.3,7.2,17.4
Jeff Teague,30.1,36.6,3.9,18.6
Jemerrio Jones,23.9,11.5,15.0,10.8
Jerami Grant,32.7,4.0,7.3,15.0
Jeremy Lamb,28.5,11.9,9.1,22.0
Jeremy Lin,19.4,24.9,5.8,21.3
Jerian Grant,15.6,24.2,5.0,13.0
Jerome Robinson,9.7,8.0,6.1,15.9
Jerryd Bayless,19.3,26.2,4.5,17.2
Jevon Carter,14.8,18.4,5.5,17.2
Jimmer Fredette,10.8,20.0,4.8,24.2
Jimmy Butler,33.6,17.9,7.5,21.8
Joakim Noah,16.5,20.2,16.1,19.1
Jodie Meeks,13.0,9.6,5.6,16.9
Joe Chealey,7.8,25.0,0.0,17.6
Joe Harris,30.2,11.4,6.0,16.7
Joe Ingles,31.3,26.2,6.1,17.0
Joel Embiid,33.7,18.5,19.1,32.7
John Collins,30.0,10.2,15.4,23.0
John Henson,13.5,10.8,15.7,17.3
John Holland,0.7,0.0,0.0,0.0
John Jenkins,12.8,10.5,5.2,16.0
John Wall,34.5,39.1,5.0,28.6
Johnathan Motley,7.1,12.9,15.5,26.6
Johnathan Williams,15.5,5.1,12.3,15.8
Jon Leuer,9.8,6.0,11.8,15.7
Jonah Bolden,14.5,8.5,11.9,13.1
Jonas Jerebko,16.7,10.6,11.1,14.4
Jonas Valanciunas,22.3,10.9,18.4,27.4
Jonathan Isaac,26.6,5.5,9.9,16.0
Jonathon Simmons,19.0,17.5,5.7,18.2
Jordan Bell,11.6,13.4,11.2,13.3
Jordan Clarkson,27.3,15.3,6.0,26.6
Jordan Loyd,4.6,18.2,7.5,15.9
Jordan McRae,12.3,13.1,5.6,19.1
Jordan Sibert,4.2,0.0,0.0,8.3
Jose Calderon,12.9,28.2,4.4,10.4
Josh Hart,25.6,7.2,6.5,13.0
Josh Jackson,25.2,14.2,8.4,23.4
Josh Okogie,23.7,6.8,5.9,14.8
Josh Richardson,34.8,17.7,4.9,20.3
Jrue Holiday,35.8,30.8,6.5,25.0
Juancho Hernangomez,19.4,5.4,9.3,11.9
Julian Washburn,14.1,8.3,7.5,9.6
Julius Randle,30.6,15.8,13.4,27.3
Justin Anderson,9.7,7.3,8.2,16.6
Justin Holiday,31.8,8.4,6.0,15.3
Justin Jackson,19.9,8.1,6.0,14.1
Justin Patton,6.9,25.0,11.1,14.0
Justise Winslow,29.7,21.3,8.6,20.6
Jusuf Nurkic,27.4,16.8,18.1,24.1
Kadeem Allen,21.9,27.7,6.0,19.5
Kalin Lucas,5.6,50.0,23.1,15.4
Karl-Anthony Towns,33.0,16.9,17.6,28.0
Kawhi Leonard,34.0,15.9,10.6,30.0
Keita Bates-Diop,16.8,4.7,7.7,14.0
Kelly Olynyk,22.9,11.3,9.9,17.5
Kelly Oubre Jr.,28.0,6.7,8.0,22.3
Kemba Walker,34.9,28.7,6.0,30.8
Kenneth Faried,19.7,4.3,16.4,19.4
Kenrich Williams,23.5,9.4,9.4,11.9
Kent Bazemore,24.5,14.4,7.2,21.5
Kentavious Caldwell-Pope,24.8,7.7,5.5,17.5
Kevin Durant,34.6,25.1,8.8,28.3
Kevin Huerter,27.3,13.9,5.6,15.3
Kevin Knox II,28.8,6.0,7.1,21.9
Kevin Love,27.2,12.5,19.3,25.9
Kevon Looney,18.5,10.6,12.9,12.2
Khem Birch,12.9,8.7,13.8,13.6
Khris Middleton,31.1,19.4,8.9,24.6
Khyri Thomas,7.5,6.7,4.6,15.8
Klay Thompson,34.0,10.3,5.5,25.4
Kobi Simmons,1.8,0.0,0.0,0.0
Kosta Koufos,11.9,9.9,15.6,15.0
Kostas Antetokounmpo,5.3,0.0,5.6,24.0
Kris Dunn,30.2,29.0,6.6,19.8
Kyle Anderson,29.8,15.5,10.0,12.7
Kyle Korver,19.1,8.8,5.6,17.4
Kyle Kuzma,33.1,11.3,7.7,23.3
Kyle Lowry,34.1,32.9,6.9,19.1
Kyle O'Quinn,8.2,20.4,15.1,19.6
Kyrie Irving,33.0,33.0,7.2,28.6
LaMarcus Aldridge,33.2,11.5,13.9,26.8
Lance Stephenson,16.5,17.5,8.8,19.7
Lance Thomas,17.0,5.1,6.8,12.7
Landry Shamet,22.8,9.0,3.6,14.5
Langston Galloway,21.8,7.2,4.7,15.3
Larry Nance Jr.,26.8,17.9,15.4,15.2
Lauri Markkanen,32.3,7.0,13.8,24.5
LeBron James,35.2,37.6,11.4,31.1
Lonnie Walker IV,6.9,14.3,6.5,19.6
Lonzo Ball,30.3,23.6,8.1,16.7
Lorenzo Brown,8.2,19.9,6.6,16.7
Lou Williams,26.6,31.8,5.1,30.8
Luc Mbah a Moute,15.3,4.5,5.1,14.1
Luka Doncic,32.2,31.7,11.7,29.6
Luke Kennard,22.8,12.2,6.2,17.9
Luke Kornet,17.0,10.8,7.9,17.8
Luol Deng,17.8,6.2,8.8,15.5
Malachi Richardson,4.7,0.0,5.2,14.2
Malcolm Brogdon,28.6,15.7,7.3,20.2
Malcolm Miller,6.7,2.4,3.4,18.0
Malik Beasley,23.2,7.4,5.1,18.1
Malik Monk,17.2,14.3,5.2,23.6
MarShon Brooks,13.3,11.2,5.8,23.3
Marc Gasol,30.8,22.2,13.2,21.0
Marcin Gortat,16.0,12.3,17.2,14.8
Marco Belinelli,23.0,10.2,5.2,18.7
Marcus Derrickson,6.1,2.6,8.3,23.3
Marcus Morris Sr.,27.9,7.3,10.6,20.3
Marcus Smart,27.5,19.0,5.1,14.4
Mario Hezonja,20.8,11.6,9.3,20.8
Markelle Fultz,22.5,21.2,7.3,18.9
Markieff Morris,21.9,9.2,10.1,19.1
Marquese Chriss,11.6,6.9,13.8,19.6
Marvin Bagley III,25.3,6.0,13.6,23.7
Marvin Williams,28.4,6.1,9.1,14.7
Mason Plumlee,21.1,19.9,14.4,15.9
Matthew Dellavedova,16.9,32.9,4.4,17.3
Maurice Harkless,23.6,6.8,9.0,13.5
Maxi Kleber,21.2,6.8,10.3,13.2
Melvin Frazier Jr.,4.4,3.2,5.0,20.5
Meyers Leonard,14.4,12.3,13.0,14.9
Michael Beasley,10.7,14.9,10.0,28.8
Michael Carter-Williams,13.3,26.2,8.8,17.6
Michael Kidd-Gilchrist,18.4,7.7,9.8,15.3
Mikal Bridges,29.5,9.7,5.4,11.9
Mike Conley,33.5,32.7,5.1,26.2
Mike Muscala,20.4,8.1,8.8,13.8
Mike Scott,17.7,6.4,9.0,13.9
Miles Bridges,21.2,8.1,9.1,14.7
Miles Plumlee,9.6,15.5,11.1,16.6
Milos Teodosic,10.0,26.0,5.3,17.1
Mitchell Creek,9.4,18.8,10.7,16.9
Mitchell Robinson,20.6,4.2,14.4,11.9
Mo Bamba,16.3,8.6,14.0,17.4
Monte Morris,24.0,22.1,4.7,16.8
Montrezl Harrell,26.3,12.3,11.7,22.7
Moritz Wagner,10.4,8.4,8.9,21.0
Myles Turner,28.6,8.3,12.3,19.9
Naz Mitrou-Long,6.0,25.0,3.4,13.9
Nemanja Bjelica,23.2,10.7,11.7,16.2
Nene,13.0,7.0,10.5,11.4
Nerlens Noel,13.7,6.7,13.9,13.7
Nick Young,9.3,7.7,1.2,12.6
Nicolas Batum,31.4,14.5,7.9,12.9
Nik Stauskas,14.9,12.3,5.9,17.1
Nikola Jokic,31.3,36.1,16.9,27.1
Nikola Mirotic,27.1,6.1,12.3,20.6
Nikola Vucevic,31.4,20.8,18.8,27.6
Noah Vonleh,25.3,10.8,14.5,14.4
Norman Powell,18.8,11.9,5.8,18.2
OG Anunoby,20.2,5.0,6.9,14.8
Okaro White,2.1,0.0,11.1,10.5
Omari Spellman,17.5,8.5,11.1,14.6
Omri Casspi,14.5,7.7,10.9,17.0
Otto Porter Jr.,30.1,10.0,9.2,18.5
P.J. Tucker,34.2,4.7,8.4,9.4
PJ Dozier,8.5,12.5,13.8,17.3
Pascal Siakam,31.8,14.1,10.5,20.5
Pat Connaughton,20.7,12.8,9.2,13.0
Patrick Beverley,27.4,18.3,8.7,12.0
Patrick McCaw,13.7,9.9,6.1,9.3
Patrick Patterson,13.7,4.9,7.8,11.8
Patty Mills,23.3,17.4,4.5,17.5
Pau Gasol,12.0,20.9,18.1,15.1
Paul George,36.9,17.3,10.1,28.5
Paul Millsap,27.1,10.4,13.0,19.1
Quincy Acy,12.3,8.8,8.9,8.8
Quincy Pondexter,5.5,12.1,7.7,12.9
Quinn Cook,14.3,16.7,7.2,20.0
RJ Hunter,25.7,15.0,4.5,22.6
Rajon Rondo,29.8,36.0,8.3,17.2
Raul Neto,12.8,25.1,6.4,18.4
Rawle Alkins,12.0,13.7,9.7,17.3
Ray Spalding,10.5,5.2,14.2,16.4
Raymond Felton,11.5,20.9,4.0,16.5
Reggie Bullock,29.8,9.6,4.5,15.4
Reggie Jackson,27.9,24.1,4.6,23.7
Richaun Holmes,16.9,8.2,13.4,17.4
Ricky Rubio,27.9,31.3,6.2,22.1
Robert Covington,34.4,5.5,7.5,15.4
Robert Williams III,8.8,4.0,12.6,10.1
Robin Lopez,21.7,8.4,8.5,18.3
Rodions Kurucs,20.5,5.7,8.6,17.5
Rodney Hood,26.3,10.1,4.1,17.8
Rodney McGruder,23.5,10.3,7.0,14.7
Ron Baker,10.1,13.9,3.5,7.5
Rondae Hollis-Jefferson,20.9,11.9,11.5,21.0
Royce O'Neale,20.4,10.2,8.2,10.8
Rudy Gay,26.7,14.5,12.5,21.6
Rudy Gobert,31.8,9.5,19.4,17.5
Russell Westbrook,36.0,44.0,14.1,30.1
Ryan Anderson,12.9,8.8,8.4,12.0
Ryan Arcidiacono,24.2,19.1,5.4,11.7
Ryan Broekhoff,10.8,6.9,6.5,14.0
Salah Mejri,11.1,13.7,14.9,15.3
Sam Dekker,16.8,8.1,9.2,15.7
Scott Machado,4.8,21.4,0.0,13.0
Semi Ojeleye,10.6,5.4,6.7,13.7
Serge Ibaka,27.2,7.6,14.4,22.7
Seth Curry,18.9,6.8,4.1,16.4
Shabazz Napier,17.6,23.5,4.7,23.4
Shai Gilgeous-Alexander,26.5,17.9,5.3,18.2
Shake Milton,13.4,8.6,6.2,14.7
Shaquille Harrison,19.6,14.2,7.6,16.0
Shaun Livingston,15.1,15.4,5.8,11.8
Shelvin Mack,21.9,24.1,4.2,17.9
Sindarius Thornwell,4.9,7.9,6.3,10.5
Skal Labissiere,8.0,7.8,12.0,15.4
Solomon Hill,20.0,8.0,6.9,10.4
Spencer Dinwiddie,28.1,27.2,4.1,24.2
Stanley Johnson,18.3,11.8,8.1,18.6
Stephen Curry,33.8,22.5,7.5,29.2
Sterling Brown,17.8,11.5,8.0,14.9
Steven Adams,33.4,6.3,13.1,16.0
Svi Mykhailiuk,10.5,11.0,3.8,15.7
T.J. Leaf,9.0,6.3,11.1,15.8
T.J. McConnell,19.3,24.9,5.7,14.8
T.J. Warren,31.6,7.3,6.4,22.1
Tahjere McCall,8.0,0.0,8.3,13.6
Taj Gibson,24.1,7.2,12.8,16.7
Taurean Prince,28.2,10.7,6.0,19.0
Terrance Ferguson,26.1,4.6,3.4,10.4
Terrence Jones,2.6,0.0,25.0,33.3
Terrence Ross,26.5,10.3,6.2,23.0
Terry Rozier,22.7,19.3,8.0,18.1
Thabo Sefolosha,12.2,5.9,10.2,12.9
Thaddeus Young,30.7,12.0,10.5,17.9
Theo Pinson,11.7,16.7,7.0,19.1
Thomas Bryant,20.8,9.0,14.5,17.0
Thomas Welsh,3.3,20.0,4.7,15.3
Thon Maker,15.2,6.6,9.5,14.8
Tim Frazier,19.0,28.6,7.1,13.2
Tim Hardaway Jr.,31.6,12.5,5.1,24.6
Timothe Luwawu-Cabarrot,13.4,5.7,6.7,15.6
Tobias Harris,34.7,12.6,10.8,22.5
Tomas Satoransky,27.0,24.8,6.3,13.9
Tony Bradley,12.0,4.2,19.2,20.0
Tony Parker,17.9,33.1,4.0,24.7
Tony Snell,17.6,6.9,5.5,12.7
Torrey Craig,20.0,6.2,8.4,12.1
Trae Young,30.9,39.0,5.7,27.7
Treveon Graham,20.4,6.2,6.7,12.3
Trevon Duval,1.9,66.7,12.5,23.1
Trevor Ariza,34.0,14.9,7.9,16.4
Trey Burke,19.4,22.9,4.1,24.2
Trey Lyles,17.5,11.6,10.3,22.9
Tristan Thompson,27.9,11.0,18.4,17.5
Troy Brown Jr.,14.0,14.7,9.5,15.8
Troy Caupain,3.9,40.0,11.1,21.6
Troy Daniels,14.9,5.2,4.7,17.1
Troy Williams,14.9,5.1,8.6,14.4
Tyler Cavanaugh,3.6,4.3,9.4,11.8
Tyler Davis,0.9,0.0,33.3,33.3
Tyler Dorsey,14.5,11.8,7.6,18.2
Tyler Johnson,26.8,16.5,5.3,18.0
Tyler Lydon,3.7,8.7,9.2,9.7
Tyler Ulis,0.8,0.0,0.0,0.0
Tyler Zeller,15.5,6.9,11.4,19.1
Tyreke Evans,20.3,17.6,6.9,25.5
Tyrone Wallace,10.1,9.0,7.2,17.4
Tyson Chandler,15.9,5.7,15.4,8.4
Tyus Jones,22.9,28.4,4.1,13.9
Udonis Haslem,7.5,4.8,13.6,19.6
Victor Oladipo,31.9,25.0,8.7,27.8
Vince Carter,17.5,9.7,6.6,16.4
Vincent Edwards,7.9,0.0,5.9,11.1
Wade Baldwin IV,5.9,24.0,6.8,22.7
Walt Lemon Jr.,27.9,28.3,7.6,25.3
Wayne Ellington,24.5,8.6,3.9,16.7
Wayne Selden,19.2,11.2,6.0,17.8
Wendell Carter Jr.,25.2,11.8,13.6,19.2
Wes Iwundu,18.1,8.0,6.8,12.5
Wesley Johnson,14.1,5.4,6.2,11.5
Wesley Matthews,30.3,11.3,3.9,17.5
Will Barton,27.7,14.6,8.1,19.5
Willie Cauley-Stein,27.3,12.1,14.2,17.3
Willy Hernangomez,14.0,11.2,18.2,20.6
Wilson Chandler,23.1,8.9,8.9,11.5
Yante Maten,6.5,0.0,8.6,13.3
Yogi Ferrell,15.0,17.6,4.8,16.0
Yuta Watanabe,11.6,6.3,8.6,14.8
Zach Collins,17.6,7.6,11.2,16.6
Zach LaVine,34.5,22.4,6.6,29.8
Zach Lofton,3.8,0.0,0.0,25.0
Zaza Pachulia,12.9,16.1,14.1,14.7
Zhaire Smith,18.4,10.1,5.8,16.6
Zhou Qi,1.0,0.0,0.0,33.3
