Player,Minutes,AST %,REB %,USG %
Caris LeVert,26.2,26.5,6.5,21.6
Carmelo Anthony,32.1,6.1,8.8,22.3
Cedi Osman,11.0,8.4,8.9,15.1
Chandler Parsons,19.2,15.8,6.8,18.0
Channing Frye,13.1,7.7,9.7,15.1
Charles Cooke,3.0,0.0,2.2,17.0
Cheick Diallo,11.1,4.9,17.3,16.7
Chinanu Onuaku,21.6,10.0,9.1,18.2
Chris Boucher,1.3,0.0,50.0,33.3
Chris McCullough,4.7,8.2,12.8,21.9
Chris Paul,31.8,38.9,8.6,24.1
Clint Capela,27.5,5.5,19.8,19.0
Cody Zeller,19.0,7.5,13.8,15.2
Cole Aldrich,2.3,8.1,15.8,15.1
Corey Brewer,16.8,7.3,6.0,13.6
Cory Joseph,27.0,16.4,5.9,14.3
Courtney Lee,30.4,11.3,4.8,16.5
Cristiano Felicio,17.8,9.3,11.4,13.3
D'Angelo Russell,25.7,34.8,7.2,29.5
D.J. Augustin,23.5,25.1,4.4,18.2
D.J. Wilson,3.2,7.5,8.3,12.7
Dakari Johnson,5.2,8.3,10.5,13.9
Damian Jones,5.9,3.7,7.8,14.3
Damian Lillard,36.6,30.1,5.8,29.5
Damien Wilkins,8.0,7.5,5.1,12.5
Damion Lee,27.0,10.9,8.0,18.2
Damyean Dotson,10.8,9.8,8.2,16.9
Daniel Hamilton,4.6,61.5,8.3,20.0
Daniel Theis,14.9,9.9,14.1,15.0
Danilo Gallinari,32.0,9.7,7.3,20.5
Danny Green,25.6,8.9,6.8,16.3
Dante Cunningham,21.4,4.2,9.2,11.4
Dante Exum,16.8,27.0,5.3,22.3
Danuel House Jr.,17.5,9.2,8.8,16.0
Dario Saric,29.6,12.9,10.8,20.4
Darius Miller,23.7,7.6,4.1,12.4
Darrell Arthur,7.4,10.1,5.4,18.8
Darren Collison,29.3,25.7,4.6,17.0
Darrun Hilliard,6.8,14.7,4.0,11.9
David Nwaba,23.5,9.4,9.5,15.3
David Stockton,3.1,0.0,0.0,25.0
David West,13.7,22.0,12.2,22.3
Davis Bertans,14.1,10.2,7.0,16.8
Davon Reed,11.5,8.7,7.2,15.8
De'Aaron Fox,27.7,24.0,5.0,22.7
DeAndre Jordan,31.5,7.4,23.6,15.1
DeAndre Liggins,12.5,9.1,5.4,7.9
DeAndre' Bembry,17.5,16.6,7.9,17.9
DeMar DeRozan,33.9,24.5,5.7,28.6
DeMarcus Cousins,36.2,24.1,18.3,31.8
DeMarre Carroll,29.9,10.6,10.4,19.4
Dejounte Murray,21.5,20.2,12.8,20.1
Delon Wright,20.9,20.1,6.9,16.9
Demetrius Jackson,5.3,18.8,7.3,15.6
Dennis Schroder,31.0,35.2,5.0,29.9
Dennis Smith Jr.,29.7,30.1,6.3,28.0
Denzel Valentine,27.2,17.8,9.0,17.0
Derrick Favors,28.0,7.5,13.3,18.1
Derrick Jones Jr.,12.3,5.6,7.2,12.4
Derrick Rose,16.8,13.6,4.3,24.5
Derrick Walton Jr.,9.2,17.0,5.6,9.2
Derrick White,8.2,9.8,8.4,14.6
Derrick Williams,4.3,0.0,5.0,16.7
Devin Booker,34.5,23.3,6.2,30.1
Devin Harris,18.9,16.5,4.7,19.4
Devin Robinson,13.2,0.0,15.2,8.3
Dewayne Dedmon,24.9,9.0,15.8,16.6
Deyonta Davis,15.2,6.8,13.0,14.4
Dillon Brooks,28.7,9.2,5.6,18.4
Dion Waiters,30.6,21.0,4.3,25.0
Dirk Nowitzki,24.7,9.8,11.8,19.9
Domantas Sabonis,24.5,12.7,16.0,21.4
Donovan Mitchell,33.4,18.9,5.7,28.3
Dorian Finney-Smith,21.3,8.6,7.9,14.4
Doug McDermott,21.8,6.5,5.5,14.4
Dragan Bender,25.2,8.9,8.2,12.5
Draymond Green,32.7,28.6,11.7,16.8
Dwayne Bacon,13.5,7.7,8.1,13.0
Dwight Buycks,14.7,24.0,4.7,26.6
Dwight Howard,30.4,6.9,19.9,23.8
Dwight Powell,21.2,8.5,13.4,15.1
Dwyane Wade,22.9,24.5,7.9,25.1
E'Twaun Moore,31.5,10.0,4.5,15.7
Ed Davis,18.9,3.9,18.8,12.0
Edmond Sumner,2.2,0.0,20.0,20.0
Ekpe Udoh,12.9,9.3,9.5,8.9
Elfrid Payton,28.7,32.8,7.4,21.1
Emeka Okafor,13.6,2.8,14.8,13.3
Emmanuel Mudiay,19.4,25.4,5.8,23.1
Enes Kanter,25.8,9.1,21.2,21.2
Eric Bledsoe,31.4,24.6,6.3,25.4
Eric Gordon,31.2,11.3,3.9,23.8
Eric Moreland,12.0,14.1,16.8,9.7
Erik McCree,1.9,0.0,9.1,15.8
Ersan Ilyasova,25.1,7.8,11.4,18.3
Evan Fournier,32.2,13.8,4.8,22.6
Evan Turner,25.7,12.8,5.7,15.3
Frank Kaminsky,23.2,11.3,7.8,20.2
Frank Mason,18.9,23.3,6.7,22.6
Frank Ntilikina,21.9,21.0,5.0,16.6
Fred VanVleet,20.0,23.2,6.0,18.9
Furkan Korkmaz,5.7,7.7,6.4,15.9
Garrett Temple,24.8,11.5,4.7,16.0
Gary Harris,34.4,12.8,3.9,20.4
Gary Payton II,9.6,13.0,9.8,16.2
George Hill,27.0,14.5,5.1,16.1
Georges Niang,3.5,16.7,14.5,19.0
Georgios Papagiannis,7.2,9.7,15.4,17.0
Gerald Green,22.7,4.5,6.9,21.9
Gian Clavell,9.1,7.1,5.7,14.7
Giannis Antetokounmpo,36.7,23.7,14.1,30.7
Glenn Robinson III,14.7,6.8,5.2,11.9
Goran Dragic,31.7,24.5,6.4,25.0
Gordon Hayward,5.3,0.0,9.1,15.4
Gorgui Dieng,16.9,8.0,13.7,15.9
Greg Monroe,20.4,18.9,17.2,21.8
Guerschon Yabusele,7.1,10.7,10.5,14.6
Harrison Barnes,34.2,10.1,8.9,24.7
Hassan Whiteside,25.3,6.8,21.8,23.5
Henry Ellenson,8.7,9.8,11.8,23.3
Ian Clark,19.7,10.7,4.3,16.8
Ian Mahinmi,14.9,6.8,13.7,15.0
Ike Anigbogu,2.7,0.0,14.5,17.9
Iman Shumpert,19.7,8.4,7.2,12.5
Isaiah Canaan,21.1,27.6,5.4,19.3
Isaiah Hicks,13.3,9.8,8.1,17.5
Isaiah Taylor,17.4,27.2,3.9,19.5
Isaiah Thomas,26.9,26.8,3.7,27.6
Isaiah Whitehead,11.2,21.3,6.9,27.4
Ish Smith,24.9,27.3,5.4,20.3
Ivan Rabb,14.3,9.5,15.7,16.7
Ivica Zubac,9.5,9.5,13.5,17.2
J.J. Barea,23.2,42.6,6.4,24.3
JJ Redick,30.2,14.9,4.0,20.6
JR Smith,28.1,8.7,5.3,13.6
JaKarr Sampson,15.6,4.1,11.0,12.4
JaMychal Green,28.0,8.2,15.5,17.8
JaVale McGee,9.5,8.0,13.6,18.3
Jabari Bird,8.8,9.9,8.1,14.1
Jabari Parker,24.0,12.9,10.0,22.8
Jack Cooley,12.5,12.8,15.5,18.5
Jacob Pullen,2.0,0.0,0.0,18.8
Jacob Wiley,6.7,9.1,14.1,6.3
Jae Crowder,26.1,7.1,6.6,16.9
Jahlil Okafor,12.6,7.0,12.2,21.6
Jake Layman,4.6,9.9,5.0,13.9
Jakob Poeltl,18.6,5.4,12.9,14.4
Jalen Jones,11.9,3.3,10.4,19.3
Jamal Crawford,20.7,17.7,3.1,23.1
Jamal Murray,31.7,15.9,6.0,22.3
Jameel Warney,9.0,0.0,16.7,23.4
Jameer Nelson,20.1,25.2,5.1,13.7
Jamel Artis,18.6,9.8,6.4,14.2
James Ennis III,22.3,6.9,7.0,13.4
James Harden,35.4,44.9,7.8,35.3
James Johnson,26.6,22.0,9.1,18.5
James Michael McAdoo,6.0,0.0,5.9,22.0
James Webb III,12.0,4.4,9.6,9.9
James Young,10.2,5.3,1.6,13.1
Jamil Wilson,18.3,5.6,5.5,14.5
Jared Dudley,14.3,15.3,6.7,10.2
Jarell Eddie,2.9,0.0,5.9,9.1
Jarell Martin,22.7,7.3,9.6,16.8
Jarrett Allen,20.0,5.5,12.7,16.2
Jarrett Jack,25.0,30.2,6.1,16.4
Jason Smith,8.6,8.4,9.0,20.4
Jason Terry,16.0,9.8,3.1,9.7
Jawun Evans,16.2,17.7,5.3,17.0
Jaylen Brown,30.7,8.1,7.8,20.8
Jaylen Morris,16.4,13.0,7.2,15.4
Jayson Tatum,30.5,8.1,8.1,19.2
Jeff Green,23.4,8.1,6.6,19.0
Jeff Teague,33.0,29.8,4.6,20.1
Jeff Withey,3.9,0.0,11.9,20.0
Jerami Grant,20.3,5.5,9.4,16.1
Jeremy Evans,5.4,0.0,7.7,14.3
Jeremy Lamb,24.6,15.4,8.0,22.0
Jeremy Lin,25.2,23.5,0.0,25.4
Jerian Grant,22.8,31.4,4.9,17.2
Jerryd Bayless,23.7,8.5,4.1,14.6
Jimmy Butler,36.7,20.4,7.5,24.5
Joakim Noah,5.7,20.0,16.1,16.2
Jodie Meeks,14.5,10.0,5.6,17.9
Joe Harris,25.3,10.1,6.3,16.1
Joe Ingles,31.4,22.2,6.8,15.6
Joe Johnson,21.9,10.9,7.0,15.7
Joe Young,10.5,10.3,5.5,16.9
Joel Bolomboy,6.3,0.0,12.8,11.5
Joel Embiid,30.4,18.2,17.3,33.0
Joffrey Lauvergne,9.7,12.1,16.2,19.2
John Collins,24.1,9.0,14.7,17.4
John Henson,25.9,8.3,13.6,14.9
John Holland,7.3,4.0,7.0,17.8
John Wall,34.4,42.5,5.3,28.1
Johnathan Motley,16.0,7.8,13.1,24.0
Johnny O'Bryant III,10.5,6.7,11.2,21.9
Jon Leuer,17.1,5.1,11.3,15.1
Jonas Jerebko,15.3,5.7,11.2,15.1
Jonas Valanciunas,22.4,7.5,18.7,22.2
Jonathan Gibson,10.0,14.8,3.8,28.0
Jonathan Isaac,19.8,5.3,8.7,14.9
Jonathon Simmons,29.4,13.1,5.9,21.5
Jordan Bell,14.2,16.6,12.6,13.4
Jordan Clarkson,23.3,19.3,5.5,25.3
Jordan Crawford,10.7,35.1,3.6,23.0
Jordan Mickey,12.4,5.1,14.6,16.8
Jose Calderon,16.0,17.5,4.9,11.8
Josh Gray,17.3,24.0,5.1,24.3
Josh Hart,23.2,7.6,8.6,13.3
Josh Huestis,14.2,2.7,8.0,9.5
Josh Jackson,25.4,10.5,8.3,25.3
Josh Magette,12.0,37.0,4.3,11.9
Josh McRoberts,2.9,0.0,0.0,7.1
Josh Richardson,33.2,13.1,5.3,17.6
Josh Smith,3.9,0.0,12.5,11.8
Jrue Holiday,36.1,24.3,6.0,22.5
Juancho Hernangomez,11.1,6.0,9.8,13.4
Julius Randle,26.7,15.8,14.4,25.1
Julyan Stone,7.6,18.7,7.9,5.1
Justin Anderson,13.7,7.8,8.4,18.8
Justin Holiday,31.5,9.7,6.2,17.7
Justin Jackson,22.2,7.1,6.2,13.9
Justin Patton,3.7,0.0,0.0,20.0
Justise Winslow,24.7,13.4,10.7,15.8
Jusuf Nurkic,26.4,11.5,16.2,25.7
Kadeem Allen,6.0,16.7,4.9,13.2
Karl-Anthony Towns,35.6,10.5,17.9,22.5
Kawhi Leonard,23.3,19.1,9.8,30.4
Kay Felder,8.7,24.7,6.0,28.0
Kelly Olynyk,23.4,18.0,12.6,21.3
Kelly Oubre Jr.,27.5,6.7,8.1,18.8
Kemba Walker,34.2,26.4,4.4,26.7
Kendrick Perkins,14.5,18.2,4.2,11.8
Kenneth Faried,14.4,6.4,16.2,17.3
Kent Bazemore,27.5,19.9,6.9,22.1
Kentavious Caldwell-Pope,33.2,9.3,7.5,16.5
Kevin Durant,34.2,24.3,9.9,29.3
Kevin Love,28.0,9.9,17.2,24.8
Kevon Looney,13.8,6.2,11.6,12.1
Khem Birch,13.8,8.8,15.2,13.1
Khris Middleton,36.4,17.2,7.6,23.9
Klay Thompson,34.3,10.8,5.5,23.2
Kobi Simmons,20.1,15.7,4.0,16.3
Kosta Koufos,19.6,10.0,16.5,15.0
Kris Dunn,29.3,31.9,7.1,24.5
Kristaps Porzingis,32.4,6.3,9.8,30.5
Kyle Anderson,26.7,14.6,10.0,13.3
Kyle Collinsworth,15.0,16.3,10.7,12.4
Kyle Korver,21.6,7.9,5.2,15.4
Kyle Kuzma,31.2,9.1,9.5,21.9
Kyle Lowry,32.2,30.7,8.5,21.1
Kyle O'Quinn,18.0,16.6,16.8,16.8
Kyle Singler,4.9,5.7,8.0,21.9
Kyrie Irving,32.2,28.2,5.7,29.8
LaMarcus Aldridge,33.4,11.1,12.7,28.8
Lance Stephenson,22.6,18.6,11.5,20.8
Lance Thomas,18.5,4.4,6.5,10.6
Langston Galloway,14.9,10.5,5.1,18.8
Larry Drew II,7.0,19.6,2.2,17.0
Larry Nance Jr.,21.5,8.5,15.2,15.5
Lauri Markkanen,29.7,6.4,12.3,21.5
LeBron James,36.9,43.2,11.9,31.0
London Perrantes,4.7,10.2,3.5,10.1
Lonzo Ball,34.2,28.8,9.5,16.9
Lorenzo Brown,9.9,12.5,5.6,12.3
Lou Williams,32.8,25.4,3.8,28.5
Luc Mbah a Moute,25.6,5.2,6.0,12.8
Lucas Nogueira,8.6,7.5,10.4,11.5
Luis Montero,4.0,0.0,11.1,16.7
Luke Babbitt,14.3,6.4,6.7,14.7
Luke Kennard,20.0,12.7,5.9,16.9
Luke Kornet,16.3,11.4,9.4,18.9
Luol Deng,13.1,11.1,0.0,9.1
Malachi Richardson,12.4,5.8,5.3,14.9
Malcolm Brogdon,29.9,16.5,5.8,18.9
Malcolm Delaney,18.8,24.4,4.9,16.6
Malcolm Miller,8.4,3.4,6.0,11.4
Malik Beasley,9.4,7.7,5.8,15.1
Malik Monk,13.5,17.8,3.7,24.1
Mangok Mathiang,5.0,0.0,23.3,13.7
Manu Ginobili,20.0,19.3,5.4,20.5
MarShon Brooks,27.5,20.5,5.6,27.1
Marc Gasol,33.0,22.5,12.7,25.5
Marcin Gortat,25.3,10.3,15.1,15.3
Marco Belinelli,24.3,11.5,3.8,19.7
Marcus Georges-Hunt,5.3,4.5,3.6,11.1
Marcus Morris Sr.,26.7,8.2,9.7,22.2
Marcus Paige,5.6,14.3,7.3,22.4
Marcus Smart,29.9,23.4,5.6,18.7
Mario Chalmers,21.5,21.4,5.5,18.6
Mario Hezonja,22.1,10.1,8.4,19.7
Markel Brown,7.9,10.5,7.0,13.2
Markelle Fultz,18.1,29.4,7.4,21.8
Markieff Morris,27.0,10.7,10.7,19.4
Marquese Chriss,21.2,8.1,12.1,17.6
Marquis Teague,24.6,24.1,4.0,12.1
Marreese Speights,13.0,10.4,9.3,26.5
Marshall Plumlee,6.5,6.3,15.9,11.1
Marvin Williams,25.7,6.9,8.9,14.5
Mason Plumlee,19.5,14.5,13.8,16.1
Matt Costello,8.1,7.1,16.7,7.1
Matt Williams Jr.,3.8,0.0,5.0,28.0
Matthew Dellavedova,18.7,29.6,4.7,13.4
Maurice Harkless,21.4,6.1,6.3,12.3
Maxi Kleber,16.8,6.6,9.5,13.5
Meyers Leonard,7.7,11.0,14.4,15.5
Michael Beasley,22.3,12.2,12.3,26.1
Michael Carter-Williams,16.1,21.4,8.1,16.6
Michael Kidd-Gilchrist,25.0,5.7,7.9,15.9
Mike Conley,31.1,23.4,3.6,26.0
Mike James,19.1,27.9,6.0,23.7
Mike Muscala,20.0,7.4,10.0,14.9
Mike Scott,18.5,9.3,8.8,19.4
Miles Plumlee,16.7,7.4,12.1,12.7
Milos Teodosic,25.2,25.2,5.4,17.8
Milton Doyle,12.5,12.2,6.9,17.3
Mindaugas Kuzminskas,1.9,0.0,0.0,50.0
Mirza Teletovic,15.9,10.3,7.7,18.3
Monte Morris,8.4,36.8,4.1,13.6
Montrezl Harrell,17.0,9.3,11.5,22.7
Myke Henry,18.9,8.3,5.2,14.8
Myles Turner,28.2,7.1,11.4,19.9
Nate Wolters,3.8,7.7,5.0,12.5
Naz Mitrou-Long,0.5,0.0,0.0,50.0
Nemanja Bjelica,20.5,8.8,10.1,13.9
Nene,14.6,9.3,11.6,18.3
Nerlens Noel,15.7,7.0,17.4,13.1
Nick Collison,5.0,8.7,12.9,18.1
Nick Young,17.4,3.8,4.4,16.9
Nicolas Batum,31.0,25.5,7.5,17.8
Nicolas Brussino,2.5,0.0,12.0,8.3
Nigel Hayes,13.6,7.7,8.6,13.1
Nik Stauskas,12.8,11.5,5.7,15.9
Nikola Jokic,32.6,28.6,16.8,23.8
Nikola Mirotic,27.2,7.9,12.7,22.3
Nikola Vucevic,29.5,18.4,15.3,25.2
Noah Vonleh,16.2,5.9,16.7,14.2
Norman Powell,15.2,12.2,5.6,18.5
OG Anunoby,20.0,4.9,6.1,12.1
Okaro White,13.3,3.4,7.1,10.1
Omari Johnson,18.8,10.6,8.1,13.9
Omer Asik,10.1,2.0,13.4,9.0
Omri Casspi,14.0,9.9,13.2,15.7
Otto Porter Jr.,31.6,9.6,10.4,18.2
P.J. Tucker,27.8,4.7,10.1,10.3
PJ Dozier,1.6,0.0,12.5,42.9
Pascal Siakam,20.7,13.4,11.0,15.4
Pat Connaughton,18.1,8.5,5.2,12.8
Patrick Beverley,30.3,15.0,6.9,19.8
Patrick McCaw,16.9,11.3,4.2,12.5
Patrick Patterson,15.5,6.8,7.4,11.2
Patty Mills,25.7,15.8,3.6,17.2
Pau Gasol,23.5,20.8,16.4,20.1
Paul George,36.6,14.3,7.6,24.8
Paul Millsap,30.1,13.9,10.7,21.7
Paul Zipser,15.3,8.6,7.8,15.6
Quincy Acy,19.4,6.1,9.1,14.3
Quincy Pondexter,8.5,7.8,6.6,15.1
Quinn Cook,22.4,17.9,5.5,17.6
RJ Hunter,9.0,11.1,4.9,21.4
Rajon Rondo,26.2,40.6,7.4,16.4
Ramon Sessions,14.0,29.7,4.9,18.7
Rashad Vaughn,7.6,9.0,5.2,13.7
Raul Neto,12.2,23.0,4.8,17.3
Raymond Felton,16.6,25.5,5.6,21.0
Reggie Bullock,27.9,8.1,4.3,15.3
Reggie Hearn,2.2,0.0,0.0,10.5
Reggie Jackson,26.7,33.1,5.2,26.5
Richard Jefferson,8.2,13.5,5.2,8.9
Richaun Holmes,15.5,12.2,13.1,15.9
Ricky Rubio,29.3,28.3,8.0,22.2
Robert Covington,31.6,8.4,8.2,16.8
Robin Lopez,26.4,11.9,8.3,20.3
Rodney Hood,26.9,9.7,5.2,24.0
Rodney McGruder,16.6,7.5,5.5,11.4
Rodney Purvis,18.1,9.2,4.3,18.7
Ron Baker,13.3,16.1,4.0,10.2
Rondae Hollis-Jefferson,28.2,14.3,11.3,21.7
Royce O'Neale,16.7,12.2,10.1,14.0
Rudy Gay,21.6,9.7,11.7,23.7
Rudy Gobert,32.4,6.8,16.5,16.3
Russell Westbrook,36.4,46.4,13.3,32.6
Ryan Anderson,26.1,5.0,9.6,14.1
Ryan Arcidiacono,12.7,16.1,3.9,8.1
Salah Mejri,11.9,7.1,16.5,12.6
Sam Dekker,12.1,5.9,9.5,14.8
Scotty Hopson,8.4,20.0,0.0,11.1
Sean Kilpatrick,12.3,12.1,6.6,24.2
Semi Ojeleye,15.8,2.6,6.8,8.8
Serge Ibaka,27.5,4.4,11.2,18.9
Shabazz Muhammad,9.7,5.5,9.5,22.5
Shabazz Napier,20.7,14.9,5.4,19.2
Shane Larkin,14.3,21.0,5.9,15.3
Shaquille Harrison,16.7,19.9,7.7,17.3
Shaun Livingston,15.9,16.9,5.9,16.5
Shelvin Mack,19.8,30.8,5.9,17.5
Sindarius Thornwell,15.8,8.1,5.8,11.8
Skal Labissiere,20.7,8.8,11.7,20.4
Solomon Hill,15.6,14.0,8.7,11.3
Spencer Dinwiddie,28.8,34.9,5.4,20.1
Stanley Johnson,27.4,8.6,6.5,16.1
Stephen Curry,32.0,27.2,7.9,29.0
Sterling Brown,14.4,4.9,9.1,13.5
Steven Adams,32.7,5.1,13.3,16.0
T.J. Leaf,8.7,2.8,8.7,13.6
T.J. McConnell,22.5,25.8,6.2,13.4
T.J. Warren,33.0,6.9,7.4,24.3
Taj Gibson,33.2,5.1,10.9,14.4
Tarik Black,10.5,4.2,14.4,14.7
Taurean Prince,30.0,13.5,7.8,21.6
Terrance Ferguson,12.5,3.5,3.0,10.4
Terrence Ross,25.0,8.8,5.9,16.6
Terry Rozier,25.9,18.4,8.7,19.9
Thabo Sefolosha,21.2,6.6,10.4,16.2
Thaddeus Young,32.2,8.5,10.1,17.1
Thomas Bryant,4.8,12.8,11.7,16.1
Thon Maker,16.7,5.5,9.7,14.7
Tim Frazier,14.2,32.7,7.0,12.5
Tim Hardaway Jr.,33.1,12.3,5.7,22.9
Tim Quarterman,4.3,25.0,10.0,16.7
Timofey Mozgov,11.6,5.0,12.9,16.1
Timothe Luwawu-Cabarrot,15.5,9.8,4.1,16.8
Tobias Harris,33.3,11.5,8.1,22.7
Tomas Satoransky,22.5,24.6,7.2,13.4
Tony Allen,12.4,5.1,8.3,18.1
Tony Bradley,3.2,5.6,16.7,15.8
Tony Parker,19.5,28.2,4.5,20.1
Tony Snell,27.4,6.4,3.6,10.5
Torrey Craig,16.1,5.4,10.0,11.6
Travis Wear,13.4,4.5,8.1,15.2
Treveon Graham,16.7,8.2,5.6,11.2
Trevor Ariza,33.9,6.6,6.5,14.1
Trevor Booker,17.0,10.6,13.4,15.9
Trey Burke,21.8,32.9,4.5,24.9
Trey Lyles,19.1,10.5,12.5,20.5
Trey McKinney-Jones,1.2,0.0,0.0,0.0
Tristan Thompson,20.2,4.3,16.1,12.1
Troy Daniels,20.5,4.7,3.7,16.8
Troy Williams,14.6,7.1,10.3,19.2
Tyler Cavanaugh,13.3,7.6,12.2,13.9
Tyler Dorsey,17.4,12.8,6.4,19.3
Tyler Ennis,12.7,23.4,6.5,16.9
Tyler Johnson,28.5,12.3,6.0,18.0
Tyler Lydon,2.2,0.0,0.0,0.0
Tyler Ulis,23.4,28.2,3.7,18.4
Tyler Zeller,16.8,6.3,13.1,15.7
Tyreke Evans,30.9,30.4,8.3,27.7
Tyrone Wallace,28.4,11.5,5.8,15.9
Tyson Chandler,25.0,6.5,17.4,10.5
Tyus Jones,17.9,21.5,4.7,12.4
Udonis Haslem,5.1,11.9,6.5,11.3
Vander Blue,9.0,8.6,1.3,8.5
Victor Oladipo,34.0,20.9,7.7,29.5
Vince Carter,17.7,9.9,7.1,14.4
Vincent Hunter,1.9,0.0,17.6,25.0
Wade Baldwin IV,11.5,9.3,5.4,15.9
Walt Lemon Jr.,7.0,17.2,3.3,25.6
Wayne Ellington,26.5,6.0,5.3,16.7
Wayne Selden,19.8,15.4,4.1,21.2
Wes Iwundu,16.5,8.4,6.5,11.4
Wesley Johnson,20.1,5.6,7.1,12.6
Wesley Matthews,33.8,12.5,4.7,17.3
Will Barton,33.1,18.5,7.5,20.1
Willie Cauley-Stein,28.0,13.5,12.8,21.5
Willie Reed,10.2,3.5,14.2,15.9
Willy Hernangomez,10.3,10.9,17.9,20.3
Wilson Chandler,31.7,9.4,8.5,14.2
Xavier Munford,3.5,36.4,2.8,18.4
Xavier Rathan-Mayes,23.6,24.7,2.2,20.7
Xavier Silas,3.7,0.0,10.5,13.6
Yogi Ferrell,27.8,13.7,5.4,16.6
Zach Collins,15.8,7.0,10.5,15.3
Zach LaVine,27.3,18.7,7.1,29.0
Zach Randolph,25.6,14.6,13.5,27.0
Zaza Pachulia,14.1,14.1,16.7,16.5
Zhou Qi,6.9,2.8,7.8,16.3
