Player,PP100Pos
Joel Embiid,38.2
Joffrey Lauvergne,18.7
John Henson,17.6
John Jenkins,25.9
John Lucas III,8.3
John Wall,30.7
Johnny O'Bryant III,22.5
Jon Leuer,19.6
Jonas Jerebko,11.9
Jonas Valanciunas,23.4
Jonathan Gibson,22.4
Jonathon Simmons,17.1
Jordan Clarkson,24.0
Jordan Crawford,29.4
Jordan Farmar,16.4
Jordan Hill,13.0
Jordan McRae,20.7
Jordan Mickey,12.8
Jose Calderon,12.7
Josh Huestis,20.6
Josh McRoberts,14.5
Josh Richardson,16.6
Jrue Holiday,22.7
Juancho Hernangomez,17.1
Julius Randle,22.0
Justin Anderson,21.4
Justin Hamilton,17.4
Justin Harper,17.9
Justin Holiday,18.8
Justise Winslow,15.7
Jusuf Nurkic,23.1
KJ McDaniels,19.5
Karl-Anthony Towns,34.1
Kawhi Leonard,38.6
Kay Felder,20.7
Kelly Olynyk,21.4
Kelly Oubre Jr.,15.1
Kemba Walker,33.3
Kenneth Faried,21.8
Kent Bazemore,19.8
Kentavious Caldwell-Pope,20.6
Kevin Durant,35.0
Kevin Love,29.6
Kevin Seraphin,20.2
Kevon Looney,14.1
Khris Middleton,24.6
Klay Thompson,31.2
Kosta Koufos,16.7
Kris Dunn,11.0
Kris Humphries,18.2
Kristaps Porzingis,27.1
Kyle Anderson,11.9
Kyle Korver,18.6
Kyle Lowry,30.1
Kyle O'Quinn,20.1
Kyle Singler,11.2
Kyle Wiltjer,12.6
Kyrie Irving,35.4
LaMarcus Aldridge,27.4
Lamar Patterson,11.5
Lance Stephenson,16.7
Lance Thomas,14.1
Langston Galloway,18.9
Larry Nance Jr.,14.9
Larry Sanders,14.8
Lavoy Allen,9.9
LeBron James,34.6
Leandro Barbosa,20.7
Lou Williams,33.4
Luc Mbah a Moute,13.4
Lucas Nogueira,11.4
Luis Scola,18.6
Luke Babbitt,15.2
Luol Deng,13.8
Malachi Richardson,19.5
Malcolm Brogdon,19.5
Malcolm Delaney,15.3
Malik Beasley,22.9
Manny Harris,16.0
Manu Ginobili,18.9
Marc Gasol,29.4
Marcelo Huertas,12.6
Marcin Gortat,16.8
Marco Belinelli,21.3
Marcus Georges-Hunt,14.0
Marcus Morris Sr.,21.5
Marcus Smart,16.8
Marcus Thornton,18.7
Mario Hezonja,16.3
Markieff Morris,21.8
Marquese Chriss,20.3
Marreese Speights,27.0
Marshall Plumlee,11.6
Marvin Williams,18.4
Mason Plumlee,19.2
Matt Barnes,14.6
Matthew Dellavedova,14.5
Maurice Harkless,17.1
Maurice Ndour,14.6
Metta World Peace,17.4
Meyers Leonard,15.8
Michael Beasley,27.9
Michael Carter-Williams,17.3
Michael Gbinije,6.3
Michael Kidd-Gilchrist,15.8
Mike Conley,31.5
Mike Dunleavy,15.7
Mike Miller,8.5
Mike Muscala,17.0
Mike Scott,11.4
Mike Tobey,4.1
Miles Plumlee,11.6
Mindaugas Kuzminskas,20.4
Mirza Teletovic,19.8
Monta Ellis,15.5
Montrezl Harrell,23.5
Myles Turner,22.7
Nemanja Bjelica,16.8
Nene,23.5
Nerlens Noel,20.7
Nick Collison,12.6
Nick Young,24.5
Nicolas Batum,22.0
Nicolas Brussino,14.3
Nicolas Laprovittola,17.1
Nik Stauskas,16.6
Nikola Jokic,28.6
Nikola Mirotic,21.7
Nikola Vucevic,24.5
Noah Vonleh,12.7
Norman Powell,22.9
Norris Cole,16.6
Okaro White,10.4
Omer Asik,8.5
Omri Casspi,14.4
Otto Porter Jr.,19.9
P.J. Tucker,11.7
Pascal Siakam,13.2
Pat Connaughton,15.0
Patricio Garino,0.0
Patrick Beverley,14.8
Patrick McCaw,12.3
Patrick Patterson,13.8
Patty Mills,20.9
Pau Gasol,24.5
Paul George,32.7
Paul Millsap,25.7
Paul Pierce,14.3
Paul Zipser,14.1
Pierre Jackson,20.2
Quincy Acy,18.9
Quinn Cook,20.7
RJ Hunter,0.0
Rajon Rondo,14.4
Rakeem Christmas,12.9
Ramon Sessions,18.3
Randy Foye,12.9
Rashad Vaughn,15.4
Raul Neto,14.3
Raymond Felton,15.5
Reggie Bullock,14.8
Reggie Jackson,26.3
Reggie Williams,15.9
Richard Jefferson,13.6
Richaun Holmes,22.5
Ricky Rubio,16.9
Robert Covington,19.5
Robin Lopez,18.4
Rodney Hood,24.3
Rodney McGruder,12.7
Rodney Stuckey,19.9
Ron Baker,12.6
Rondae Hollis-Jefferson,17.8
Ronnie Price,4.8
Roy Hibbert,15.6
Rudy Gay,27.5
Rudy Gobert,21.7
Russell Westbrook,43.7
Ryan Anderson,22.1
Ryan Kelly,11.1
Salah Mejri,12.2
Sam Dekker,16.9
Sasha Vujacic,14.8
Sean Kilpatrick,24.5
Semaj Christon,9.3
Serge Ibaka,24.1
Sergio Rodriguez,16.9
Seth Curry,22.8
Shabazz Muhammad,25.3
Shabazz Napier,21.2
Shaun Livingston,14.3
Shawn Long,30.3
Sheldon Mac,15.3
Shelvin Mack,18.3
Skal Labissiere,23.3
Solomon Hill,11.4
Spencer Dinwiddie,15.5
Spencer Hawes,20.4
Stanley Johnson,12.2
Stephen Curry,35.1
Stephen Zimmerman,10.6
Steve Novak,11.9
Steven Adams,18.3
T.J. McConnell,12.3
T.J. Warren,21.8
Taj Gibson,21.1
Tarik Black,17.0
Taurean Prince,16.5
Terrence Jones,22.1
Terrence Ross,21.3
Terry Rozier,15.8
Thabo Sefolosha,13.5
Thaddeus Young,17.8
Thomas Robinson,20.8
Thon Maker,20.6
Tiago Splitter,24.4
Tim Frazier,14.7
Tim Hardaway Jr.,25.5
Tim Quarterman,18.6
Timofey Mozgov,17.7
Timothe Luwawu-Cabarrot,17.7
Tobias Harris,25.5
Tomas Satoransky,10.6
Toney Douglas,14.5
Tony Allen,17.4
Tony Parker,20.8
Tony Snell,14.7
Treveon Graham,15.1
Trevor Ariza,16.0
Trevor Booker,19.0
Trey Burke,20.2
Trey Lyles,19.3
Tristan Thompson,13.4
Troy Daniels,23.0
Troy Williams,16.4
Ty Lawson,19.3
Tyler Ennis,18.6
Tyler Johnson,22.6
Tyler Ulis,18.5
Tyler Zeller,16.3
Tyreke Evans,25.6
Tyson Chandler,14.6
Tyus Jones,13.3
Udonis Haslem,11.7
Victor Oladipo,23.1
Vince Carter,16.6
Wade Baldwin IV,12.9
Wayne Ellington,21.5
Wayne Selden,15.3
Wesley Johnson,11.1
Wesley Matthews,20.3
Will Barton,23.2
Willie Cauley-Stein,21.4
Willie Reed,17.7
Willy Hernangomez,21.7
Wilson Chandler,24.4
Yogi Ferrell,19.3
Zach LaVine,25.7
Zach Randolph,29.3
Zaza Pachulia,15.8
